FBpp0088518	FBgn0026309	Drosophila_melanogaster	FBtr0089549
Y40D12A.1a.1	WBGene00021502	Caenorhabditis_elegans_strain_N2	Y40D12A.1a.1
ENSSFOP00015027198	ENSSFOG00015017483	Scleropages_formosus
ENSSCAP00000016329	ENSSCAG00000011956	Serinus_canaria
ENSPCIP00000020792	ENSPCIG00000015810	Phascolarctos_cinereus
ENSVURP00010001012	ENSVURG00010000885	Vombatus_ursinus
ENSSHAP00000013040	ENSSHAG00000011153	Sarcophilus_harrisii
ENSMODP00000017826	ENSMODG00000014267	Monodelphis_domestica
ENSOGAP00000016982	ENSOGAG00000030619	Otolemur_garnettii
ENSPSMP00000010248	ENSPSMG00000007449	Prolemur_simus
ENSMMUP00000064201	ENSMMUG00000005808	Macaca_mulatta
ENSCSAP00000018008	ENSCSAG00000018469	Chlorocebus_sabaeus
ENSTGEP00000014372	ENSTGEG00000011665	Theropithecus_gelada
ENSPTEP00000004773	ENSPTEG00000005559	Piliocolobus_tephrosceles
ENSPPYP00000008505	ENSPPYG00000007532	Pongo_abelii
ENSP00000337512	ENSG00000180917	Homo_sapiens
ENSANAP00000002908	ENSANAG00000019323	Aotus_nancymaae
ENSCJAP00000040732	ENSCJAG00000022068	Callithrix_jacchus
ENSHGLP00000018914	ENSHGLG00000013565	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021776	ENSHGLG00100016028	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011023	ENSFDAG00000018647	Fukomys_damarensis
ENSCAPP00000007972	ENSCAPG00000009774	Cavia_aperea
ENSCPOP00000014140	ENSCPOG00000015680	Cavia_porcellus
ENSCLAP00000012920	ENSCLAG00000008920	Chinchilla_lanigera
ENSSTOP00000015157	ENSSTOG00000029180	Ictidomys_tridecemlineatus
ENSSDAP00000026571	ENSSDAG00000024092	Spermophilus_dauricus
ENSUPAP00010018651	ENSUPAG00010014810	Urocitellus_parryii
ENSMMMP00000015068	ENSMMMG00000013435	Marmota_marmota_marmota
ENSCCNP00000011993	ENSCCNG00000012465	Castor_canadensis
ENSCCNP00000012076	ENSCCNG00000012544	Castor_canadensis
ENSDORP00000024876	ENSDORG00000025105	Dipodomys_ordii
ENSCGRP00000016861	ENSCGRG00000012261	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001006104	ENSCGRG00001008188	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014213	ENSCGRG00015010951	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006955	ENSMAUG00000008760	Mesocricetus_auratus
ENSPEMP00000016300	ENSPEMG00000015578	Peromyscus_maniculatus_bairdii
ENSMOCP00000001071	ENSMOCG00000000828	Microtus_ochrogaster
ENSMUGP00000023888	ENSMUGG00000019976	Meriones_unguiculatus
ENSMUGP00000021830	ENSMUGG00000018356	Meriones_unguiculatus
ENSMSIP00000021757	ENSMSIG00000018491	Mus_spicilegus
ENSMUSP00000060558	ENSMUSG00000046441	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0089506	MGP_SPRETEiJ_G0032676	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0086004	MGP_CAROLIEiJ_G0031558	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054256	MGP_PahariEiJ_G0023157	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022952	ENSRNOG00000017102	Rattus_norvegicus
ENSNGAP00000013610	ENSNGAG00000015133	Nannospalax_galili
ENSOCUP00000008810	ENSOCUG00000010218	Oryctolagus_cuniculus
ENSOPRP00000013833	ENSOPRG00000015162	Ochotona_princeps
ENSCHIP00000004310	ENSCHIG00000008526	Capra_hircus
ENSOARP00000011971	ENSOARG00000011167	Ovis_aries
ENSBTAP00000055048	ENSBTAG00000047367	Bos_taurus
ENSBIXP00000033253	ENSBIXG00000016003	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043432	ENSBIXG00005027123	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000008000	ENSBMUG00000006290	Bos_mutus
ENSBBBP00000009623	ENSBBBG00000004380	Bison_bison_bison
ENSTTRP00000005548	ENSTTRG00000005867	Tursiops_truncatus
ENSSSCP00000038908	ENSSSCG00000033156	Sus_scrofa_strain_reference
ENSVPAP00000002682	ENSVPAG00000002903	Vicugna_pacos
ENSECAP00000004667	ENSECAG00000006573	Equus_caballus
ENSEASP00005019360	ENSEASG00005013317	Equus_asinus_asinus
ENSMLUP00000021572	ENSMLUG00000000607	Myotis_lucifugus
ENSUMAP00000024535	ENSUMAG00000017846	Ursus_maritimus
ENSUAMP00000018857	ENSUAMG00000014934	Ursus_americanus
ENSAMEP00000020677	ENSAMEG00000019632	Ailuropoda_melanoleuca
ENSMPUP00000019404	ENSMPUG00000019532	Mustela_putorius_furo
ENSNVIP00000007802	ENSNVIG00000006204	Neovison_vison
ENSCAFP00000032879	ENSCAFG00000020174	Canis_lupus_familiaris
ENSCAFP00020026553	ENSCAFG00020020874	Canis_lupus_dingo
ENSVVUP00000024129	ENSVVUG00000017698	Vulpes_vulpes
ENSPPRP00000028439	ENSPPRG00000020552	Panthera_pardus
ENSPTIP00000022914	ENSPTIG00000019568	Panthera_tigris_altaica
ENSFCAP00000023490	ENSFCAG00000030250	Felis_catus
ENSLAFP00000006989	ENSLAFG00000008334	Loxodonta_africana
ENSPCAP00000008537	ENSPCAG00000009178	Procavia_capensis
ENSCHOP00000000471	ENSCHOG00000000531	Choloepus_hoffmanni
ENSDNOP00000021543	ENSDNOG00000041497	Dasypus_novemcinctus
ENSXETP00000023434	ENSXETG00000005122	Xenopus_tropicalis
ENSLACP00000007629	ENSLACG00000006760	Latimeria_chalumnae
ENSCMIP00000010012	ENSCMIG00000005275	Callorhinchus_milii
ENSPMAP00000008505	ENSPMAG00000007734	Petromyzon_marinus
ENSEBUP00000012961	ENSEBUG00000008199	Eptatretus_burgeri
ENSOANP00000026032	ENSOANG00000020470	Ornithorhynchus_anatinus
ENSCINP00000024199	ENSCING00000013125	Ciona_intestinalis
