ENSETEP00000013615	ENSETEG00000016774	Echinops_telfairi
ENSSSCP00000033329	ENSSSCG00000020801	Sus_scrofa_strain_reference
ENSOCUP00000024141	ENSOCUG00000022180	Oryctolagus_cuniculus
ENSCGRP00000004112	ENSCGRG00000003024	Cricetulus_griseus_CriGri_1.0
ENSEEEP00000040585	ENSEEEG00000019222	Electrophorus_electricus
ENSGAFP00000013753	ENSGAFG00000009282	Gambusia_affinis
ENSNBRP00000002589	ENSNBRG00000002074	Neolamprologus_brichardi
ENSMALP00000012723	ENSMALG00000009021	Monopterus_albus
ENSAMXP00000007953	ENSAMXG00000007740	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPMGP00000015895	ENSPMGG00000013031	Periophthalmus_magnuspinnatus
ENSFALP00000004234	ENSFALG00000004065	Ficedula_albicollis
ENSDNOP00000033344	ENSDNOG00000049677	Dasypus_novemcinctus
ENSPKIP00000000829	ENSPKIG00000019352	Paramormyrops_kingsleyae
ENSSBOP00000010861	ENSSBOG00000022256	Saimiri_boliviensis_boliviensis
ENSHHUP00000087314	ENSHHUG00000050515	Hucho_hucho
ENSPCIP00000001809	ENSPCIG00000001443	Phascolarctos_cinereus
ENSMLUP00000017278	ENSMLUG00000022745	Myotis_lucifugus
ENSCAFP00020007682	ENSCAFG00020006197	Canis_lupus_dingo
ENSDCDP00000001492	ENSDCDG00000000805	Denticeps_clupeoides
ENSXCOP00000008866	ENSXCOG00000006757	Xiphophorus_couchianus
ENSHGLP00100004406	ENSHGLG00100003334	Heterocephalus_glaber_HetGla_1.0
ENSXETP00000044155	ENSXETG00000019174	Xenopus_tropicalis
ENSMUNP00000005969	ENSMUNG00000004848	Melopsittacus_undulatus
ENSAMXP00005036463	ENSAMXG00005017407	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNSUP00000014915	ENSNSUG00000011038	Notechis_scutatus
ENSHHUP00000084853	ENSHHUG00000049184	Hucho_hucho
ENSLCAP00010046865	ENSLCAG00010021720	Lates_calcarifer
ENSTNIP00000010983	ENSTNIG00000008157	Tetraodon_nigroviridis
ENSSMRP00000022953	ENSSMRG00000017811	Salvator_merianae
ENSELUP00000021713	ENSELUG00000020748	Esox_lucius
ENSPKIP00000010327	ENSPKIG00000025084	Paramormyrops_kingsleyae
ENSAPEP00000032538	ENSAPEG00000023102	Amphiprion_percula
ENSPRNP00000052557	ENSPRNG00000024833	Parambassis_ranga
ENSCAFP00000019946	ENSCAFG00000013545	Canis_lupus_familiaris
ENSAMXP00005035168	ENSAMXG00005016916	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCJAP00000061682	ENSCJAG00000039277	Callithrix_jacchus
ENSPMEP00000026097	ENSPMEG00000009546	Poecilia_mexicana
ENSPTRP00000070708	ENSPTRG00000045701	Pan_troglodytes
ENSANAP00000024737	ENSANAG00000030082	Aotus_nancymaae
ENSCABP00000026748	ENSCABG00000019633	Chelonoidis_abingdonii	ENSCABT00000029292
ENSHBUP00000034322	ENSHBUG00000021763	Haplochromis_burtoni
ENSECAP00000029349	ENSECAG00000037496	Equus_caballus
ENSTBEP00000000932	ENSTBEG00000001051	Tupaia_belangeri
ENSLAFP00000021293	ENSLAFG00000001779	Loxodonta_africana
ENSSPUP00000000405	ENSSPUG00000000346	Sphenodon_punctatus
ENSMEUP00000004320	ENSMEUG00000004727	Notamacropus_eugenii
ENSORLP00015017596	ENSORLG00015018625	Oryzias_latipes_ASM223469v1
ENSUPAP00010012801	ENSUPAG00010010371	Urocitellus_parryii
ENSLACP00000013976	ENSLACG00000012306	Latimeria_chalumnae
ENSODEP00000018139	ENSODEG00000013376	Octodon_degus
ENSGAGP00000006773	ENSGAGG00000005465	Gopherus_agassizii
ENSMODP00000009070	ENSMODG00000007311	Monodelphis_domestica
ENSMZEP00005028543	ENSMZEG00005021289	Maylandia_zebra
ENSP00000368332	ENSG00000004848	Homo_sapiens
ENSMICP00000045139	ENSMICG00000044540	Microcebus_murinus
ENSBMUP00000021602	ENSBMUG00000016261	Bos_mutus
ENSRROP00000044479	ENSRROG00000045204	Rhinopithecus_roxellana
ENSSTOP00000022400	ENSSTOG00000024095	Ictidomys_tridecemlineatus
ENSMOCP00000003211	ENSMOCG00000002564	Microtus_ochrogaster
ENSGWIP00000025405	ENSGWIG00000013404	Gouania_willdenowi
ENSECRP00000008676	ENSECRG00000005823	Erpetoichthys_calabaricus
ENSDARP00000075256	ENSDARG00000058011	Danio_rerio
ENSAPLP00000019278	ENSAPLG00000030241	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005008513	ENSCPRG00005006085	Crocodylus_porosus
ENSCANP00000034274	ENSCANG00000040801	Colobus_angolensis_palliatus
ENSSMAP00000029380	ENSSMAG00000017994	Scophthalmus_maximus
ENSAOWP00000018293	ENSAOWG00000012489	Apteryx_owenii
ENSPEMP00000012238	ENSPEMG00000012632	Peromyscus_maniculatus_bairdii
ENSCPGP00000015597	ENSCPGG00000010983	Calidris_pygmaea
ENSAOCP00000000105	ENSAOCG00000002928	Amphiprion_ocellaris
ENSDORP00000025151	ENSDORG00000026927	Dipodomys_ordii
ENSMMUP00000075360	ENSMMUG00000055034	Macaca_mulatta
ENSCJPP00005021658	ENSCJPG00005017313	Coturnix_japonica
ENSJHYP00000012522	ENSJHYG00000009757	Junco_hyemalis
ENSABRP00000009496	ENSABRG00000008483	Anser_brachyrhynchus
ENSIPUP00000028988	ENSIPUG00000019615	Ictalurus_punctatus
ENSACLP00000033765	ENSACLG00000022884	Astatotilapia_calliptera
ENSBTAP00000067494	ENSBTAG00000050504	Bos_taurus
ENSAPOP00000019423	ENSAPOG00000022860	Acanthochromis_polyacanthus
ENSPSIP00000019592	ENSPSIG00000017365	Pelodiscus_sinensis
ENSOARP00000019104	ENSOARG00000017804	Ovis_aries
ENSXETP00000010483	ENSXETG00000010754	Xenopus_tropicalis
ENSELUP00000031331	ENSELUG00000008836	Esox_lucius
ENSSPAP00000021194	ENSSPAG00000015984	Stegastes_partitus
ENSKMAP00000020223	ENSKMAG00000015034	Kryptolebias_marmoratus
ENSNMEP00000021593	ENSNMEG00000018512	Numida_meleagris
ENSCHIP00000003548	ENSCHIG00000007687	Capra_hircus
ENSHHUP00000000009	ENSHHUG00000000016	Hucho_hucho
ENSSMRP00000029711	ENSSMRG00000022840	Salvator_merianae
ENSPKIP00000003632	ENSPKIG00000021053	Paramormyrops_kingsleyae
ENSCGOP00000038267	ENSCGOG00000017547	Cottoperca_gobio
ENSMAUP00000002743	ENSMAUG00000002403	Mesocricetus_auratus
ENSAPLP00000029788	ENSAPLG00000017518	Anas_platyrhynchos_platyrhynchos
ENSPLAP00000003481	ENSPLAG00000004959	Poecilia_latipinna
ENSCATP00000018091	ENSCATG00000032913	Cercocebus_atys
ENSPNAP00000007681	ENSPNAG00000013429	Pygocentrus_nattereri
ENSCMIP00000003204	ENSCMIG00000001909	Callorhinchus_milii
ENSATEP00000020741	ENSATEG00000014427	Anabas_testudineus
ENSLCOP00000002614	ENSLCOG00000002018	Lepidothrix_coronata
ENSMAMP00000034124	ENSMAMG00000022940	Mastacembelus_armatus
ENSFCAP00000041531	ENSFCAG00000045199	Felis_catus
ENSMNEP00000036024	ENSMNEG00000041141	Macaca_nemestrina
ENSCSAP00000010444	ENSCSAG00000014321	Chlorocebus_sabaeus
ENSNMEP00000001381	ENSNMEG00000001770	Numida_meleagris
ENSTRUP00000019625	ENSTRUG00000007885	Takifugu_rubripes
ENSACAP00000008091	ENSACAG00000008268	Anolis_carolinensis
ENSMUSP00000049039	ENSMUSG00000035277	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00001017071	ENSCGRG00001017219	Cricetulus_griseus_CHOK1GS_HDv1
ENSPNAP00000016403	ENSPNAG00000022548	Pygocentrus_nattereri
ENSDCDP00000027030	ENSDCDG00000019853	Denticeps_clupeoides
ENSLBEP00000022233	ENSLBEG00000017097	Labrus_bergylta
ENSLCAP00010010387	ENSLCAG00010004952	Lates_calcarifer
ENSCCNP00000010623	ENSCCNG00000011066	Castor_canadensis
ENSCPUP00000001924	ENSCPUG00000001494	Calidris_pugnax
ENSLCOP00000000403	ENSLCOG00000000369	Lepidothrix_coronata
ENSCGRP00015018580	ENSCGRG00015014307	Cricetulus_griseus_CriGri-PICR
ENSPSMP00000003312	ENSPSMG00000002714	Prolemur_simus
ENSPVIP00000004607	ENSPVIG00000003750	Pogona_vitticeps
ENSRBIP00000030286	ENSRBIG00000039003	Rhinopithecus_bieti
ENSPANP00000000123	ENSPANG00000008103	Papio_anubis
ENSOMEP00000011228	ENSOMEG00000012532	Oryzias_melastigma
ENSCHAP00000059366	ENSCHAG00000026629	Clupea_harengus
ENSFHEP00000003509	ENSFHEG00000004386	Fundulus_heteroclitus
ENSPPAP00000004510	ENSPPAG00000018949	Pan_paniscus
ENSTGUP00000007302	ENSTGUG00000007097	Taeniopygia_guttata
ENSIPUP00000022409	ENSIPUG00000015190	Ictalurus_punctatus
ENSAMXP00000019815	ENSAMXG00000019244	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCLAP00000001760	ENSCLAG00000001310	Chinchilla_lanigera
ENSVURP00010014691	ENSVURG00010011250	Vombatus_ursinus
ENSPCOP00000025797	ENSPCOG00000025163	Propithecus_coquereli
ENSMLEP00000004889	ENSMLEG00000022170	Mandrillus_leucophaeus
ENSMUGP00000000678	ENSMUGG00000000649	Meriones_unguiculatus
ENSOGAP00000018740	ENSOGAG00000026726	Otolemur_garnettii
ENSHCOP00000023735	ENSHCOG00000012527	Hippocampus_comes
ENSEBUP00000004879	ENSEBUG00000003387	Eptatretus_burgeri
ENSHGLP00000005367	ENSHGLG00000003931	Heterocephalus_glaber_HetGla_female_1.0
ENSECRP00000016513	ENSECRG00000010985	Erpetoichthys_calabaricus
ENSCCAP00000011545	ENSCCAG00000023528	Cebus_capucinus_imitator
ENSCPBP00000007781	ENSCPBG00000006119	Chrysemys_picta_bellii
ENSPPYP00000022604	ENSPPYG00000020202	Pongo_abelii
ENSTGEP00000029172	ENSTGEG00000023462	Theropithecus_gelada
ENSSCAP00000022074	ENSSCAG00000015863	Serinus_canaria
ENSDARP00000137137	ENSDARG00000101523	Danio_rerio
ENSPPRP00000016523	ENSPPRG00000008772	Panthera_pardus
ENSJJAP00000022352	ENSJJAG00000022425	Jaculus_jaculus
