ENSPMJP00000015683	ENSPMJG00000011895	Parus_major
ENSPMAP00000009113	ENSPMAG00000008274	Petromyzon_marinus
ENSSDUP00000004728	ENSSDUG00000003523	Seriola_dumerili
MGP_SPRETEiJ_P0022846	MGP_SPRETEiJ_G0015813	Mus_spretus_strain_SPRET/EiJ
ENSMLEP00000023637	ENSMLEG00000035991	Mandrillus_leucophaeus
ENSMZEP00005001530	ENSMZEG00005001255	Maylandia_zebra
ENSVPAP00000004861	ENSVPAG00000005237	Vicugna_pacos
ENSSCAP00000007005	ENSSCAG00000005427	Serinus_canaria
ENSSHAP00000012597	ENSSHAG00000010780	Sarcophilus_harrisii
ENSGGOP00000001542	ENSGGOG00000001563	Gorilla_gorilla
ENSOANP00000002276	ENSOANG00000001437	Ornithorhynchus_anatinus
ENSSMAP00000031217	ENSSMAG00000019145	Scophthalmus_maximus
ENSJJAP00000021137	ENSJJAG00000021589	Jaculus_jaculus
ENSMLUP00000022391	ENSMLUG00000028171	Myotis_lucifugus
ENSLCRP00005038356	ENSLCRG00005014886	Larimichthys_crocea
ENSSLDP00000032214	ENSSLDG00000024746	Seriola_lalandi_dorsalis
ENSPANP00000008510	ENSPANG00000017715	Papio_anubis
ENSBIXP00005046099	ENSBIXG00005031063	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTTRP00000008985	ENSTTRG00000009479	Tursiops_truncatus
ENSPSIP00000016054	ENSPSIG00000014302	Pelodiscus_sinensis
ENSRBIP00000027418	ENSRBIG00000037579	Rhinopithecus_bieti
ENSHGLP00000027199	ENSHGLG00000019343	Heterocephalus_glaber_HetGla_female_1.0
ENSZALP00000013904	ENSZALG00000011564	Zonotrichia_albicollis
ENSABRP00000018120	ENSABRG00000015616	Anser_brachyrhynchus
ENSPCOP00000025798	ENSPCOG00000025164	Propithecus_coquereli
ENSDCDP00000044094	ENSDCDG00000028071	Denticeps_clupeoides
ENSPMGP00000025915	ENSPMGG00000020894	Periophthalmus_magnuspinnatus
ENSPPRP00000020007	ENSPPRG00000011196	Panthera_pardus
ENSAPLP00000025625	ENSAPLG00000006427	Anas_platyrhynchos_platyrhynchos
ENSTBEP00000010147	ENSTBEG00000011748	Tupaia_belangeri
ENSHHUP00000044345	ENSHHUG00000027152	Hucho_hucho
