ENSVURP00010013192	ENSVURG00010010136	Vombatus_ursinus	ENSVURT00010015007
ENSPCIP00000035994	ENSPCIG00000026560	Phascolarctos_cinereus	ENSPCIT00000044292
ENSMODP00000010675	ENSMODG00000023331	Monodelphis_domestica	ENSMODT00000010885
ENSUMAP00000021795	ENSUMAG00000015944	Ursus_maritimus
ENSORLP00000027931	ENSORLG00000023078	Oryzias_latipes_ASM223467v1
ENSORLP00020008787	ENSORLG00020009686	Oryzias_latipes_ASM223471v1
ENSOMEP00000029053	ENSOMEG00000012456	Oryzias_melastigma
ENSGWIP00000008219	ENSGWIG00000004848	Gouania_willdenowi
ENSTRUP00000041380	ENSTRUG00000016185	Takifugu_rubripes
ENSTNIP00000018695	ENSTNIG00000015621	Tetraodon_nigroviridis
ENSHCOP00000025002	ENSHCOG00000014810	Hippocampus_comes
ENSHHUP00000076874	ENSHHUG00000044950	Hucho_hucho
ENSHHUP00000084515	ENSHHUG00000048992	Hucho_hucho
ENSELUP00000028503	ENSELUG00000005088	Esox_lucius
ENSECRP00000032178	ENSECRG00000021822	Erpetoichthys_calabaricus
ENSSMAP00000020048	ENSSMAG00000012288	Scophthalmus_maximus
ENSGACP00000018848	ENSGACG00000014266	Gasterosteus_aculeatus
ENSMAMP00000006099	ENSMAMG00000004153	Mastacembelus_armatus
ENSMMOP00000000426	ENSMMOG00000000235	Mola_mola
ENSPLAP00000003088	ENSPLAG00000004596	Poecilia_latipinna
ENSPFOP00000014582	ENSPFOG00000014555	Poecilia_formosa
ENSPREP00000006543	ENSPREG00000004404	Poecilia_reticulata
ENSXCOP00000013730	ENSXCOG00000010333	Xiphophorus_couchianus
ENSAPEP00000015810	ENSAPEG00000011240	Amphiprion_percula
ENSONIP00000013260	ENSONIG00000010547	Oreochromis_niloticus
ENSACIP00000002976	ENSACIG00000002368	Amphilophus_citrinellus
ENSPMGP00000010109	ENSPMGG00000008391	Periophthalmus_magnuspinnatus
ENSGMOP00000000529	ENSGMOG00000000538	Gadus_morhua
ENSIPUP00000026920	ENSIPUG00000018225	Ictalurus_punctatus
ENSLOCP00000003726	ENSLOCG00000003156	Lepisosteus_oculatus
ENSSHAP00000012615	ENSSHAG00000010795	Sarcophilus_harrisii
ENSMEUP00000001639	ENSMEUG00000001794	Notamacropus_eugenii
ENSEEUP00000008978	ENSEEUG00000009873	Erinaceus_europaeus
ENSAMEP00000008906	ENSAMEG00000008458	Ailuropoda_melanoleuca
ENSPCOP00000003952	ENSPCOG00000011804	Propithecus_coquereli
ENSPSMP00000019772	ENSPSMG00000013957	Prolemur_simus
ENSMICP00000003863	ENSMICG00000004235	Microcebus_murinus
ENSOGAP00000003537	ENSOGAG00000003972	Otolemur_garnettii
ENSPTRP00000065969	ENSPTRG00000014210	Pan_troglodytes
ENSPPAP00000009838	ENSPPAG00000028124	Pan_paniscus
ENSGGOP00000038457	ENSGGOG00000007154	Gorilla_gorilla
ENSNLEP00000043246	ENSNLEG00000031596	Nomascus_leucogenys
ENSRBIP00000021062	ENSRBIG00000034505	Rhinopithecus_bieti
ENSRROP00000022660	ENSRROG00000035181	Rhinopithecus_roxellana
ENSPTEP00000022495	ENSPTEG00000023441	Piliocolobus_tephrosceles
ENSMFAP00000001692	ENSMFAG00000035326	Macaca_fascicularis
ENSMMUP00000009461	ENSMMUG00000007215	Macaca_mulatta
ENSMNEP00000020862	ENSMNEG00000034213	Macaca_nemestrina
ENSTGEP00000032847	ENSTGEG00000026242	Theropithecus_gelada
ENSCATP00000028991	ENSCATG00000037757	Cercocebus_atys
ENSPANP00000009708	ENSPANG00000000372	Papio_anubis
ENSPANP00000028404	ENSPANG00000007517	Papio_anubis
ENSCJAP00000037339	ENSCJAG00000020084	Callithrix_jacchus
ENSCJAP00000071395	ENSCJAG00000062359	Callithrix_jacchus
ENSSBOP00000028490	ENSSBOG00000030611	Saimiri_boliviensis_boliviensis
ENSCCAP00000022213	ENSCCAG00000028909	Cebus_capucinus_imitator
ENSANAP00000014370	ENSANAG00000025081	Aotus_nancymaae
ENSTSYP00000000474	ENSTSYG00000000515	Carlito_syrichta
ENSTBEP00000000278	ENSTBEG00000000324	Tupaia_belangeri
ENSMUGP00000028319	ENSMUGG00000023503	Meriones_unguiculatus
ENSRNOP00000014044	ENSRNOG00000010298	Rattus_norvegicus
ENSCGRP00015005138	ENSCGRG00015003981	Cricetulus_griseus_CriGri-PICR
ENSSTOP00000003732	ENSSTOG00000004168	Ictidomys_tridecemlineatus
ENSMMMP00000019979	ENSMMMG00000017659	Marmota_marmota_marmota
ENSODEP00000023718	ENSODEG00000017362	Octodon_degus
ENSFDAP00000003218	ENSFDAG00000012722	Fukomys_damarensis
ENSOPRP00000012760	ENSOPRG00000013983	Ochotona_princeps
ENSOCUP00000036207	ENSOCUG00000031605	Oryctolagus_cuniculus
ENSPCAP00000004261	ENSPCAG00000004565	Procavia_capensis
ENSMPUP00000013422	ENSMPUG00000013524	Mustela_putorius_furo
ENSNVIP00000004976	ENSNVIG00000003976	Neovison_vison
ENSCAFP00000017593	ENSCAFG00000011954	Canis_lupus_familiaris
ENSFCAP00000041558	ENSFCAG00000028366	Felis_catus
ENSPPRP00000005286	ENSPPRG00000001113	Panthera_pardus
ENSSARP00000002172	ENSSARG00000002418	Sorex_araneus
ENSECAP00000050875	ENSECAG00000014780	Equus_caballus
ENSOARP00000003151	ENSOARG00000002962	Ovis_aries
ENSOARP00000019436	ENSOARG00000018104	Ovis_aries
ENSBIXP00000007742	ENSBIXG00000001407	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000007835	ENSBTAG00000005970	Bos_taurus
ENSSSCP00000048871	ENSSSCG00000030996	Sus_scrofa_strain_reference
ENSVPAP00000002615	ENSVPAG00000002828	Vicugna_pacos
ENSUAMP00000015788	ENSUAMG00000012621	Ursus_americanus
ENSPVAP00000004287	ENSPVAG00000004528	Pteropus_vampyrus
ENSMLUP00000001589	ENSMLUG00000001735	Myotis_lucifugus
ENSETEP00000008308	ENSETEG00000010232	Echinops_telfairi
ENSDNOP00000004080	ENSDNOG00000034497	Dasypus_novemcinctus
ENSCHOP00000010260	ENSCHOG00000011608	Choloepus_hoffmanni
ENSMGAP00000007243	ENSMGAG00000007147	Meleagris_gallopavo
ENSCMIP00000017135	ENSCMIG00000008193	Callorhinchus_milii
