ENSLSDP00000009744	ENSLSDG00000007205	Lonchura_striata_domestica
ENSBBBP00000021249	ENSBBBG00000000979	Bison_bison_bison
ENSTTRP00000010138	ENSTTRG00000010691	Tursiops_truncatus
ENSSSCP00000049413	ENSSSCG00000001004	Sus_scrofa_strain_reference
ENSVPAP00000006304	ENSVPAG00000006784	Vicugna_pacos
ENSOANP00000023541	ENSOANG00000014953	Ornithorhynchus_anatinus
ENSXETP00000034556	ENSXETG00000015067	Xenopus_tropicalis
ENSLACP00000013394	ENSLACG00000011793	Latimeria_chalumnae
ENSLACP00000004069	ENSLACG00000003621	Latimeria_chalumnae
ENSSFOP00015021144	ENSSFOG00015013601	Scleropages_formosus
ENSPKIP00000025938	ENSPKIG00000008590	Paramormyrops_kingsleyae
ENSGWIP00000012598	ENSGWIG00000007302	Gouania_willdenowi
ENSPMGP00000001927	ENSPMGG00000001736	Periophthalmus_magnuspinnatus
ENSTNIP00000015286	ENSTNIG00000012318	Tetraodon_nigroviridis
ENSSMAP00000028411	ENSSMAG00000017342	Scophthalmus_maximus
ENSCSEP00000003403	ENSCSEG00000002224	Cynoglossus_semilaevis
ENSBSLP00000029143	ENSBSLG00000014560	Betta_splendens
ENSPMEP00000002035	ENSPMEG00000000706	Poecilia_mexicana
ENSPFOP00000000840	ENSPFOG00000000835	Poecilia_formosa
ENSPLAP00000003404	ENSPLAG00000004886	Poecilia_latipinna
ENSPFOP00000021465	ENSPFOG00000023354	Poecilia_formosa
ENSPREP00000014435	ENSPREG00000009766	Poecilia_reticulata
ENSXMAP00000006295	ENSXMAG00000006277	Xiphophorus_maculatus
ENSXCOP00000004750	ENSXCOG00000003742	Xiphophorus_couchianus
ENSGAFP00000021986	ENSGAFG00000014826	Gambusia_affinis
ENSFHEP00000025151	ENSFHEG00000007217	Fundulus_heteroclitus
ENSCVAP00000015031	ENSCVAG00000017828	Cyprinodon_variegatus
ENSKMAP00000023722	ENSKMAG00000017581	Kryptolebias_marmoratus
ENSORLP00020022781	ENSORLG00020003255	Oryzias_latipes_ASM223471v1
ENSORLP00000015992	ENSORLG00000012769	Oryzias_latipes_ASM223467v1
ENSORLP00015022369	ENSORLG00015001731	Oryzias_latipes_ASM223469v1
ENSOMEP00000012825	ENSOMEG00000014253	Oryzias_melastigma
ENSTRUP00000009685	ENSTRUG00000004085	Takifugu_rubripes
ENSMALP00000032395	ENSMALG00000022310	Monopterus_albus
ENSMAMP00000020855	ENSMAMG00000014012	Mastacembelus_armatus
ENSATEP00000002911	ENSATEG00000002063	Anabas_testudineus
ENSSDUP00000000600	ENSSDUG00000000487	Seriola_dumerili
ENSSLDP00000019656	ENSSLDG00000015405	Seriola_lalandi_dorsalis
ENSMMOP00000021879	ENSMMOG00000016638	Mola_mola
ENSGACP00000006535	ENSGACG00000004947	Gasterosteus_aculeatus
ENSLBEP00000033045	ENSLBEG00000024883	Labrus_bergylta
ENSCGOP00000012875	ENSCGOG00000006288	Cottoperca_gobio
ENSLCRP00005028166	ENSLCRG00005011172	Larimichthys_crocea
ENSLCAP00010047410	ENSLCAG00010022003	Lates_calcarifer
ENSAOCP00000013212	ENSAOCG00000017768	Amphiprion_ocellaris
ENSAPEP00000024363	ENSAPEG00000017304	Amphiprion_percula
ENSAPOP00000025496	ENSAPOG00000008683	Acanthochromis_polyacanthus
ENSSPAP00000021870	ENSSPAG00000016496	Stegastes_partitus
ENSACLP00000035316	ENSACLG00000023860	Astatotilapia_calliptera
ENSMZEP00005022822	ENSMZEG00005017077	Maylandia_zebra
ENSHBUP00000034942	ENSHBUG00000022880	Haplochromis_burtoni
ENSPNYP00000031522	ENSPNYG00000023774	Pundamilia_nyererei
ENSNBRP00000029907	ENSNBRG00000022757	Neolamprologus_brichardi
ENSONIP00000008059	ENSONIG00000006392	Oreochromis_niloticus
ENSACIP00000014749	ENSACIG00000011445	Amphilophus_citrinellus
ENSPRNP00000037574	ENSPRNG00000018720	Parambassis_ranga
ENSHCOP00000021669	ENSHCOG00000008707	Hippocampus_comes
ENSGMOP00000018198	ENSGMOG00000016938	Gadus_morhua
ENSHHUP00000076053	ENSHHUG00000044504	Hucho_hucho
ENSHHUP00000048121	ENSHHUG00000029197	Hucho_hucho
ENSELUP00000000361	ENSELUG00000001966	Esox_lucius
ENSHHUP00000048928	ENSHHUG00000029648	Hucho_hucho
ENSAMXP00005011457	ENSAMXG00005006277	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054409	ENSAMXG00000012806	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000949	ENSPNAG00000007834	Pygocentrus_nattereri
ENSEEEP00000044321	ENSEEEG00000020940	Electrophorus_electricus
ENSIPUP00000010656	ENSIPUG00000007236	Ictalurus_punctatus
ENSCHAP00000053790	ENSCHAG00000024419	Clupea_harengus
ENSDCDP00000016780	ENSDCDG00000013733	Denticeps_clupeoides
ENSAMXP00000053642	ENSAMXG00000030750	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005019224	ENSAMXG00005009993	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000021221	ENSIPUG00000014384	Ictalurus_punctatus
ENSEEEP00000012738	ENSEEEG00000006403	Electrophorus_electricus
ENSDARP00000105551	ENSDARG00000078856	Danio_rerio
ENSDCDP00000039365	ENSDCDG00000026183	Denticeps_clupeoides
ENSCHAP00000005218	ENSCHAG00000003398	Clupea_harengus
ENSTRUP00000053480	ENSTRUG00000025688	Takifugu_rubripes
ENSTNIP00000018253	ENSTNIG00000015196	Tetraodon_nigroviridis
ENSGACP00000017339	ENSGACG00000013105	Gasterosteus_aculeatus
ENSLCRP00005044571	ENSLCRG00005017072	Larimichthys_crocea
ENSMMOP00000024292	ENSMMOG00000018479	Mola_mola
ENSLBEP00000023432	ENSLBEG00000017989	Labrus_bergylta
ENSCGOP00000052891	ENSCGOG00000023243	Cottoperca_gobio
ENSMALP00000028384	ENSMALG00000019652	Monopterus_albus
ENSMAMP00000020928	ENSMAMG00000014036	Mastacembelus_armatus
ENSATEP00000013342	ENSATEG00000009332	Anabas_testudineus
ENSXMAP00000026403	ENSXMAG00000027849	Xiphophorus_maculatus
ENSXCOP00000019724	ENSXCOG00000014819	Xiphophorus_couchianus
ENSGAFP00000031766	ENSGAFG00000021383	Gambusia_affinis
ENSPFOP00000021483	ENSPFOG00000000854	Poecilia_formosa
ENSPMEP00000027842	ENSPMEG00000012548	Poecilia_mexicana
ENSPLAP00000029043	ENSPLAG00000018946	Poecilia_latipinna
ENSPREP00000007774	ENSPREG00000005290	Poecilia_reticulata
ENSFHEP00000030254	ENSFHEG00000015460	Fundulus_heteroclitus
ENSCVAP00000032193	ENSCVAG00000022046	Cyprinodon_variegatus
ENSKMAP00000019116	ENSKMAG00000014165	Kryptolebias_marmoratus
ENSORLP00020027795	ENSORLG00020010917	Oryzias_latipes_ASM223471v1
ENSORLP00000044072	ENSORLG00000017117	Oryzias_latipes_ASM223467v1
ENSORLP00015028289	ENSORLG00015010808	Oryzias_latipes_ASM223469v1
ENSOMEP00000003470	ENSOMEG00000004421	Oryzias_melastigma
ENSACLP00000031481	ENSACLG00000021330	Astatotilapia_calliptera
ENSHBUP00000004057	ENSHBUG00000005374	Haplochromis_burtoni
ENSMZEP00005033662	ENSMZEG00005025166	Maylandia_zebra
ENSPNYP00000017936	ENSPNYG00000013540	Pundamilia_nyererei
ENSNBRP00000017473	ENSNBRG00000013476	Neolamprologus_brichardi
ENSONIP00000012161	ENSONIG00000009683	Oreochromis_niloticus
ENSACIP00000021425	ENSACIG00000016579	Amphilophus_citrinellus
ENSAPEP00000007553	ENSAPEG00000005434	Amphiprion_percula
ENSAOCP00000028610	ENSAOCG00000001312	Amphiprion_ocellaris
ENSAPOP00000033801	ENSAPOG00000022623	Acanthochromis_polyacanthus
ENSSPAP00000008593	ENSSPAG00000006534	Stegastes_partitus
ENSPRNP00000037411	ENSPRNG00000018651	Parambassis_ranga
ENSGWIP00000030427	ENSGWIG00000015838	Gouania_willdenowi
ENSLCAP00010022042	ENSLCAG00010010384	Lates_calcarifer
ENSSMAP00000033152	ENSSMAG00000020314	Scophthalmus_maximus
ENSSLDP00000024090	ENSSLDG00000018764	Seriola_lalandi_dorsalis
ENSSDUP00000028633	ENSSDUG00000020659	Seriola_dumerili
ENSCSEP00000015928	ENSCSEG00000010237	Cynoglossus_semilaevis
ENSBSLP00000055582	ENSBSLG00000025972	Betta_splendens
ENSHCOP00000016977	ENSHCOG00000020796	Hippocampus_comes
ENSPMGP00000027657	ENSPMGG00000022314	Periophthalmus_magnuspinnatus
ENSGMOP00000014011	ENSGMOG00000013104	Gadus_morhua
ENSELUP00000019169	ENSELUG00000018595	Esox_lucius
ENSHHUP00000036632	ENSHHUG00000022981	Hucho_hucho
ENSHHUP00000036619	ENSHHUG00000022970	Hucho_hucho
ENSPKIP00000018892	ENSPKIG00000004246	Paramormyrops_kingsleyae
ENSSFOP00015013037	ENSSFOG00015008389	Scleropages_formosus
ENSLOCP00000016070	ENSLOCG00000013043	Lepisosteus_oculatus
ENSECRP00000001889	ENSECRG00000001295	Erpetoichthys_calabaricus
ENSCMIP00000029266	ENSCMIG00000012684	Callorhinchus_milii
