ENSGMOP00000008096	ENSGMOG00000007553	Gadus_morhua
ENSLBEP00000016119	ENSLBEG00000012472	Labrus_bergylta
ENSACIP00000001459	ENSACIG00000001205	Amphilophus_citrinellus
ENSAMXP00000031361	ENSAMXG00000011615	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005010863	ENSAMXG00005005726	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSKMAP00000012169	ENSKMAG00000009103	Kryptolebias_marmoratus
ENSDORP00000019292	ENSDORG00000004559	Dipodomys_ordii
ENSNLEP00000037693	ENSNLEG00000028679	Nomascus_leucogenys
ENSRNOP00000047788	ENSRNOG00000000774	Rattus_norvegicus
ENSCANP00000012929	ENSCANG00000029105	Colobus_angolensis_palliatus
ENSPCIP00000019521	ENSPCIG00000014921	Phascolarctos_cinereus
ENSGACP00000017692	ENSGACG00000013381	Gasterosteus_aculeatus
ENSLSDP00000003823	ENSLSDG00000002969	Lonchura_striata_domestica
ENSPMGP00000008950	ENSPMGG00000007406	Periophthalmus_magnuspinnatus
ENSMAMP00000030093	ENSMAMG00000020287	Mastacembelus_armatus
ENSDNVP00000002960	ENSDNVG00000002128	Dromaius_novaehollandiae
ENSPKIP00000030278	ENSPKIG00000011169	Paramormyrops_kingsleyae
ENSFHEP00000019708	ENSFHEG00000021663	Fundulus_heteroclitus
ENSHHUP00000067936	ENSHHUG00000040055	Hucho_hucho
ENSXCOP00000004930	ENSXCOG00000003863	Xiphophorus_couchianus
ENSCCEP00000008884	ENSCCEG00000009083	Cyanistes_caeruleus
ENSCSAP00000004333	ENSCSAG00000008072	Chlorocebus_sabaeus
ENSP00000366233	ENSG00000204681	Homo_sapiens
ENSCPRP00005011003	ENSCPRG00005007763	Crocodylus_porosus
ENSRROP00000044729	ENSRROG00000045244	Rhinopithecus_roxellana
ENSPANP00000013892	ENSPANG00000009408	Papio_anubis
ENSSPAP00000007710	ENSSPAG00000005864	Stegastes_partitus
ENSMPUP00000007372	ENSMPUG00000007428	Mustela_putorius_furo
ENSMSIP00000017911	ENSMSIG00000015270	Mus_spicilegus
ENSPLAP00000026538	ENSPLAG00000014399	Poecilia_latipinna
ENSELUP00000015642	ENSELUG00000000582	Esox_lucius
ENSORLP00015027717	ENSORLG00015009941	Oryzias_latipes_ASM223469v1
ENSPNYP00000015287	ENSPNYG00000011580	Pundamilia_nyererei
ENSORLP00000013116	ENSORLG00000010466	Oryzias_latipes_ASM223467v1
ENSCPOP00000022147	ENSCPOG00000012930	Cavia_porcellus
ENSPPYP00000018322	ENSPPYG00000016395	Pongo_abelii
ENSSDUP00000015508	ENSSDUG00000011267	Seriola_dumerili
ENSECRP00000000621	ENSECRG00000000368	Erpetoichthys_calabaricus
ENSPCAP00000011338	ENSPCAG00000012061	Procavia_capensis
ENSPMAP00000010295	ENSPMAG00000009364	Petromyzon_marinus
ENSATEP00000018053	ENSATEG00000012514	Anabas_testudineus
ENSPMEP00000024428	ENSPMEG00000006776	Poecilia_mexicana
ENSPSMP00000014876	ENSPSMG00000010212	Prolemur_simus
ENSXETP00000046637	ENSXETG00000020475	Xenopus_tropicalis
ENSCPBP00000017818	ENSCPBG00000013034	Chrysemys_picta_bellii
ENSHHUP00000051650	ENSHHUG00000031075	Hucho_hucho
ENSODEP00000002347	ENSODEG00000001827	Octodon_degus
ENSATEP00000009348	ENSATEG00000006492	Anabas_testudineus
ENSCGOP00000007878	ENSCGOG00000002486	Cottoperca_gobio
ENSCAFP00020003755	ENSCAFG00020003153	Canis_lupus_dingo
ENSMAMP00000014696	ENSMAMG00000009911	Mastacembelus_armatus
ENSSDUP00000009278	ENSSDUG00000006779	Seriola_dumerili
ENSNPEP00000014411	ENSNPEG00000010787	Nothoprocta_perdicaria
ENSPVIP00000005008	ENSPVIG00000004091	Pogona_vitticeps
ENSMODP00000020014	ENSMODG00000016036	Monodelphis_domestica
ENSTSYP00000032726	ENSTSYG00000000397	Carlito_syrichta
ENSPPAP00000040407	ENSPPAG00000042582	Pan_paniscus
ENSONIP00000002796	ENSONIG00000002243	Oreochromis_niloticus
ENSACAP00000010759	ENSACAG00000010752	Anolis_carolinensis
ENSUAMP00000012589	ENSUAMG00000010186	Ursus_americanus
MGP_CAROLIEiJ_P0044737	MGP_CAROLIEiJ_G0021566	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000025338	ENSMUSG00000024462	Mus_musculus_strain_reference_(CL57BL6)
ENSPEMP00000018094	ENSPEMG00000016774	Peromyscus_maniculatus_bairdii
ENSPNAP00000012449	ENSPNAG00000018238	Pygocentrus_nattereri
ENSCAPP00000013390	ENSCAPG00000013990	Cavia_aperea
ENSCCNP00000011011	ENSCCNG00000011360	Castor_canadensis
ENSAPLP00000024819	ENSAPLG00000030492	Anas_platyrhynchos_platyrhynchos
ENSTTRP00000008090	ENSTTRG00000008536	Tursiops_truncatus
ENSAHAP00000006444	ENSAHAG00000004524	Apteryx_haastii
ENSMMOP00000021870	ENSMMOG00000016635	Mola_mola
ENSSPAP00000016709	ENSSPAG00000012594	Stegastes_partitus
ENSPNAP00000036358	ENSPNAG00000006149	Pygocentrus_nattereri
ENSSDAP00000003554	ENSSDAG00000003352	Spermophilus_dauricus
ENSEASP00005012782	ENSEASG00005008692	Equus_asinus_asinus
ENSMLEP00000022612	ENSMLEG00000034768	Mandrillus_leucophaeus
ENSPMAP00000007546	ENSPMAG00000006844	Petromyzon_marinus
ENSORLP00015019057	ENSORLG00015020134	Oryzias_latipes_ASM223469v1
ENSCINP00000006905	ENSCING00000003370	Ciona_intestinalis
ENSHGLP00000027271	ENSHGLG00000019391	Heterocephalus_glaber_HetGla_female_1.0
ENSSHAP00000005068	ENSSHAG00000004434	Sarcophilus_harrisii
ENSCABP00000012448	ENSCABG00000009313	Chelonoidis_abingdonii
ENSHBUP00000007138	ENSHBUG00000008614	Haplochromis_burtoni
ENSMOCP00000004181	ENSMOCG00000003335	Microtus_ochrogaster
ENSSSCP00000070651	ENSSSCG00000001242	Sus_scrofa_strain_reference
ENSPKIP00000032372	ENSPKIG00000012447	Paramormyrops_kingsleyae
ENSBIXP00005008934	ENSBIXG00005014036	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLBEP00000022239	ENSLBEG00000017055	Labrus_bergylta
ENSAPEP00000013446	ENSAPEG00000009422	Amphiprion_percula
ENSMUNP00000009544	ENSMUNG00000007535	Melopsittacus_undulatus
ENSPNYP00000014711	ENSPNYG00000011129	Pundamilia_nyererei
ENSOMEP00000026261	ENSOMEG00000007984	Oryzias_melastigma
ENSHHUP00000072175	ENSHHUG00000042271	Hucho_hucho
ENSACIP00000028111	ENSACIG00000021766	Amphilophus_citrinellus
ENSCPGP00000024593	ENSCPGG00000016942	Calidris_pygmaea
ENSSARP00000001717	ENSSARG00000001859	Sorex_araneus
ENSIPUP00000001304	ENSIPUG00000000932	Ictalurus_punctatus
ENSLACP00000004621	ENSLACG00000004113	Latimeria_chalumnae
ENSFCAP00000053137	ENSFCAG00000019029	Felis_catus
ENSCGOP00000035290	ENSCGOG00000015810	Cottoperca_gobio
ENSMALP00000004826	ENSMALG00000003477	Monopterus_albus
ENSHHUP00000014003	ENSHHUG00000008659	Hucho_hucho
ENSCMIP00000004881	ENSCMIG00000002899	Callorhinchus_milii
ENSMNEP00000009776	ENSMNEG00000028478	Macaca_nemestrina
ENSBIXP00000007154	ENSBIXG00000001291	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMVIP00005009429	ENSMVIG00005006957	Manacus_vitellinus
ENSPCOP00000017482	ENSPCOG00000020523	Propithecus_coquereli
ENSCVAP00000003202	ENSCVAG00000004369	Cyprinodon_variegatus
ENSTGEP00000005661	ENSTGEG00000004644	Theropithecus_gelada
MGP_SPRETEiJ_P0046636	MGP_SPRETEiJ_G0022478	Mus_spretus_strain_SPRET/EiJ
ENSEEEP00000017724	ENSEEEG00000008714	Electrophorus_electricus
ENSGAGP00000010459	ENSGAGG00000008184	Gopherus_agassizii
ENSAOWP00000006628	ENSAOWG00000004228	Apteryx_owenii
ENSPTEP00000038587	ENSPTEG00000035820	Piliocolobus_tephrosceles
ENSBBBP00000011807	ENSBBBG00000008367	Bison_bison_bison
ENSAPOP00000016479	ENSAPOG00000019594	Acanthochromis_polyacanthus
ENSNGAP00000025973	ENSNGAG00000023752	Nannospalax_galili
ENSMAUP00000012798	ENSMAUG00000012954	Mesocricetus_auratus
ENSACLP00000015869	ENSACLG00000010781	Astatotilapia_calliptera
ENSLCRP00005046028	ENSLCRG00005015709	Larimichthys_crocea
ENSCHIP00000011623	ENSCHIG00000013666	Capra_hircus
ENSAMXP00005029411	ENSAMXG00005014549	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSARWP00000012918	ENSARWG00000008946	Apteryx_rowi
ENSEBUP00000005914	ENSEBUG00000003960	Eptatretus_burgeri	ENSEBUT00000006360
ENSAPEP00000031579	ENSAPEG00000022372	Amphiprion_percula
ENSAMEP00000017070	ENSAMEG00000016101	Ailuropoda_melanoleuca
ENSGWIP00000008814	ENSGWIG00000003149	Gouania_willdenowi
ENSBSLP00000027517	ENSBSLG00000012743	Betta_splendens
ENSACLP00000021971	ENSACLG00000014905	Astatotilapia_calliptera
