ENSCPGP00000022455	ENSCPGG00000015594	Calidris_pygmaea
ENSPTRP00000030324	ENSPTRG00000017757	Pan_troglodytes
ENSPPAP00000037540	ENSPPAG00000041512	Pan_paniscus
ENSP00000297792	ENSG00000165097	Homo_sapiens
ENSGGOP00000003251	ENSGGOG00000003302	Gorilla_gorilla
ENSPPYP00000018188	ENSPPYG00000016264	Pongo_abelii
ENSNLEP00000001962	ENSNLEG00000001591	Nomascus_leucogenys
ENSRROP00000012712	ENSRROG00000030653	Rhinopithecus_roxellana
ENSRBIP00000007940	ENSRBIG00000027880	Rhinopithecus_bieti
ENSCANP00000002350	ENSCANG00000008681	Colobus_angolensis_palliatus
ENSPTEP00000011127	ENSPTEG00000012548	Piliocolobus_tephrosceles
ENSMLEP00000025082	ENSMLEG00000036724	Mandrillus_leucophaeus
ENSCATP00000040421	ENSCATG00000042804	Cercocebus_atys
ENSTGEP00000023613	ENSTGEG00000019082	Theropithecus_gelada
ENSPANP00000013717	ENSPANG00000013806	Papio_anubis
ENSMMUP00000034382	ENSMMUG00000018575	Macaca_mulatta
ENSMFAP00000032311	ENSMFAG00000037161	Macaca_fascicularis
ENSMNEP00000016653	ENSMNEG00000032325	Macaca_nemestrina
ENSCSAP00000003913	ENSCSAG00000007648	Chlorocebus_sabaeus
ENSCCAP00000008285	ENSCCAG00000021864	Cebus_capucinus_imitator
ENSSBOP00000029768	ENSSBOG00000031163	Saimiri_boliviensis_boliviensis
ENSCJAP00000012851	ENSCJAG00000006934	Callithrix_jacchus
ENSANAP00000032573	ENSANAG00000033956	Aotus_nancymaae
ENSTSYP00000008009	ENSTSYG00000008724	Carlito_syrichta
ENSPCOP00000006475	ENSPCOG00000014406	Propithecus_coquereli
ENSPSMP00000036979	ENSPSMG00000025431	Prolemur_simus
ENSMICP00000049635	ENSMICG00000015441	Microcebus_murinus
ENSOGAP00000006933	ENSOGAG00000007744	Otolemur_garnettii
ENSCCNP00000028327	ENSCCNG00000027303	Castor_canadensis
ENSDORP00000004312	ENSDORG00000004602	Dipodomys_ordii
MGP_SPRETEiJ_P0035873	MGP_SPRETEiJ_G0019367	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000038373	ENSMUSG00000038080	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000000353	ENSMSIG00000000391	Mus_spicilegus
MGP_CAROLIEiJ_P0034252	MGP_CAROLIEiJ_G0018487	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040858	MGP_PahariEiJ_G0019555	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022244	ENSRNOG00000016519	Rattus_norvegicus
ENSMUGP00000018412	ENSMUGG00000015569	Meriones_unguiculatus
ENSCGRP00000013534	ENSCGRG00000009818	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017505	ENSCGRG00001017531	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003202	ENSCGRG00015002560	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019558	ENSMAUG00000017799	Mesocricetus_auratus
ENSPEMP00000000355	ENSPEMG00000000253	Peromyscus_maniculatus_bairdii
ENSMOCP00000023594	ENSMOCG00000020259	Microtus_ochrogaster
ENSNGAP00000012709	ENSNGAG00000014480	Nannospalax_galili
ENSJJAP00000004832	ENSJJAG00000009806	Jaculus_jaculus
ENSSDAP00000025935	ENSSDAG00000023536	Spermophilus_dauricus
ENSSTOP00000001469	ENSSTOG00000001633	Ictidomys_tridecemlineatus
ENSUPAP00010025259	ENSUPAG00010019978	Urocitellus_parryii
ENSMMMP00000018334	ENSMMMG00000016252	Marmota_marmota_marmota
ENSCLAP00000002369	ENSCLAG00000001718	Chinchilla_lanigera
ENSODEP00000007834	ENSODEG00000005841	Octodon_degus
ENSCAPP00000016275	ENSCAPG00000016194	Cavia_aperea
ENSCPOP00000004766	ENSCPOG00000005298	Cavia_porcellus
ENSHGLP00000010289	ENSHGLG00000007385	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011993	ENSHGLG00100008897	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022549	ENSFDAG00000020923	Fukomys_damarensis
ENSOCUP00000003349	ENSOCUG00000003859	Oryctolagus_cuniculus
ENSOPRP00000004732	ENSOPRG00000005129	Ochotona_princeps
ENSTBEP00000007087	ENSTBEG00000008156	Tupaia_belangeri
ENSETEP00000014773	ENSETEG00000018182	Echinops_telfairi
ENSSARP00000008266	ENSSARG00000009130	Sorex_araneus
ENSOANP00000018776	ENSOANG00000011848	Ornithorhynchus_anatinus
ENSXETP00000051892	ENSXETG00000017772	Xenopus_tropicalis
ENSLACP00000006904	ENSLACG00000006129	Latimeria_chalumnae
ENSCMIP00000018361	ENSCMIG00000008637	Callorhinchus_milii
ENSELUP00000007291	ENSELUG00000008094	Esox_lucius
ENSHHUP00000023834	ENSHHUG00000014890	Hucho_hucho
ENSCSEP00000012872	ENSCSEG00000008311	Cynoglossus_semilaevis
ENSPMGP00000016399	ENSPMGG00000013470	Periophthalmus_magnuspinnatus
ENSTRUP00000050298	ENSTRUG00000004004	Takifugu_rubripes
ENSTNIP00000023115	ENSTNIG00000019845	Tetraodon_nigroviridis
ENSAOCP00000010222	ENSAOCG00000000940	Amphiprion_ocellaris
ENSAPEP00000023381	ENSAPEG00000016633	Amphiprion_percula
ENSAPOP00000010576	ENSAPOG00000013107	Acanthochromis_polyacanthus
ENSSPAP00000002684	ENSSPAG00000002036	Stegastes_partitus
ENSGWIP00000018090	ENSGWIG00000007961	Gouania_willdenowi
ENSCVAP00000007643	ENSCVAG00000009363	Cyprinodon_variegatus
ENSFHEP00000013120	ENSFHEG00000014644	Fundulus_heteroclitus
ENSPFOP00000004762	ENSPFOG00000004666	Poecilia_formosa
ENSPLAP00000002678	ENSPLAG00000000070	Poecilia_latipinna
ENSPMEP00000021054	ENSPMEG00000000992	Poecilia_mexicana
ENSPREP00000012771	ENSPREG00000008646	Poecilia_reticulata
ENSXMAP00000016219	ENSXMAG00000016188	Xiphophorus_maculatus
ENSGAFP00000023348	ENSGAFG00000015769	Gambusia_affinis
ENSKMAP00000001047	ENSKMAG00000000821	Kryptolebias_marmoratus
ENSORLP00015023008	ENSORLG00015002733	Oryzias_latipes_ASM223469v1
ENSORLP00020011410	ENSORLG00020012373	Oryzias_latipes_ASM223471v1
ENSORLP00000009698	ENSORLG00000007744	Oryzias_latipes_ASM223467v1
ENSOMEP00000016931	ENSOMEG00000018643	Oryzias_melastigma
ENSACLP00000033653	ENSACLG00000022761	Astatotilapia_calliptera
ENSMZEP00005034941	ENSMZEG00005026135	Maylandia_zebra
ENSPNYP00000009165	ENSPNYG00000006929	Pundamilia_nyererei
ENSHBUP00000015504	ENSHBUG00000017496	Haplochromis_burtoni
ENSNBRP00000022188	ENSNBRG00000016992	Neolamprologus_brichardi
ENSONIP00000017413	ENSONIG00000013849	Oreochromis_niloticus
ENSACIP00000026256	ENSACIG00000020353	Amphilophus_citrinellus
ENSPRNP00000001715	ENSPRNG00000001051	Parambassis_ranga
ENSLBEP00000026200	ENSLBEG00000019931	Labrus_bergylta
ENSLBEP00000038755	ENSLBEG00000028936	Labrus_bergylta
ENSGACP00000002942	ENSGACG00000002257	Gasterosteus_aculeatus
ENSCGOP00000008861	ENSCGOG00000004226	Cottoperca_gobio
ENSLCRP00005065728	ENSLCRG00005023948	Larimichthys_crocea
ENSMMOP00000017591	ENSMMOG00000013355	Mola_mola
ENSSLDP00000000251	ENSSLDG00000000271	Seriola_lalandi_dorsalis
ENSSLDP00000007943	ENSSLDG00000006304	Seriola_lalandi_dorsalis
ENSSLDP00000009059	ENSSLDG00000007144	Seriola_lalandi_dorsalis
ENSSDUP00000011623	ENSSDUG00000008442	Seriola_dumerili
ENSSMAP00000030586	ENSSMAG00000018727	Scophthalmus_maximus
ENSLCAP00010028394	ENSLCAG00010013197	Lates_calcarifer
ENSMALP00000023926	ENSMALG00000016636	Monopterus_albus
ENSMAMP00000010773	ENSMAMG00000007251	Mastacembelus_armatus
ENSATEP00000005133	ENSATEG00000003630	Anabas_testudineus
ENSBSLP00000036015	ENSBSLG00000017207	Betta_splendens
ENSHCOP00000004464	ENSHCOG00000005944	Hippocampus_comes
ENSGMOP00000012894	ENSGMOG00000012054	Gadus_morhua
ENSCHAP00000016487	ENSCHAG00000007035	Clupea_harengus
ENSDCDP00000016460	ENSDCDG00000011786	Denticeps_clupeoides
ENSPNAP00000034112	ENSPNAG00000023185	Pygocentrus_nattereri
ENSPNAP00000016999	ENSPNAG00000023207	Pygocentrus_nattereri
ENSAMXP00000051979	ENSAMXG00000035712	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000049455	ENSAMXG00000019002	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018886	ENSAMXG00005009429	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000017292	ENSIPUG00000011710	Ictalurus_punctatus
ENSEEEP00000048858	ENSEEEG00000022978	Electrophorus_electricus
ENSSFOP00015016101	ENSSFOG00015010330	Scleropages_formosus
ENSPKIP00000020048	ENSPKIG00000004938	Paramormyrops_kingsleyae
ENSLOCP00000007127	ENSLOCG00000005898	Lepisosteus_oculatus
ENSECRP00000031158	ENSECRG00000021122	Erpetoichthys_calabaricus
ENSPMAP00000004160	ENSPMAG00000003805	Petromyzon_marinus	ENSPMAT00000004177
ENSEBUP00000004148	ENSEBUG00000002950	Eptatretus_burgeri	ENSEBUT00000004567
ENSCSAVP00000000037	ENSCSAVG00000000018	Ciona_savignyi
