ENSLCOP00000013413	ENSLCOG00000009677	Lepidothrix_coronata
ENSPSMP00000029925	ENSPSMG00000020620	Prolemur_simus
ENSCHOP00000004726	ENSCHOG00000005327	Choloepus_hoffmanni
ENSPCOP00000026924	ENSPCOG00000025882	Propithecus_coquereli
ENSBIXP00005045777	ENSBIXG00005001557	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSCAP00000008883	ENSSCAG00000006756	Serinus_canaria
ENSMLEP00000033125	ENSMLEG00000040716	Mandrillus_leucophaeus
ENSPVIP00000021314	ENSPVIG00000016184	Pogona_vitticeps
ENSDORP00000010884	ENSDORG00000011581	Dipodomys_ordii
ENSDCDP00000030915	ENSDCDG00000021131	Denticeps_clupeoides
ENSFHEP00000006453	ENSFHEG00000007548	Fundulus_heteroclitus
ENSBBBP00000006464	ENSBBBG00000001055	Bison_bison_bison
ENSPANP00000010891	ENSPANG00000009484	Papio_anubis
ENSBTAP00000070435	ENSBTAG00000048536	Bos_taurus
ENSPMEP00000016992	ENSPMEG00000019739	Poecilia_mexicana
ENSACLP00000028874	ENSACLG00000019558	Astatotilapia_calliptera
ENSOMEP00000030249	ENSOMEG00000014410	Oryzias_melastigma
ENSOGAP00000003624	ENSOGAG00000004067	Otolemur_garnettii
ENSCGRP00015006000	ENSCGRG00015004322	Cricetulus_griseus_CriGri-PICR
ENSPNYP00000008042	ENSPNYG00000006134	Pundamilia_nyererei
ENSNMEP00000012742	ENSNMEG00000011476	Numida_meleagris
ENSSPUP00000004210	ENSSPUG00000003204	Sphenodon_punctatus
ENSBMUP00000016771	ENSBMUG00000012716	Bos_mutus
ENSORLP00000021856	ENSORLG00000017479	Oryzias_latipes_ASM223467v1
ENSMMMP00000003358	ENSMMMG00000002940	Marmota_marmota_marmota
ENSTGEP00000028619	ENSTGEG00000023041	Theropithecus_gelada
ENSHBUP00000018112	ENSHBUG00000020206	Haplochromis_burtoni
ENSNVIP00000018853	ENSNVIG00000014643	Neovison_vison
ENSEEEP00000050630	ENSEEEG00000023793	Electrophorus_electricus
ENSAOWP00000015232	ENSAOWG00000009836	Apteryx_owenii
ENSSMAP00000014737	ENSSMAG00000009007	Scophthalmus_maximus
ENSCGRP00000013473	ENSCGRG00000009777	Cricetulus_griseus_CriGri_1.0
ENSMZEP00005008095	ENSMZEG00005006141	Maylandia_zebra
ENSACAP00000002571	ENSACAG00000002544	Anolis_carolinensis
ENSPREP00000002187	ENSPREG00000001589	Poecilia_reticulata
ENSUAMP00000000255	ENSUAMG00000000303	Ursus_americanus
ENSHGLP00000015601	ENSHGLG00000011162	Heterocephalus_glaber_HetGla_female_1.0
ENSRROP00000018652	ENSRROG00000033355	Rhinopithecus_roxellana
ENSOPRP00000010951	ENSOPRG00000011984	Ochotona_princeps
ENSMVIP00005012308	ENSMVIG00005008977	Manacus_vitellinus
ENSECAP00000026317	ENSECAG00000009396	Equus_caballus
ENSSPAP00000012215	ENSSPAG00000009252	Stegastes_partitus
ENSHCOP00000023821	ENSHCOG00000012694	Hippocampus_comes
ENSCPBP00000001276	ENSCPBG00000001038	Chrysemys_picta_bellii
ENSDNOP00000030861	ENSDNOG00000042887	Dasypus_novemcinctus
ENSLBEP00000017690	ENSLBEG00000013654	Labrus_bergylta
ENSNSUP00000016589	ENSNSUG00000012165	Notechis_scutatus
ENSTSYP00000014523	ENSTSYG00000006532	Carlito_syrichta
ENSSMRP00000015532	ENSSMRG00000012076	Salvator_merianae
ENSVURP00010002718	ENSVURG00010002229	Vombatus_ursinus	ENSVURT00010003079
ENSAHAP00000013382	ENSAHAG00000008771	Apteryx_haastii
ENSLSDP00000000825	ENSLSDG00000000662	Lonchura_striata_domestica
ENSKMAP00000018282	ENSKMAG00000013597	Kryptolebias_marmoratus
ENSUPAP00010020938	ENSUPAG00010016600	Urocitellus_parryii
ENSSTOP00000029477	ENSSTOG00000010416	Ictidomys_tridecemlineatus
ENSAMEP00000012204	ENSAMEG00000011535	Ailuropoda_melanoleuca
ENSPTEP00000029155	ENSPTEG00000028615	Piliocolobus_tephrosceles
ENSODEP00000023823	ENSODEG00000017434	Octodon_degus
ENSPNAP00000034812	ENSPNAG00000024355	Pygocentrus_nattereri
ENSLCAP00010027438	ENSLCAG00010012881	Lates_calcarifer
ENSHGLP00100002032	ENSHGLG00100001580	Heterocephalus_glaber_HetGla_1.0
ENSOARP00000021539	ENSOARG00000020060	Ovis_aries
ENSSARP00000000279	ENSSARG00000000310	Sorex_araneus
ENSMNEP00000040371	ENSMNEG00000043054	Macaca_nemestrina
ENSCCAP00000038940	ENSCCAG00000037306	Cebus_capucinus_imitator
ENSECRP00000017285	ENSECRG00000011502	Erpetoichthys_calabaricus
ENSANAP00000014500	ENSANAG00000025079	Aotus_nancymaae
ENSAPLP00000009468	ENSAPLG00000009729	Anas_platyrhynchos_platyrhynchos
ENSODEP00000018754	ENSODEG00000013825	Octodon_degus
ENSCMIP00000033402	ENSCMIG00000014163	Callorhinchus_milii
ENSSDUP00000017397	ENSSDUG00000012683	Seriola_dumerili
ENSIPUP00000024600	ENSIPUG00000016620	Ictalurus_punctatus
ENSGGOP00000003929	ENSGGOG00000004002	Gorilla_gorilla
ENSPMAP00000008696	ENSPMAG00000007885	Petromyzon_marinus
ENSSDAP00000003666	ENSSDAG00000003478	Spermophilus_dauricus
ENSMMUP00000065215	ENSMMUG00000007497	Macaca_mulatta
ENSTBEP00000007841	ENSTBEG00000009035	Tupaia_belangeri
ENSCSAP00000016879	ENSCSAG00000001135	Chlorocebus_sabaeus
ENSAOCP00000016549	ENSAOCG00000021529	Amphiprion_ocellaris
ENSCABP00000002638	ENSCABG00000002053	Chelonoidis_abingdonii
ENSPTIP00000002960	ENSPTIG00000005829	Panthera_tigris_altaica
ENSBIXP00005033735	ENSBIXG00005014544	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSHAP00000021405	ENSSHAG00000018139	Sarcophilus_harrisii	ENSSHAT00000021578
ENSPEMP00000027891	ENSPEMG00000023569	Peromyscus_maniculatus_bairdii
ENSODEP00000008821	ENSODEG00000006592	Octodon_degus
ENSMGAP00000005354	ENSMGAG00000005408	Meleagris_gallopavo
ENSGACP00000009539	ENSGACG00000007179	Gasterosteus_aculeatus
ENSCPGP00000011602	ENSCPGG00000008269	Calidris_pygmaea
ENSORLP00020017636	ENSORLG00020018644	Oryzias_latipes_ASM223471v1
ENSDNOP00000032927	ENSDNOG00000046918	Dasypus_novemcinctus
ENSBSLP00000032298	ENSBSLG00000014896	Betta_splendens
ENSPKIP00000010777	ENSPKIG00000025356	Paramormyrops_kingsleyae
ENSBTAP00000022761	ENSBTAG00000017125	Bos_taurus
ENSNBRP00000012909	ENSNBRG00000010047	Neolamprologus_brichardi
MGP_CAROLIEiJ_P0056979	MGP_CAROLIEiJ_G0024864	Mus_caroli_strain_CAROLI_EIJ
ENSDARP00000140050	ENSDARG00000059259	Danio_rerio
ENSEBUP00000022370	ENSEBUG00000013782	Eptatretus_burgeri
ENSPFOP00000002693	ENSPFOG00000002682	Poecilia_formosa
ENSAPOP00000020984	ENSAPOG00000001161	Acanthochromis_polyacanthus
ENSCAFP00000004588	ENSCAFG00000003081	Canis_lupus_familiaris
ENSONIP00000010293	ENSONIG00000008176	Oreochromis_niloticus
ENSPMAP00000003107	ENSPMAG00000002836	Petromyzon_marinus
ENSPEMP00000028741	ENSPEMG00000024193	Peromyscus_maniculatus_bairdii
ENSSBOP00000020024	ENSSBOG00000026193	Saimiri_boliviensis_boliviensis
ENSXMAP00000019062	ENSXMAG00000019007	Xiphophorus_maculatus
MGP_PahariEiJ_P0079343	MGP_PahariEiJ_G0028765	Mus_pahari_strain_PAHARI_EIJ
ENSXCOP00000017499	ENSXCOG00000013190	Xiphophorus_couchianus
MGP_CAROLIEiJ_P0064251	MGP_CAROLIEiJ_G0026435	Mus_caroli_strain_CAROLI_EIJ
ENSCAFP00020005069	ENSCAFG00020004161	Canis_lupus_dingo
ENSPCIP00000028429	ENSPCIG00000020674	Phascolarctos_cinereus	ENSPCIT00000034989
ENSLOCP00000002189	ENSLOCG00000001877	Lepisosteus_oculatus
ENSAMEP00000015900	ENSAMEG00000015083	Ailuropoda_melanoleuca
ENSELUP00000001760	ENSELUG00000003195	Esox_lucius
ENSCPUP00000026363	ENSCPUG00000017757	Calidris_pugnax
ENSMOCP00000007036	ENSMOCG00000006763	Microtus_ochrogaster
ENSCHIP00000020905	ENSCHIG00000019398	Capra_hircus
ENSMSIP00000015720	ENSMSIG00000013185	Mus_spicilegus
ENSVPAP00000009344	ENSVPAG00000010041	Vicugna_pacos	ENSVPAT00000010043
ENSMUGP00000008445	ENSMUGG00000007525	Meriones_unguiculatus
ENSMODP00000044828	ENSMODG00000017657	Monodelphis_domestica	ENSMODT00000056561
ENSOANP00000015855	ENSOANG00000010001	Ornithorhynchus_anatinus
ENSNGAP00000018052	ENSNGAG00000018292	Nannospalax_galili
ENSCJPP00005005195	ENSCJPG00005005022	Coturnix_japonica
ENSCJAP00000004606	ENSCJAG00000002512	Callithrix_jacchus
MGP_SPRETEiJ_P0066749	MGP_SPRETEiJ_G0027415	Mus_spretus_strain_SPRET/EiJ
ENSPCAP00000003146	ENSPCAG00000003341	Procavia_capensis
ENSEBUP00000001035	ENSEBUG00000000992	Eptatretus_burgeri
ENSBBBP00000021233	ENSBBBG00000001043	Bison_bison_bison
ENSATEP00000010575	ENSATEG00000007402	Anabas_testudineus
ENSBBBP00000000243	ENSBBBG00000009395	Bison_bison_bison
ENSUMAP00000027080	ENSUMAG00000019585	Ursus_maritimus
ENSZALP00000020309	ENSZALG00000015984	Zonotrichia_albicollis
ENSPPRP00000000573	ENSPPRG00000024727	Panthera_pardus
ENSCCNP00000026280	ENSCCNG00000025411	Castor_canadensis
ENSGWIP00000052035	ENSGWIG00000025053	Gouania_willdenowi
ENSETEP00000015001	ENSETEG00000018453	Echinops_telfairi
ENSMAUP00000003614	ENSMAUG00000004089	Mesocricetus_auratus
ENSCHAP00000046918	ENSCHAG00000021463	Clupea_harengus
ENSCPOP00000024709	ENSCPOG00000009552	Cavia_porcellus
ENSDNOP00000014319	ENSDNOG00000018444	Dasypus_novemcinctus
ENSGGOP00000034916	ENSGGOG00000039139	Gorilla_gorilla	ENSGGOT00000057490
ENSPLAP00000024155	ENSPLAG00000010112	Poecilia_latipinna
ENSRNOP00000059726	ENSRNOG00000028592	Rattus_norvegicus
ENSOCUP00000000485	ENSOCUG00000000562	Oryctolagus_cuniculus
ENSCVAP00000016323	ENSCVAG00000019246	Cyprinodon_variegatus
ENSBIXP00000023695	ENSBIXG00000026098	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPMGP00000010942	ENSPMGG00000009073	Periophthalmus_magnuspinnatus
ENSNLEP00000014528	ENSNLEG00000011928	Nomascus_leucogenys
