ENSCPUP00000016047	ENSCPUG00000011130	Calidris_pugnax
ENSCAFP00020015346	ENSCAFG00020012325	Canis_lupus_dingo
ENSACAP00000014642	ENSACAG00000014901	Anolis_carolinensis	ENSACAT00000014938
ENSBIXP00005046184	ENSBIXG00005031122	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPTIP00000014707	ENSPTIG00000014045	Panthera_tigris_altaica
ENSTBEP00000011154	ENSTBEG00000012876	Tupaia_belangeri
ENSNGAP00000015443	ENSNGAG00000016452	Nannospalax_galili
ENSRBIP00000017545	ENSRBIG00000032779	Rhinopithecus_bieti
ENSMODP00000003296	ENSMODG00000002716	Monodelphis_domestica
ENSXMAP00000034325	ENSXMAG00000017022	Xiphophorus_maculatus
ENSGALP00000060001	ENSGALG00000002046	Gallus_gallus
ENSSSCP00000064444	ENSSSCG00000028341	Sus_scrofa_strain_reference
ENSCANP00000013847	ENSCANG00000030364	Colobus_angolensis_palliatus
ENSMSIP00000016170	ENSMSIG00000013893	Mus_spicilegus
ENSNVIP00000031872	ENSNVIG00000024532	Neovison_vison
ENSEEUP00000005057	ENSEEUG00000005566	Erinaceus_europaeus
MGP_PahariEiJ_P0084324	MGP_PahariEiJ_G0030132	Mus_pahari_strain_PAHARI_EIJ
ENSLOCP00000015868	ENSLOCG00000012890	Lepisosteus_oculatus
ENSRROP00000007974	ENSRROG00000028307	Rhinopithecus_roxellana
ENSORLP00000023441	ENSORLG00000018768	Oryzias_latipes_ASM223467v1
ENSCGRP00000019280	ENSCGRG00000014046	Cricetulus_griseus_CriGri_1.0
ENSSDAP00000017400	ENSSDAG00000015776	Spermophilus_dauricus
ENSNLEP00000039185	ENSNLEG00000011626	Nomascus_leucogenys
ENSXETP00000018841	ENSXETG00000001556	Xenopus_tropicalis
ENSSMAP00000009778	ENSSMAG00000006022	Scophthalmus_maximus
ENSSARP00000000469	ENSSARG00000000519	Sorex_araneus
ENSSLDP00000022916	ENSSLDG00000017895	Seriola_lalandi_dorsalis
ENSPLAP00000029852	ENSPLAG00000020430	Poecilia_latipinna
ENSMUGP00000015996	ENSMUGG00000013720	Meriones_unguiculatus
ENSTGEP00000018030	ENSTGEG00000014576	Theropithecus_gelada
ENSCHIP00000000278	ENSCHIG00000000200	Capra_hircus
ENSPSMP00000011203	ENSPSMG00000008104	Prolemur_simus
ENSCCNP00000033472	ENSCCNG00000031669	Castor_canadensis
ENSCJPP00005014855	ENSCJPG00005012363	Coturnix_japonica
ENSGMOP00000016354	ENSGMOG00000015272	Gadus_morhua
ENSBTAP00000024426	ENSBTAG00000018356	Bos_taurus
ENSPSIP00000006076	ENSPSIG00000005616	Pelodiscus_sinensis
ENSHGLP00100002691	ENSHGLG00100002098	Heterocephalus_glaber_HetGla_1.0
ENSDNOP00000017935	ENSDNOG00000046427	Dasypus_novemcinctus
ENSPVAP00000006772	ENSPVAG00000007175	Pteropus_vampyrus
ENSMPUP00000008886	ENSMPUG00000008956	Mustela_putorius_furo
ENSKMAP00000012184	ENSKMAG00000009146	Kryptolebias_marmoratus
ENSNBRP00000009815	ENSNBRG00000007649	Neolamprologus_brichardi
ENSBIXP00000019049	ENSBIXG00000022756	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSTOP00000005278	ENSSTOG00000005908	Ictidomys_tridecemlineatus
ENSMGAP00000001967	ENSMGAG00000002378	Meleagris_gallopavo
ENSPFOP00000014007	ENSPFOG00000013989	Poecilia_formosa
ENSSMRP00000009453	ENSSMRG00000007543	Salvator_merianae	ENSSMRT00000011014
ENSNMEP00000015707	ENSNMEG00000013963	Numida_meleagris
ENSMFAP00000034495	ENSMFAG00000003742	Macaca_fascicularis
ENSPANP00000026881	ENSPANG00000022638	Papio_anubis
ENSJHYP00000002055	ENSJHYG00000001740	Junco_hyemalis
ENSPMEP00000003865	ENSPMEG00000005046	Poecilia_mexicana
ENSDNVP00000004951	ENSDNVG00000003542	Dromaius_novaehollandiae
ENSLCOP00000002341	ENSLCOG00000001827	Lepidothrix_coronata	ENSLCOT00000002507
ENSCJAP00000021628	ENSCJAG00000011770	Callithrix_jacchus
ENSCGRP00001017741	ENSCGRG00001017699	Cricetulus_griseus_CHOK1GS_HDv1
ENSCVAP00000011470	ENSCVAG00000013721	Cyprinodon_variegatus
ENSANAP00000008844	ENSANAG00000022446	Aotus_nancymaae
ENSIPUP00000021610	ENSIPUG00000014639	Ictalurus_punctatus
ENSLACP00000001631	ENSLACG00000001457	Latimeria_chalumnae
ENSOMEP00000025778	ENSOMEG00000007231	Oryzias_melastigma
ENSTSYP00000002007	ENSTSYG00000002169	Carlito_syrichta
ENSUPAP00010006830	ENSUPAG00010005491	Urocitellus_parryii
ENSTNIP00000009539	ENSTNIG00000006754	Tetraodon_nigroviridis
ENSBMUP00000036045	ENSBMUG00000026775	Bos_mutus
ENSATEP00000006048	ENSATEG00000004245	Anabas_testudineus
ENSONIP00000010099	ENSONIG00000008018	Oreochromis_niloticus
ENSOPRP00000013054	ENSOPRG00000014285	Ochotona_princeps
ENSOGAP00000003389	ENSOGAG00000003809	Otolemur_garnettii
ENSEASP00005028637	ENSEASG00005019478	Equus_asinus_asinus
ENSECRP00000013590	ENSECRG00000009069	Erpetoichthys_calabaricus
ENSLCAP00010030009	ENSLCAG00010014095	Lates_calcarifer
ENSBBBP00000001130	ENSBBBG00000001741	Bison_bison_bison
ENSVURP00010021280	ENSVURG00010016268	Vombatus_ursinus
ENSPNAP00000035951	ENSPNAG00000026344	Pygocentrus_nattereri
ENSMAUP00000019027	ENSMAUG00000017421	Mesocricetus_auratus
ENSMUSP00000036755	ENSMUSG00000041479	Mus_musculus_strain_reference_(CL57BL6)
ENSAPOP00000021663	ENSAPOG00000002375	Acanthochromis_polyacanthus
ENSMNEP00000013285	ENSMNEG00000030901	Macaca_nemestrina
ENSCATP00000020296	ENSCATG00000033916	Cercocebus_atys
ENSCABP00000022098	ENSCABG00000016258	Chelonoidis_abingdonii
ENSCGOP00000033552	ENSCGOG00000015543	Cottoperca_gobio
ENSCSEP00000021063	ENSCSEG00000013453	Cynoglossus_semilaevis
ENSCMIP00000021186	ENSCMIG00000009702	Callorhinchus_milii
ENSEEEP00000011713	ENSEEEG00000005898	Electrophorus_electricus
ENSBSLP00000029815	ENSBSLG00000014838	Betta_splendens
