ENSEBUP00000019778	ENSEBUG00000012286	Eptatretus_burgeri
ENSMPUP00000001533	ENSMPUG00000001548	Mustela_putorius_furo
ENSCAFP00000027192	ENSCAFG00000018411	Canis_lupus_familiaris
ENSCAFP00020005065	ENSCAFG00020004162	Canis_lupus_dingo
ENSVVUP00000015715	ENSVVUG00000011528	Vulpes_vulpes
ENSCCNP00000019661	ENSCCNG00000019739	Castor_canadensis
ENSDORP00000018254	ENSDORG00000024123	Dipodomys_ordii
ENSMUSP00000061546	ENSMUSG00000044149	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0094964	MGP_SPRETEiJ_G0034148	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012686	ENSMSIG00000011023	Mus_spicilegus
MGP_CAROLIEiJ_P0091213	MGP_CAROLIEiJ_G0032995	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088856	MGP_PahariEiJ_G0031539	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075871	ENSRNOG00000061989	Rattus_norvegicus
ENSRNOP00000068711	ENSRNOG00000052347	Rattus_norvegicus
ENSMUGP00000010536	ENSMUGG00000009282	Meriones_unguiculatus
ENSCGRP00001001367	ENSCGRG00001001105	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000015697	ENSCGRG00000011374	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015022907	ENSCGRG00015017383	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024447	ENSMAUG00000021303	Mesocricetus_auratus
ENSMOCP00000001242	ENSMOCG00000000942	Microtus_ochrogaster
ENSPEMP00000035039	ENSPEMG00000025364	Peromyscus_maniculatus_bairdii
ENSNGAP00000026112	ENSNGAG00000023851	Nannospalax_galili
ENSJJAP00000019628	ENSJJAG00000020550	Jaculus_jaculus
ENSCLAP00000004047	ENSCLAG00000002890	Chinchilla_lanigera
ENSODEP00000004592	ENSODEG00000003502	Octodon_degus
ENSCPOP00000010716	ENSCPOG00000011912	Cavia_porcellus
ENSCAPP00000009635	ENSCAPG00000011069	Cavia_aperea
ENSHGLP00100005782	ENSHGLG00100004379	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019460	ENSHGLG00000013935	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000005990	ENSFDAG00000014857	Fukomys_damarensis
ENSSTOP00000021091	ENSSTOG00000020483	Ictidomys_tridecemlineatus
ENSUPAP00010001664	ENSUPAG00010001420	Urocitellus_parryii
ENSSDAP00000002407	ENSSDAG00000002327	Spermophilus_dauricus
ENSMMMP00000007919	ENSMMMG00000007091	Marmota_marmota_marmota
ENSOCUP00000030910	ENSOCUG00000016741	Oryctolagus_cuniculus
ENSOPRP00000015087	ENSOPRG00000016532	Ochotona_princeps
ENSTBEP00000014971	ENSTBEG00000017226	Tupaia_belangeri
ENSPPAP00000000630	ENSPPAG00000002315	Pan_paniscus
ENSPTRP00000078646	ENSPTRG00000022226	Pan_troglodytes
ENSP00000442308	ENSG00000186416	Homo_sapiens
ENSGGOP00000046526	ENSGGOG00000006862	Gorilla_gorilla
ENSPPYP00000023139	ENSPPYG00000020672	Pongo_abelii
ENSNLEP00000036613	ENSNLEG00000034548	Nomascus_leucogenys
ENSCANP00000010950	ENSCANG00000028878	Colobus_angolensis_palliatus
ENSPTEP00000031572	ENSPTEG00000030472	Piliocolobus_tephrosceles
ENSRBIP00000018227	ENSRBIG00000033103	Rhinopithecus_bieti
ENSRROP00000021131	ENSRROG00000034488	Rhinopithecus_roxellana
ENSMNEP00000006843	ENSMNEG00000027985	Macaca_nemestrina
ENSMMUP00000048164	ENSMMUG00000022665	Macaca_mulatta
ENSMFAP00000015998	ENSMFAG00000031196	Macaca_fascicularis
ENSMLEP00000035458	ENSMLEG00000041865	Mandrillus_leucophaeus
ENSCATP00000015596	ENSCATG00000031763	Cercocebus_atys
ENSCSAP00000014361	ENSCSAG00000018353	Chlorocebus_sabaeus
ENSTGEP00000024459	ENSTGEG00000019767	Theropithecus_gelada
ENSPANP00000029437	ENSPANG00000010949	Papio_anubis
ENSSBOP00000008548	ENSSBOG00000021175	Saimiri_boliviensis_boliviensis
ENSCJAP00000009295	ENSCJAG00000005088	Callithrix_jacchus
ENSCCAP00000006564	ENSCCAG00000021029	Cebus_capucinus_imitator
ENSANAP00000015438	ENSANAG00000025604	Aotus_nancymaae
ENSTSYP00000000819	ENSTSYG00000000890	Carlito_syrichta
ENSPCOP00000027523	ENSPCOG00000026266	Propithecus_coquereli
ENSMICP00000016791	ENSMICG00000004220	Microcebus_murinus
ENSPSMP00000000449	ENSPSMG00000000366	Prolemur_simus
ENSOGAP00000008676	ENSOGAG00000009703	Otolemur_garnettii
ENSDNOP00000035148	ENSDNOG00000031378	Dasypus_novemcinctus
ENSEEUP00000006870	ENSEEUG00000007576	Erinaceus_europaeus
ENSETEP00000001029	ENSETEG00000001275	Echinops_telfairi
ENSLAFP00000021590	ENSLAFG00000027138	Loxodonta_africana
ENSOANP00000021961	ENSOANG00000013932	Ornithorhynchus_anatinus
ENSOANP00000002868	ENSOANG00000001806	Ornithorhynchus_anatinus
ENSOANP00000004132	ENSOANG00000002598	Ornithorhynchus_anatinus
ENSAHAP00000017239	ENSAHAG00000012283	Apteryx_haastii
ENSAOWP00000012378	ENSAOWG00000008476	Apteryx_owenii
ENSARWP00000002097	ENSARWG00000001612	Apteryx_rowi
ENSDNVP00000014160	ENSDNVG00000009950	Dromaius_novaehollandiae	ENSDNVT00000016987
ENSNPEP00000005109	ENSNPEG00000003879	Nothoprocta_perdicaria
ENSMGAP00000007929	ENSMGAG00000007788	Meleagris_gallopavo
ENSGALP00000059370	ENSGALG00000008645	Gallus_gallus
ENSCJPP00005023804	ENSCJPG00005018818	Coturnix_japonica
ENSNMEP00000001325	ENSNMEG00000001732	Numida_meleagris
ENSABRP00000003035	ENSABRG00000002923	Anser_brachyrhynchus
ENSAPLP00000012036	ENSAPLG00000012272	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000002410	ENSCPUG00000001847	Calidris_pugnax
ENSCPGP00000015465	ENSCPGG00000010896	Calidris_pygmaea
ENSMUNP00000018087	ENSMUNG00000013844	Melopsittacus_undulatus
ENSLSDP00000006727	ENSLSDG00000005092	Lonchura_striata_domestica
ENSTGUP00000003457	ENSTGUG00000003356	Taeniopygia_guttata
ENSSCAP00000023719	ENSSCAG00000016973	Serinus_canaria
ENSJHYP00000019354	ENSJHYG00000014701	Junco_hyemalis
ENSZALP00000023583	ENSZALG00000018229	Zonotrichia_albicollis
ENSCCEP00000023165	ENSCCEG00000020804	Cyanistes_caeruleus
ENSPMJP00000014987	ENSPMJG00000011371	Parus_major
ENSFALP00000001651	ENSFALG00000001584	Ficedula_albicollis
ENSTGUP00000003453	ENSTGUG00000003354	Taeniopygia_guttata
ENSMVIP00005007967	ENSMVIG00005005981	Manacus_vitellinus
ENSLCOP00000000200	ENSLCOG00000000196	Lepidothrix_coronata
ENSCPRP00005008302	ENSCPRG00005005929	Crocodylus_porosus
ENSCABP00000023606	ENSCABG00000017397	Chelonoidis_abingdonii
ENSCPBP00000029369	ENSCPBG00000020704	Chrysemys_picta_bellii
ENSGAGP00000001426	ENSGAGG00000001146	Gopherus_agassizii
ENSPSIP00000006693	ENSPSIG00000006177	Pelodiscus_sinensis
ENSPVIP00000022792	ENSPVIG00000017200	Pogona_vitticeps
ENSACAP00000011903	ENSACAG00000012140	Anolis_carolinensis
ENSNSUP00000015810	ENSNSUG00000011690	Notechis_scutatus
ENSSMRP00000022912	ENSSMRG00000017785	Salvator_merianae
ENSSPUP00000017026	ENSSPUG00000013178	Sphenodon_punctatus
ENSXETP00000044410	ENSXETG00000020264	Xenopus_tropicalis
ENSLACP00000010924	ENSLACG00000009612	Latimeria_chalumnae
ENSCMIP00000032611	ENSCMIG00000013947	Callorhinchus_milii
ENSDCDP00000055549	ENSDCDG00000032829	Denticeps_clupeoides
ENSCHAP00000040466	ENSCHAG00000018961	Clupea_harengus
ENSAMXP00005053483	ENSAMXG00005023956	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000000132	ENSAMXG00000000131	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031552	ENSPNAG00000018967	Pygocentrus_nattereri
ENSEEEP00000026092	ENSEEEG00000012636	Electrophorus_electricus
ENSIPUP00000033444	ENSIPUG00000022475	Ictalurus_punctatus
ENSDARP00000138935	ENSDARG00000100536	Danio_rerio
ENSLCRP00005042471	ENSLCRG00005016292	Larimichthys_crocea
ENSCGOP00000031812	ENSCGOG00000014847	Cottoperca_gobio
ENSLBEP00000038468	ENSLBEG00000028681	Labrus_bergylta
ENSMAMP00000029641	ENSMAMG00000019975	Mastacembelus_armatus
ENSMALP00000011060	ENSMALG00000007869	Monopterus_albus
ENSLCAP00010023544	ENSLCAG00010011058	Lates_calcarifer
ENSLCAP00010040542	ENSLCAG00010018969	Lates_calcarifer
ENSLCAP00010001281	ENSLCAG00010000772	Lates_calcarifer
ENSSMAP00000020847	ENSSMAG00000012780	Scophthalmus_maximus
ENSSDUP00000007577	ENSSDUG00000005559	Seriola_dumerili
ENSSLDP00000004202	ENSSLDG00000003347	Seriola_lalandi_dorsalis
ENSMMOP00000005250	ENSMMOG00000004175	Mola_mola
ENSGACP00000023069	ENSGACG00000017457	Gasterosteus_aculeatus
ENSATEP00000027238	ENSATEG00000018834	Anabas_testudineus
ENSBSLP00000051978	ENSBSLG00000024604	Betta_splendens
ENSAOCP00000007517	ENSAOCG00000011327	Amphiprion_ocellaris
ENSAPEP00000007535	ENSAPEG00000005444	Amphiprion_percula
ENSAPOP00000010518	ENSAPOG00000012969	Acanthochromis_polyacanthus
ENSSPAP00000013377	ENSSPAG00000010145	Stegastes_partitus
ENSPRNP00000054599	ENSPRNG00000025652	Parambassis_ranga
ENSPFOP00000017577	ENSPFOG00000017452	Poecilia_formosa
ENSPFOP00000006150	ENSPFOG00000005989	Poecilia_formosa
ENSPLAP00000029540	ENSPLAG00000019829	Poecilia_latipinna
ENSPMEP00000020314	ENSPMEG00000023417	Poecilia_mexicana
ENSPREP00000018206	ENSPREG00000012340	Poecilia_reticulata
ENSXMAP00000013741	ENSXMAG00000013716	Xiphophorus_maculatus
ENSXCOP00000022380	ENSXCOG00000016716	Xiphophorus_couchianus
ENSGAFP00000001367	ENSGAFG00000000966	Gambusia_affinis
ENSFHEP00000016328	ENSFHEG00000017996	Fundulus_heteroclitus
ENSCVAP00000022322	ENSCVAG00000004926	Cyprinodon_variegatus
ENSKMAP00000027221	ENSKMAG00000020188	Kryptolebias_marmoratus
ENSORLP00000042807	ENSORLG00000022867	Oryzias_latipes_ASM223467v1
ENSORLP00020023218	ENSORLG00020003902	Oryzias_latipes_ASM223471v1
ENSORLP00015012192	ENSORLG00015013035	Oryzias_latipes_ASM223469v1
ENSOMEP00000013173	ENSOMEG00000014617	Oryzias_melastigma
ENSGWIP00000006599	ENSGWIG00000003827	Gouania_willdenowi
ENSMZEP00005010549	ENSMZEG00005007953	Maylandia_zebra
ENSACLP00000002551	ENSACLG00000001752	Astatotilapia_calliptera
ENSPNYP00000012725	ENSPNYG00000009655	Pundamilia_nyererei
ENSHBUP00000015655	ENSHBUG00000017543	Haplochromis_burtoni
ENSNBRP00000015131	ENSNBRG00000011707	Neolamprologus_brichardi
ENSONIP00000003163	ENSONIG00000002526	Oreochromis_niloticus
ENSACIP00000017572	ENSACIG00000013701	Amphilophus_citrinellus
ENSCSEP00000003081	ENSCSEG00000002024	Cynoglossus_semilaevis
ENSTRUP00000051568	ENSTRUG00000023782	Takifugu_rubripes
ENSTNIP00000018836	ENSTNIG00000015760	Tetraodon_nigroviridis
ENSHCOP00000026280	ENSHCOG00000017066	Hippocampus_comes
ENSGMOP00000001773	ENSGMOG00000001688	Gadus_morhua
ENSHHUP00000042938	ENSHHUG00000026410	Hucho_hucho
ENSHHUP00000083607	ENSHHUG00000048511	Hucho_hucho
ENSELUP00000040177	ENSELUG00000020577	Esox_lucius
ENSSFOP00015008342	ENSSFOG00015005460	Scleropages_formosus
ENSPKIP00000000259	ENSPKIG00000019002	Paramormyrops_kingsleyae
ENSPMGP00000014750	ENSPMGG00000012086	Periophthalmus_magnuspinnatus
ENSLOCP00000018743	ENSLOCG00000015232	Lepisosteus_oculatus
ENSSFOP00015016936	ENSSFOG00015010898	Scleropages_formosus
ENSPKIP00000034784	ENSPKIG00000013989	Paramormyrops_kingsleyae
ENSECRP00000021098	ENSECRG00000014213	Erpetoichthys_calabaricus
