ENSLSDP00000005910	ENSLSDG00000004551	Lonchura_striata_domestica
ENSBIXP00005045773	ENSBIXG00005001562	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000072073	ENSBTAG00000003063	Bos_taurus
ENSBMUP00000010777	ENSBMUG00000008123	Bos_mutus
ENSBBBP00000009341	ENSBBBG00000007094	Bison_bison_bison
ENSTTRP00000002101	ENSTTRG00000002222	Tursiops_truncatus
ENSSSCP00000036587	ENSSSCG00000012035	Sus_scrofa_strain_reference
ENSVPAP00000001148	ENSVPAG00000001241	Vicugna_pacos
ENSEASP00005010640	ENSEASG00005006287	Equus_asinus_asinus
ENSECAP00000004703	ENSECAG00000004829	Equus_caballus
ENSPVAP00000000847	ENSPVAG00000000892	Pteropus_vampyrus
ENSCHOP00000011018	ENSCHOG00000012390	Choloepus_hoffmanni
ENSDNOP00000008336	ENSDNOG00000010732	Dasypus_novemcinctus
ENSLAFP00000009868	ENSLAFG00000011806	Loxodonta_africana
ENSPCAP00000009354	ENSPCAG00000009906	Procavia_capensis
ENSETEP00000015175	ENSETEG00000018674	Echinops_telfairi
ENSVURP00010004400	ENSVURG00010003499	Vombatus_ursinus
ENSPCIP00000021579	ENSPCIG00000016372	Phascolarctos_cinereus
ENSMEUP00000003819	ENSMEUG00000004158	Notamacropus_eugenii
ENSSHAP00000009860	ENSSHAG00000008538	Sarcophilus_harrisii
ENSMODP00000050042	ENSMODG00000021073	Monodelphis_domestica
ENSOANP00000011039	ENSOANG00000006929	Ornithorhynchus_anatinus
ENSXETP00000024997	ENSXETG00000003358	Xenopus_tropicalis
ENSLACP00000006685	ENSLACG00000005928	Latimeria_chalumnae
ENSSFOP00015009372	ENSSFOG00015006095	Scleropages_formosus
ENSPKIP00000006252	ENSPKIG00000022603	Paramormyrops_kingsleyae
ENSAMXP00000008479	ENSAMXG00000008208	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007126	ENSAMXG00005003666	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014988	ENSPNAG00000021119	Pygocentrus_nattereri
ENSIPUP00000015815	ENSIPUG00000010691	Ictalurus_punctatus
ENSEEEP00000030024	ENSEEEG00000014293	Electrophorus_electricus
ENSDARP00000122252	ENSDARG00000025011	Danio_rerio
ENSCHAP00000037623	ENSCHAG00000016950	Clupea_harengus
ENSDCDP00000026810	ENSDCDG00000019647	Denticeps_clupeoides
ENSCGOP00000041313	ENSCGOG00000017353	Cottoperca_gobio
ENSGACP00000027206	ENSGACG00000020575	Gasterosteus_aculeatus
ENSLCRP00005016152	ENSLCRG00005006705	Larimichthys_crocea
ENSLBEP00000019984	ENSLBEG00000015081	Labrus_bergylta
ENSTRUP00000016959	ENSTRUG00000006907	Takifugu_rubripes
ENSTNIP00000003369	ENSTNIG00000009940	Tetraodon_nigroviridis
ENSMMOP00000013299	ENSMMOG00000010203	Mola_mola
ENSMAMP00000020007	ENSMAMG00000013404	Mastacembelus_armatus
ENSMALP00000020063	ENSMALG00000014015	Monopterus_albus
ENSATEP00000003250	ENSATEG00000002306	Anabas_testudineus
ENSBSLP00000040642	ENSBSLG00000019541	Betta_splendens
ENSSDUP00000017880	ENSSDUG00000013058	Seriola_dumerili
ENSSLDP00000027630	ENSSLDG00000021406	Seriola_lalandi_dorsalis
ENSSMAP00000029747	ENSSMAG00000018066	Scophthalmus_maximus
ENSLCAP00010055076	ENSLCAG00010025625	Lates_calcarifer
ENSCVAP00000030609	ENSCVAG00000019250	Cyprinodon_variegatus
ENSFHEP00000016020	ENSFHEG00000017689	Fundulus_heteroclitus
ENSPFOP00000029365	ENSPFOG00000016886	Poecilia_formosa
ENSPLAP00000013970	ENSPLAG00000017559	Poecilia_latipinna
ENSPMEP00000006186	ENSPMEG00000007643	Poecilia_mexicana
ENSPREP00000018479	ENSPREG00000012412	Poecilia_reticulata
ENSXMAP00000028390	ENSXMAG00000017524	Xiphophorus_maculatus
ENSXCOP00000015748	ENSXCOG00000011896	Xiphophorus_couchianus
ENSGAFP00000028822	ENSGAFG00000019466	Gambusia_affinis
ENSKMAP00000005964	ENSKMAG00000004221	Kryptolebias_marmoratus
ENSORLP00000045806	ENSORLG00000004320	Oryzias_latipes_ASM223467v1
ENSORLP00015032969	ENSORLG00015018077	Oryzias_latipes_ASM223469v1
ENSORLP00020028465	ENSORLG00020011994	Oryzias_latipes_ASM223471v1
ENSOMEP00000012755	ENSOMEG00000014322	Oryzias_melastigma
ENSGWIP00000035303	ENSGWIG00000017162	Gouania_willdenowi
ENSACLP00000003287	ENSACLG00000002255	Astatotilapia_calliptera
ENSMZEP00005032700	ENSMZEG00005024358	Maylandia_zebra
ENSHBUP00000006355	ENSHBUG00000007774	Haplochromis_burtoni
ENSPNYP00000030560	ENSPNYG00000022989	Pundamilia_nyererei
ENSNBRP00000015691	ENSNBRG00000011936	Neolamprologus_brichardi
ENSONIP00000005877	ENSONIG00000004667	Oreochromis_niloticus
ENSACIP00000011662	ENSACIG00000008857	Amphilophus_citrinellus
ENSAPEP00000029552	ENSAPEG00000021010	Amphiprion_percula
ENSAOCP00000006131	ENSAOCG00000009835	Amphiprion_ocellaris
ENSAPOP00000021921	ENSAPOG00000002809	Acanthochromis_polyacanthus
ENSSPAP00000008937	ENSSPAG00000006812	Stegastes_partitus
ENSSPAP00000023003	ENSSPAG00000017029	Stegastes_partitus
ENSPRNP00000020645	ENSPRNG00000009915	Parambassis_ranga
ENSCSEP00000030620	ENSCSEG00000019614	Cynoglossus_semilaevis
ENSPMGP00000020805	ENSPMGG00000016831	Periophthalmus_magnuspinnatus
ENSHCOP00000010031	ENSHCOG00000012774	Hippocampus_comes
ENSGMOP00000015958	ENSGMOG00000014852	Gadus_morhua
ENSHHUP00000001875	ENSHHUG00000001228	Hucho_hucho
ENSHHUP00000001885	ENSHHUG00000001236	Hucho_hucho
ENSHHUP00000029306	ENSHHUG00000018700	Hucho_hucho
ENSELUP00000031876	ENSELUG00000009731	Esox_lucius
ENSHHUP00000002450	ENSHHUG00000001566	Hucho_hucho
ENSLOCP00000011266	ENSLOCG00000009230	Lepisosteus_oculatus
ENSECRP00000021936	ENSECRG00000014787	Erpetoichthys_calabaricus
ENSCMIP00000030686	ENSCMIG00000012961	Callorhinchus_milii
ENSEBUP00000022599	ENSEBUG00000013910	Eptatretus_burgeri
ENSEBUP00000026411	ENSEBUG00000016247	Eptatretus_burgeri
ENSPMAP00000003176	ENSPMAG00000002887	Petromyzon_marinus
