ENSMICP00000030933	ENSMICG00000010744	Microcebus_murinus
ENSCGOP00000006198	ENSCGOG00000002507	Cottoperca_gobio
ENSGACP00000022594	ENSGACG00000017101	Gasterosteus_aculeatus
ENSMALP00000023693	ENSMALG00000016514	Monopterus_albus
ENSAOCP00000021232	ENSAOCG00000005829	Amphiprion_ocellaris
ENSAPEP00000013854	ENSAPEG00000009858	Amphiprion_percula
ENSAPOP00000019427	ENSAPOG00000022878	Acanthochromis_polyacanthus
ENSPRNP00000014073	ENSPRNG00000007581	Parambassis_ranga
ENSGWIP00000043129	ENSGWIG00000021418	Gouania_willdenowi
ENSXMAP00000004035	ENSXMAG00000004015	Xiphophorus_maculatus
ENSXCOP00000005893	ENSXCOG00000004575	Xiphophorus_couchianus
ENSGAFP00000012298	ENSGAFG00000008312	Gambusia_affinis
ENSPFOP00000019874	ENSPFOG00000019748	Poecilia_formosa
ENSPLAP00000008101	ENSPLAG00000010579	Poecilia_latipinna
ENSPMEP00000028477	ENSPMEG00000013607	Poecilia_mexicana
ENSPREP00000016229	ENSPREG00000010955	Poecilia_reticulata
ENSCVAP00000004727	ENSCVAG00000006061	Cyprinodon_variegatus
ENSFHEP00000000873	ENSFHEG00000001631	Fundulus_heteroclitus
ENSKMAP00000011984	ENSKMAG00000008989	Kryptolebias_marmoratus
ENSORLP00020028447	ENSORLG00020011910	Oryzias_latipes_ASM223471v1
ENSORLP00020014345	ENSORLG00020015394	Oryzias_latipes_ASM223471v1
ENSORLP00015002472	ENSORLG00015003159	Oryzias_latipes_ASM223469v1
ENSORLP00000031402	ENSORLG00000009025	Oryzias_latipes_ASM223467v1
ENSOMEP00000022434	ENSOMEG00000001973	Oryzias_melastigma
ENSHBUP00000033792	ENSHBUG00000020929	Haplochromis_burtoni
ENSMZEP00005024320	ENSMZEG00005018181	Maylandia_zebra
ENSPNYP00000013783	ENSPNYG00000010447	Pundamilia_nyererei
ENSACLP00000026038	ENSACLG00000017706	Astatotilapia_calliptera
ENSNBRP00000002407	ENSNBRG00000001933	Neolamprologus_brichardi
ENSONIP00000004434	ENSONIG00000003522	Oreochromis_niloticus
ENSACIP00000023672	ENSACIG00000018076	Amphilophus_citrinellus
ENSATEP00000023824	ENSATEG00000016522	Anabas_testudineus
ENSBSLP00000041052	ENSBSLG00000019736	Betta_splendens
ENSMAMP00000015574	ENSMAMG00000010559	Mastacembelus_armatus
ENSMMOP00000010513	ENSMMOG00000008113	Mola_mola
ENSSPAP00000028056	ENSSPAG00000021134	Stegastes_partitus
ENSSDUP00000024133	ENSSDUG00000017538	Seriola_dumerili
ENSSLDP00000020584	ENSSLDG00000016101	Seriola_lalandi_dorsalis
ENSLCAP00010011626	ENSLCAG00010005496	Lates_calcarifer
ENSSMAP00000001241	ENSSMAG00000000787	Scophthalmus_maximus
ENSHCOP00000008304	ENSHCOG00000010539	Hippocampus_comes
ENSHCOP00000022673	ENSHCOG00000010587	Hippocampus_comes
ENSPMGP00000026674	ENSPMGG00000021517	Periophthalmus_magnuspinnatus
ENSGMOP00000010828	ENSGMOG00000010125	Gadus_morhua
ENSHHUP00000032737	ENSHHUG00000020673	Hucho_hucho
ENSHHUP00000057091	ENSHHUG00000034041	Hucho_hucho
ENSELUP00000039714	ENSELUG00000019961	Esox_lucius
ENSSFOP00015020106	ENSSFOG00015012940	Scleropages_formosus
ENSCHAP00000000661	ENSCHAG00000000424	Clupea_harengus
ENSDCDP00000046022	ENSDCDG00000028898	Denticeps_clupeoides
ENSAMXP00005043427	ENSAMXG00005020187	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038364	ENSAMXG00000043647	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008089	ENSPNAG00000002917	Pygocentrus_nattereri
ENSEEEP00000023609	ENSEEEG00000011442	Electrophorus_electricus
ENSIPUP00000007731	ENSIPUG00000005317	Ictalurus_punctatus
ENSPKIP00000013496	ENSPKIG00000000914	Paramormyrops_kingsleyae
ENSSFOP00015031316	ENSSFOG00015020080	Scleropages_formosus
ENSPMGP00000026676	ENSPMGG00000021518	Periophthalmus_magnuspinnatus
ENSLOCP00000019250	ENSLOCG00000015636	Lepisosteus_oculatus
ENSMZEP00005012596	ENSMZEG00005009469	Maylandia_zebra
ENSPNYP00000011879	ENSPNYG00000008850	Pundamilia_nyererei
ENSACLP00000017093	ENSACLG00000011626	Astatotilapia_calliptera
ENSHBUP00000029810	ENSHBUG00000014442	Haplochromis_burtoni
ENSNBRP00000023917	ENSNBRG00000018163	Neolamprologus_brichardi
ENSONIP00000018146	ENSONIG00000014432	Oreochromis_niloticus
ENSACIP00000007888	ENSACIG00000006170	Amphilophus_citrinellus
ENSPFOP00000010910	ENSPFOG00000010871	Poecilia_formosa
ENSPLAP00000001187	ENSPLAG00000002187	Poecilia_latipinna
ENSPREP00000017983	ENSPREG00000012152	Poecilia_reticulata
ENSXCOP00000006096	ENSXCOG00000003190	Xiphophorus_couchianus
ENSGAFP00000002075	ENSGAFG00000001444	Gambusia_affinis
ENSCVAP00000021729	ENSCVAG00000003983	Cyprinodon_variegatus
ENSFHEP00000034225	ENSFHEG00000021813	Fundulus_heteroclitus
ENSKMAP00000003845	ENSKMAG00000002912	Kryptolebias_marmoratus
ENSORLP00015013701	ENSORLG00015014591	Oryzias_latipes_ASM223469v1
ENSORLP00020003985	ENSORLG00020004791	Oryzias_latipes_ASM223471v1
ENSORLP00000003656	ENSORLG00000002929	Oryzias_latipes_ASM223467v1
ENSOMEP00000032774	ENSOMEG00000018379	Oryzias_melastigma
ENSGWIP00000008530	ENSGWIG00000005064	Gouania_willdenowi
ENSLCRP00005033942	ENSLCRG00005013318	Larimichthys_crocea
ENSMMOP00000017048	ENSMMOG00000012992	Mola_mola
ENSLBEP00000019620	ENSLBEG00000015061	Labrus_bergylta
ENSCSEP00000030441	ENSCSEG00000019493	Cynoglossus_semilaevis
ENSATEP00000029079	ENSATEG00000020041	Anabas_testudineus
ENSBSLP00000015254	ENSBSLG00000008031	Betta_splendens
ENSPRNP00000008783	ENSPRNG00000005206	Parambassis_ranga
ENSXMAP00000024364	ENSXMAG00000030049	Xiphophorus_maculatus
ENSSDUP00000004152	ENSSDUG00000003106	Seriola_dumerili
ENSSLDP00000006590	ENSSLDG00000005248	Seriola_lalandi_dorsalis
ENSSMAP00000009467	ENSSMAG00000005825	Scophthalmus_maximus
ENSLCAP00010007806	ENSLCAG00010003796	Lates_calcarifer
ENSMAMP00000022236	ENSMAMG00000014947	Mastacembelus_armatus
ENSMALP00000028540	ENSMALG00000019762	Monopterus_albus
ENSGACP00000007549	ENSGACG00000005703	Gasterosteus_aculeatus
ENSTNIP00000019817	ENSTNIG00000016708	Tetraodon_nigroviridis
ENSCGOP00000011921	ENSCGOG00000005862	Cottoperca_gobio
ENSAPEP00000025282	ENSAPEG00000017984	Amphiprion_percula
ENSAOCP00000002603	ENSAOCG00000005748	Amphiprion_ocellaris
ENSAPOP00000018823	ENSAPOG00000022178	Acanthochromis_polyacanthus
ENSSPAP00000001739	ENSSPAG00000001302	Stegastes_partitus
ENSGMOP00000014683	ENSGMOG00000013732	Gadus_morhua
ENSHHUP00000032688	ENSHHUG00000020677	Hucho_hucho
ENSHHUP00000083346	ENSHHUG00000048377	Hucho_hucho
ENSELUP00000007885	ENSELUG00000008625	Esox_lucius
ENSTRUP00000042591	ENSTRUG00000016652	Takifugu_rubripes
ENSPMGP00000003969	ENSPMGG00000003392	Periophthalmus_magnuspinnatus
ENSPKIP00000000004	ENSPKIG00000018799	Paramormyrops_kingsleyae
ENSECRP00000000343	ENSECRG00000000201	Erpetoichthys_calabaricus
ENSCMIP00000022953	ENSCMIG00000010301	Callorhinchus_milii
ENSHCOP00000003142	ENSHCOG00000004421	Hippocampus_comes
ENSLACP00000001441	ENSLACG00000001290	Latimeria_chalumnae
ENSPMAP00000006876	ENSPMAG00000006241	Petromyzon_marinus
ENSEBUP00000007342	ENSEBUG00000004789	Eptatretus_burgeri
