ENSFCAP00000014042	ENSFCAG00000015138	Felis_catus
ENSPMGP00000021772	ENSPMGG00000017626	Periophthalmus_magnuspinnatus
ENSPMJP00000023840	ENSPMJG00000017566	Parus_major
ENSSHAP00000001926	ENSSHAG00000001714	Sarcophilus_harrisii
ENSAOCP00000020243	ENSAOCG00000004183	Amphiprion_ocellaris
ENSBIXP00000031315	ENSBIXG00000013570	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPVAP00000004605	ENSPVAG00000004865	Pteropus_vampyrus
ENSPCAP00000006010	ENSPCAG00000006456	Procavia_capensis
ENSPNYP00000009592	ENSPNYG00000007270	Pundamilia_nyererei
ENSATEP00000008117	ENSATEG00000005708	Anabas_testudineus
ENSCHAP00000012695	ENSCHAG00000007030	Clupea_harengus
ENSOPRP00000013053	ENSOPRG00000014295	Ochotona_princeps
ENSCHIP00000014888	ENSCHIG00000015738	Capra_hircus
ENSCPOP00000015286	ENSCPOG00000023829	Cavia_porcellus
ENSCGOP00000022086	ENSCGOG00000010614	Cottoperca_gobio
ENSZALP00000012402	ENSZALG00000010404	Zonotrichia_albicollis
ENSUPAP00010021036	ENSUPAG00010016697	Urocitellus_parryii
ENSOARP00000022512	ENSOARG00000020948	Ovis_aries
ENSCANP00000027266	ENSCANG00000037044	Colobus_angolensis_palliatus
ENSPSMP00000021493	ENSPSMG00000015184	Prolemur_simus
ENSXCOP00000003696	ENSXCOG00000001004	Xiphophorus_couchianus
ENSMAMP00000035600	ENSMAMG00000023927	Mastacembelus_armatus
ENSVPAP00000009533	ENSVPAG00000010247	Vicugna_pacos
ENSPREP00000008338	ENSPREG00000005654	Poecilia_reticulata
ENSPCOP00000014716	ENSPCOG00000019062	Propithecus_coquereli
ENSKMAP00000028599	ENSKMAG00000021202	Kryptolebias_marmoratus
ENSARWP00000025753	ENSARWG00000017491	Apteryx_rowi	ENSARWT00000029153
ENSARWP00000025752	ENSARWG00000017490	Apteryx_rowi	ENSARWT00000029152
ENSAPOP00000029977	ENSAPOG00000016284	Acanthochromis_polyacanthus
ENSEEEP00000025160	ENSEEEG00000012195	Electrophorus_electricus
ENSNGAP00000004728	ENSNGAG00000006422	Nannospalax_galili
ENSPNAP00000025536	ENSPNAG00000010656	Pygocentrus_nattereri
ENSDNVP00000017579	ENSDNVG00000012293	Dromaius_novaehollandiae	ENSDNVT00000021128
ENSDORP00000008344	ENSDORG00000008891	Dipodomys_ordii
ENSRNOP00000007333	ENSRNOG00000005082	Rattus_norvegicus
ENSTTRP00000001053	ENSTTRG00000001121	Tursiops_truncatus
ENSARWP00000025754	ENSARWG00000017492	Apteryx_rowi
ENSCAFP00020016522	ENSCAFG00020013241	Canis_lupus_dingo
ENSUMAP00000029391	ENSUMAG00000021303	Ursus_maritimus
ENSSTOP00000022776	ENSSTOG00000028204	Ictidomys_tridecemlineatus
ENSEEUP00000003473	ENSEEUG00000003813	Erinaceus_europaeus
ENSSARP00000005500	ENSSARG00000006061	Sorex_araneus
ENSGMOP00000008545	ENSGMOG00000007988	Gadus_morhua
ENSAMXP00000048688	ENSAMXG00000040374	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMFAP00000044704	ENSMFAG00000033961	Macaca_fascicularis
ENSRBIP00000011416	ENSRBIG00000029582	Rhinopithecus_bieti
ENSPLAP00000021105	ENSPLAG00000004567	Poecilia_latipinna
ENSHGLP00000010097	ENSHGLG00000007242	Heterocephalus_glaber_HetGla_female_1.0
ENSFALP00000000519	ENSFALG00000000504	Ficedula_albicollis
ENSSSCP00000041841	ENSSSCG00000015612	Sus_scrofa_strain_reference
ENSPPAP00000019169	ENSPPAG00000032756	Pan_paniscus
ENSORLP00015023683	ENSORLG00015003805	Oryzias_latipes_ASM223469v1
ENSXMAP00000007166	ENSXMAG00000007143	Xiphophorus_maculatus
ENSOMEP00000030329	ENSOMEG00000014527	Oryzias_melastigma
ENSCAPP00000000601	ENSCAPG00000000585	Cavia_aperea
ENSMEUP00000013634	ENSMEUG00000014941	Notamacropus_eugenii
ENSJJAP00000024273	ENSJJAG00000023787	Jaculus_jaculus
ENSBSLP00000042268	ENSBSLG00000020337	Betta_splendens
ENSPREP00000008225	ENSPREG00000005580	Poecilia_reticulata
ENSORLP00000000629	ENSORLG00000000511	Oryzias_latipes_ASM223467v1
ENSSLDP00000028879	ENSSLDG00000022306	Seriola_lalandi_dorsalis
ENSBIXP00005040395	ENSBIXG00005023060	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGWIP00000019034	ENSGWIG00000010452	Gouania_willdenowi
ENSPRNP00000045792	ENSPRNG00000022141	Parambassis_ranga
ENSJHYP00000022459	ENSJHYG00000016932	Junco_hyemalis
ENSCATP00000033361	ENSCATG00000039683	Cercocebus_atys
ENSLSDP00000007379	ENSLSDG00000005537	Lonchura_striata_domestica
MGP_PahariEiJ_P0077265	MGP_PahariEiJ_G0028297	Mus_pahari_strain_PAHARI_EIJ
ENSLCOP00000010820	ENSLCOG00000007868	Lepidothrix_coronata
ENSLSDP00000007371	ENSLSDG00000005530	Lonchura_striata_domestica
ENSGACP00000001282	ENSGACG00000000990	Gasterosteus_aculeatus
ENSOARP00000013627	ENSOARG00000012720	Ovis_aries
ENSACLP00000034192	ENSACLG00000023152	Astatotilapia_calliptera
ENSDARP00000139404	ENSDARG00000101986	Danio_rerio
ENSSMRP00000005477	ENSSMRG00000004459	Salvator_merianae	ENSSMRT00000006438
ENSECRP00000006478	ENSECRG00000004323	Erpetoichthys_calabaricus
ENSEASP00005003500	ENSEASG00005002698	Equus_asinus_asinus
ENSAPEP00000023105	ENSAPEG00000016453	Amphiprion_percula
ENSNMEP00000014021	ENSNMEG00000012619	Numida_meleagris
ENSAMEP00000018998	ENSAMEG00000017984	Ailuropoda_melanoleuca
ENSBBBP00000004868	ENSBBBG00000002920	Bison_bison_bison
ENSOANP00000021635	ENSOANG00000013718	Ornithorhynchus_anatinus
ENSORLP00020006910	ENSORLG00020007804	Oryzias_latipes_ASM223471v1
ENSACIP00000025710	ENSACIG00000019918	Amphilophus_citrinellus
ENSCABP00000011849	ENSCABG00000008847	Chelonoidis_abingdonii
ENSLCRP00005051660	ENSLCRG00005019460	Larimichthys_crocea
ENSPSIP00000003798	ENSPSIG00000003597	Pelodiscus_sinensis
ENSDCDP00000028666	ENSDCDG00000020606	Denticeps_clupeoides
ENSACAP00000005847	ENSACAG00000005931	Anolis_carolinensis	ENSACAT00000005976
ENSLAFP00000001156	ENSLAFG00000001374	Loxodonta_africana
ENSACLP00000034180	ENSACLG00000023143	Astatotilapia_calliptera
ENSPCIP00000038388	ENSPCIG00000028245	Phascolarctos_cinereus
ENSNBRP00000006700	ENSNBRG00000005274	Neolamprologus_brichardi
ENSMMUP00000029056	ENSMMUG00000022065	Macaca_mulatta
ENSCLAP00000004971	ENSCLAG00000003528	Chinchilla_lanigera
ENSPKIP00000018241	ENSPKIG00000003878	Paramormyrops_kingsleyae
ENSFHEP00000004755	ENSFHEG00000005681	Fundulus_heteroclitus
ENSCJPP00005020743	ENSCJPG00005016656	Coturnix_japonica
ENSMNEP00000035428	ENSMNEG00000040867	Macaca_nemestrina
ENSSCAP00000021708	ENSSCAG00000015608	Serinus_canaria
ENSHBUP00000012043	ENSHBUG00000013746	Haplochromis_burtoni
ENSRROP00000018398	ENSRROG00000033255	Rhinopithecus_roxellana
ENSCCAP00000006695	ENSCCAG00000021079	Cebus_capucinus_imitator
ENSCABP00000011852	ENSCABG00000008849	Chelonoidis_abingdonii
ENSPMEP00000021566	ENSPMEG00000001857	Poecilia_mexicana
ENSHCOP00000019659	ENSHCOG00000005152	Hippocampus_comes
ENSPANP00000008973	ENSPANG00000011328	Papio_anubis
ENSAMXP00005002009	ENSAMXG00005001105	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSPUP00000007166	ENSSPUG00000005538	Sphenodon_punctatus	ENSSPUT00000007637
ENSMALP00000025445	ENSMALG00000017707	Monopterus_albus
ENSTGEP00000011825	ENSTGEG00000009633	Theropithecus_gelada
ENSVVUP00000012870	ENSVVUG00000009446	Vulpes_vulpes
ENSMZEP00005014312	ENSMZEG00005010770	Maylandia_zebra
ENSCGRP00000023481	ENSCGRG00000017001	Cricetulus_griseus_CriGri_1.0
ENSHGLP00100019654	ENSHGLG00100014492	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00001004250	ENSCGRG00001005349	Cricetulus_griseus_CHOK1GS_HDv1
ENSONIP00000023873	ENSONIG00000018961	Oreochromis_niloticus
ENSGAFP00000032120	ENSGAFG00000021619	Gambusia_affinis
ENSMICP00000022439	ENSMICG00000001233	Microcebus_murinus
ENSCHOP00000009207	ENSCHOG00000010399	Choloepus_hoffmanni
ENSXETP00000029601	ENSXETG00000007468	Xenopus_tropicalis
ENSCVAP00000002989	ENSCVAG00000004156	Cyprinodon_variegatus
ENSABRP00000009702	ENSABRG00000008706	Anser_brachyrhynchus	ENSABRT00000013876
ENSXETP00000029641	ENSXETG00000007433	Xenopus_tropicalis
ENSPFOP00000005804	ENSPFOG00000005876	Poecilia_formosa
ENSETEP00000006798	ENSETEG00000008368	Echinops_telfairi
ENSAPLP00000009019	ENSAPLG00000009319	Anas_platyrhynchos_platyrhynchos
ENSODEP00000009846	ENSODEG00000007368	Octodon_degus
ENSIPUP00000025321	ENSIPUG00000017136	Ictalurus_punctatus
ENSCPUP00000015788	ENSCPUG00000010971	Calidris_pugnax
ENSGALP00000066944	ENSGALG00000001405	Gallus_gallus
ENSSFOP00015031099	ENSSFOG00015019939	Scleropages_formosus
ENSCSAP00000011357	ENSCSAG00000015263	Chlorocebus_sabaeus
ENSTRUP00000017066	ENSTRUG00000006951	Takifugu_rubripes
ENSMLUP00000004103	ENSMLUG00000004509	Myotis_lucifugus
ENSSDUP00000016128	ENSSDUG00000011766	Seriola_dumerili
ENSCGRP00015022444	ENSCGRG00015017099	Cricetulus_griseus_CriGri-PICR
ENSPPRP00000021545	ENSPPRG00000012322	Panthera_pardus
ENSANAP00000007362	ENSANAG00000021723	Aotus_nancymaae
ENSBTAP00000003694	ENSBTAG00000002849	Bos_taurus
ENSCSEP00000003680	ENSCSEG00000002406	Cynoglossus_semilaevis
ENSTNIP00000017664	ENSTNIG00000014635	Tetraodon_nigroviridis
ENSSMAP00000000812	ENSSMAG00000000507	Scophthalmus_maximus
ENSLBEP00000016715	ENSLBEG00000012900	Labrus_bergylta
ENSNVIP00000021215	ENSNVIG00000016591	Neovison_vison
ENSDNOP00000001311	ENSDNOG00000001694	Dasypus_novemcinctus
ENSHHUP00000033096	ENSHHUG00000020941	Hucho_hucho
ENSLACP00000021171	ENSLACG00000018600	Latimeria_chalumnae
ENSCMIP00000005014	ENSCMIG00000002968	Callorhinchus_milii
ENSMSIP00000028695	ENSMSIG00000024115	Mus_spicilegus
ENSTBEP00000015171	ENSTBEG00000017451	Tupaia_belangeri
ENSPEMP00000023224	ENSPEMG00000020332	Peromyscus_maniculatus_bairdii
ENSPMEP00000034012	ENSPMEG00000023819	Poecilia_mexicana
ENSBMUP00000008881	ENSBMUG00000006910	Bos_mutus
