ENSCHIP00000015164	ENSCHIG00000015914	Capra_hircus
ENSMOCP00000006844	ENSMOCG00000006537	Microtus_ochrogaster
ENSVVUP00000020503	ENSVVUG00000015092	Vulpes_vulpes
ENSRBIP00000030531	ENSRBIG00000039126	Rhinopithecus_bieti
ENSBIXP00000016144	ENSBIXG00000003748	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPCIP00000050535	ENSPCIG00000009085	Phascolarctos_cinereus
ENSCGRP00015012524	ENSCGRG00015009601	Cricetulus_griseus_CriGri-PICR
ENSEASP00005015722	ENSEASG00005010951	Equus_asinus_asinus
ENSMMMP00000010091	ENSMMMG00000008994	Marmota_marmota_marmota
ENSCAFP00020032532	ENSCAFG00020025344	Canis_lupus_dingo
ENSNVIP00000031559	ENSNVIG00000024264	Neovison_vison
ENSCATP00000018658	ENSCATG00000033156	Cercocebus_atys
ENSNMEP00000007349	ENSNMEG00000007378	Numida_meleagris
ENSMUGP00000003662	ENSMUGG00000003387	Meriones_unguiculatus
ENSHGLP00100004010	ENSHGLG00100003059	Heterocephalus_glaber_HetGla_1.0
ENSOANP00000015453	ENSOANG00000009740	Ornithorhynchus_anatinus
ENSVURP00010000663	ENSVURG00010000597	Vombatus_ursinus
ENSNGAP00000009412	ENSNGAG00000012094	Nannospalax_galili
ENSCCAP00000022610	ENSCCAG00000029110	Cebus_capucinus_imitator
ENSANAP00000033619	ENSANAG00000034477	Aotus_nancymaae
ENSJJAP00000022413	ENSJJAG00000022479	Jaculus_jaculus
ENSCPUP00000027091	ENSCPUG00000018245	Calidris_pugnax
ENSMGAP00000016665	ENSMGAG00000015725	Meleagris_gallopavo
ENSMICP00000016208	ENSMICG00000017798	Microcebus_murinus
ENSODEP00000004727	ENSODEG00000003594	Octodon_degus
ENSABRP00000024214	ENSABRG00000020331	Anser_brachyrhynchus
ENSSMRP00000015498	ENSSMRG00000012055	Salvator_merianae
MGP_SPRETEiJ_P0067162	MGP_SPRETEiJ_G0027508	Mus_spretus_strain_SPRET/EiJ
ENSAOWP00000003053	ENSAOWG00000002170	Apteryx_owenii
ENSFCAP00000024190	ENSFCAG00000028015	Felis_catus
ENSECAP00000012577	ENSECAG00000014961	Equus_caballus
ENSSBOP00000008842	ENSSBOG00000021325	Saimiri_boliviensis_boliviensis
ENSAMEP00000008228	ENSAMEG00000007821	Ailuropoda_melanoleuca
ENSCABP00000025571	ENSCABG00000018813	Chelonoidis_abingdonii
ENSCJAP00000012560	ENSCJAG00000006772	Callithrix_jacchus
ENSLACP00000013766	ENSLACG00000012120	Latimeria_chalumnae
ENSBMUP00000011387	ENSBMUG00000008764	Bos_mutus
ENSCMIP00000036458	ENSCMIG00000015403	Callorhinchus_milii
ENSRROP00000015406	ENSRROG00000031886	Rhinopithecus_roxellana
ENSMLUP00000015942	ENSMLUG00000017486	Myotis_lucifugus
ENSPTEP00000023358	ENSPTEG00000024079	Piliocolobus_tephrosceles
ENSGALP00000073049	ENSGALG00000046649	Gallus_gallus
ENSMFAP00000007588	ENSMFAG00000045797	Macaca_fascicularis
MGP_PahariEiJ_P0079736	MGP_PahariEiJ_G0028860	Mus_pahari_strain_PAHARI_EIJ
ENSBTAP00000054138	ENSBTAG00000026696	Bos_taurus
ENSMSIP00000001471	ENSMSIG00000001392	Mus_spicilegus
MGP_CAROLIEiJ_P0064644	MGP_CAROLIEiJ_G0026528	Mus_caroli_strain_CAROLI_EIJ
ENSCAFP00000030881	ENSCAFG00000023234	Canis_lupus_familiaris
ENSCGRP00000011927	ENSCGRG00000008687	Cricetulus_griseus_CriGri_1.0
ENSXETP00000053736	ENSXETG00000019958	Xenopus_tropicalis
ENSPPAP00000041642	ENSPPAG00000043429	Pan_paniscus
ENSMMUP00000042631	ENSMMUG00000040207	Macaca_mulatta
ENSDNOP00000011789	ENSDNOG00000015203	Dasypus_novemcinctus
ENSUAMP00000017993	ENSUAMG00000014284	Ursus_americanus
ENSMUSP00000135913	ENSMUSG00000078552	Mus_musculus_strain_reference_(CL57BL6)
ENSPPRP00000019343	ENSPPRG00000010723	Panthera_pardus
ENSNLEP00000036917	ENSNLEG00000030909	Nomascus_leucogenys
ENSCAPP00000007085	ENSCAPG00000009105	Cavia_aperea
ENSACAP00000019525	ENSACAG00000004581	Anolis_carolinensis
ENSLOCP00000002814	ENSLOCG00000002402	Lepisosteus_oculatus
ENSOCUP00000018392	ENSOCUG00000022151	Oryctolagus_cuniculus
ENSPEMP00000028591	ENSPEMG00000024085	Peromyscus_maniculatus_bairdii
ENSSDAP00000013645	ENSSDAG00000012330	Spermophilus_dauricus
ENSFDAP00000007438	ENSFDAG00000015954	Fukomys_damarensis
ENSSSCP00000022357	ENSSSCG00000022014	Sus_scrofa_strain_reference
ENSOARP00000000380	ENSOARG00000000383	Ovis_aries
ENSCPGP00000020833	ENSCPGG00000014554	Calidris_pygmaea
ENSCCNP00000018283	ENSCCNG00000018551	Castor_canadensis
ENSNPEP00000007228	ENSNPEG00000005418	Nothoprocta_perdicaria
ENSTGEP00000019144	ENSTGEG00000015399	Theropithecus_gelada
ENSCPBP00000014905	ENSCPBG00000011062	Chrysemys_picta_bellii
ENSUMAP00000011232	ENSUMAG00000008441	Ursus_maritimus
ENSGGOP00000019738	ENSGGOG00000025307	Gorilla_gorilla
ENSSHAP00000009450	ENSSHAG00000008178	Sarcophilus_harrisii
ENSPVIP00000018009	ENSPVIG00000013792	Pogona_vitticeps
ENSRNOP00000065806	ENSRNOG00000048876	Rattus_norvegicus
ENSARWP00000013931	ENSARWG00000009647	Apteryx_rowi
ENSCPRP00005003045	ENSCPRG00005002220	Crocodylus_porosus
ENSP00000386870	ENSG00000222046	Homo_sapiens
ENSCANP00000031736	ENSCANG00000039530	Colobus_angolensis_palliatus
ENSAHAP00000011062	ENSAHAG00000007999	Apteryx_haastii
ENSCPOP00000028648	ENSCPOG00000033905	Cavia_porcellus
