ENSP00000377170	ENSG00000213337	Homo_sapiens
ENSEASP00005001666	ENSEASG00005001343	Equus_asinus_asinus
ENSECAP00000000069	ENSECAG00000000103	Equus_caballus
MGP_SPRETEiJ_P0018136	MGP_SPRETEiJ_G0014844	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0017136	MGP_CAROLIEiJ_G0014040	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0072481	MGP_PahariEiJ_G0027286	Mus_pahari_strain_PAHARI_EIJ
ENSUAMP00000030985	ENSUAMG00000023795	Ursus_americanus
ENSDNOP00000018376	ENSDNOG00000036051	Dasypus_novemcinctus
ENSPCAP00000004404	ENSPCAG00000004738	Procavia_capensis
ENSLAFP00000029391	ENSLAFG00000032430	Loxodonta_africana
ENSCHIP00000026437	ENSCHIG00000022775	Capra_hircus
ENSOARP00000014724	ENSOARG00000013735	Ovis_aries
ENSBTAP00000014400	ENSBTAG00000035244	Bos_taurus
ENSBBBP00000016191	ENSBBBG00000006268	Bison_bison_bison
ENSTTRP00000007458	ENSTTRG00000007885	Tursiops_truncatus
ENSVPAP00000002713	ENSVPAG00000002935	Vicugna_pacos
ENSCLAP00000004477	ENSCLAG00000003185	Chinchilla_lanigera
ENSODEP00000011648	ENSODEG00000008651	Octodon_degus
ENSCPOP00000015764	ENSCPOG00000024896	Cavia_porcellus
ENSCAPP00000017467	ENSCAPG00000017120	Cavia_aperea
ENSHGLP00000020416	ENSHGLG00000014598	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023192	ENSHGLG00100017040	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013792	ENSFDAG00000000654	Fukomys_damarensis
ENSMMMP00000024783	ENSMMMG00000021698	Marmota_marmota_marmota
ENSSTOP00000019043	ENSSTOG00000021946	Ictidomys_tridecemlineatus
ENSUPAP00010022535	ENSUPAG00010017880	Urocitellus_parryii
ENSSDAP00000013694	ENSSDAG00000012381	Spermophilus_dauricus
ENSOCUP00000020794	ENSOCUG00000024245	Oryctolagus_cuniculus
ENSOPRP00000016240	ENSOPRG00000019009	Ochotona_princeps
ENSOANP00000029182	ENSOANG00000030205	Ornithorhynchus_anatinus
ENSPCIP00000011620	ENSPCIG00000009284	Phascolarctos_cinereus
ENSVURP00010004796	ENSVURG00010003806	Vombatus_ursinus
ENSMEUP00000000725	ENSMEUG00000000790	Notamacropus_eugenii
ENSSHAP00000020835	ENSSHAG00000017670	Sarcophilus_harrisii
ENSMODP00000044506	ENSMODG00000041663	Monodelphis_domestica
ENSACAP00000006189	ENSACAG00000006331	Anolis_carolinensis
ENSPVIP00000024444	ENSPVIG00000018393	Pogona_vitticeps
ENSSMRP00000025615	ENSSMRG00000019804	Salvator_merianae
ENSSPUP00000004692	ENSSPUG00000003626	Sphenodon_punctatus
ENSGAGP00000019447	ENSGAGG00000014343	Gopherus_agassizii	ENSGAGT00000022146
ENSCABP00000016234	ENSCABG00000012077	Chelonoidis_abingdonii	ENSCABT00000017793
ENSCPBP00000033147	ENSCPBG00000023213	Chrysemys_picta_bellii
ENSAOWP00000011994	ENSAOWG00000008221	Apteryx_owenii
ENSAHAP00000006609	ENSAHAG00000004958	Apteryx_haastii
ENSARWP00000026582	ENSARWG00000017981	Apteryx_rowi
ENSLCOP00000009956	ENSLCOG00000007224	Lepidothrix_coronata
ENSJHYP00000001006	ENSJHYG00000000908	Junco_hyemalis
ENSCPUP00000011093	ENSCPUG00000007864	Calidris_pugnax
ENSGALP00000072752	ENSGALG00000049001	Gallus_gallus
ENSCJPP00005014159	ENSCJPG00005011851	Coturnix_japonica
ENSNMEP00000023307	ENSNMEG00000019883	Numida_meleagris
ENSABRP00000012692	ENSABRG00000011389	Anser_brachyrhynchus
ENSPMJP00000017938	ENSPMJG00000013442	Parus_major
ENSXETP00000035934	ENSXETG00000013850	Xenopus_tropicalis
ENSOANP00000018036	ENSOANG00000011380	Ornithorhynchus_anatinus
ENSXETP00000013930	ENSXETG00000000854	Xenopus_tropicalis
ENSLACP00000017804	ENSLACG00000015682	Latimeria_chalumnae
ENSDCDP00000050033	ENSDCDG00000030600	Denticeps_clupeoides
ENSCHAP00000034497	ENSCHAG00000016411	Clupea_harengus
ENSPNAP00000032254	ENSPNAG00000003624	Pygocentrus_nattereri
ENSAMXP00000017821	ENSAMXG00000017316	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000001375	ENSEEEG00000000908	Electrophorus_electricus
ENSIPUP00000011966	ENSIPUG00000008140	Ictalurus_punctatus
ENSDARP00000116717	ENSDARG00000041350	Danio_rerio
ENSHHUP00000088453	ENSHHUG00000051113	Hucho_hucho
ENSELUP00000038313	ENSELUG00000018170	Esox_lucius
ENSAPEP00000011415	ENSAPEG00000008170	Amphiprion_percula
ENSAOCP00000012349	ENSAOCG00000016789	Amphiprion_ocellaris
ENSAPOP00000001482	ENSAPOG00000002771	Acanthochromis_polyacanthus
ENSSPAP00000020315	ENSSPAG00000015329	Stegastes_partitus
ENSPRNP00000045561	ENSPRNG00000022052	Parambassis_ranga
ENSHBUP00000011618	ENSHBUG00000013270	Haplochromis_burtoni
ENSMZEP00005010094	ENSMZEG00005007641	Maylandia_zebra
ENSPNYP00000000964	ENSPNYG00000000806	Pundamilia_nyererei
ENSACLP00000023951	ENSACLG00000016291	Astatotilapia_calliptera
ENSNBRP00000012401	ENSNBRG00000009691	Neolamprologus_brichardi
ENSONIP00000013865	ENSONIG00000011019	Oreochromis_niloticus
ENSACIP00000030956	ENSACIG00000023945	Amphilophus_citrinellus
ENSCGOP00000032020	ENSCGOG00000014928	Cottoperca_gobio
ENSGACP00000016411	ENSGACG00000012417	Gasterosteus_aculeatus
ENSLBEP00000009551	ENSLBEG00000007391	Labrus_bergylta
ENSSDUP00000031802	ENSSDUG00000022860	Seriola_dumerili
ENSSLDP00000019380	ENSSLDG00000015203	Seriola_lalandi_dorsalis
ENSLCAP00010046237	ENSLCAG00010021451	Lates_calcarifer
ENSSMAP00000003501	ENSSMAG00000002194	Scophthalmus_maximus
ENSMAMP00000006694	ENSMAMG00000004555	Mastacembelus_armatus
ENSMALP00000027032	ENSMALG00000018768	Monopterus_albus
ENSATEP00000027162	ENSATEG00000018794	Anabas_testudineus
ENSBSLP00000055463	ENSBSLG00000025916	Betta_splendens
ENSPFOP00000017885	ENSPFOG00000017807	Poecilia_formosa
ENSPMEP00000016327	ENSPMEG00000018973	Poecilia_mexicana
ENSPLAP00000025807	ENSPLAG00000013097	Poecilia_latipinna
ENSPREP00000000922	ENSPREG00000000695	Poecilia_reticulata
ENSXCOP00000020406	ENSXCOG00000015290	Xiphophorus_couchianus
ENSXMAP00000003652	ENSXMAG00000003646	Xiphophorus_maculatus
ENSFHEP00000027774	ENSFHEG00000011450	Fundulus_heteroclitus
ENSCVAP00000012433	ENSCVAG00000014845	Cyprinodon_variegatus
ENSORLP00020021636	ENSORLG00020001519	Oryzias_latipes_ASM223471v1
ENSORLP00015013666	ENSORLG00015014553	Oryzias_latipes_ASM223469v1
ENSORLP00000031721	ENSORLG00000023302	Oryzias_latipes_ASM223467v1
ENSOMEP00000014992	ENSOMEG00000016533	Oryzias_melastigma
ENSGWIP00000038956	ENSGWIG00000019847	Gouania_willdenowi
ENSTRUP00000042226	ENSTRUG00000016523	Takifugu_rubripes
ENSTNIP00000014438	ENSTNIG00000011491	Tetraodon_nigroviridis
ENSLCRP00005020343	ENSLCRG00005008309	Larimichthys_crocea
ENSHCOP00000010731	ENSHCOG00000013402	Hippocampus_comes
ENSPMGP00000029846	ENSPMGG00000024019	Periophthalmus_magnuspinnatus
ENSGMOP00000010206	ENSGMOG00000009551	Gadus_morhua
ENSSFOP00015019104	ENSSFOG00015012297	Scleropages_formosus
ENSPKIP00000009844	ENSPKIG00000024789	Paramormyrops_kingsleyae
ENSECRP00000000501	ENSECRG00000000296	Erpetoichthys_calabaricus
ENSPMAP00000008615	ENSPMAG00000007832	Petromyzon_marinus
ENSEBUP00000018501	ENSEBUG00000011551	Eptatretus_burgeri
ENSCSAVP00000015599	ENSCSAVG00000009163	Ciona_savignyi
FBpp0306241	FBgn0264743	Drosophila_melanogaster
