ENSPVAP00000010576	ENSPVAG00000011220	Pteropus_vampyrus
ENSMUSP00000056358	ENSMUSG00000047237	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000003595	ENSMSIG00000003294	Mus_spicilegus
ENSMUSP00000053786	ENSMUSG00000049314	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000148376	ENSMUSG00000104614	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014649	ENSMSIG00000012567	Mus_spicilegus
ENSMSIP00000014863	ENSMSIG00000012749	Mus_spicilegus
ENSMUSP00000058175	ENSMUSG00000074060	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000128652	ENSMUSG00000094992	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014777	ENSMSIG00000012671	Mus_spicilegus
ENSMUSP00000073617	ENSMUSG00000062275	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014804	ENSMSIG00000012720	Mus_spicilegus
ENSRNOP00000028113	ENSRNOG00000020720	Rattus_norvegicus
ENSMUGP00000022856	ENSMUGG00000019146	Meriones_unguiculatus
ENSCGRP00001001547	ENSCGRG00001001316	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013295	ENSCGRG00000009665	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015021062	ENSCGRG00015014906	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015019482	ENSCGRG00015014966	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000021641	ENSPEMG00000019218	Peromyscus_maniculatus_bairdii
ENSOCUP00000041543	ENSOCUG00000007706	Oryctolagus_cuniculus
ENSOPRP00000015708	ENSOPRG00000017212	Ochotona_princeps
ENSPPAP00000007403	ENSPPAG00000026655	Pan_paniscus
ENSPTRP00000086666	ENSPTRG00000014883	Pan_troglodytes
ENSP00000296438	ENSG00000164049	Homo_sapiens
ENSGGOP00000022661	ENSGGOG00000022457	Gorilla_gorilla
ENSPPYP00000015556	ENSPPYG00000013907	Pongo_abelii
ENSNLEP00000042302	ENSNLEG00000006422	Nomascus_leucogenys
ENSRBIP00000029488	ENSRBIG00000038629	Rhinopithecus_bieti
ENSRROP00000010306	ENSRROG00000029562	Rhinopithecus_roxellana
ENSPTEP00000003105	ENSPTEG00000003662	Piliocolobus_tephrosceles
ENSCANP00000037977	ENSCANG00000042677	Colobus_angolensis_palliatus
ENSCATP00000033279	ENSCATG00000039647	Cercocebus_atys
ENSMLEP00000038574	ENSMLEG00000043342	Mandrillus_leucophaeus
ENSTGEP00000011358	ENSTGEG00000009270	Theropithecus_gelada
ENSPANP00000008260	ENSPANG00000005491	Papio_anubis
ENSMFAP00000001447	ENSMFAG00000037485	Macaca_fascicularis
ENSMNEP00000031444	ENSMNEG00000039141	Macaca_nemestrina
ENSMMUP00000004111	ENSMMUG00000003079	Macaca_mulatta
ENSCSAP00000011973	ENSCSAG00000015896	Chlorocebus_sabaeus
ENSSBOP00000013855	ENSSBOG00000023701	Saimiri_boliviensis_boliviensis
ENSCCAP00000025636	ENSCCAG00000030599	Cebus_capucinus_imitator
ENSCJAP00000004999	ENSCJAG00000002742	Callithrix_jacchus
ENSANAP00000035838	ENSANAG00000035438	Aotus_nancymaae
ENSNGAP00000020381	ENSNGAG00000019896	Nannospalax_galili
ENSMAUP00000019200	ENSMAUG00000017547	Mesocricetus_auratus
ENSCJAP00000067896	ENSCJAG00000069091	Callithrix_jacchus
ENSCCAP00000026918	ENSCCAG00000031270	Cebus_capucinus_imitator
ENSCJAP00000069832	ENSCJAG00000052963	Callithrix_jacchus
ENSTSYP00000012790	ENSTSYG00000013940	Carlito_syrichta
ENSPCOP00000029830	ENSPCOG00000027626	Propithecus_coquereli
ENSPSMP00000037869	ENSPSMG00000025972	Prolemur_simus
ENSMICP00000050455	ENSMICG00000041904	Microcebus_murinus
ENSOGAP00000004172	ENSOGAG00000004670	Otolemur_garnettii
ENSDNOP00000015261	ENSDNOG00000019683	Dasypus_novemcinctus
ENSLAFP00000026147	ENSLAFG00000027237	Loxodonta_africana
