ENSVURP00010011365	ENSVURG00010008780	Vombatus_ursinus	ENSVURT00010012906
ENSPCIP00000037651	ENSPCIG00000027725	Phascolarctos_cinereus	ENSPCIT00000046369
ENSSHAP00000015631	ENSSHAG00000013320	Sarcophilus_harrisii	ENSSHAT00000015759
ENSMSIP00000006465	ENSMSIG00000005765	Mus_spicilegus
ENSLAFP00000019045	ENSLAFG00000027080	Loxodonta_africana
ENSDNOP00000003664	ENSDNOG00000004748	Dasypus_novemcinctus
ENSCHOP00000011771	ENSCHOG00000013291	Choloepus_hoffmanni
ENSETEP00000004126	ENSETEG00000005076	Echinops_telfairi
ENSPCOP00000000102	ENSPCOG00000000129	Propithecus_coquereli
ENSPSMP00000014803	ENSPSMG00000010613	Prolemur_simus
ENSOGAP00000018838	ENSOGAG00000033613	Otolemur_garnettii
ENSPPAP00000023933	ENSPPAG00000035113	Pan_paniscus
ENSPTRP00000080644	ENSPTRG00000001101	Pan_troglodytes
ENSP00000358730	ENSG00000121933	Homo_sapiens
ENSGGOP00000005800	ENSGGOG00000005924	Gorilla_gorilla
ENSPPYP00000001199	ENSPPYG00000001030	Pongo_abelii
ENSNLEP00000031778	ENSNLEG00000028673	Nomascus_leucogenys
ENSTGEP00000004366	ENSTGEG00000003661	Theropithecus_gelada
ENSPANP00000017398	ENSPANG00000013353	Papio_anubis
ENSCATP00000020026	ENSCATG00000033794	Cercocebus_atys
ENSMFAP00000005721	ENSMFAG00000002528	Macaca_fascicularis
ENSMMUP00000004776	ENSMMUG00000003581	Macaca_mulatta
ENSMNEP00000029467	ENSMNEG00000038209	Macaca_nemestrina
ENSMLEP00000038729	ENSMLEG00000043418	Mandrillus_leucophaeus
ENSCSAP00000016447	ENSCSAG00000001579	Chlorocebus_sabaeus
ENSCANP00000032029	ENSCANG00000039676	Colobus_angolensis_palliatus
ENSPTEP00000029242	ENSPTEG00000028689	Piliocolobus_tephrosceles
ENSRBIP00000008194	ENSRBIG00000027992	Rhinopithecus_bieti
ENSRROP00000006264	ENSRROG00000024975	Rhinopithecus_roxellana
ENSSBOP00000030659	ENSSBOG00000031608	Saimiri_boliviensis_boliviensis
ENSCCAP00000019294	ENSCCAG00000027498	Cebus_capucinus_imitator
ENSCJAP00000024580	ENSCJAG00000013385	Callithrix_jacchus
ENSANAP00000008663	ENSANAG00000022347	Aotus_nancymaae
ENSOPRP00000003598	ENSOPRG00000003917	Ochotona_princeps
ENSOCUP00000006763	ENSOCUG00000007822	Oryctolagus_cuniculus
ENSBIXP00005012079	ENSBIXG00005016366	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000020372	ENSBIXG00000023693	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000012418	ENSBMUG00000009513	Bos_mutus
ENSBBBP00000000828	ENSBBBG00000009970	Bison_bison_bison
ENSOARP00000021065	ENSOARG00000019615	Ovis_aries
ENSBTAP00000073588	ENSBTAG00000039738	Bos_taurus
ENSCHIP00000007260	ENSCHIG00000010825	Capra_hircus
ENSTTRP00000001460	ENSTTRG00000001548	Tursiops_truncatus
ENSSSCP00000066800	ENSSSCG00000006788	Sus_scrofa_strain_reference
ENSECAP00000052352	ENSECAG00000033327	Equus_caballus
ENSEASP00005007447	ENSEASG00005005446	Equus_asinus_asinus
ENSVPAP00000003105	ENSVPAG00000003352	Vicugna_pacos
ENSMLUP00000011318	ENSMLUG00000012427	Myotis_lucifugus
ENSUAMP00000014661	ENSUAMG00000011765	Ursus_americanus
ENSUMAP00000018906	ENSUMAG00000013881	Ursus_maritimus
ENSAMEP00000005724	ENSAMEG00000005422	Ailuropoda_melanoleuca
ENSMPUP00000004780	ENSMPUG00000004819	Mustela_putorius_furo
ENSNVIP00000001280	ENSNVIG00000001026	Neovison_vison
ENSPPRP00000005896	ENSPPRG00000001496	Panthera_pardus
ENSPTIP00000026746	ENSPTIG00000022060	Panthera_tigris_altaica
ENSLACP00000021145	ENSLACG00000018576	Latimeria_chalumnae
