ENSOARP00000012982	ENSOARG00000012110	Ovis_aries
ENSTGEP00000025657	ENSTGEG00000020654	Theropithecus_gelada
ENSCATP00000001618	ENSCATG00000007364	Cercocebus_atys
ENSMLEP00000026860	ENSMLEG00000037621	Mandrillus_leucophaeus
ENSMFAP00000010362	ENSMFAG00000007048	Macaca_fascicularis
ENSCSAP00000000212	ENSCSAG00000003846	Chlorocebus_sabaeus
ENSCJAP00000055096	ENSCJAG00000033545	Callithrix_jacchus
ENSSBOP00000024070	ENSSBOG00000028514	Saimiri_boliviensis_boliviensis
ENSCCAP00000027876	ENSCCAG00000031813	Cebus_capucinus_imitator
ENSANAP00000005943	ENSANAG00000021039	Aotus_nancymaae
ENSMNEP00000007104	ENSMNEG00000028100	Macaca_nemestrina
ENSTBEP00000012231	ENSTBEG00000014111	Tupaia_belangeri
ENSDORP00000019366	ENSDORG00000028245	Dipodomys_ordii
ENSNVIP00000030110	ENSNVIG00000023208	Neovison_vison
ENSNVIP00000030107	ENSNVIG00000023205	Neovison_vison
ENSUAMP00000028551	ENSUAMG00000022066	Ursus_americanus	ENSUAMT00000031887
ENSVVUP00000007254	ENSVVUG00000005506	Vulpes_vulpes	ENSVVUT00000009595
ENSEASP00005015158	ENSEASG00005010594	Equus_asinus_asinus
ENSVPAP00000009661	ENSVPAG00000010383	Vicugna_pacos
ENSUPAP00010005485	ENSUPAG00010004438	Urocitellus_parryii
MGP_PahariEiJ_P0037187	MGP_PahariEiJ_G0018428	Mus_pahari_strain_PAHARI_EIJ
ENSOPRP00000009460	ENSOPRG00000010362	Ochotona_princeps
ENSGGOP00000044047	ENSGGOG00000040589	Gorilla_gorilla
ENSPPAP00000038530	ENSPPAG00000041977	Pan_paniscus
ENSNLEP00000039691	ENSNLEG00000032430	Nomascus_leucogenys
ENSMLUP00000010905	ENSMLUG00000011972	Myotis_lucifugus
ENSSSCP00000047268	ENSSSCG00000033421	Sus_scrofa_strain_reference
ENSUMAP00000021947	ENSUMAG00000016063	Ursus_maritimus
ENSTSYP00000002553	ENSTSYG00000002783	Carlito_syrichta
ENSOCUP00000009968	ENSOCUG00000011591	Oryctolagus_cuniculus
ENSCHOP00000002651	ENSCHOG00000002994	Choloepus_hoffmanni
ENSDNOP00000025840	ENSDNOG00000043251	Dasypus_novemcinctus
ENSLAFP00000009391	ENSLAFG00000011224	Loxodonta_africana
ENSPCAP00000012136	ENSPCAG00000013015	Procavia_capensis
ENSSARP00000009160	ENSSARG00000010136	Sorex_araneus
ENSOPRP00000013445	ENSOPRG00000014735	Ochotona_princeps
ENSETEP00000000815	ENSETEG00000001010	Echinops_telfairi
ENSFDAP00000005384	ENSFDAG00000014414	Fukomys_damarensis
ENSHGLP00000024790	ENSHGLG00000017674	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000012113	ENSODEG00000008990	Octodon_degus
ENSODEP00000000062	ENSODEG00000000055	Octodon_degus
ENSCLAP00000007040	ENSCLAG00000004955	Chinchilla_lanigera
ENSCPOP00000003437	ENSCPOG00000003808	Cavia_porcellus
ENSCAPP00000006167	ENSCAPG00000008373	Cavia_aperea
ENSCCNP00000015939	ENSCCNG00000016271	Castor_canadensis
ENSPEMP00000010229	ENSPEMG00000011277	Peromyscus_maniculatus_bairdii
ENSMOCP00000019431	ENSMOCG00000017424	Microtus_ochrogaster
ENSCGRP00001025503	ENSCGRG00001023089	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004598	ENSCGRG00000003381	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015031473	ENSCGRG00015023720	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006072	ENSMAUG00000008120	Mesocricetus_auratus
ENSMUSP00000021030	ENSMUSG00000020691	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000031840	ENSMSIG00000026652	Mus_spicilegus
MGP_SPRETEiJ_P0031911	MGP_SPRETEiJ_G0018141	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0030468	MGP_CAROLIEiJ_G0017298	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000008140	ENSRNOG00000006131	Rattus_norvegicus
ENSMUGP00000022609	ENSMUGG00000018932	Meriones_unguiculatus
ENSNGAP00000001155	ENSNGAG00000000854	Nannospalax_galili
ENSJJAP00000014815	ENSJJAG00000017179	Jaculus_jaculus
ENSMMMP00000010507	ENSMMMG00000009363	Marmota_marmota_marmota
ENSMMMP00000010518	ENSMMMG00000009369	Marmota_marmota_marmota
ENSSDAP00000009230	ENSSDAG00000008404	Spermophilus_dauricus
ENSSTOP00000009232	ENSSTOG00000010289	Ictidomys_tridecemlineatus
ENSEEUP00000010979	ENSEEUG00000012055	Erinaceus_europaeus
ENSVURP00010012182	ENSVURG00010009424	Vombatus_ursinus
ENSPCIP00000016660	ENSPCIG00000012812	Phascolarctos_cinereus
ENSMEUP00000005452	ENSMEUG00000005968	Notamacropus_eugenii
ENSSHAP00000003326	ENSSHAG00000002924	Sarcophilus_harrisii
ENSMODP00000054372	ENSMODG00000010257	Monodelphis_domestica
ENSOANP00000001455	ENSOANG00000000934	Ornithorhynchus_anatinus
ENSACAP00000016587	ENSACAG00000016823	Anolis_carolinensis
ENSPVIP00000027770	ENSPVIG00000020617	Pogona_vitticeps
ENSNSUP00000013747	ENSNSUG00000010217	Notechis_scutatus
ENSSMRP00000009124	ENSSMRG00000007278	Salvator_merianae
ENSSPUP00000012737	ENSSPUG00000009791	Sphenodon_punctatus
ENSABRP00000010178	ENSABRG00000009136	Anser_brachyrhynchus
ENSAPLP00000004965	ENSAPLG00000005374	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000000672	ENSMGAG00000001245	Meleagris_gallopavo
ENSCJPP00005024245	ENSCJPG00005019145	Coturnix_japonica
ENSGALP00000055408	ENSGALG00000000396	Gallus_gallus
ENSNMEP00000004717	ENSNMEG00000005062	Numida_meleagris
ENSMUNP00000014833	ENSMUNG00000011532	Melopsittacus_undulatus
ENSCPGP00000022895	ENSCPGG00000015877	Calidris_pygmaea
ENSCPUP00000020850	ENSCPUG00000014263	Calidris_pugnax
ENSTGUP00000017490	ENSTGUG00000017213	Taeniopygia_guttata
ENSLSDP00000019498	ENSLSDG00000013862	Lonchura_striata_domestica
ENSTGUP00000003210	ENSTGUG00000003112	Taeniopygia_guttata
ENSZALP00000012640	ENSZALG00000010585	Zonotrichia_albicollis
ENSSCAP00000014382	ENSSCAG00000010572	Serinus_canaria
ENSJHYP00000002432	ENSJHYG00000002047	Junco_hyemalis
ENSPMJP00000004967	ENSPMJG00000004305	Parus_major
ENSCCEP00000024863	ENSCCEG00000022027	Cyanistes_caeruleus
ENSFALP00000008449	ENSFALG00000008097	Ficedula_albicollis
ENSLCOP00000000247	ENSLCOG00000000236	Lepidothrix_coronata
ENSMVIP00005020959	ENSMVIG00005014753	Manacus_vitellinus
ENSAHAP00000020366	ENSAHAG00000014341	Apteryx_haastii
ENSARWP00000017618	ENSARWG00000012116	Apteryx_rowi
ENSAOWP00000023997	ENSAOWG00000016210	Apteryx_owenii
ENSDNVP00000026198	ENSDNVG00000018233	Dromaius_novaehollandiae
ENSNPEP00000013069	ENSNPEG00000009748	Nothoprocta_perdicaria
ENSCPRP00005012933	ENSCPRG00005009182	Crocodylus_porosus
ENSGAGP00000000911	ENSGAGG00000000748	Gopherus_agassizii
ENSCABP00000003859	ENSCABG00000002916	Chelonoidis_abingdonii
ENSCPBP00000016712	ENSCPBG00000012298	Chrysemys_picta_bellii
ENSPSIP00000013285	ENSPSIG00000011888	Pelodiscus_sinensis
ENSLACP00000022199	ENSLACG00000008974	Latimeria_chalumnae
ENSXETP00000047406	ENSXETG00000020636	Xenopus_tropicalis
ENSCHAP00000022210	ENSCHAG00000010946	Clupea_harengus
ENSDCDP00000012959	ENSDCDG00000008483	Denticeps_clupeoides
ENSAMXP00005010784	ENSAMXG00005005924	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000015545	ENSAMXG00000015090	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000036091	ENSIPUG00000024192	Ictalurus_punctatus
ENSEEEP00000017264	ENSEEEG00000008525	Electrophorus_electricus
ENSDARP00000006586	ENSDARG00000008105	Danio_rerio
ENSORLP00000004128	ENSORLG00000003321	Oryzias_latipes_ASM223467v1
ENSORLP00015001580	ENSORLG00015002215	Oryzias_latipes_ASM223469v1
ENSORLP00020026738	ENSORLG00020009352	Oryzias_latipes_ASM223471v1
ENSOMEP00000020571	ENSOMEG00000022489	Oryzias_melastigma
ENSPREP00000011873	ENSPREG00000008064	Poecilia_reticulata
ENSHCOP00000004468	ENSHCOG00000005928	Hippocampus_comes
ENSMAMP00000033042	ENSMAMG00000022236	Mastacembelus_armatus
ENSCSEP00000025957	ENSCSEG00000016579	Cynoglossus_semilaevis
ENSTRUP00000041779	ENSTRUG00000016340	Takifugu_rubripes
ENSTNIP00000014674	ENSTNIG00000011723	Tetraodon_nigroviridis
ENSATEP00000001250	ENSATEG00000000903	Anabas_testudineus
ENSBSLP00000026906	ENSBSLG00000013245	Betta_splendens
ENSMALP00000010897	ENSMALG00000007761	Monopterus_albus
ENSLCRP00005028113	ENSLCRG00005010732	Larimichthys_crocea
ENSCGOP00000047983	ENSCGOG00000021448	Cottoperca_gobio
ENSMMOP00000027480	ENSMMOG00000020788	Mola_mola
ENSLBEP00000006862	ENSLBEG00000005238	Labrus_bergylta
ENSLCAP00010048956	ENSLCAG00010022774	Lates_calcarifer
ENSACLP00000002619	ENSACLG00000001776	Astatotilapia_calliptera
ENSMZEP00005030659	ENSMZEG00005022838	Maylandia_zebra
ENSPNYP00000015677	ENSPNYG00000011885	Pundamilia_nyererei
ENSHBUP00000035619	ENSHBUG00000023834	Haplochromis_burtoni
ENSNBRP00000025911	ENSNBRG00000019764	Neolamprologus_brichardi
ENSONIP00000001237	ENSONIG00000000977	Oreochromis_niloticus
ENSACIP00000012345	ENSACIG00000009574	Amphilophus_citrinellus
ENSGWIP00000013188	ENSGWIG00000007567	Gouania_willdenowi
ENSAOCP00000025283	ENSAOCG00000012765	Amphiprion_ocellaris
ENSAPEP00000005350	ENSAPEG00000003799	Amphiprion_percula
ENSAPOP00000032117	ENSAPOG00000019825	Acanthochromis_polyacanthus
ENSSPAP00000021019	ENSSPAG00000015837	Stegastes_partitus
ENSPRNP00000032086	ENSPRNG00000015918	Parambassis_ranga
ENSXCOP00000023114	ENSXCOG00000017273	Xiphophorus_couchianus
ENSGAFP00000002811	ENSGAFG00000001921	Gambusia_affinis
ENSXMAP00000008661	ENSXMAG00000008640	Xiphophorus_maculatus
ENSPFOP00000009755	ENSPFOG00000009811	Poecilia_formosa
ENSPLAP00000017782	ENSPLAG00000022249	Poecilia_latipinna
ENSPMEP00000001651	ENSPMEG00000002599	Poecilia_mexicana
ENSFHEP00000011660	ENSFHEG00000013086	Fundulus_heteroclitus
ENSCVAP00000026535	ENSCVAG00000012179	Cyprinodon_variegatus
ENSSDUP00000031690	ENSSDUG00000022754	Seriola_dumerili
ENSSLDP00000002562	ENSSLDG00000002078	Seriola_lalandi_dorsalis
ENSSMAP00000016005	ENSSMAG00000009808	Scophthalmus_maximus
ENSKMAP00000027932	ENSKMAG00000020718	Kryptolebias_marmoratus
ENSGACP00000011931	ENSGACG00000009023	Gasterosteus_aculeatus
ENSPMGP00000003038	ENSPMGG00000002653	Periophthalmus_magnuspinnatus
ENSGMOP00000000197	ENSGMOG00000000193	Gadus_morhua
ENSHHUP00000068899	ENSHHUG00000040609	Hucho_hucho
ENSHHUP00000044185	ENSHHUG00000027071	Hucho_hucho
ENSELUP00000037897	ENSELUG00000017635	Esox_lucius
ENSSFOP00015036749	ENSSFOG00015023376	Scleropages_formosus
ENSPKIP00000003498	ENSPKIG00000020973	Paramormyrops_kingsleyae
ENSLOCP00000013907	ENSLOCG00000011314	Lepisosteus_oculatus
ENSCMIP00000019901	ENSCMIG00000009242	Callorhinchus_milii
ENSECRP00000032322	ENSECRG00000021914	Erpetoichthys_calabaricus
ENSPMAP00000007841	ENSPMAG00000007098	Petromyzon_marinus
ENSEBUP00000008383	ENSEBUG00000005418	Eptatretus_burgeri
