ENSLACP00000004026	ENSLACG00000003585	Latimeria_chalumnae
ENSORLP00015008637	ENSORLG00015009457	Oryzias_latipes_ASM223469v1
ENSBIXP00005031916	ENSBIXG00005012347	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGACP00000022513	ENSGACG00000017040	Gasterosteus_aculeatus
ENSPCOP00000025224	ENSPCOG00000024845	Propithecus_coquereli
ENSTSYP00000008556	ENSTSYG00000009318	Carlito_syrichta
ENSATEP00000021656	ENSATEG00000015015	Anabas_testudineus
ENSKMAP00000004486	ENSKMAG00000003385	Kryptolebias_marmoratus
ENSGAGP00000015944	ENSGAGG00000012003	Gopherus_agassizii
ENSRBIP00000009426	ENSRBIG00000028494	Rhinopithecus_bieti
ENSAOCP00000004126	ENSAOCG00000007497	Amphiprion_ocellaris
ENSBSLP00000022332	ENSBSLG00000009923	Betta_splendens
ENSMEUP00000014657	ENSMEUG00000016040	Notamacropus_eugenii
ENSCGRP00001018184	ENSCGRG00001018013	Cricetulus_griseus_CHOK1GS_HDv1
ENSTRUP00000031023	ENSTRUG00000012254	Takifugu_rubripes
ENSLAFP00000020127	ENSLAFG00000018322	Loxodonta_africana
ENSAMXP00005053385	ENSAMXG00005023192	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSECRP00000004578	ENSECRG00000003113	Erpetoichthys_calabaricus
ENSSSCP00000036421	ENSSSCG00000013054	Sus_scrofa_strain_reference
ENSPPYP00000003615	ENSPPYG00000003129	Pongo_abelii
ENSPCIP00000020429	ENSPCIG00000015551	Phascolarctos_cinereus
ENSPTEP00000014630	ENSPTEG00000016321	Piliocolobus_tephrosceles
MGP_CAROLIEiJ_P0047970	MGP_CAROLIEiJ_G0022640	Mus_caroli_strain_CAROLI_EIJ
ENSUPAP00010012773	ENSUPAG00010008777	Urocitellus_parryii
Y54G2A.2a.1	WBGene00021868	Caenorhabditis_elegans_strain_N2
ENSIPUP00000032232	ENSIPUG00000021667	Ictalurus_punctatus	ENSIPUT00000033507
ENSTNIP00000019933	ENSTNIG00000016819	Tetraodon_nigroviridis
ENSUAMP00000007833	ENSUAMG00000006713	Ursus_americanus
ENSTTRP00000012677	ENSTTRG00000013361	Tursiops_truncatus
ENSPRNP00000031617	ENSPRNG00000013278	Parambassis_ranga
ENSNVIP00000026720	ENSNVIG00000020674	Neovison_vison
ENSPVIP00000007325	ENSPVIG00000005996	Pogona_vitticeps
ENSELUP00000026739	ENSELUG00000002734	Esox_lucius
ENSPPAP00000000173	ENSPPAG00000000239	Pan_paniscus
ENSCGOP00000024083	ENSCGOG00000008204	Cottoperca_gobio
ENSDORP00000023896	ENSDORG00000010381	Dipodomys_ordii
ENSMSIP00000023897	ENSMSIG00000020181	Mus_spicilegus
ENSCINP00000015741	ENSCING00000007678	Ciona_intestinalis
ENSPCAP00000007545	ENSPCAG00000008053	Procavia_capensis
ENSSHAP00000002442	ENSSHAG00000002162	Sarcophilus_harrisii
ENSAPOP00000023538	ENSAPOG00000005441	Acanthochromis_polyacanthus
ENSJJAP00000013661	ENSJJAG00000016342	Jaculus_jaculus
ENSOGAP00000003338	ENSOGAG00000003756	Otolemur_garnettii
ENSSTOP00000000175	ENSSTOG00000000194	Ictidomys_tridecemlineatus
ENSSPAP00000008884	ENSSPAG00000006757	Stegastes_partitus
ENSHBUP00000029108	ENSHBUG00000013346	Haplochromis_burtoni
ENSPMEP00000025946	ENSPMEG00000009319	Poecilia_mexicana
ENSPLAP00000007072	ENSPLAG00000009364	Poecilia_latipinna
ENSRNOP00000028787	ENSRNOG00000021203	Rattus_norvegicus
ENSPNYP00000018449	ENSPNYG00000013933	Pundamilia_nyererei
ENSHGLP00100018634	ENSHGLG00100013740	Heterocephalus_glaber_HetGla_1.0
ENSCHIP00000025841	ENSCHIG00000022420	Capra_hircus
ENSMMMP00000007534	ENSMMMG00000006763	Marmota_marmota_marmota
ENSGGOP00000026702	ENSGGOG00000009860	Gorilla_gorilla
ENSP00000381844	ENSG00000184743	Homo_sapiens
ENSACLP00000027087	ENSACLG00000018407	Astatotilapia_calliptera
ENSCATP00000021721	ENSCATG00000034537	Cercocebus_atys
ENSECRP00000021686	ENSECRG00000014627	Erpetoichthys_calabaricus
ENSLOCP00000000952	ENSLOCG00000000849	Lepisosteus_oculatus
ENSBIXP00000002740	ENSBIXG00000007365	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMMUP00000056961	ENSMMUG00000005776	Macaca_mulatta
ENSOARP00000003055	ENSOARG00000002871	Ovis_aries
ENSOPRP00000003976	ENSOPRG00000004314	Ochotona_princeps
ENSCJAP00000034221	ENSCJAG00000018444	Callithrix_jacchus
ENSAPEP00000012558	ENSAPEG00000008907	Amphiprion_percula
ENSSARP00000011305	ENSSARG00000012515	Sorex_araneus
ENSDARP00000012931	ENSDARG00000004270	Danio_rerio
ENSOMEP00000016155	ENSOMEG00000017826	Oryzias_melastigma
ENSPMGP00000021715	ENSPMGG00000017579	Periophthalmus_magnuspinnatus
ENSNGAP00000006360	ENSNGAG00000009468	Nannospalax_galili
ENSONIP00000006849	ENSONIG00000005453	Oreochromis_niloticus
ENSAMEP00000019178	ENSAMEG00000018141	Ailuropoda_melanoleuca
ENSDCDP00000011966	ENSDCDG00000005697	Denticeps_clupeoides	ENSDCDT00000014157
ENSCLAP00000024684	ENSCLAG00000016950	Chinchilla_lanigera
ENSOCUP00000015521	ENSOCUG00000001691	Oryctolagus_cuniculus
ENSLCRP00005050947	ENSLCRG00005019222	Larimichthys_crocea
ENSHCOP00000002598	ENSHCOG00000003789	Hippocampus_comes
ENSOANP00000022114	ENSOANG00000014023	Ornithorhynchus_anatinus
ENSSLDP00000021790	ENSSLDG00000017007	Seriola_lalandi_dorsalis
ENSUMAP00000000228	ENSUMAG00000000372	Ursus_maritimus
ENSMZEP00005006934	ENSMZEG00005005320	Maylandia_zebra
ENSCABP00000000852	ENSCABG00000000739	Chelonoidis_abingdonii
ENSACIP00000013185	ENSACIG00000010253	Amphilophus_citrinellus
ENSUAMP00000003238	ENSUAMG00000002959	Ursus_americanus
ENSMAMP00000031319	ENSMAMG00000021084	Mastacembelus_armatus
ENSCCNP00000027072	ENSCCNG00000026210	Castor_canadensis
ENSVPAP00000011015	ENSVPAG00000011834	Vicugna_pacos
ENSACAP00000002766	ENSACAG00000002701	Anolis_carolinensis
ENSFHEP00000030143	ENSFHEG00000015313	Fundulus_heteroclitus
ENSCAPP00000004685	ENSCAPG00000007171	Cavia_aperea
ENSTBEP00000004256	ENSTBEG00000004942	Tupaia_belangeri
ENSSDUP00000024975	ENSSDUG00000018122	Seriola_dumerili
ENSCMIP00000002721	ENSCMIG00000001624	Callorhinchus_milii
ENSSDAP00000011327	ENSSDAG00000010183	Spermophilus_dauricus
ENSHGLP00000014189	ENSHGLG00000010138	Heterocephalus_glaber_HetGla_female_1.0
ENSPSIP00000004674	ENSPSIG00000004359	Pelodiscus_sinensis
ENSHHUP00000050490	ENSHHUG00000030455	Hucho_hucho
ENSPVAP00000014884	ENSPVAG00000015779	Pteropus_vampyrus
ENSPSMP00000001391	ENSPSMG00000000970	Prolemur_simus
ENSTGEP00000018097	ENSTGEG00000014641	Theropithecus_gelada
ENSPTIP00000008472	ENSPTIG00000009817	Panthera_tigris_altaica
ENSHHUP00000048773	ENSHHUG00000029370	Hucho_hucho
ENSMNEP00000021983	ENSMNEG00000034634	Macaca_nemestrina
ENSFCAP00000057969	ENSFCAG00000031360	Felis_catus
ENSPREP00000012916	ENSPREG00000008772	Poecilia_reticulata
ENSXCOP00000020991	ENSXCOG00000015704	Xiphophorus_couchianus
ENSNLEP00000032049	ENSNLEG00000000214	Nomascus_leucogenys
ENSMODP00000049472	ENSMODG00000008485	Monodelphis_domestica
ENSCHOP00000002243	ENSCHOG00000002530	Choloepus_hoffmanni
ENSNLEP00000041675	ENSNLEG00000004565	Nomascus_leucogenys
ENSECAP00000017626	ENSECAG00000019843	Equus_caballus
ENSGWIP00000024209	ENSGWIG00000009008	Gouania_willdenowi
ENSOANP00000030681	ENSOANG00000030754	Ornithorhynchus_anatinus
ENSJJAP00000003235	ENSJJAG00000006253	Jaculus_jaculus
ENSAMXP00000008466	ENSAMXG00000008241	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000008466
ENSODEP00000023561	ENSODEG00000017260	Octodon_degus
ENSXMAP00000013175	ENSXMAG00000013131	Xiphophorus_maculatus
ENSEEUP00000011287	ENSEEUG00000012373	Erinaceus_europaeus
ENSBMUP00000021009	ENSBMUG00000015801	Bos_mutus
ENSPPRP00000022301	ENSPPRG00000012865	Panthera_pardus
ENSCAFP00020017376	ENSCAFG00020013890	Canis_lupus_dingo
ENSMAUP00000015224	ENSMAUG00000014736	Mesocricetus_auratus
ENSCAFP00000022215	ENSCAFG00000015073	Canis_lupus_familiaris
ENSRROP00000026088	ENSRROG00000036759	Rhinopithecus_roxellana
ENSPANP00000043868	ENSPANG00000025889	Papio_anubis
ENSCCAP00000021984	ENSCCAG00000028804	Cebus_capucinus_imitator
ENSCVAP00000015590	ENSCVAG00000018436	Cyprinodon_variegatus
ENSVURP00010007921	ENSVURG00010006118	Vombatus_ursinus
ENSCGRP00015011383	ENSCGRG00015008716	Cricetulus_griseus_CriGri-PICR
ENSEASP00005029550	ENSEASG00005020084	Equus_asinus_asinus
ENSVVUP00000041921	ENSVVUG00000029799	Vulpes_vulpes
ENSMFAP00000021651	ENSMFAG00000035680	Macaca_fascicularis
