ENSCLAP00000005099	ENSCLAG00000003620	Chinchilla_lanigera
ENSHGLP00000011646	ENSHGLG00000008354	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000008484	ENSCPOG00000009450	Cavia_porcellus
ENSEASP00005000975	ENSEASG00005000830	Equus_asinus_asinus
ENSSLDP00000000720	ENSSLDG00000000547	Seriola_lalandi_dorsalis
ENSBSLP00000020572	ENSBSLG00000010515	Betta_splendens
ENSRNOP00000020575	ENSRNOG00000015153	Rattus_norvegicus
ENSMMOP00000023151	ENSMMOG00000017619	Mola_mola
ENSSBOP00000021720	ENSSBOG00000027353	Saimiri_boliviensis_boliviensis
ENSVPAP00000009549	ENSVPAG00000010264	Vicugna_pacos
ENSSPAP00000007808	ENSSPAG00000005927	Stegastes_partitus
ENSATEP00000015793	ENSATEG00000010938	Anabas_testudineus
ENSCGRP00000006738	ENSCGRG00000004920	Cricetulus_griseus_CriGri_1.0
ENSPMGP00000009893	ENSPMGG00000008191	Periophthalmus_magnuspinnatus
ENSAMXP00005023374	ENSAMXG00005011538	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPBP00000035477	ENSCPBG00000024695	Chrysemys_picta_bellii
ENSJJAP00000018732	ENSJJAG00000019885	Jaculus_jaculus
ENSPNYP00000013923	ENSPNYG00000010499	Pundamilia_nyererei
ENSETEP00000001789	ENSETEG00000002204	Echinops_telfairi
ENSDORP00000001385	ENSDORG00000001484	Dipodomys_ordii
ENSMAUP00000003125	ENSMAUG00000003190	Mesocricetus_auratus
ENSMALP00000016991	ENSMALG00000011873	Monopterus_albus
MGP_SPRETEiJ_P0061193	MGP_SPRETEiJ_G0026178	Mus_spretus_strain_SPRET/EiJ
ENSPVAP00000010444	ENSPVAG00000011079	Pteropus_vampyrus
ENSPTRP00000002291	ENSPTRG00000001360	Pan_troglodytes
ENSPRNP00000014599	ENSPRNG00000007873	Parambassis_ranga
ENSDNOP00000010795	ENSDNOG00000013903	Dasypus_novemcinctus
ENSRROP00000016975	ENSRROG00000032561	Rhinopithecus_roxellana
ENSPVIP00000032463	ENSPVIG00000023751	Pogona_vitticeps
ENSMNEP00000038933	ENSMNEG00000042397	Macaca_nemestrina
ENSOGAP00000000968	ENSOGAG00000001080	Otolemur_garnettii
ENSPMAP00000009453	ENSPMAG00000008569	Petromyzon_marinus
ENSMFAP00000012364	ENSMFAG00000008338	Macaca_fascicularis
ENSDCDP00000039008	ENSDCDG00000026029	Denticeps_clupeoides
ENSPNAP00000020594	ENSPNAG00000027555	Pygocentrus_nattereri
ENSPPAP00000022955	ENSPPAG00000034436	Pan_paniscus
ENSPLAP00000004633	ENSPLAG00000006426	Poecilia_latipinna
ENSMOCP00000014167	ENSMOCG00000013737	Microtus_ochrogaster
ENSCGRP00001027162	ENSCGRG00001024236	Cricetulus_griseus_CHOK1GS_HDv1
ENSHGLP00100025434	ENSHGLG00100018661	Heterocephalus_glaber_HetGla_1.0
ENSPCIP00000040108	ENSPCIG00000029360	Phascolarctos_cinereus
ENSSMAP00000024500	ENSSMAG00000014949	Scophthalmus_maximus
ENSATEP00000015701	ENSATEG00000010856	Anabas_testudineus
ENSPANP00000029834	ENSPANG00000016455	Papio_anubis
ENSORLP00015016955	ENSORLG00015017985	Oryzias_latipes_ASM223469v1
ENSABRP00000025237	ENSABRG00000021170	Anser_brachyrhynchus
ENSBTAP00000008186	ENSBTAG00000006235	Bos_taurus
ENSMEUP00000005679	ENSMEUG00000006202	Notamacropus_eugenii
ENSUAMP00000025457	ENSUAMG00000019821	Ursus_americanus
ENSCAFP00000025723	ENSCAFG00000017453	Canis_lupus_familiaris
