ENSPCIP00000052041	ENSPCIG00000010455	Phascolarctos_cinereus
ENSHGLP00000025093	ENSHGLG00000017875	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005926	ENSHGLG00100004470	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000577	ENSFDAG00000010818	Fukomys_damarensis
ENSSTOP00000001254	ENSSTOG00000001389	Ictidomys_tridecemlineatus
ENSUPAP00010013684	ENSUPAG00010010847	Urocitellus_parryii
ENSMMMP00000005498	ENSMMMG00000004962	Marmota_marmota_marmota
ENSSDAP00000016241	ENSSDAG00000014607	Spermophilus_dauricus
ENSOPRP00000012592	ENSOPRG00000013788	Ochotona_princeps
ENSOCUP00000040030	ENSOCUG00000006217	Oryctolagus_cuniculus
ENSTBEP00000005192	ENSTBEG00000005990	Tupaia_belangeri
ENSPVAP00000010439	ENSPVAG00000011075	Pteropus_vampyrus
ENSMLUP00000012277	ENSMLUG00000013483	Myotis_lucifugus
ENSCHIP00000012464	ENSCHIG00000014199	Capra_hircus
ENSOARP00000006833	ENSOARG00000006373	Ovis_aries
ENSBIXP00000004328	ENSBIXG00000008020	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005007147	ENSBIXG00005012444	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000064973	ENSBTAG00000005208	Bos_taurus
ENSBMUP00000020894	ENSBMUG00000015734	Bos_mutus
ENSBBBP00000026372	ENSBBBG00000005846	Bison_bison_bison
ENSTTRP00000004486	ENSTTRG00000004743	Tursiops_truncatus
ENSSSCP00000068318	ENSSSCG00000026569	Sus_scrofa_strain_reference
ENSVPAP00000000159	ENSVPAG00000000171	Vicugna_pacos
ENSUMAP00000004907	ENSUMAG00000003919	Ursus_maritimus
ENSUAMP00000026987	ENSUAMG00000020851	Ursus_americanus
ENSAMEP00000015548	ENSAMEG00000014760	Ailuropoda_melanoleuca
ENSNVIP00000028360	ENSNVIG00000021825	Neovison_vison
ENSMPUP00000014521	ENSMPUG00000014630	Mustela_putorius_furo
ENSCAFP00000027913	ENSCAFG00000018920	Canis_lupus_familiaris
ENSCAFP00020031784	ENSCAFG00020024661	Canis_lupus_dingo
ENSVVUP00000024432	ENSVVUG00000017880	Vulpes_vulpes
ENSPPRP00000003299	ENSPPRG00000022837	Panthera_pardus
ENSPTIP00000022648	ENSPTIG00000019377	Panthera_tigris_altaica
ENSFCAP00000010835	ENSFCAG00000011670	Felis_catus
ENSECAP00000047769	ENSECAG00000020814	Equus_caballus
ENSEASP00005016644	ENSEASG00005011527	Equus_asinus_asinus
ENSCHOP00000005614	ENSCHOG00000006337	Choloepus_hoffmanni
ENSDNOP00000002297	ENSDNOG00000002971	Dasypus_novemcinctus
ENSPCAP00000010324	ENSPCAG00000010969	Procavia_capensis
ENSETEP00000004903	ENSETEG00000006042	Echinops_telfairi
ENSLAFP00000000874	ENSLAFG00000001041	Loxodonta_africana
ENSOANP00000001161	ENSOANG00000000742	Ornithorhynchus_anatinus
ENSNSUP00000000164	ENSNSUG00000000193	Notechis_scutatus
ENSACAP00000000008	ENSACAG00000000009	Anolis_carolinensis
ENSPVIP00000018301	ENSPVIG00000013988	Pogona_vitticeps
ENSSMRP00000009722	ENSSMRG00000007739	Salvator_merianae
ENSSPUP00000004364	ENSSPUG00000003348	Sphenodon_punctatus
ENSABRP00000009670	ENSABRG00000008006	Anser_brachyrhynchus
ENSAPLP00000021465	ENSAPLG00000002585	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005019687	ENSCJPG00005015929	Coturnix_japonica
ENSGALP00000050393	ENSGALG00000007167	Gallus_gallus
ENSMGAP00000008550	ENSMGAG00000008324	Meleagris_gallopavo
ENSNMEP00000024806	ENSNMEG00000021018	Numida_meleagris
ENSTGUP00000004996	ENSTGUG00000004849	Taeniopygia_guttata
ENSLSDP00000001552	ENSLSDG00000001225	Lonchura_striata_domestica
ENSJHYP00000022998	ENSJHYG00000017329	Junco_hyemalis
ENSZALP00000020217	ENSZALG00000015926	Zonotrichia_albicollis
ENSSCAP00000015951	ENSSCAG00000011681	Serinus_canaria
ENSFALP00000004108	ENSFALG00000003946	Ficedula_albicollis
ENSCCEP00000008548	ENSCCEG00000008807	Cyanistes_caeruleus
ENSPMJP00000013674	ENSPMJG00000010374	Parus_major
ENSMVIP00005007117	ENSMVIG00005005355	Manacus_vitellinus
ENSLCOP00000013842	ENSLCOG00000009971	Lepidothrix_coronata
ENSMUNP00000006597	ENSMUNG00000005295	Melopsittacus_undulatus
ENSCPGP00000003767	ENSCPGG00000002793	Calidris_pygmaea
ENSCPUP00000024896	ENSCPUG00000016867	Calidris_pugnax
ENSAOWP00000004022	ENSAOWG00000002806	Apteryx_owenii
ENSAHAP00000025794	ENSAHAG00000017993	Apteryx_haastii
ENSARWP00000000037	ENSARWG00000000057	Apteryx_rowi
ENSDNVP00000024868	ENSDNVG00000017292	Dromaius_novaehollandiae
ENSNPEP00000016684	ENSNPEG00000012070	Nothoprocta_perdicaria
ENSCPRP00005005201	ENSCPRG00005003720	Crocodylus_porosus
ENSGAGP00000033762	ENSGAGG00000024031	Gopherus_agassizii
ENSCABP00000028750	ENSCABG00000021124	Chelonoidis_abingdonii
ENSCPBP00000008316	ENSCPBG00000006502	Chrysemys_picta_bellii
ENSPSIP00000002663	ENSPSIG00000002602	Pelodiscus_sinensis
ENSPSIP00000019309	ENSPSIG00000017156	Pelodiscus_sinensis
ENSXETP00000053516	ENSXETG00000019157	Xenopus_tropicalis
ENSHHUP00000028167	ENSHHUG00000017909	Hucho_hucho
ENSOANP00000021646	ENSOANG00000013727	Ornithorhynchus_anatinus
ENSLACP00000011506	ENSLACG00000010123	Latimeria_chalumnae
ENSSFOP00015021961	ENSSFOG00015014098	Scleropages_formosus	ENSSFOT00015022208
ENSPKIP00000011513	ENSPKIG00000018560	Paramormyrops_kingsleyae	ENSPKIT00000023457
ENSAMXP00000002634	ENSAMXG00000002554	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000002634
ENSAMXP00005021522	ENSAMXG00005011146	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005534	ENSPNAG00000011737	Pygocentrus_nattereri
ENSEEEP00000045318	ENSEEEG00000021366	Electrophorus_electricus
ENSIPUP00000020907	ENSIPUG00000014143	Ictalurus_punctatus
ENSDARP00000129343	ENSDARG00000038094	Danio_rerio
ENSDCDP00000006342	ENSDCDG00000003098	Denticeps_clupeoides
ENSCHAP00000054677	ENSCHAG00000024784	Clupea_harengus
ENSLBEP00000031134	ENSLBEG00000023508	Labrus_bergylta
ENSBSLP00000008838	ENSBSLG00000004181	Betta_splendens
ENSCGOP00000038490	ENSCGOG00000017200	Cottoperca_gobio
ENSMMOP00000016228	ENSMMOG00000012385	Mola_mola
ENSLCRP00005029085	ENSLCRG00005011521	Larimichthys_crocea
ENSAPEP00000019105	ENSAPEG00000013555	Amphiprion_percula
ENSAOCP00000015197	ENSAOCG00000019903	Amphiprion_ocellaris
ENSAPOP00000022707	ENSAPOG00000004055	Acanthochromis_polyacanthus
ENSSPAP00000020451	ENSSPAG00000015379	Stegastes_partitus
ENSFHEP00000023286	ENSFHEG00000004276	Fundulus_heteroclitus
ENSCVAP00000004751	ENSCVAG00000006143	Cyprinodon_variegatus
ENSPMEP00000021963	ENSPMEG00000002538	Poecilia_mexicana
ENSPFOP00000009959	ENSPFOG00000009709	Poecilia_formosa
ENSPLAP00000026048	ENSPLAG00000013521	Poecilia_latipinna
ENSPREP00000028426	ENSPREG00000019220	Poecilia_reticulata
ENSGAFP00000013395	ENSGAFG00000009005	Gambusia_affinis
ENSXMAP00000030993	ENSXMAG00000000213	Xiphophorus_maculatus
ENSXCOP00000024045	ENSXCOG00000017956	Xiphophorus_couchianus
ENSKMAP00000024266	ENSKMAG00000017949	Kryptolebias_marmoratus
ENSORLP00015020970	ENSORLG00015022181	Oryzias_latipes_ASM223469v1
ENSORLP00020010134	ENSORLG00020011063	Oryzias_latipes_ASM223471v1
ENSORLP00000025843	ENSORLG00000020868	Oryzias_latipes_ASM223467v1
ENSOMEP00000018752	ENSOMEG00000020561	Oryzias_melastigma
ENSMZEP00005010477	ENSMZEG00005007897	Maylandia_zebra
ENSPNYP00000025136	ENSPNYG00000018984	Pundamilia_nyererei
ENSHBUP00000030904	ENSHBUG00000016218	Haplochromis_burtoni
ENSACLP00000014931	ENSACLG00000010169	Astatotilapia_calliptera
ENSPNYP00000025153	ENSPNYG00000018993	Pundamilia_nyererei
ENSHBUP00000030893	ENSHBUG00000016201	Haplochromis_burtoni
ENSNBRP00000008852	ENSNBRG00000006934	Neolamprologus_brichardi
ENSONIP00000019789	ENSONIG00000015725	Oreochromis_niloticus
ENSACIP00000022285	ENSACIG00000017306	Amphilophus_citrinellus
ENSPRNP00000011094	ENSPRNG00000005150	Parambassis_ranga
ENSGWIP00000031541	ENSGWIG00000016292	Gouania_willdenowi
ENSATEP00000005225	ENSATEG00000003702	Anabas_testudineus
ENSMALP00000026720	ENSMALG00000018485	Monopterus_albus
ENSMAMP00000005879	ENSMAMG00000003956	Mastacembelus_armatus
ENSCSEP00000029303	ENSCSEG00000018748	Cynoglossus_semilaevis
ENSSDUP00000021082	ENSSDUG00000015339	Seriola_dumerili
ENSSLDP00000021924	ENSSLDG00000017084	Seriola_lalandi_dorsalis
ENSSMAP00000013699	ENSSMAG00000008376	Scophthalmus_maximus
ENSLCAP00010005748	ENSLCAG00010002846	Lates_calcarifer
ENSTRUP00000026660	ENSTRUG00000010563	Takifugu_rubripes
ENSTNIP00000014561	ENSTNIG00000011611	Tetraodon_nigroviridis
ENSHCOP00000012477	ENSHCOG00000015530	Hippocampus_comes
ENSGACP00000018966	ENSGACG00000014365	Gasterosteus_aculeatus
ENSPMGP00000001267	ENSPMGG00000001127	Periophthalmus_magnuspinnatus
ENSGMOP00000013573	ENSGMOG00000012683	Gadus_morhua
ENSELUP00000013947	ENSELUG00000014033	Esox_lucius
ENSLOCP00000007393	ENSLOCG00000006114	Lepisosteus_oculatus	ENSLOCT00000007401
ENSECRP00000016312	ENSECRG00000010878	Erpetoichthys_calabaricus
ENSCMIP00000020102	ENSCMIG00000009281	Callorhinchus_milii
ENSLACP00000001890	ENSLACG00000001688	Latimeria_chalumnae
ENSPTEP00000000192	ENSPTEG00000000254	Piliocolobus_tephrosceles	ENSPTET00000000304
ENSPMAP00000010242	ENSPMAG00000009316	Petromyzon_marinus	ENSPMAT00000010288
ENSEBUP00000019326	ENSEBUG00000012028	Eptatretus_burgeri	ENSEBUT00000019902
ENSCINP00000011793	ENSCING00000005714	Ciona_intestinalis
ENSCSAVP00000001850	ENSCSAVG00000001083	Ciona_savignyi
FBpp0082766	FBgn0038427	Drosophila_melanogaster
C34E10.3.1	WBGene00001660	Caenorhabditis_elegans_strain_N2	C34E10.3.1
