ENSEBUP00000003684	ENSEBUG00000002549	Eptatretus_burgeri	ENSEBUT00000004068
ENSPMAP00000002485	ENSPMAG00000002275	Petromyzon_marinus	ENSPMAT00000002497
ENSLACP00000021941	ENSLACG00000017806	Latimeria_chalumnae	ENSLACT00000024982
ENSHHUP00000015926	ENSHHUG00000009906	Hucho_hucho	ENSHHUT00000016485
ENSTGUP00000004752	ENSTGUG00000004608	Taeniopygia_guttata
ENSLACP00000005549	ENSLACG00000004933	Latimeria_chalumnae
ENSHHUP00000087482	ENSHHUG00000050603	Hucho_hucho
ENSGMOP00000019967	ENSGMOG00000018569	Gadus_morhua
ENSAMXP00000039210	ENSAMXG00000034460	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005005248	ENSAMXG00005003267	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000804	ENSPNAG00000000435	Pygocentrus_nattereri
ENSEEEP00000003302	ENSEEEG00000001858	Electrophorus_electricus
ENSIPUP00000033277	ENSIPUG00000022360	Ictalurus_punctatus
ENSDARP00000038511	ENSDARG00000001259	Danio_rerio
ENSCHAP00000056293	ENSCHAG00000025493	Clupea_harengus
ENSHHUP00000012015	ENSHHUG00000007336	Hucho_hucho
ENSELUP00000021900	ENSELUG00000020981	Esox_lucius
ENSHCOP00000015702	ENSHCOG00000019375	Hippocampus_comes
ENSGWIP00000032141	ENSGWIG00000016578	Gouania_willdenowi
ENSTNIP00000016683	ENSTNIG00000013683	Tetraodon_nigroviridis
ENSTRUP00000054130	ENSTRUG00000012108	Takifugu_rubripes
ENSCSEP00000009725	ENSCSEG00000006235	Cynoglossus_semilaevis
ENSSLDP00000027817	ENSSLDG00000021565	Seriola_lalandi_dorsalis
ENSSDUP00000027970	ENSSDUG00000020211	Seriola_dumerili
ENSSMAP00000020404	ENSSMAG00000012516	Scophthalmus_maximus
ENSLCAP00010021222	ENSLCAG00010009996	Lates_calcarifer
ENSLCRP00005002925	ENSLCRG00005001389	Larimichthys_crocea
ENSLBEP00000022270	ENSLBEG00000017105	Labrus_bergylta
ENSMMOP00000017019	ENSMMOG00000012968	Mola_mola
ENSCGOP00000020766	ENSCGOG00000010062	Cottoperca_gobio
ENSGACP00000007813	ENSGACG00000005909	Gasterosteus_aculeatus
ENSMALP00000009119	ENSMALG00000006490	Monopterus_albus
ENSMAMP00000004776	ENSMAMG00000003216	Mastacembelus_armatus
ENSATEP00000017778	ENSATEG00000012349	Anabas_testudineus
ENSBSLP00000004224	ENSBSLG00000002145	Betta_splendens
ENSAPEP00000032875	ENSAPEG00000023349	Amphiprion_percula
ENSAOCP00000022415	ENSAOCG00000007888	Amphiprion_ocellaris
ENSAPOP00000028329	ENSAPOG00000013529	Acanthochromis_polyacanthus
ENSSPAP00000030501	ENSSPAG00000022899	Stegastes_partitus
ENSPRNP00000047347	ENSPRNG00000022780	Parambassis_ranga
ENSFHEP00000027941	ENSFHEG00000011748	Fundulus_heteroclitus
ENSCVAP00000003603	ENSCVAG00000004814	Cyprinodon_variegatus
ENSXMAP00000034916	ENSXMAG00000021692	Xiphophorus_maculatus
ENSGAFP00000000844	ENSGAFG00000000594	Gambusia_affinis
ENSPFOP00000019766	ENSPFOG00000019641	Poecilia_formosa
ENSPLAP00000007034	ENSPLAG00000009310	Poecilia_latipinna
ENSPMEP00000019903	ENSPMEG00000022983	Poecilia_mexicana
ENSPREP00000021021	ENSPREG00000014212	Poecilia_reticulata
ENSKMAP00000028988	ENSKMAG00000021490	Kryptolebias_marmoratus
ENSORLP00015002673	ENSORLG00015003376	Oryzias_latipes_ASM223469v1
ENSORLP00020009519	ENSORLG00020010440	Oryzias_latipes_ASM223471v1
ENSORLP00000007225	ENSORLG00000005747	Oryzias_latipes_ASM223467v1
ENSOMEP00000015159	ENSOMEG00000016710	Oryzias_melastigma
ENSHBUP00000009333	ENSHBUG00000010884	Haplochromis_burtoni
ENSPNYP00000026161	ENSPNYG00000019730	Pundamilia_nyererei
ENSACLP00000015903	ENSACLG00000010804	Astatotilapia_calliptera
ENSMZEP00005002814	ENSMZEG00005002177	Maylandia_zebra
ENSNBRP00000017042	ENSNBRG00000013160	Neolamprologus_brichardi
ENSONIP00000010428	ENSONIG00000008289	Oreochromis_niloticus
ENSACIP00000015441	ENSACIG00000011994	Amphilophus_citrinellus
ENSPMGP00000013135	ENSPMGG00000010833	Periophthalmus_magnuspinnatus
ENSPNAP00000009790	ENSPNAG00000015275	Pygocentrus_nattereri
ENSAMXP00000006146	ENSAMXG00000005998	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000027201	ENSIPUG00000018414	Ictalurus_punctatus
ENSEEEP00000006250	ENSEEEG00000003331	Electrophorus_electricus
ENSDARP00000142812	ENSDARG00000036152	Danio_rerio
ENSDCDP00000045527	ENSDCDG00000028691	Denticeps_clupeoides
ENSDCDP00000050926	ENSDCDG00000031003	Denticeps_clupeoides
ENSBSLP00000047817	ENSBSLG00000022731	Betta_splendens
ENSBSLP00000047310	ENSBSLG00000022554	Betta_splendens
ENSLBEP00000002607	ENSLBEG00000001984	Labrus_bergylta
ENSCSEP00000003673	ENSCSEG00000002394	Cynoglossus_semilaevis
ENSORLP00000007693	ENSORLG00000006119	Oryzias_latipes_ASM223467v1
ENSORLP00015011702	ENSORLG00015012575	Oryzias_latipes_ASM223469v1
ENSHCOP00000006419	ENSHCOG00000008224	Hippocampus_comes
ENSAOCP00000019485	ENSAOCG00000002915	Amphiprion_ocellaris
ENSAPEP00000022843	ENSAPEG00000016205	Amphiprion_percula
ENSAPOP00000000943	ENSAPOG00000002176	Acanthochromis_polyacanthus
ENSSPAP00000002294	ENSSPAG00000001722	Stegastes_partitus
ENSPRNP00000036692	ENSPRNG00000018332	Parambassis_ranga
ENSKMAP00000002983	ENSKMAG00000002295	Kryptolebias_marmoratus
ENSGWIP00000028441	ENSGWIG00000014831	Gouania_willdenowi
ENSACLP00000038308	ENSACLG00000025843	Astatotilapia_calliptera
ENSMZEP00005001846	ENSMZEG00005001452	Maylandia_zebra
ENSPNYP00000008081	ENSPNYG00000006157	Pundamilia_nyererei
ENSNBRP00000018853	ENSNBRG00000014491	Neolamprologus_brichardi
ENSHBUP00000029980	ENSHBUG00000014715	Haplochromis_burtoni
ENSONIP00000003673	ENSONIG00000002933	Oreochromis_niloticus
ENSACIP00000007435	ENSACIG00000005802	Amphilophus_citrinellus
ENSMAMP00000001710	ENSMAMG00000001212	Mastacembelus_armatus
ENSMMOP00000022809	ENSMMOG00000017341	Mola_mola
ENSTNIP00000012275	ENSTNIG00000009405	Tetraodon_nigroviridis
ENSGACP00000020499	ENSGACG00000015541	Gasterosteus_aculeatus
ENSSMAP00000034967	ENSSMAG00000021375	Scophthalmus_maximus
ENSLCAP00010042264	ENSLCAG00010019761	Lates_calcarifer
ENSSLDP00000027294	ENSSLDG00000021189	Seriola_lalandi_dorsalis
ENSSDUP00000010962	ENSSDUG00000008010	Seriola_dumerili
ENSMALP00000025861	ENSMALG00000017937	Monopterus_albus
ENSATEP00000012731	ENSATEG00000008810	Anabas_testudineus
ENSLCRP00005024853	ENSLCRG00005009962	Larimichthys_crocea
ENSCGOP00000002434	ENSCGOG00000001255	Cottoperca_gobio
ENSCVAP00000013902	ENSCVAG00000016450	Cyprinodon_variegatus
ENSFHEP00000032675	ENSFHEG00000019307	Fundulus_heteroclitus
ENSPMEP00000009142	ENSPMEG00000010962	Poecilia_mexicana
ENSPREP00000033621	ENSPREG00000022785	Poecilia_reticulata
ENSPLAP00000026179	ENSPLAG00000013834	Poecilia_latipinna
ENSXCOP00000003029	ENSXCOG00000002398	Xiphophorus_couchianus
ENSGAFP00000019892	ENSGAFG00000013442	Gambusia_affinis
ENSPFOP00000002013	ENSPFOG00000002126	Poecilia_formosa
ENSOMEP00000017475	ENSOMEG00000019157	Oryzias_melastigma
ENSPMGP00000011848	ENSPMGG00000009806	Periophthalmus_magnuspinnatus
ENSGMOP00000020206	ENSGMOG00000018809	Gadus_morhua
ENSHHUP00000048347	ENSHHUG00000029311	Hucho_hucho
ENSHHUP00000038208	ENSHHUG00000023882	Hucho_hucho
ENSORLP00020029772	ENSORLG00020013909	Oryzias_latipes_ASM223471v1
ENSXMAP00000040473	ENSXMAG00000029612	Xiphophorus_maculatus
ENSPKIP00000018847	ENSPKIG00000004250	Paramormyrops_kingsleyae
ENSSFOP00015006484	ENSSFOG00015004270	Scleropages_formosus
ENSLOCP00000007933	ENSLOCG00000006569	Lepisosteus_oculatus
ENSECRP00000030451	ENSECRG00000020659	Erpetoichthys_calabaricus
ENSCMIP00000039666	ENSCMIG00000016607	Callorhinchus_milii
ENSMAMP00000024591	ENSMAMG00000016533	Mastacembelus_armatus
ENSSLDP00000032314	ENSSLDG00000024818	Seriola_lalandi_dorsalis
ENSCSAVP00000009915	ENSCSAVG00000005832	Ciona_savignyi
