ENSCSAVP00000002762	ENSCSAVG00000001638	Ciona_savignyi	ENSCSAVT00000002805
ENSCINP00000032443	ENSCING00000021957	Ciona_intestinalis	ENSCINT00000034501
ENSCINP00000004021	ENSCING00000001994	Ciona_intestinalis	ENSCINT00000004021
ENSARWP00000005716	ENSARWG00000004073	Apteryx_rowi	ENSARWT00000006541
ENSAHAP00000020211	ENSAHAG00000014251	Apteryx_haastii	ENSAHAT00000022302
ENSAOWP00000002328	ENSAOWG00000001667	Apteryx_owenii	ENSAOWT00000002664
ENSNPEP00000011812	ENSNPEG00000008862	Nothoprocta_perdicaria
ENSODEP00000007671	ENSODEG00000005718	Octodon_degus
ENSCPOP00000011835	ENSCPOG00000013148	Cavia_porcellus
ENSCAPP00000017581	ENSCAPG00000017210	Cavia_aperea
ENSHGLP00100013380	ENSHGLG00100009898	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001952	ENSHGLG00000001487	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000005001	ENSFDAG00000014115	Fukomys_damarensis
ENSMUSP00000035009	ENSMUSG00000032436	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000002581	ENSMSIG00000002432	Mus_spicilegus
MGP_SPRETEiJ_P0094201	MGP_SPRETEiJ_G0033923	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0090463	MGP_CAROLIEiJ_G0032776	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026141	MGP_PahariEiJ_G0015643	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014861	ENSRNOG00000010986	Rattus_norvegicus
ENSMUGP00000009891	ENSMUGG00000008793	Meriones_unguiculatus
ENSMOCP00000008689	ENSMOCG00000008730	Microtus_ochrogaster
ENSMOCP00000002001	ENSMOCG00000001564	Microtus_ochrogaster
ENSPEMP00000029834	ENSPEMG00000019836	Peromyscus_maniculatus_bairdii
ENSCGRP00001016955	ENSCGRG00001017140	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017261	ENSCGRG00000012548	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015009404	ENSCGRG00015007235	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024851	ENSMAUG00000021569	Mesocricetus_auratus
ENSNGAP00000022345	ENSNGAG00000021246	Nannospalax_galili
ENSJJAP00000003771	ENSJJAG00000007568	Jaculus_jaculus
ENSSTOP00000025887	ENSSTOG00000012595	Ictidomys_tridecemlineatus
ENSMMMP00000015618	ENSMMMG00000013916	Marmota_marmota_marmota
ENSUPAP00010003179	ENSUPAG00010002624	Urocitellus_parryii
ENSOCUP00000026613	ENSOCUG00000014724	Oryctolagus_cuniculus
ENSTBEP00000013910	ENSTBEG00000016012	Tupaia_belangeri
ENSLAFP00000013886	ENSLAFG00000016543	Loxodonta_africana
ENSETEP00000004866	ENSETEG00000005995	Echinops_telfairi
ENSPCOP00000009062	ENSPCOG00000015871	Propithecus_coquereli
ENSPSMP00000035951	ENSPSMG00000024733	Prolemur_simus
ENSMICP00000051339	ENSMICG00000049542	Microcebus_murinus
ENSPVAP00000012764	ENSPVAG00000013529	Pteropus_vampyrus
ENSSSCP00000074226	ENSSSCG00000011234	Sus_scrofa_strain_reference
ENSPCAP00000007947	ENSPCAG00000008559	Procavia_capensis
ENSDNOP00000020994	ENSDNOG00000042517	Dasypus_novemcinctus
ENSOANP00000025492	ENSOANG00000020078	Ornithorhynchus_anatinus
ENSXETP00000002147	ENSXETG00000006066	Xenopus_tropicalis
ENSLACP00000015298	ENSLACG00000013467	Latimeria_chalumnae
ENSEEEP00000020456	ENSEEEG00000009985	Electrophorus_electricus
ENSIPUP00000012400	ENSIPUG00000008450	Ictalurus_punctatus
ENSAMXP00000042603	ENSAMXG00000043958	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005027454	ENSAMXG00005013768	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015715	ENSPNAG00000021786	Pygocentrus_nattereri
ENSDARP00000028584	ENSDARG00000010032	Danio_rerio
ENSDCDP00000038719	ENSDCDG00000025911	Denticeps_clupeoides
ENSCHAP00000048593	ENSCHAG00000022366	Clupea_harengus
ENSHHUP00000061322	ENSHHUG00000036324	Hucho_hucho
ENSHHUP00000072762	ENSHHUG00000042701	Hucho_hucho
ENSELUP00000001706	ENSELUG00000003155	Esox_lucius
ENSPKIP00000008126	ENSPKIG00000023762	Paramormyrops_kingsleyae
ENSMMOP00000014128	ENSMMOG00000010812	Mola_mola
ENSTNIP00000002875	ENSTNIG00000000085	Tetraodon_nigroviridis
ENSLBEP00000018451	ENSLBEG00000014233	Labrus_bergylta
ENSKMAP00000011835	ENSKMAG00000008888	Kryptolebias_marmoratus
ENSSMAP00000029279	ENSSMAG00000017944	Scophthalmus_maximus
ENSPMGP00000026860	ENSPMGG00000021661	Periophthalmus_magnuspinnatus
ENSHCOP00000023823	ENSHCOG00000012654	Hippocampus_comes
ENSSLDP00000021029	ENSSLDG00000016436	Seriola_lalandi_dorsalis
ENSSDUP00000028526	ENSSDUG00000020597	Seriola_dumerili
ENSLCAP00010028250	ENSLCAG00010013273	Lates_calcarifer
ENSGACP00000001188	ENSGACG00000000919	Gasterosteus_aculeatus
ENSMALP00000005183	ENSMALG00000003739	Monopterus_albus
ENSATEP00000027183	ENSATEG00000018812	Anabas_testudineus
ENSBSLP00000021208	ENSBSLG00000010890	Betta_splendens
ENSMAMP00000026468	ENSMAMG00000017778	Mastacembelus_armatus
ENSCSEP00000001784	ENSCSEG00000001212	Cynoglossus_semilaevis
ENSAPEP00000028202	ENSAPEG00000020029	Amphiprion_percula
ENSAOCP00000028622	ENSAOCG00000002734	Amphiprion_ocellaris
ENSAPOP00000003744	ENSAPOG00000005257	Acanthochromis_polyacanthus
ENSPRNP00000046346	ENSPRNG00000022364	Parambassis_ranga
ENSFHEP00000017278	ENSFHEG00000018984	Fundulus_heteroclitus
ENSCVAP00000008795	ENSCVAG00000010708	Cyprinodon_variegatus
ENSXMAP00000037981	ENSXMAG00000023245	Xiphophorus_maculatus
ENSXCOP00000014151	ENSXCOG00000010631	Xiphophorus_couchianus
ENSGAFP00000011036	ENSGAFG00000007474	Gambusia_affinis
ENSPMEP00000012716	ENSPMEG00000014936	Poecilia_mexicana
ENSPFOP00000019161	ENSPFOG00000019053	Poecilia_formosa
ENSPLAP00000015306	ENSPLAG00000019313	Poecilia_latipinna
ENSPREP00000021280	ENSPREG00000014382	Poecilia_reticulata
ENSORLP00015031465	ENSORLG00015015738	Oryzias_latipes_ASM223469v1
ENSORLP00020008829	ENSORLG00020009724	Oryzias_latipes_ASM223471v1
ENSORLP00000032617	ENSORLG00000028763	Oryzias_latipes_ASM223467v1
ENSOMEP00000004716	ENSOMEG00000005687	Oryzias_melastigma
ENSGWIP00000003780	ENSGWIG00000002044	Gouania_willdenowi
ENSMZEP00005023073	ENSMZEG00005017281	Maylandia_zebra
ENSPNYP00000020630	ENSPNYG00000015615	Pundamilia_nyererei
ENSACLP00000020116	ENSACLG00000013672	Astatotilapia_calliptera
ENSHBUP00000012641	ENSHBUG00000014356	Haplochromis_burtoni
ENSONIP00000002490	ENSONIG00000001989	Oreochromis_niloticus
ENSNBRP00000009143	ENSNBRG00000007128	Neolamprologus_brichardi
ENSACIP00000022914	ENSACIG00000017784	Amphilophus_citrinellus
ENSGMOP00000009768	ENSGMOG00000009140	Gadus_morhua
ENSSFOP00015013003	ENSSFOG00015008384	Scleropages_formosus
ENSLOCP00000001607	ENSLOCG00000001410	Lepisosteus_oculatus
ENSECRP00000024932	ENSECRG00000016886	Erpetoichthys_calabaricus
ENSCMIP00000045105	ENSCMIG00000018637	Callorhinchus_milii
ENSPMAP00000007168	ENSPMAG00000006500	Petromyzon_marinus
ENSEBUP00000013973	ENSEBUG00000008802	Eptatretus_burgeri
