ENSJHYP00000000496	ENSJHYG00000000459	Junco_hyemalis
ENSSHAP00000018247	ENSSHAG00000015492	Sarcophilus_harrisii
ENSMODP00000041473	ENSMODG00000000486	Monodelphis_domestica
ENSPVAP00000006254	ENSPVAG00000006622	Pteropus_vampyrus
ENSMLUP00000006631	ENSMLUG00000007255	Myotis_lucifugus
ENSBIXP00005012501	ENSBIXG00005002766	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000005364	ENSBIXG00000011590	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000008761	ENSBMUG00000006814	Bos_mutus
ENSBTAP00000057783	ENSBTAG00000004423	Bos_taurus
ENSBBBP00000028117	ENSBBBG00000024736	Bison_bison_bison
ENSOARP00000008108	ENSOARG00000007560	Ovis_aries
ENSCHIP00000028677	ENSCHIG00000024088	Capra_hircus
ENSSSCP00000015899	ENSSSCG00000014976	Sus_scrofa_strain_reference
ENSTTRP00000000022	ENSTTRG00000000023	Tursiops_truncatus
ENSVPAP00000008351	ENSVPAG00000008977	Vicugna_pacos
ENSECAP00000004284	ENSECAG00000005829	Equus_caballus
ENSEASP00005016124	ENSEASG00005011181	Equus_asinus_asinus
ENSUAMP00000018776	ENSUAMG00000014868	Ursus_americanus
ENSUMAP00000011272	ENSUMAG00000008322	Ursus_maritimus
ENSAMEP00000015664	ENSAMEG00000014849	Ailuropoda_melanoleuca
ENSMPUP00000001759	ENSMPUG00000001777	Mustela_putorius_furo
ENSNVIP00000031677	ENSNVIG00000024350	Neovison_vison
ENSCAFP00000055412	ENSCAFG00000003991	Canis_lupus_familiaris
ENSCAFP00020013775	ENSCAFG00020011150	Canis_lupus_dingo
ENSVVUP00000016240	ENSVVUG00000011940	Vulpes_vulpes
ENSPPRP00000029016	ENSPPRG00000021497	Panthera_pardus
ENSPTIP00000021778	ENSPTIG00000018811	Panthera_tigris_altaica
ENSFCAP00000031480	ENSFCAG00000022220	Felis_catus
ENSPCAP00000015469	ENSPCAG00000016479	Procavia_capensis
ENSLAFP00000010555	ENSLAFG00000012625	Loxodonta_africana
ENSETEP00000016280	ENSETEG00000020045	Echinops_telfairi
ENSCHOP00000009728	ENSCHOG00000010975	Choloepus_hoffmanni
ENSPSMP00000014026	ENSPSMG00000010056	Prolemur_simus
ENSMICP00000026356	ENSMICG00000010758	Microcebus_murinus
ENSPCOP00000023315	ENSPCOG00000023790	Propithecus_coquereli
ENSPPYP00000004344	ENSPPYG00000003799	Pongo_abelii
ENSPPYP00000004343	ENSPPYG00000003798	Pongo_abelii
ENSPTRP00000007230	ENSPTRG00000004204	Pan_troglodytes
ENSPPAP00000040948	ENSPPAG00000043081	Pan_paniscus
ENSGGOP00000011118	ENSGGOG00000011397	Gorilla_gorilla
ENSP00000298815	ENSG00000165895	Homo_sapiens
ENSNLEP00000046127	ENSNLEG00000007152	Nomascus_leucogenys
ENSMLEP00000003440	ENSMLEG00000014784	Mandrillus_leucophaeus
ENSTGEP00000014989	ENSTGEG00000012177	Theropithecus_gelada
ENSMMUP00000046427	ENSMMUG00000022603	Macaca_mulatta
ENSMNEP00000008181	ENSMNEG00000028611	Macaca_nemestrina
ENSCATP00000029945	ENSCATG00000038167	Cercocebus_atys
ENSPANP00000040105	ENSPANG00000015327	Papio_anubis
ENSMFAP00000045848	ENSMFAG00000000533	Macaca_fascicularis
ENSCSAP00000014782	ENSCSAG00000003267	Chlorocebus_sabaeus
ENSRROP00000034812	ENSRROG00000040941	Rhinopithecus_roxellana
ENSRBIP00000039772	ENSRBIG00000043344	Rhinopithecus_bieti
ENSCANP00000012692	ENSCANG00000029690	Colobus_angolensis_palliatus
ENSPTEP00000035014	ENSPTEG00000033117	Piliocolobus_tephrosceles
ENSPTRP00000080393	ENSPTRG00000044595	Pan_troglodytes
ENSPTRP00000085318	ENSPTRG00000049059	Pan_troglodytes
ENSGGOP00000043872	ENSGGOG00000040236	Gorilla_gorilla
ENSCCAP00000017071	ENSCCAG00000026313	Cebus_capucinus_imitator
ENSSBOP00000039601	ENSSBOG00000035822	Saimiri_boliviensis_boliviensis
ENSCJAP00000000987	ENSCJAG00000000566	Callithrix_jacchus
ENSANAP00000031736	ENSANAG00000033530	Aotus_nancymaae
ENSTBEP00000001597	ENSTBEG00000001816	Tupaia_belangeri
ENSCPOP00000007060	ENSCPOG00000007842	Cavia_porcellus
ENSCAPP00000012530	ENSCAPG00000013359	Cavia_aperea
ENSCLAP00000020587	ENSCLAG00000014100	Chinchilla_lanigera
ENSHGLP00100004998	ENSHGLG00100003790	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000247	ENSHGLG00000000253	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000023107	ENSFDAG00000021337	Fukomys_damarensis
ENSUPAP00010024477	ENSUPAG00010019399	Urocitellus_parryii
ENSSTOP00000009664	ENSSTOG00000010760	Ictidomys_tridecemlineatus
ENSSDAP00000007782	ENSSDAG00000007085	Spermophilus_dauricus
ENSMMMP00000003262	ENSMMMG00000002945	Marmota_marmota_marmota
ENSOCUP00000005989	ENSOCUG00000006927	Oryctolagus_cuniculus
ENSOPRP00000007793	ENSOPRG00000008513	Ochotona_princeps
ENSMUSP00000091419	ENSMUSG00000050730	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0090237	MGP_SPRETEiJ_G0032890	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000027591	ENSMSIG00000023255	Mus_spicilegus
MGP_CAROLIEiJ_P0086696	MGP_CAROLIEiJ_G0031770	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0022357	MGP_PahariEiJ_G0014646	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000037659	ENSRNOG00000026821	Rattus_norvegicus
ENSMUGP00000011503	ENSMUGG00000010000	Meriones_unguiculatus
ENSCGRP00000023573	ENSCGRG00000017065	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035785	ENSCGRG00015026850	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001000213	ENSCGRG00001000196	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000012172	ENSMAUG00000012529	Mesocricetus_auratus
ENSMOCP00000004746	ENSMOCG00000004053	Microtus_ochrogaster
ENSPEMP00000024435	ENSPEMG00000021176	Peromyscus_maniculatus_bairdii
ENSNGAP00000006345	ENSNGAG00000009398	Nannospalax_galili
ENSJJAP00000023831	ENSJJAG00000023474	Jaculus_jaculus
ENSCCNP00000004169	ENSCCNG00000004393	Castor_canadensis
ENSOGAP00000011005	ENSOGAG00000012302	Otolemur_garnettii
ENSTSYP00000000894	ENSTSYG00000000960	Carlito_syrichta
ENSEEUP00000011987	ENSEEUG00000013124	Erinaceus_europaeus
ENSSARP00000009062	ENSSARG00000010012	Sorex_araneus
ENSDORP00000014025	ENSDORG00000014906	Dipodomys_ordii
ENSDNOP00000031919	ENSDNOG00000030629	Dasypus_novemcinctus
ENSODEP00000018886	ENSODEG00000013928	Octodon_degus
ENSOANP00000016632	ENSOANG00000010495	Ornithorhynchus_anatinus
ENSXETP00000037294	ENSXETG00000013003	Xenopus_tropicalis
ENSXETP00000026544	ENSXETG00000009816	Xenopus_tropicalis
ENSLACP00000012770	ENSLACG00000011248	Latimeria_chalumnae	ENSLACT00000012864
ENSSFOP00015008751	ENSSFOG00015005638	Scleropages_formosus
ENSPKIP00000037745	ENSPKIG00000015764	Paramormyrops_kingsleyae
ENSAMXP00000051426	ENSAMXG00000004495	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034474	ENSAMXG00005016608	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008567	ENSPNAG00000014193	Pygocentrus_nattereri
ENSIPUP00000001917	ENSIPUG00000001267	Ictalurus_punctatus
ENSEEEP00000008111	ENSEEEG00000004231	Electrophorus_electricus
ENSDARP00000126225	ENSDARG00000056619	Danio_rerio
ENSCHAP00000059012	ENSCHAG00000026472	Clupea_harengus
ENSAMXP00005008191	ENSAMXG00005004182	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000050852	ENSAMXG00000005790	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000021942	ENSPNAG00000029320	Pygocentrus_nattereri
ENSIPUP00000005463	ENSIPUG00000003747	Ictalurus_punctatus
ENSEEEP00000048401	ENSEEEG00000022781	Electrophorus_electricus
ENSDARP00000148926	ENSDARG00000010654	Danio_rerio
ENSDCDP00000059309	ENSDCDG00000034216	Denticeps_clupeoides
ENSGACP00000016097	ENSGACG00000012165	Gasterosteus_aculeatus
ENSTNIP00000022237	ENSTNIG00000019046	Tetraodon_nigroviridis
ENSCSEP00000010559	ENSCSEG00000006717	Cynoglossus_semilaevis
ENSHCOP00000009769	ENSHCOG00000012309	Hippocampus_comes
ENSGWIP00000023806	ENSGWIG00000012623	Gouania_willdenowi
ENSTRUP00000032066	ENSTRUG00000012664	Takifugu_rubripes
ENSPMGP00000019593	ENSPMGG00000015900	Periophthalmus_magnuspinnatus
ENSBSLP00000057255	ENSBSLG00000026639	Betta_splendens
ENSCGOP00000012651	ENSCGOG00000005456	Cottoperca_gobio
ENSLBEP00000000458	ENSLBEG00000000355	Labrus_bergylta
ENSLCRP00005009536	ENSLCRG00005004413	Larimichthys_crocea
ENSMMOP00000000733	ENSMMOG00000000607	Mola_mola
ENSMAMP00000020097	ENSMAMG00000013457	Mastacembelus_armatus
ENSMALP00000013556	ENSMALG00000009566	Monopterus_albus
ENSATEP00000014327	ENSATEG00000009985	Anabas_testudineus
ENSSDUP00000026675	ENSSDUG00000019149	Seriola_dumerili
ENSSLDP00000024804	ENSSLDG00000019269	Seriola_lalandi_dorsalis
ENSSMAP00000002607	ENSSMAG00000001545	Scophthalmus_maximus
ENSLCAP00010010353	ENSLCAG00010004925	Lates_calcarifer
ENSAPEP00000017770	ENSAPEG00000012641	Amphiprion_percula
ENSAOCP00000004376	ENSAOCG00000007826	Amphiprion_ocellaris
ENSAPOP00000034562	ENSAPOG00000023987	Acanthochromis_polyacanthus
ENSSPAP00000013763	ENSSPAG00000010350	Stegastes_partitus
ENSPRNP00000025229	ENSPRNG00000012718	Parambassis_ranga
ENSFHEP00000019430	ENSFHEG00000021405	Fundulus_heteroclitus
ENSCVAP00000000048	ENSCVAG00000023426	Cyprinodon_variegatus
ENSXMAP00000031119	ENSXMAG00000007558	Xiphophorus_maculatus
ENSXCOP00000011263	ENSXCOG00000008508	Xiphophorus_couchianus
ENSGAFP00000030103	ENSGAFG00000020292	Gambusia_affinis
ENSPFOP00000002024	ENSPFOG00000001771	Poecilia_formosa
ENSPMEP00000003513	ENSPMEG00000004778	Poecilia_mexicana
ENSPLAP00000009019	ENSPLAG00000011781	Poecilia_latipinna
ENSPREP00000023223	ENSPREG00000015619	Poecilia_reticulata
ENSKMAP00000005059	ENSKMAG00000003786	Kryptolebias_marmoratus
ENSORLP00000003295	ENSORLG00000002644	Oryzias_latipes_ASM223467v1
ENSORLP00015035370	ENSORLG00015021985	Oryzias_latipes_ASM223469v1
ENSORLP00020015102	ENSORLG00020016146	Oryzias_latipes_ASM223471v1
ENSOMEP00000022065	ENSOMEG00000001411	Oryzias_melastigma
ENSMZEP00005032313	ENSMZEG00005024073	Maylandia_zebra
ENSHBUP00000021614	ENSHBUG00000001415	Haplochromis_burtoni
ENSACLP00000033467	ENSACLG00000022629	Astatotilapia_calliptera
ENSPNYP00000011691	ENSPNYG00000008820	Pundamilia_nyererei
ENSNBRP00000004077	ENSNBRG00000003195	Neolamprologus_brichardi
ENSONIP00000007227	ENSONIG00000005735	Oreochromis_niloticus
ENSACIP00000030991	ENSACIG00000023969	Amphilophus_citrinellus
ENSGMOP00000003139	ENSGMOG00000002950	Gadus_morhua
ENSELUP00000042632	ENSELUG00000023943	Esox_lucius
ENSELUP00000025188	ENSELUG00000023917	Esox_lucius
ENSHHUP00000049216	ENSHHUG00000029822	Hucho_hucho
ENSPMGP00000005971	ENSPMGG00000005020	Periophthalmus_magnuspinnatus
ENSPMGP00000005969	ENSPMGG00000005018	Periophthalmus_magnuspinnatus
ENSGMOP00000002422	ENSGMOG00000002257	Gadus_morhua
ENSTNIP00000012879	ENSTNIG00000009985	Tetraodon_nigroviridis
ENSTRUP00000043791	ENSTRUG00000017091	Takifugu_rubripes
ENSMMOP00000024738	ENSMMOG00000018786	Mola_mola
ENSCSEP00000015804	ENSCSEG00000010130	Cynoglossus_semilaevis
ENSFHEP00000015498	ENSFHEG00000017118	Fundulus_heteroclitus
ENSCVAP00000020928	ENSCVAG00000002669	Cyprinodon_variegatus
ENSPMEP00000001368	ENSPMEG00000002274	Poecilia_mexicana
ENSPFOP00000018664	ENSPFOG00000018509	Poecilia_formosa
ENSPREP00000025339	ENSPREG00000017093	Poecilia_reticulata
ENSXCOP00000023189	ENSXCOG00000017326	Xiphophorus_couchianus
ENSGAFP00000001325	ENSGAFG00000000861	Gambusia_affinis
ENSXMAP00000010926	ENSXMAG00000010856	Xiphophorus_maculatus
ENSKMAP00000030117	ENSKMAG00000022258	Kryptolebias_marmoratus
ENSORLP00000007129	ENSORLG00000005667	Oryzias_latipes_ASM223467v1
ENSORLP00020026308	ENSORLG00020008766	Oryzias_latipes_ASM223471v1
ENSORLP00015013615	ENSORLG00015014508	Oryzias_latipes_ASM223469v1
ENSOMEP00000017189	ENSOMEG00000018877	Oryzias_melastigma
ENSGWIP00000003008	ENSGWIG00000001665	Gouania_willdenowi
ENSAOCP00000022324	ENSAOCG00000007737	Amphiprion_ocellaris
ENSAPOP00000010619	ENSAPOG00000013351	Acanthochromis_polyacanthus
ENSSPAP00000010831	ENSSPAG00000008216	Stegastes_partitus
ENSPRNP00000025015	ENSPRNG00000012614	Parambassis_ranga
ENSMALP00000010421	ENSMALG00000007413	Monopterus_albus
ENSMAMP00000028174	ENSMAMG00000018941	Mastacembelus_armatus
ENSSMAP00000016298	ENSSMAG00000010002	Scophthalmus_maximus
ENSSLDP00000022007	ENSSLDG00000017180	Seriola_lalandi_dorsalis
ENSSDUP00000005627	ENSSDUG00000004158	Seriola_dumerili
ENSCGOP00000040978	ENSCGOG00000017335	Cottoperca_gobio
ENSLCRP00005015147	ENSLCRG00005006149	Larimichthys_crocea
ENSGACP00000027288	ENSGACG00000020630	Gasterosteus_aculeatus
ENSLBEP00000020434	ENSLBEG00000015711	Labrus_bergylta
ENSATEP00000030854	ENSATEG00000021297	Anabas_testudineus
ENSHCOP00000020018	ENSHCOG00000005831	Hippocampus_comes
ENSBSLP00000017496	ENSBSLG00000008633	Betta_splendens
ENSLCAP00010020738	ENSLCAG00010009682	Lates_calcarifer
ENSMZEP00005025437	ENSMZEG00005018979	Maylandia_zebra
ENSACLP00000031245	ENSACLG00000021121	Astatotilapia_calliptera
ENSHBUP00000014000	ENSHBUG00000000733	Haplochromis_burtoni
ENSPNYP00000028134	ENSPNYG00000021041	Pundamilia_nyererei
ENSNBRP00000009500	ENSNBRG00000007270	Neolamprologus_brichardi
ENSONIP00000006157	ENSONIG00000004897	Oreochromis_niloticus
ENSATEP00000030807	ENSATEG00000021276	Anabas_testudineus
ENSHCOP00000004396	ENSHCOG00000005855	Hippocampus_comes
ENSACIP00000004067	ENSACIG00000003199	Amphilophus_citrinellus
ENSLACP00000007840	ENSLACG00000006942	Latimeria_chalumnae	ENSLACT00000007906
ENSPKIP00000035117	ENSPKIG00000014187	Paramormyrops_kingsleyae
ENSPLAP00000030408	ENSPLAG00000021453	Poecilia_latipinna
ENSELUP00000033281	ENSELUG00000011507	Esox_lucius
ENSHHUP00000052411	ENSHHUG00000031524	Hucho_hucho
ENSSFOP00015036638	ENSSFOG00015023294	Scleropages_formosus
ENSLOCP00000006648	ENSLOCG00000005493	Lepisosteus_oculatus
ENSECRP00000012773	ENSECRG00000008529	Erpetoichthys_calabaricus
ENSOPRP00000016044	ENSOPRG00000018287	Ochotona_princeps
ENSUAMP00000009741	ENSUAMG00000008076	Ursus_americanus
ENSGAGP00000025238	ENSGAGG00000018462	Gopherus_agassizii
ENSMNEP00000025622	ENSMNEG00000036289	Macaca_nemestrina
ENSMLEP00000030946	ENSMLEG00000039662	Mandrillus_leucophaeus
ENSHHUP00000052413	ENSHHUG00000031527	Hucho_hucho
ENSPKIP00000035137	ENSPKIG00000014208	Paramormyrops_kingsleyae
ENSCMIP00000028144	ENSCMIG00000012195	Callorhinchus_milii
