ENSOARP00000017488	ENSOARG00000016282	Ovis_aries
ENSKMAP00000012265	ENSKMAG00000009167	Kryptolebias_marmoratus
ENSRROP00000012385	ENSRROG00000030506	Rhinopithecus_roxellana
ENSPNAP00000026928	ENSPNAG00000002185	Pygocentrus_nattereri
ENSAMXP00005031183	ENSAMXG00005015115	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGACP00000022301	ENSGACG00000016877	Gasterosteus_aculeatus
ENSBIXP00000039054	ENSBIXG00000002728	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSBOP00000024855	ENSSBOG00000028901	Saimiri_boliviensis_boliviensis
ENSTNIP00000005248	ENSTNIG00000002692	Tetraodon_nigroviridis
ENSCCEP00000015121	ENSCCEG00000014325	Cyanistes_caeruleus
ENSCPRP00005017823	ENSCPRG00005012412	Crocodylus_porosus
ENSCGRP00001027972	ENSCGRG00001024827	Cricetulus_griseus_CHOK1GS_HDv1
ENSHHUP00000088170	ENSHHUG00000050940	Hucho_hucho
ENSP00000273814	ENSG00000145214	Homo_sapiens
ENSHGLP00100017609	ENSHGLG00100012987	Heterocephalus_glaber_HetGla_1.0
ENSLCOP00000009967	ENSLCOG00000007234	Lepidothrix_coronata
ENSMAMP00000020181	ENSMAMG00000013592	Mastacembelus_armatus
ENSSSCP00000063004	ENSSSCG00000027286	Sus_scrofa_strain_reference
ENSXETP00000015604	ENSXETG00000000134	Xenopus_tropicalis
ENSPNYP00000021224	ENSPNYG00000016046	Pundamilia_nyererei
ENSNLEP00000001133	ENSNLEG00000000967	Nomascus_leucogenys
ENSFALP00000001218	ENSFALG00000001168	Ficedula_albicollis
C09E10.2b.1	WBGene00000958	Caenorhabditis_elegans_strain_N2
ENSLACP00000004252	ENSLACG00000003786	Latimeria_chalumnae
ENSSLDP00000022420	ENSSLDG00000017466	Seriola_lalandi_dorsalis
ENSSPAP00000031299	ENSSPAG00000023456	Stegastes_partitus
ENSCGRP00000019944	ENSCGRG00000014521	Cricetulus_griseus_CriGri_1.0
ENSTGEP00000024738	ENSTGEG00000019987	Theropithecus_gelada
ENSIPUP00000023745	ENSIPUG00000016054	Ictalurus_punctatus
ENSJJAP00000001156	ENSJJAG00000000943	Jaculus_jaculus
ENSMVIP00005028444	ENSMVIG00005019798	Manacus_vitellinus
MGP_SPRETEiJ_P0072308	MGP_SPRETEiJ_G0028524	Mus_spretus_strain_SPRET/EiJ
ENSMUNP00000016524	ENSMUNG00000012723	Melopsittacus_undulatus
ENSRBIP00000029394	ENSRBIG00000038577	Rhinopithecus_bieti
ENSVURP00010027629	ENSVURG00010021140	Vombatus_ursinus
ENSCJAP00000078385	ENSCJAG00000001866	Callithrix_jacchus
ENSMPUP00000011145	ENSMPUG00000011237	Mustela_putorius_furo
ENSBSLP00000007760	ENSBSLG00000003829	Betta_splendens
ENSBTAP00000022905	ENSBTAG00000017240	Bos_taurus
ENSPPAP00000029826	ENSPPAG00000037911	Pan_paniscus
ENSCAFP00020034896	ENSCAFG00020027034	Canis_lupus_dingo
ENSTTRP00000010695	ENSTTRG00000011281	Tursiops_truncatus
ENSCVAP00000006288	ENSCVAG00000007796	Cyprinodon_variegatus
ENSABRP00000007241	ENSABRG00000006574	Anser_brachyrhynchus
ENSDNOP00000031934	ENSDNOG00000045548	Dasypus_novemcinctus
ENSPVIP00000002267	ENSPVIG00000001960	Pogona_vitticeps
ENSZALP00000003641	ENSZALG00000003536	Zonotrichia_albicollis
ENSPMJP00000005384	ENSPMJG00000004275	Parus_major
ENSHBUP00000023424	ENSHBUG00000004203	Haplochromis_burtoni
ENSCCNP00000000070	ENSCCNG00000000052	Castor_canadensis
ENSPSIP00000009834	ENSPSIG00000008753	Pelodiscus_sinensis
ENSMMOP00000005413	ENSMMOG00000004284	Mola_mola
ENSNBRP00000017589	ENSNBRG00000013510	Neolamprologus_brichardi
ENSCCAP00000025674	ENSCCAG00000030615	Cebus_capucinus_imitator
ENSMGAP00000008963	ENSMGAG00000008726	Meleagris_gallopavo
ENSMSIP00000024674	ENSMSIG00000020878	Mus_spicilegus
ENSCMIP00000036665	ENSCMIG00000015475	Callorhinchus_milii
ENSFCAP00000011739	ENSFCAG00000012659	Felis_catus
ENSSMAP00000009558	ENSSMAG00000005820	Scophthalmus_maximus
ENSATEP00000026458	ENSATEG00000018340	Anabas_testudineus
ENSORLP00015009619	ENSORLG00015010461	Oryzias_latipes_ASM223469v1
ENSXCOP00000019590	ENSXCOG00000014663	Xiphophorus_couchianus
ENSBMUP00000033167	ENSBMUG00000024763	Bos_mutus
ENSONIP00000005468	ENSONIG00000004338	Oreochromis_niloticus
ENSCABP00000023818	ENSCABG00000017536	Chelonoidis_abingdonii
ENSAMXP00000003380	ENSAMXG00000003289	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPRNP00000002373	ENSPRNG00000001424	Parambassis_ranga
ENSCSEP00000019972	ENSCSEG00000012752	Cynoglossus_semilaevis
ENSTGUP00000001548	ENSTGUG00000001497	Taeniopygia_guttata
ENSCJPP00005003602	ENSCJPG00005003742	Coturnix_japonica
ENSACAP00000000263	ENSACAG00000000256	Anolis_carolinensis
ENSCLAP00000017447	ENSCLAG00000011985	Chinchilla_lanigera
ENSPPRP00000024121	ENSPPRG00000014376	Panthera_pardus
ENSMUSP00000057859	ENSMUSG00000004815	Mus_musculus_strain_reference_(CL57BL6)
ENSSDUP00000021624	ENSSDUG00000015709	Seriola_dumerili
ENSSCAP00000017540	ENSSCAG00000012676	Serinus_canaria
ENSARWP00000003052	ENSARWG00000002299	Apteryx_rowi
ENSPEMP00000002937	ENSPEMG00000003725	Peromyscus_maniculatus_bairdii
ENSFDAP00000022102	ENSFDAG00000007223	Fukomys_damarensis
ENSSMRP00000025107	ENSSMRG00000019422	Salvator_merianae
ENSAHAP00000027404	ENSAHAG00000019079	Apteryx_haastii
ENSMALP00000003082	ENSMALG00000002290	Monopterus_albus
ENSFHEP00000006001	ENSFHEG00000007049	Fundulus_heteroclitus
ENSCANP00000018693	ENSCANG00000032788	Colobus_angolensis_palliatus
ENSNGAP00000024365	ENSNGAG00000022655	Nannospalax_galili
ENSNVIP00000028842	ENSNVIG00000022246	Neovison_vison
ENSORLP00000024259	ENSORLG00000019496	Oryzias_latipes_ASM223467v1
ENSCPBP00000030808	ENSCPBG00000021663	Chrysemys_picta_bellii
ENSHGLP00000006999	ENSHGLG00000005112	Heterocephalus_glaber_HetGla_female_1.0
ENSOPRP00000005701	ENSOPRG00000006208	Ochotona_princeps
ENSSFOP00015008548	ENSSFOG00015005508	Scleropages_formosus
ENSMICP00000027039	ENSMICG00000012917	Microcebus_murinus
ENSUPAP00010029150	ENSUPAG00010022980	Urocitellus_parryii
ENSCSAP00000011460	ENSCSAG00000015416	Chlorocebus_sabaeus
ENSSTOP00000013061	ENSSTOG00000014572	Ictidomys_tridecemlineatus
ENSPREP00000016303	ENSPREG00000011022	Poecilia_reticulata
ENSPLAP00000019021	ENSPLAG00000023980	Poecilia_latipinna
ENSLCAP00010014365	ENSLCAG00010006811	Lates_calcarifer
ENSAOWP00000014002	ENSAOWG00000009544	Apteryx_owenii
ENSACLP00000024120	ENSACLG00000016414	Astatotilapia_calliptera
ENSBIXP00005028551	ENSBIXG00005008250	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLCAP00010005924	ENSLCAG00010002947	Lates_calcarifer
ENSECRP00000011374	ENSECRG00000007583	Erpetoichthys_calabaricus
ENSGAGP00000007100	ENSGAGG00000005707	Gopherus_agassizii
ENSMGAP00000018246	ENSMGAG00000016830	Meleagris_gallopavo
ENSMOCP00000015562	ENSMOCG00000014713	Microtus_ochrogaster
ENSGALP00000003352	ENSGALG00000002142	Gallus_gallus
ENSPFOP00000016967	ENSPFOG00000016841	Poecilia_formosa
ENSMZEP00005005119	ENSMZEG00005003967	Maylandia_zebra
ENSAMEP00000017749	ENSAMEG00000016800	Ailuropoda_melanoleuca
ENSPCIP00000041350	ENSPCIG00000030233	Phascolarctos_cinereus
ENSCPUP00000001659	ENSCPUG00000001291	Calidris_pugnax
ENSCGRP00015020832	ENSCGRG00015015922	Cricetulus_griseus_CriGri-PICR
ENSOMEP00000035285	ENSOMEG00000022467	Oryzias_melastigma
ENSSPUP00000013908	ENSSPUG00000010653	Sphenodon_punctatus
ENSPVAP00000007417	ENSPVAG00000007859	Pteropus_vampyrus
ENSSHAP00000017618	ENSSHAG00000014960	Sarcophilus_harrisii
ENSHCOP00000002079	ENSHCOG00000003297	Hippocampus_comes
ENSUAMP00000001601	ENSUAMG00000001305	Ursus_americanus
ENSCHIP00000026758	ENSCHIG00000022963	Capra_hircus
ENSEEEP00000041504	ENSEEEG00000019626	Electrophorus_electricus
ENSOGAP00000013970	ENSOGAG00000015595	Otolemur_garnettii
MGP_CAROLIEiJ_P0069638	MGP_CAROLIEiJ_G0027525	Mus_caroli_strain_CAROLI_EIJ
ENSMMUP00000022651	ENSMMUG00000017222	Macaca_mulatta
ENSLAFP00000003477	ENSLAFG00000004169	Loxodonta_africana
ENSAOCP00000021353	ENSAOCG00000006200	Amphiprion_ocellaris
ENSAPLP00000016168	ENSAPLG00000016272	Anas_platyrhynchos_platyrhynchos
ENSXMAP00000015507	ENSXMAG00000015446	Xiphophorus_maculatus
ENSOANP00000018068	ENSOANG00000011402	Ornithorhynchus_anatinus
ENSMLEP00000004685	ENSMLEG00000021202	Mandrillus_leucophaeus
ENSCAFP00000046981	ENSCAFG00000016708	Canis_lupus_familiaris
ENSPANP00000009501	ENSPANG00000018060	Papio_anubis
ENSPCAP00000000855	ENSPCAG00000000857	Procavia_capensis
ENSAPOP00000004957	ENSAPOG00000006579	Acanthochromis_polyacanthus
