ENSARWP00000015383	ENSARWG00000010622	Apteryx_rowi
ENSMMUP00000040509	ENSMMUG00000032214	Macaca_mulatta
ENSMNEP00000012313	ENSMNEG00000030464	Macaca_nemestrina
ENSMFAP00000017582	ENSMFAG00000031901	Macaca_fascicularis
ENSCATP00000044296	ENSCATG00000044641	Cercocebus_atys
ENSPANP00000001730	ENSPANG00000020223	Papio_anubis
ENSTGEP00000008105	ENSTGEG00000006626	Theropithecus_gelada
ENSMLEP00000040782	ENSMLEG00000044411	Mandrillus_leucophaeus
ENSCSAP00000017042	ENSCSAG00000000967	Chlorocebus_sabaeus
ENSGGOP00000006436	ENSGGOG00000006575	Gorilla_gorilla
ENSPPAP00000040313	ENSPPAG00000042812	Pan_paniscus
ENSNLEP00000029140	ENSNLEG00000009212	Nomascus_leucogenys
ENSCJAP00000017723	ENSCJAG00000009629	Callithrix_jacchus
ENSCCAP00000004949	ENSCCAG00000020078	Cebus_capucinus_imitator
ENSSBOP00000017450	ENSSBOG00000025367	Saimiri_boliviensis_boliviensis
ENSANAP00000005945	ENSANAG00000021033	Aotus_nancymaae
ENSTSYP00000002940	ENSTSYG00000003205	Carlito_syrichta
ENSPSMP00000016868	ENSPSMG00000012038	Prolemur_simus
ENSMICP00000015916	ENSMICG00000017473	Microcebus_murinus
ENSPCOP00000011804	ENSPCOG00000017432	Propithecus_coquereli
ENSTBEP00000002701	ENSTBEG00000003092	Tupaia_belangeri
ENSMMMP00000015959	ENSMMMG00000014199	Marmota_marmota_marmota
ENSSDAP00000020795	ENSSDAG00000018801	Spermophilus_dauricus
ENSUPAP00010027460	ENSUPAG00010021586	Urocitellus_parryii
ENSSTOP00000020469	ENSSTOG00000020206	Ictidomys_tridecemlineatus
ENSDORP00000003287	ENSDORG00000003511	Dipodomys_ordii
ENSHGLP00000018091	ENSHGLG00000012930	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018016	ENSHGLG00100013282	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022351	ENSFDAG00000007042	Fukomys_damarensis
ENSCLAP00000009468	ENSCLAG00000006569	Chinchilla_lanigera
ENSODEP00000005352	ENSODEG00000004045	Octodon_degus
ENSCPOP00000006366	ENSCPOG00000007056	Cavia_porcellus
ENSCAPP00000015558	ENSCAPG00000015647	Cavia_aperea
ENSMSIP00000002301	ENSMSIG00000002083	Mus_spicilegus
MGP_SPRETEiJ_P0067590	MGP_SPRETEiJ_G0027592	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000030645	ENSMUSG00000028841	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0065050	MGP_CAROLIEiJ_G0026612	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080141	MGP_PahariEiJ_G0028945	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000029346	ENSRNOG00000022838	Rattus_norvegicus
ENSMUGP00000023849	ENSMUGG00000019895	Meriones_unguiculatus
ENSCGRP00001026855	ENSCGRG00001024045	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019399	ENSCGRG00000014132	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015023517	ENSCGRG00015017867	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000016948	ENSMAUG00000015929	Mesocricetus_auratus
ENSPEMP00000006891	ENSPEMG00000008995	Peromyscus_maniculatus_bairdii
ENSMOCP00000025270	ENSMOCG00000021432	Microtus_ochrogaster
ENSNGAP00000023285	ENSNGAG00000021886	Nannospalax_galili
ENSOCUP00000025357	ENSOCUG00000023717	Oryctolagus_cuniculus
ENSOPRP00000001345	ENSOPRG00000001452	Ochotona_princeps
ENSOGAP00000014625	ENSOGAG00000016335	Otolemur_garnettii
ENSSARP00000004208	ENSSARG00000004563	Sorex_araneus
ENSBBBP00000005522	ENSBBBG00000003221	Bison_bison_bison
ENSPTIP00000016355	ENSPTIG00000015163	Panthera_tigris_altaica
ENSMMMP00000015973	ENSMMMG00000014210	Marmota_marmota_marmota
ENSDNOP00000001663	ENSDNOG00000002141	Dasypus_novemcinctus
ENSLAFP00000002046	ENSLAFG00000002445	Loxodonta_africana
ENSPCAP00000005119	ENSPCAG00000005358	Procavia_capensis
ENSETEP00000016183	ENSETEG00000019921	Echinops_telfairi
ENSVURP00010008678	ENSVURG00010006731	Vombatus_ursinus
ENSVURP00010008670	ENSVURG00010006726	Vombatus_ursinus
ENSMEUP00000011333	ENSMEUG00000012403	Notamacropus_eugenii
ENSPCIP00000053632	ENSPCIG00000031457	Phascolarctos_cinereus
ENSSHAP00000010824	ENSSHAG00000009331	Sarcophilus_harrisii
ENSMODP00000017678	ENSMODG00000014135	Monodelphis_domestica
ENSOANP00000029908	ENSOANG00000030576	Ornithorhynchus_anatinus
ENSXETP00000037908	ENSXETG00000012714	Xenopus_tropicalis
ENSLACP00000018801	ENSLACG00000016549	Latimeria_chalumnae
ENSCHAP00000008980	ENSCHAG00000005368	Clupea_harengus
ENSDCDP00000043373	ENSDCDG00000027699	Denticeps_clupeoides
ENSHHUP00000015673	ENSHHUG00000009777	Hucho_hucho
ENSBSLP00000040119	ENSBSLG00000019427	Betta_splendens
ENSHCOP00000010819	ENSHCOG00000013551	Hippocampus_comes
ENSCSEP00000003390	ENSCSEG00000002211	Cynoglossus_semilaevis
ENSSDUP00000022754	ENSSDUG00000016555	Seriola_dumerili
ENSSLDP00000004028	ENSSLDG00000003169	Seriola_lalandi_dorsalis
ENSLCAP00010044626	ENSLCAG00010020732	Lates_calcarifer
ENSSMAP00000032361	ENSSMAG00000019835	Scophthalmus_maximus
ENSAPEP00000025438	ENSAPEG00000018109	Amphiprion_percula
ENSAOCP00000002935	ENSAOCG00000006108	Amphiprion_ocellaris
ENSAPOP00000011767	ENSAPOG00000014364	Acanthochromis_polyacanthus
ENSSPAP00000022396	ENSSPAG00000016920	Stegastes_partitus
ENSPRNP00000005531	ENSPRNG00000003245	Parambassis_ranga
ENSACLP00000023126	ENSACLG00000015657	Astatotilapia_calliptera
ENSPNYP00000024674	ENSPNYG00000018599	Pundamilia_nyererei
ENSMZEP00005005810	ENSMZEG00005004485	Maylandia_zebra
ENSNBRP00000031657	ENSNBRG00000024061	Neolamprologus_brichardi
ENSHBUP00000025276	ENSHBUG00000007181	Haplochromis_burtoni
ENSONIP00000004415	ENSONIG00000003506	Oreochromis_niloticus
ENSACIP00000007277	ENSACIG00000005696	Amphilophus_citrinellus
ENSGWIP00000031085	ENSGWIG00000016108	Gouania_willdenowi
ENSCVAP00000028364	ENSCVAG00000015380	Cyprinodon_variegatus
ENSFHEP00000005566	ENSFHEG00000006540	Fundulus_heteroclitus
ENSXMAP00000013672	ENSXMAG00000013641	Xiphophorus_maculatus
ENSXCOP00000006347	ENSXCOG00000004895	Xiphophorus_couchianus
ENSGAFP00000003443	ENSGAFG00000002350	Gambusia_affinis
ENSPFOP00000002991	ENSPFOG00000002903	Poecilia_formosa
ENSPLAP00000022939	ENSPLAG00000008126	Poecilia_latipinna
ENSPMEP00000030321	ENSPMEG00000016632	Poecilia_mexicana
ENSPREP00000029095	ENSPREG00000019680	Poecilia_reticulata
ENSKMAP00000012801	ENSKMAG00000009597	Kryptolebias_marmoratus
ENSORLP00020012826	ENSORLG00020013756	Oryzias_latipes_ASM223471v1
ENSORLP00000018087	ENSORLG00000014435	Oryzias_latipes_ASM223467v1
ENSORLP00015029265	ENSORLG00015012318	Oryzias_latipes_ASM223469v1
ENSOMEP00000028149	ENSOMEG00000011044	Oryzias_melastigma
ENSMAMP00000010302	ENSMAMG00000006948	Mastacembelus_armatus
ENSMALP00000019157	ENSMALG00000013375	Monopterus_albus
ENSATEP00000017684	ENSATEG00000012294	Anabas_testudineus
ENSCGOP00000038156	ENSCGOG00000017500	Cottoperca_gobio
ENSLCRP00005028925	ENSLCRG00005011450	Larimichthys_crocea
ENSLBEP00000006104	ENSLBEG00000004603	Labrus_bergylta
ENSGACP00000012547	ENSGACG00000009509	Gasterosteus_aculeatus
ENSTRUP00000026130	ENSTRUG00000010382	Takifugu_rubripes
ENSTNIP00000020405	ENSTNIG00000017267	Tetraodon_nigroviridis
ENSMMOP00000013245	ENSMMOG00000010166	Mola_mola
ENSGMOP00000002466	ENSGMOG00000002283	Gadus_morhua
ENSHHUP00000024490	ENSHHUG00000015362	Hucho_hucho
ENSHHUP00000049397	ENSHHUG00000029914	Hucho_hucho
ENSELUP00000015410	ENSELUG00000015385	Esox_lucius
ENSEEEP00000010506	ENSEEEG00000005312	Electrophorus_electricus
ENSIPUP00000017501	ENSIPUG00000011774	Ictalurus_punctatus
ENSAMXP00000054103	ENSAMXG00000000669	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005011803	ENSAMXG00005006404	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000024181	ENSPNAG00000001146	Pygocentrus_nattereri
ENSDARP00000050017	ENSDARG00000032932	Danio_rerio
ENSPMGP00000005642	ENSPMGG00000004746	Periophthalmus_magnuspinnatus
ENSPKIP00000025709	ENSPKIG00000008477	Paramormyrops_kingsleyae
ENSLOCP00000006636	ENSLOCG00000005495	Lepisosteus_oculatus
ENSECRP00000029653	ENSECRG00000020115	Erpetoichthys_calabaricus
ENSCMIP00000042720	ENSCMIG00000017760	Callorhinchus_milii
