ENSP00000418082	ENSG00000197756	Homo_sapiens
ENSCGRP00015011077	ENSCGRG00015008538	Cricetulus_griseus_CriGri-PICR
ENSSTOP00000016158	ENSSTOG00000021540	Ictidomys_tridecemlineatus
ENSDORP00000015939	ENSDORG00000024974	Dipodomys_ordii
ENSOCUP00000037606	ENSOCUG00000034717	Oryctolagus_cuniculus
ENSMLUP00000016704	ENSMLUG00000025129	Myotis_lucifugus
ENSCAFP00000043258	ENSCAFG00000047734	Canis_lupus_familiaris
ENSVURP00010021057	ENSVURG00010016106	Vombatus_ursinus
ENSVURP00010015281	ENSVURG00010011705	Vombatus_ursinus
ENSVURP00010018494	ENSVURG00010014091	Vombatus_ursinus
ENSPCIP00000051387	ENSPCIG00000032381	Phascolarctos_cinereus
ENSPCIP00000045216	ENSPCIG00000034270	Phascolarctos_cinereus
ENSSDAP00000006241	ENSSDAG00000005780	Spermophilus_dauricus
ENSMMMP00000018196	ENSMMMG00000016143	Marmota_marmota_marmota
ENSSDAP00000001815	ENSSDAG00000001791	Spermophilus_dauricus
ENSSDAP00000001808	ENSSDAG00000001781	Spermophilus_dauricus
ENSUPAP00010001343	ENSUPAG00010001157	Urocitellus_parryii
ENSPTRP00000093619	ENSPTRG00000043551	Pan_troglodytes
ENSPPAP00000008994	ENSPPAG00000027725	Pan_paniscus
ENSGGOP00000030167	ENSGGOG00000025831	Gorilla_gorilla
ENSODEP00000025733	ENSODEG00000019035	Octodon_degus
ENSPCIP00000014187	ENSPCIG00000011077	Phascolarctos_cinereus
ENSLSDP00000018158	ENSLSDG00000012964	Lonchura_striata_domestica
ENSJHYP00000016473	ENSJHYG00000012600	Junco_hyemalis
ENSLCOP00000009882	ENSLCOG00000007178	Lepidothrix_coronata
ENSNMEP00000027379	ENSNMEG00000022928	Numida_meleagris
ENSCPUP00000000501	ENSCPUG00000000436	Calidris_pugnax
ENSAOWP00000018720	ENSAOWG00000012734	Apteryx_owenii
ENSPSIP00000015535	ENSPSIG00000013882	Pelodiscus_sinensis
ENSSMRP00000014926	ENSSMRG00000011629	Salvator_merianae
ENSMUNP00000016829	ENSMUNG00000012950	Melopsittacus_undulatus
ENSCPGP00000016205	ENSCPGG00000011405	Calidris_pygmaea
ENSCCEP00000028334	ENSCCEG00000024502	Cyanistes_caeruleus
ENSMVIP00005015022	ENSMVIG00005010821	Manacus_vitellinus
ENSABRP00000014219	ENSABRG00000012592	Anser_brachyrhynchus
ENSAHAP00000012984	ENSAHAG00000009368	Apteryx_haastii
ENSSPUP00000020016	ENSSPUG00000015385	Sphenodon_punctatus
ENSNSUP00000016328	ENSNSUG00000012063	Notechis_scutatus
ENSXETP00000016362	ENSXETG00000003147	Xenopus_tropicalis
ENSLOCP00000011927	ENSLOCG00000009762	Lepisosteus_oculatus
ENSECRP00000011145	ENSECRG00000007419	Erpetoichthys_calabaricus
ENSSCAP00000017231	ENSSCAG00000012520	Serinus_canaria
ENSTGUP00000005253	ENSTGUG00000005107	Taeniopygia_guttata
ENSPMJP00000027113	ENSPMJG00000019762	Parus_major
ENSFALP00000004146	ENSFALG00000003982	Ficedula_albicollis
ENSMGAP00000012209	ENSMGAG00000011655	Meleagris_gallopavo
ENSNPEP00000011186	ENSNPEG00000008407	Nothoprocta_perdicaria
ENSCABP00000012469	ENSCABG00000009339	Chelonoidis_abingdonii
ENSACAP00000004475	ENSACAG00000004591	Anolis_carolinensis
ENSSFOP00015021374	ENSSFOG00015013761	Scleropages_formosus
ENSAPOP00000026370	ENSAPOG00000010110	Acanthochromis_polyacanthus
ENSCCAP00000002447	ENSCCAG00000014873	Cebus_capucinus_imitator
ENSANAP00000003892	ENSANAG00000019987	Aotus_nancymaae
ENSPTIP00000026437	ENSPTIG00000021853	Panthera_tigris_altaica
ENSCGRP00001019187	ENSCGRG00001018703	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCAP00000007482	ENSCCAG00000021500	Cebus_capucinus_imitator
ENSSBOP00000032815	ENSSBOG00000032570	Saimiri_boliviensis_boliviensis
ENSPCOP00000005096	ENSPCOG00000013372	Propithecus_coquereli
ENSCGRP00015000252	ENSCGRG00015000295	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000006330	ENSPEMG00000008580	Peromyscus_maniculatus_bairdii
ENSMUGP00000013408	ENSMUGG00000011644	Meriones_unguiculatus
ENSCPOP00000023224	ENSCPOG00000036967	Cavia_porcellus
ENSHGLP00000024214	ENSHGLG00000017257	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000008451	ENSCCNG00000008957	Castor_canadensis
ENSDORP00000020808	ENSDORG00000027793	Dipodomys_ordii
ENSMLUP00000016913	ENSMLUG00000024555	Myotis_lucifugus
ENSCHOP00000003539	ENSCHOG00000004000	Choloepus_hoffmanni
ENSVURP00010003521	ENSVURG00010002818	Vombatus_ursinus
ENSPCIP00000021743	ENSPCIG00000016481	Phascolarctos_cinereus
ENSODEP00000025498	ENSODEG00000018759	Octodon_degus
ENSODEP00000026644	ENSODEG00000020101	Octodon_degus
ENSCGRP00000017450	ENSCGRG00000012692	Cricetulus_griseus_CriGri_1.0
ENSTBEP00000006390	ENSTBEG00000007409	Tupaia_belangeri
ENSMODP00000049610	ENSMODG00000039748	Monodelphis_domestica
ENSMOCP00000006889	ENSMOCG00000006603	Microtus_ochrogaster
ENSNGAP00000009815	ENSNGAG00000012401	Nannospalax_galili
MGP_SPRETEiJ_P0019224	MGP_SPRETEiJ_G0015053	Mus_spretus_strain_SPRET/EiJ
ENSODEP00000025772	ENSODEG00000019084	Octodon_degus
ENSODEP00000025983	ENSODEG00000019334	Octodon_degus
ENSODEP00000026648	ENSODEG00000020105	Octodon_degus
ENSODEP00000026191	ENSODEG00000019578	Octodon_degus
ENSFDAP00000016260	ENSFDAG00000004638	Fukomys_damarensis
ENSTGEP00000010869	ENSTGEG00000008878	Theropithecus_gelada
ENSPTEP00000041521	ENSPTEG00000038014	Piliocolobus_tephrosceles
ENSBIXP00005021577	ENSBIXG00005024599	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000000631	ENSBBBG00000009773	Bison_bison_bison
ENSVPAP00000002332	ENSVPAG00000002529	Vicugna_pacos
ENSGMOP00000004341	ENSGMOG00000004109	Gadus_morhua
ENSCATP00000041026	ENSCATG00000043102	Cercocebus_atys
ENSCATP00000041455	ENSCATG00000043395	Cercocebus_atys
ENSMLEP00000005257	ENSMLEG00000023526	Mandrillus_leucophaeus
ENSRROP00000005074	ENSRROG00000021035	Rhinopithecus_roxellana
ENSNLEP00000036940	ENSNLEG00000034289	Nomascus_leucogenys
ENSTSYP00000014466	ENSTSYG00000034962	Carlito_syrichta
ENSMUGP00000001769	ENSMUGG00000001649	Meriones_unguiculatus
ENSAMEP00000021282	ENSAMEG00000020228	Ailuropoda_melanoleuca
ENSUAMP00000030921	ENSUAMG00000023745	Ursus_americanus
ENSUMAP00000023176	ENSUMAG00000016901	Ursus_maritimus
ENSBIXP00005007715	ENSBIXG00005001442	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029059	ENSBIXG00000010552	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070827	ENSBTAG00000051973	Bos_taurus
ENSBMUP00000020382	ENSBMUG00000015362	Bos_mutus
ENSOARP00000001476	ENSOARG00000001416	Ovis_aries
ENSNGAP00000005202	ENSNGAG00000007293	Nannospalax_galili
ENSNGAP00000017545	ENSNGAG00000017942	Nannospalax_galili
ENSNGAP00000008559	ENSNGAG00000011503	Nannospalax_galili
ENSJJAP00000001049	ENSJJAG00000000925	Jaculus_jaculus
ENSSDAP00000006273	ENSSDAG00000005798	Spermophilus_dauricus
ENSNLEP00000042526	ENSNLEG00000033988	Nomascus_leucogenys
ENSTSYP00000025938	ENSTSYG00000035326	Carlito_syrichta
ENSCHIP00000018994	ENSCHIG00000018202	Capra_hircus
ENSUPAP00010030282	ENSUPAG00010023775	Urocitellus_parryii
ENSODEP00000026276	ENSODEG00000019675	Octodon_degus
ENSRROP00000005069	ENSRROG00000021009	Rhinopithecus_roxellana
ENSRBIP00000001468	ENSRBIG00000007521	Rhinopithecus_bieti
ENSPTEP00000039422	ENSPTEG00000036474	Piliocolobus_tephrosceles
ENSPANP00000027339	ENSPANG00000031127	Papio_anubis
ENSCATP00000004660	ENSCATG00000016089	Cercocebus_atys
ENSMFAP00000010854	ENSMFAG00000010968	Macaca_fascicularis
ENSMNEP00000012471	ENSMNEG00000030536	Macaca_nemestrina
ENSSBOP00000030753	ENSSBOG00000031637	Saimiri_boliviensis_boliviensis
ENSCJAP00000064682	ENSCJAG00000047952	Callithrix_jacchus
ENSOARP00000018362	ENSOARG00000017111	Ovis_aries
ENSVURP00010028429	ENSVURG00010021758	Vombatus_ursinus
ENSMODP00000058728	ENSMODG00000040907	Monodelphis_domestica
ENSSDAP00000025867	ENSSDAG00000023483	Spermophilus_dauricus
ENSJJAP00000008515	ENSJJAG00000012659	Jaculus_jaculus
ENSSBOP00000031058	ENSSBOG00000031782	Saimiri_boliviensis_boliviensis
ENSSBOP00000005120	ENSSBOG00000019339	Saimiri_boliviensis_boliviensis
ENSRROP00000003023	ENSRROG00000012111	Rhinopithecus_roxellana
ENSSARP00000002718	ENSSARG00000003035	Sorex_araneus
ENSCHIP00000002179	ENSCHIG00000004998	Capra_hircus
ENSRNOP00000004303	ENSRNOG00000003227	Rattus_norvegicus
ENSPPRP00000022400	ENSPPRG00000012925	Panthera_pardus
ENSPTIP00000022943	ENSPTIG00000019578	Panthera_tigris_altaica
ENSFCAP00000047375	ENSFCAG00000028134	Felis_catus
ENSCAFP00020012662	ENSCAFG00020010199	Canis_lupus_dingo
ENSCAFP00000061445	ENSCAFG00000025725	Canis_lupus_familiaris
ENSPPRP00000009740	ENSPPRG00000004097	Panthera_pardus
ENSEASP00005024223	ENSEASG00005016454	Equus_asinus_asinus
ENSRNOP00000042454	ENSRNOG00000032964	Rattus_norvegicus
ENSODEP00000025457	ENSODEG00000018708	Octodon_degus
ENSOCUP00000036133	ENSOCUG00000021585	Oryctolagus_cuniculus
ENSHGLP00000027660	ENSHGLG00000019696	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027470	ENSHGLG00100020557	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000025789	ENSNGAG00000023625	Nannospalax_galili
ENSMMMP00000011216	ENSMMMG00000009998	Marmota_marmota_marmota
ENSCCNP00000029392	ENSCCNG00000028179	Castor_canadensis
ENSCCAP00000001041	ENSCCAG00000006732	Cebus_capucinus_imitator
ENSVURP00010016276	ENSVURG00010012460	Vombatus_ursinus
ENSMEUP00000007464	ENSMEUG00000008177	Notamacropus_eugenii
ENSHGLP00100013761	ENSHGLG00100010175	Heterocephalus_glaber_HetGla_1.0
ENSMMMP00000020338	ENSMMMG00000017968	Marmota_marmota_marmota
ENSMUSP00000058919	ENSMUSG00000046330	Mus_musculus_strain_reference_(CL57BL6)
ENSOCUP00000008528	ENSOCUG00000009905	Oryctolagus_cuniculus
ENSMFAP00000024125	ENSMFAG00000043631	Macaca_fascicularis
ENSRBIP00000011241	ENSRBIG00000029491	Rhinopithecus_bieti
ENSCCAP00000003430	ENSCCAG00000018286	Cebus_capucinus_imitator
ENSPPRP00000022026	ENSPPRG00000012681	Panthera_pardus
ENSVVUP00000020903	ENSVVUG00000015375	Vulpes_vulpes
ENSECAP00000037929	ENSECAG00000030892	Equus_caballus
ENSBTAP00000060484	ENSBTAG00000051254	Bos_taurus
ENSPCAP00000006396	ENSPCAG00000006891	Procavia_capensis
ENSCGRP00001006283	ENSCGRG00001008454	Cricetulus_griseus_CHOK1GS_HDv1
ENSUPAP00010003414	ENSUPAG00010002812	Urocitellus_parryii
ENSANAP00000000784	ENSANAG00000006555	Aotus_nancymaae
ENSCANP00000029234	ENSCANG00000038185	Colobus_angolensis_palliatus
ENSNVIP00000012869	ENSNVIG00000010194	Neovison_vison
ENSMPUP00000019482	ENSMPUG00000019610	Mustela_putorius_furo
ENSMAUP00000004783	ENSMAUG00000006470	Mesocricetus_auratus
ENSJJAP00000020711	ENSJJAG00000021308	Jaculus_jaculus
ENSCLAP00000025613	ENSCLAG00000017721	Chinchilla_lanigera
ENSMNEP00000005445	ENSMNEG00000024816	Macaca_nemestrina
ENSMFAP00000012481	ENSMFAG00000024698	Macaca_fascicularis
ENSPANP00000040989	ENSPANG00000036026	Papio_anubis
ENSMFAP00000027067	ENSMFAG00000044941	Macaca_fascicularis
ENSMNEP00000029134	ENSMNEG00000038014	Macaca_nemestrina
ENSCATP00000018527	ENSCATG00000033088	Cercocebus_atys
ENSPANP00000038948	ENSPANG00000035831	Papio_anubis
ENSPTRP00000088767	ENSPTRG00000045361	Pan_troglodytes
ENSGGOP00000019441	ENSGGOG00000014264	Gorilla_gorilla
ENSPPYP00000004430	ENSPPYG00000003867	Pongo_abelii
ENSPANP00000043543	ENSPANG00000030744	Papio_anubis
ENSMLEP00000031836	ENSMLEG00000040130	Mandrillus_leucophaeus
ENSMFAP00000026902	ENSMFAG00000044868	Macaca_fascicularis
ENSCANP00000001390	ENSCANG00000005155	Colobus_angolensis_palliatus
ENSTSYP00000000883	ENSTSYG00000000954	Carlito_syrichta
ENSMODP00000056480	ENSMODG00000041272	Monodelphis_domestica
ENSMODP00000037042	ENSMODG00000025128	Monodelphis_domestica
ENSCGRP00000026296	ENSCGRG00000019354	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002985	ENSCGRG00001003470	Cricetulus_griseus_CHOK1GS_HDv1
ENSODEP00000026235	ENSODEG00000019627	Octodon_degus
ENSCCAP00000029359	ENSCCAG00000032733	Cebus_capucinus_imitator
ENSCCAP00000000160	ENSCCAG00000000796	Cebus_capucinus_imitator
ENSEASP00005024050	ENSEASG00005016318	Equus_asinus_asinus
ENSECAP00000002549	ENSECAG00000003769	Equus_caballus
ENSBMUP00000034623	ENSBMUG00000025782	Bos_mutus
ENSMAUP00000019115	ENSMAUG00000017496	Mesocricetus_auratus
ENSDORP00000021769	ENSDORG00000030251	Dipodomys_ordii
ENSAMEP00000020812	ENSAMEG00000019756	Ailuropoda_melanoleuca
ENSUAMP00000014881	ENSUAMG00000011940	Ursus_americanus
ENSEEUP00000003412	ENSEEUG00000003777	Erinaceus_europaeus
ENSCCAP00000004717	ENSCCAG00000019949	Cebus_capucinus_imitator
ENSVURP00010031504	ENSVURG00010024092	Vombatus_ursinus
ENSMOCP00000002350	ENSMOCG00000001852	Microtus_ochrogaster
ENSJJAP00000006212	ENSJJAG00000010945	Jaculus_jaculus
ENSDORP00000026500	ENSDORG00000029309	Dipodomys_ordii
ENSMPUP00000019975	ENSMPUG00000020109	Mustela_putorius_furo
ENSCAFP00000047743	ENSCAFG00000010763	Canis_lupus_familiaris
ENSNVIP00000004971	ENSNVIG00000004016	Neovison_vison
ENSMPUP00000019635	ENSMPUG00000019763	Mustela_putorius_furo
ENSCAFP00000037138	ENSCAFG00000024313	Canis_lupus_familiaris
ENSCAFP00020032944	ENSCAFG00020025594	Canis_lupus_dingo
ENSVVUP00000005211	ENSVVUG00000004100	Vulpes_vulpes
ENSCAFP00020035211	ENSCAFG00020027264	Canis_lupus_dingo
ENSCAFP00000066500	ENSCAFG00000047561	Canis_lupus_familiaris
ENSVVUP00000028983	ENSVVUG00000021196	Vulpes_vulpes
ENSCAFP00000065560	ENSCAFG00000025660	Canis_lupus_familiaris
ENSCAFP00020022715	ENSCAFG00020017929	Canis_lupus_dingo
ENSMPUP00000019450	ENSMPUG00000019578	Mustela_putorius_furo
ENSUAMP00000000466	ENSUAMG00000000441	Ursus_americanus
ENSVURP00010017370	ENSVURG00010013266	Vombatus_ursinus
ENSVURP00010029309	ENSVURG00010022425	Vombatus_ursinus
ENSACAP00000005447	ENSACAG00000005585	Anolis_carolinensis
ENSHHUP00000036076	ENSHHUG00000022679	Hucho_hucho
ENSHHUP00000035331	ENSHHUG00000022233	Hucho_hucho
ENSELUP00000034166	ENSELUG00000000463	Esox_lucius
ENSPKIP00000002227	ENSPKIG00000020203	Paramormyrops_kingsleyae
ENSMMMP00000024211	ENSMMMG00000021196	Marmota_marmota_marmota
ENSMMMP00000006956	ENSMMMG00000006228	Marmota_marmota_marmota
ENSCSAP00000017397	ENSCSAG00000000609	Chlorocebus_sabaeus
ENSDORP00000021389	ENSDORG00000028484	Dipodomys_ordii
ENSMSIP00000022769	ENSMSIG00000019349	Mus_spicilegus
ENSUPAP00010006411	ENSUPAG00010005155	Urocitellus_parryii
ENSANAP00000002785	ENSANAG00000019149	Aotus_nancymaae
ENSANAP00000003401	ENSANAG00000019647	Aotus_nancymaae
ENSCGRP00001002054	ENSCGRG00001002095	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025494	ENSCGRG00000018467	Cricetulus_griseus_CriGri_1.0
ENSRNOP00000047513	ENSRNOG00000028883	Rattus_norvegicus
ENSODEP00000025601	ENSODEG00000018879	Octodon_degus
ENSTSYP00000026500	ENSTSYG00000025509	Carlito_syrichta
MGP_CAROLIEiJ_P0018216	MGP_CAROLIEiJ_G0014247	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0073523	MGP_PahariEiJ_G0027485	Mus_pahari_strain_PAHARI_EIJ
ENSCLAP00000022806	ENSCLAG00000015640	Chinchilla_lanigera
ENSSDAP00000024113	ENSSDAG00000021976	Spermophilus_dauricus
ENSUPAP00010006628	ENSUPAG00010005317	Urocitellus_parryii
ENSPPYP00000021078	ENSPPYG00000018792	Pongo_abelii
ENSMFAP00000014820	ENSMFAG00000030598	Macaca_fascicularis
ENSCAFP00020030041	ENSCAFG00020023400	Canis_lupus_dingo
ENSCAFP00020025009	ENSCAFG00020019643	Canis_lupus_dingo
ENSOARP00000021288	ENSOARG00000019826	Ovis_aries
ENSCHIP00000003737	ENSCHIG00000007926	Capra_hircus
ENSMMMP00000025327	ENSMMMG00000022177	Marmota_marmota_marmota
ENSODEP00000025970	ENSODEG00000019314	Octodon_degus	ENSODET00000026379
ENSMUGP00000025518	ENSMUGG00000021291	Meriones_unguiculatus
ENSSBOP00000007541	ENSSBOG00000020712	Saimiri_boliviensis_boliviensis
ENSCCAP00000028291	ENSCCAG00000032103	Cebus_capucinus_imitator
ENSCANP00000030345	ENSCANG00000038840	Colobus_angolensis_palliatus
ENSCCAP00000028452	ENSCCAG00000032205	Cebus_capucinus_imitator
ENSPANP00000040786	ENSPANG00000030511	Papio_anubis
ENSTGEP00000005346	ENSTGEG00000004453	Theropithecus_gelada
ENSRROP00000044423	ENSRROG00000045174	Rhinopithecus_roxellana
ENSCAFP00000034989	ENSCAFG00000009988	Canis_lupus_familiaris
ENSCGRP00015015713	ENSCGRG00015012063	Cricetulus_griseus_CriGri-PICR
ENSLAFP00000024159	ENSLAFG00000031601	Loxodonta_africana
ENSVURP00010015035	ENSVURG00010011491	Vombatus_ursinus
ENSPEMP00000013879	ENSPEMG00000013839	Peromyscus_maniculatus_bairdii
ENSPEMP00000033233	ENSPEMG00000028963	Peromyscus_maniculatus_bairdii
ENSSDAP00000013699	ENSSDAG00000012386	Spermophilus_dauricus
ENSCCNP00000012878	ENSCCNG00000013376	Castor_canadensis
ENSUPAP00010008086	ENSUPAG00010006515	Urocitellus_parryii
ENSPCOP00000013207	ENSPCOG00000018206	Propithecus_coquereli
ENSVVUP00000022321	ENSVVUG00000016380	Vulpes_vulpes
ENSFCAP00000036665	ENSFCAG00000032982	Felis_catus
ENSBMUP00000033969	ENSBMUG00000025321	Bos_mutus
ENSMSIP00000005472	ENSMSIG00000004935	Mus_spicilegus
ENSMUGP00000023717	ENSMUGG00000019838	Meriones_unguiculatus
ENSMUGP00000015468	ENSMUGG00000013304	Meriones_unguiculatus
ENSMUGP00000030313	ENSMUGG00000025174	Meriones_unguiculatus
ENSSDAP00000005670	ENSSDAG00000005288	Spermophilus_dauricus
ENSSDAP00000026910	ENSSDAG00000024409	Spermophilus_dauricus
ENSRBIP00000001639	ENSRBIG00000008274	Rhinopithecus_bieti
ENSVURP00010007492	ENSVURG00010005761	Vombatus_ursinus
ENSZALP00000017864	ENSZALG00000014385	Zonotrichia_albicollis
ENSCPBP00000018679	ENSCPBG00000013591	Chrysemys_picta_bellii
ENSPEMP00000033474	ENSPEMG00000007797	Peromyscus_maniculatus_bairdii
ENSJJAP00000017735	ENSJJAG00000019202	Jaculus_jaculus
ENSCPOP00000027907	ENSCPOG00000012248	Cavia_porcellus
ENSUPAP00010008954	ENSUPAG00010007245	Urocitellus_parryii
ENSSDAP00000024542	ENSSDAG00000022344	Spermophilus_dauricus
ENSMMMP00000027505	ENSMMMG00000024013	Marmota_marmota_marmota
ENSMLEP00000016290	ENSMLEG00000032342	Mandrillus_leucophaeus
ENSTGEP00000030316	ENSTGEG00000024339	Theropithecus_gelada
ENSCATP00000038184	ENSCATG00000041789	Cercocebus_atys
ENSVVUP00000022158	ENSVVUG00000016252	Vulpes_vulpes
ENSUAMP00000009577	ENSUAMG00000007948	Ursus_americanus
ENSMODP00000059229	ENSMODG00000043549	Monodelphis_domestica
ENSCPBP00000037712	ENSCPBG00000026124	Chrysemys_picta_bellii
ENSVVUP00000015819	ENSVVUG00000011597	Vulpes_vulpes
ENSBBBP00000000291	ENSBBBG00000007872	Bison_bison_bison
ENSCCNP00000006884	ENSCCNG00000007369	Castor_canadensis
ENSMSIP00000030271	ENSMSIG00000025348	Mus_spicilegus
ENSSDAP00000004127	ENSSDAG00000003872	Spermophilus_dauricus
ENSCJAP00000022738	ENSCJAG00000012417	Callithrix_jacchus
ENSCAFP00020018196	ENSCAFG00020014544	Canis_lupus_dingo
ENSPTEP00000005131	ENSPTEG00000005969	Piliocolobus_tephrosceles
ENSMUGP00000009513	ENSMUGG00000008494	Meriones_unguiculatus
ENSCAFP00000056019	ENSCAFG00000045902	Canis_lupus_familiaris
ENSCAFP00020013361	ENSCAFG00020010723	Canis_lupus_dingo
ENSMPUP00000016385	ENSMPUG00000016488	Mustela_putorius_furo
ENSFCAP00000053150	ENSFCAG00000037481	Felis_catus
ENSSSCP00000064809	ENSSSCG00000036716	Sus_scrofa_strain_reference
ENSSDAP00000007086	ENSSDAG00000006529	Spermophilus_dauricus
ENSCCNP00000017540	ENSCCNG00000017857	Castor_canadensis
ENSRBIP00000005006	ENSRBIG00000022731	Rhinopithecus_bieti
ENSPPAP00000037771	ENSPPAG00000041632	Pan_paniscus
ENSCAFP00000052086	ENSCAFG00000023279	Canis_lupus_familiaris
ENSCAFP00020009512	ENSCAFG00020007706	Canis_lupus_dingo
ENSVVUP00000036984	ENSVVUG00000026467	Vulpes_vulpes
ENSPCIP00000038374	ENSPCIG00000033780	Phascolarctos_cinereus
