ENSAOWP00000007650	ENSAOWG00000005249	Apteryx_owenii	ENSAOWT00000008660
ENSARWP00000022908	ENSARWG00000015624	Apteryx_rowi	ENSARWT00000025983
ENSAHAP00000015778	ENSAHAG00000011294	Apteryx_haastii	ENSAHAT00000017468
ENSDNVP00000020264	ENSDNVG00000014163	Dromaius_novaehollandiae	ENSDNVT00000024410
ENSNPEP00000010011	ENSNPEG00000007509	Nothoprocta_perdicaria
ENSPMGP00000014751	ENSPMGG00000012087	Periophthalmus_magnuspinnatus
ENSGMOP00000012530	ENSGMOG00000011713	Gadus_morhua
ENSHHUP00000082984	ENSHHUG00000048182	Hucho_hucho
ENSELUP00000039698	ENSELUG00000019886	Esox_lucius
ENSAMXP00005017433	ENSAMXG00005009102	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009059	ENSAMXG00000008814	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000012081	ENSPNAG00000017798	Pygocentrus_nattereri
ENSIPUP00000012873	ENSIPUG00000008766	Ictalurus_punctatus
ENSEEEP00000025642	ENSEEEG00000012439	Electrophorus_electricus
ENSDARP00000136273	ENSDARG00000102127	Danio_rerio
ENSSFOP00015035466	ENSSFOG00015022601	Scleropages_formosus
ENSPKIP00000014080	ENSPKIG00000001271	Paramormyrops_kingsleyae
ENSDCDP00000017332	ENSDCDG00000014103	Denticeps_clupeoides
ENSDCDP00000052413	ENSDCDG00000031630	Denticeps_clupeoides
ENSCHAP00000021673	ENSCHAG00000010902	Clupea_harengus
ENSCHAP00000021548	ENSCHAG00000010837	Clupea_harengus
ENSLOCP00000010763	ENSLOCG00000008843	Lepisosteus_oculatus
ENSECRP00000009400	ENSECRG00000006299	Erpetoichthys_calabaricus
ENSCMIP00000044782	ENSCMIG00000018502	Callorhinchus_milii
ENSPMAP00000006651	ENSPMAG00000006029	Petromyzon_marinus
