ENSAHAP00000011374	ENSAHAG00000008238	Apteryx_haastii	ENSAHAT00000012589
ENSAOWP00000027733	ENSAOWG00000018693	Apteryx_owenii	ENSAOWT00000031436
ENSARWP00000014481	ENSARWG00000010028	Apteryx_rowi	ENSARWT00000016537
ENSNPEP00000016840	ENSNPEG00000012530	Nothoprocta_perdicaria	ENSNPET00000017252
ENSDNVP00000004692	ENSDNVG00000003347	Dromaius_novaehollandiae	ENSDNVT00000005635
ENSMVIP00005021979	ENSMVIG00005015442	Manacus_vitellinus
ENSEASP00005020332	ENSEASG00005013990	Equus_asinus_asinus
ENSVVUP00000007945	ENSVVUG00000005997	Vulpes_vulpes
ENSCAFP00020019344	ENSCAFG00020015392	Canis_lupus_dingo
ENSNVIP00000010472	ENSNVIG00000008297	Neovison_vison
ENSMPUP00000002701	ENSMPUG00000002730	Mustela_putorius_furo
ENSAMEP00000004419	ENSAMEG00000004197	Ailuropoda_melanoleuca
ENSUMAP00000006906	ENSUMAG00000005375	Ursus_maritimus
ENSSARP00000003355	ENSSARG00000003739	Sorex_araneus
ENSUMAP00000021344	ENSUMAG00000015597	Ursus_maritimus
ENSUAMP00000025882	ENSUAMG00000020101	Ursus_americanus
ENSUAMP00000007028	ENSUAMG00000006153	Ursus_americanus
ENSMMMP00000003234	ENSMMMG00000002961	Marmota_marmota_marmota
ENSSDAP00000017539	ENSSDAG00000015958	Spermophilus_dauricus
ENSMFAP00000034741	ENSMFAG00000003852	Macaca_fascicularis
ENSUAMP00000007006	ENSUAMG00000006137	Ursus_americanus
ENSCAFP00000018767	ENSCAFG00000012755	Canis_lupus_familiaris
ENSCHIP00000017403	ENSCHIG00000017265	Capra_hircus
ENSSDAP00000009688	ENSSDAG00000008821	Spermophilus_dauricus
ENSCLAP00000005089	ENSCLAG00000003615	Chinchilla_lanigera
ENSODEP00000023471	ENSODEG00000017201	Octodon_degus
ENSCAPP00000008757	ENSCAPG00000010392	Cavia_aperea
ENSCPOP00000004803	ENSCPOG00000005341	Cavia_porcellus
ENSHGLP00000015388	ENSHGLG00000011000	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006830	ENSHGLG00100005124	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022826	ENSFDAG00000021123	Fukomys_damarensis
ENSDORP00000015323	ENSDORG00000016286	Dipodomys_ordii
ENSCCNP00000015845	ENSCCNG00000016203	Castor_canadensis
ENSSTOP00000030915	ENSSTOG00000031706	Ictidomys_tridecemlineatus
ENSSDAP00000009113	ENSSDAG00000008305	Spermophilus_dauricus
ENSUPAP00010005761	ENSUPAG00010004656	Urocitellus_parryii
ENSMMMP00000002517	ENSMMMG00000002319	Marmota_marmota_marmota
ENSMUSP00000033257	ENSMUSG00000030960	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000028090	ENSMSIG00000023639	Mus_spicilegus
MGP_SPRETEiJ_P0086232	MGP_SPRETEiJ_G0031695	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0082816	MGP_CAROLIEiJ_G0030581	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000023121	ENSRNOG00000017137	Rattus_norvegicus
ENSMUGP00000003886	ENSMUGG00000003612	Meriones_unguiculatus
ENSMUGP00000003439	ENSMUGG00000003217	Meriones_unguiculatus
ENSPEMP00000012075	ENSPEMG00000012513	Peromyscus_maniculatus_bairdii
ENSMOCP00000016931	ENSMOCG00000015688	Microtus_ochrogaster
ENSCGRP00001018790	ENSCGRG00001018428	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015002147	ENSCGRG00015001770	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006595	ENSCGRG00000004819	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003945	ENSMAUG00000004683	Mesocricetus_auratus
ENSNGAP00000005024	ENSNGAG00000006986	Nannospalax_galili
ENSJJAP00000006142	ENSJJAG00000010893	Jaculus_jaculus
ENSOCUP00000004129	ENSOCUG00000004774	Oryctolagus_cuniculus
ENSOPRP00000003074	ENSOPRG00000003353	Ochotona_princeps
ENSOGAP00000020623	ENSOGAG00000027770	Otolemur_garnettii
ENSOGAP00000009862	ENSOGAG00000011015	Otolemur_garnettii
ENSMICP00000016515	ENSMICG00000029191	Microcebus_murinus
ENSPANP00000016581	ENSPANG00000020335	Papio_anubis
ENSMLEP00000024433	ENSMLEG00000036372	Mandrillus_leucophaeus
ENSCATP00000013090	ENSCATG00000030673	Cercocebus_atys
ENSCSAP00000000854	ENSCSAG00000004519	Chlorocebus_sabaeus
ENSTGEP00000036063	ENSTGEG00000028702	Theropithecus_gelada
ENSMNEP00000010384	ENSMNEG00000029600	Macaca_nemestrina
ENSMFAP00000005166	ENSMFAG00000002265	Macaca_fascicularis
ENSMMUP00000019954	ENSMMUG00000015217	Macaca_mulatta
ENSPTEP00000032414	ENSPTEG00000031157	Piliocolobus_tephrosceles
ENSRROP00000043177	ENSRROG00000044657	Rhinopithecus_roxellana
ENSP00000455755	ENSG00000258539	Homo_sapiens
ENSCJAP00000023059	ENSCJAG00000012593	Callithrix_jacchus
ENSSBOP00000012464	ENSSBOG00000023032	Saimiri_boliviensis_boliviensis
ENSPSMP00000003710	ENSPSMG00000003017	Prolemur_simus
ENSPSMP00000011470	ENSPSMG00000008294	Prolemur_simus
ENSPCOP00000012405	ENSPCOG00000017778	Propithecus_coquereli
ENSPTRP00000050125	ENSPTRG00000032571	Pan_troglodytes
ENSPPAP00000023538	ENSPPAG00000034943	Pan_paniscus
ENSP00000357829	ENSG00000203791	Homo_sapiens
ENSGGOP00000025237	ENSGGOG00000024976	Gorilla_gorilla
ENSPPYP00000003202	ENSPPYG00000002742	Pongo_abelii
ENSNLEP00000000645	ENSNLEG00000000539	Nomascus_leucogenys
ENSCANP00000023469	ENSCANG00000035139	Colobus_angolensis_palliatus
ENSRBIP00000017063	ENSRBIG00000032554	Rhinopithecus_bieti
ENSCCAP00000000526	ENSCCAG00000003096	Cebus_capucinus_imitator
ENSANAP00000004240	ENSANAG00000020212	Aotus_nancymaae
ENSTSYP00000018054	ENSTSYG00000026659	Carlito_syrichta
ENSDNOP00000025603	ENSDNOG00000049387	Dasypus_novemcinctus
ENSCHOP00000006852	ENSCHOG00000007741	Choloepus_hoffmanni
ENSLAFP00000006313	ENSLAFG00000007509	Loxodonta_africana
ENSPCAP00000005763	ENSPCAG00000006220	Procavia_capensis
ENSETEP00000007940	ENSETEG00000009779	Echinops_telfairi
ENSXETP00000040482	ENSXETG00000010410	Xenopus_tropicalis
ENSLACP00000015689	ENSLACG00000013816	Latimeria_chalumnae
ENSTRUP00000003080	ENSTRUG00000001336	Takifugu_rubripes
ENSTNIP00000016335	ENSTNIG00000013345	Tetraodon_nigroviridis
ENSORLP00020026821	ENSORLG00020009481	Oryzias_latipes_ASM223471v1
ENSORLP00000007077	ENSORLG00000005635	Oryzias_latipes_ASM223467v1
ENSORLP00015013598	ENSORLG00015014487	Oryzias_latipes_ASM223469v1
ENSOMEP00000007528	ENSOMEG00000008648	Oryzias_melastigma
ENSBSLP00000054080	ENSBSLG00000025361	Betta_splendens
ENSMMOP00000010618	ENSMMOG00000008195	Mola_mola
ENSGACP00000012771	ENSGACG00000009677	Gasterosteus_aculeatus
ENSLCRP00005056179	ENSLCRG00005020924	Larimichthys_crocea
ENSCGOP00000052628	ENSCGOG00000023163	Cottoperca_gobio
ENSLBEP00000029689	ENSLBEG00000022458	Labrus_bergylta
ENSMALP00000026467	ENSMALG00000018358	Monopterus_albus
ENSMAMP00000025553	ENSMAMG00000017142	Mastacembelus_armatus
ENSATEP00000011201	ENSATEG00000007817	Anabas_testudineus
ENSSMAP00000032183	ENSSMAG00000019714	Scophthalmus_maximus
ENSCSEP00000023962	ENSCSEG00000015275	Cynoglossus_semilaevis
ENSSLDP00000021373	ENSSLDG00000016698	Seriola_lalandi_dorsalis
ENSSDUP00000022235	ENSSDUG00000016179	Seriola_dumerili
ENSLCAP00010026160	ENSLCAG00010012230	Lates_calcarifer
ENSAOCP00000020446	ENSAOCG00000004496	Amphiprion_ocellaris
ENSAPEP00000009854	ENSAPEG00000007081	Amphiprion_percula
ENSAPOP00000000244	ENSAPOG00000001439	Acanthochromis_polyacanthus
ENSSPAP00000015126	ENSSPAG00000011418	Stegastes_partitus
ENSPRNP00000053312	ENSPRNG00000025125	Parambassis_ranga
ENSGWIP00000032948	ENSGWIG00000016936	Gouania_willdenowi
ENSFHEP00000019199	ENSFHEG00000021112	Fundulus_heteroclitus
ENSCVAP00000016517	ENSCVAG00000019478	Cyprinodon_variegatus
ENSXMAP00000012560	ENSXMAG00000012537	Xiphophorus_maculatus
ENSXCOP00000013050	ENSXCOG00000009889	Xiphophorus_couchianus
ENSGAFP00000017542	ENSGAFG00000011872	Gambusia_affinis
ENSPMEP00000027034	ENSPMEG00000011135	Poecilia_mexicana
ENSPFOP00000017951	ENSPFOG00000017870	Poecilia_formosa
ENSPLAP00000026774	ENSPLAG00000014862	Poecilia_latipinna
ENSPREP00000016969	ENSPREG00000011465	Poecilia_reticulata
ENSKMAP00000028005	ENSKMAG00000020780	Kryptolebias_marmoratus
ENSHBUP00000015059	ENSHBUG00000016969	Haplochromis_burtoni
ENSPNYP00000005099	ENSPNYG00000003960	Pundamilia_nyererei
ENSACLP00000025720	ENSACLG00000017498	Astatotilapia_calliptera
ENSMZEP00005036841	ENSMZEG00005027455	Maylandia_zebra
ENSNBRP00000021056	ENSNBRG00000016151	Neolamprologus_brichardi
ENSONIP00000000667	ENSONIG00000000522	Oreochromis_niloticus
ENSACIP00000006982	ENSACIG00000005482	Amphilophus_citrinellus
ENSHCOP00000013366	ENSHCOG00000016501	Hippocampus_comes
ENSPMGP00000018105	ENSPMGG00000014806	Periophthalmus_magnuspinnatus
ENSGMOP00000019691	ENSGMOG00000018298	Gadus_morhua
ENSHHUP00000079802	ENSHHUG00000046510	Hucho_hucho
ENSELUP00000029470	ENSELUG00000000203	Esox_lucius
ENSCHAP00000002726	ENSCHAG00000001839	Clupea_harengus
ENSDCDP00000013802	ENSDCDG00000009859	Denticeps_clupeoides
ENSAMXP00000012034	ENSAMXG00000011707	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039384	ENSAMXG00005018586	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016102	ENSPNAG00000022223	Pygocentrus_nattereri
ENSIPUP00000030436	ENSIPUG00000020556	Ictalurus_punctatus
ENSEEEP00000035975	ENSEEEG00000017113	Electrophorus_electricus
ENSDARP00000148805	ENSDARG00000102144	Danio_rerio
ENSPKIP00000013745	ENSPKIG00000001059	Paramormyrops_kingsleyae
ENSSFOP00015015360	ENSSFOG00015009906	Scleropages_formosus
ENSLOCP00000009764	ENSLOCG00000008027	Lepisosteus_oculatus
ENSECRP00000013957	ENSECRG00000009306	Erpetoichthys_calabaricus
ENSCMIP00000016177	ENSCMIG00000007830	Callorhinchus_milii
ENSPMAP00000000714	ENSPMAG00000000651	Petromyzon_marinus
ENSCINP00000008144	ENSCING00000003952	Ciona_intestinalis
ENSCSAVP00000006861	ENSCSAVG00000004091	Ciona_savignyi
FBpp0310348	FBgn0031485	Drosophila_melanogaster
F29B9.1.2	WBGene00017919	Caenorhabditis_elegans_strain_N2
YIL064W_mRNA	YIL064W	Saccharomyces_cerevisiae_strain_S288C
