ENSMAMP00000023570	ENSMAMG00000015830	Mastacembelus_armatus
ENSP00000487221	ENSG00000156504	Homo_sapiens
ENSMAUP00000002681	ENSMAUG00000002386	Mesocricetus_auratus
ENSVURP00010004062	ENSVURG00010003250	Vombatus_ursinus
ENSIPUP00000032570	ENSIPUG00000021883	Ictalurus_punctatus
ENSGGOP00000028642	ENSGGOG00000034987	Gorilla_gorilla
ENSSPAP00000030182	ENSSPAG00000022674	Stegastes_partitus
ENSCSAP00000004016	ENSCSAG00000007750	Chlorocebus_sabaeus
ENSUPAP00010025722	ENSUPAG00010020315	Urocitellus_parryii
ENSTBEP00000008575	ENSTBEG00000009908	Tupaia_belangeri
ENSLCOP00000002744	ENSLCOG00000002109	Lepidothrix_coronata
ENSLCOP00000002740	ENSLCOG00000002105	Lepidothrix_coronata
ENSCAPP00000000006	ENSCAPG00000000006	Cavia_aperea
ENSAMEP00000019870	ENSAMEG00000018812	Ailuropoda_melanoleuca
ENSCGRP00000011188	ENSCGRG00000008153	Cricetulus_griseus_CriGri_1.0
ENSXETP00000049701	ENSXETG00000020363	Xenopus_tropicalis
ENSMPUP00000012580	ENSMPUG00000012674	Mustela_putorius_furo
F46H5.2a.1	WBGene00018518	Caenorhabditis_elegans_strain_N2
ENSLAFP00000014171	ENSLAFG00000016903	Loxodonta_africana
ENSEEEP00000051943	ENSEEEG00000024372	Electrophorus_electricus
ENSCPRP00005011181	ENSCPRG00005007997	Crocodylus_porosus
ENSECAP00000016405	ENSECAG00000018643	Equus_caballus
ENSLCAP00010053236	ENSLCAG00010024746	Lates_calcarifer
ENSPSIP00000009417	ENSPSIG00000008501	Pelodiscus_sinensis
ENSSARP00000005341	ENSSARG00000005883	Sorex_araneus
ENSPTIP00000017900	ENSPTIG00000016191	Panthera_tigris_altaica
ENSUMAP00000027940	ENSUMAG00000020302	Ursus_maritimus
ENSNBRP00000027457	ENSNBRG00000020937	Neolamprologus_brichardi
ENSSCAP00000013722	ENSSCAG00000010149	Serinus_canaria
ENSOGAP00000005125	ENSOGAG00000005733	Otolemur_garnettii
ENSPCIP00000044235	ENSPCIG00000033825	Phascolarctos_cinereus
ENSAMXP00005005503	ENSAMXG00005003377	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEUP00000006944	ENSEEUG00000007655	Erinaceus_europaeus
ENSTGEP00000001961	ENSTGEG00000001725	Theropithecus_gelada
ENSSARP00000010865	ENSSARG00000012039	Sorex_araneus
ENSMSIP00000012390	ENSMSIG00000010786	Mus_spicilegus
ENSCGRP00015026614	ENSCGRG00015020096	Cricetulus_griseus_CriGri-PICR
ENSAOWP00000004914	ENSAOWG00000003403	Apteryx_owenii
ENSCCAP00000012705	ENSCCAG00000024121	Cebus_capucinus_imitator
ENSXETP00000049744	ENSXETG00000017716	Xenopus_tropicalis
ENSMALP00000015905	ENSMALG00000011137	Monopterus_albus
ENSPSMP00000037325	ENSPSMG00000025658	Prolemur_simus
ENSTTRP00000011944	ENSTTRG00000012587	Tursiops_truncatus
ENSAMEP00000001367	ENSAMEG00000001307	Ailuropoda_melanoleuca
ENSACLP00000034323	ENSACLG00000023255	Astatotilapia_calliptera
ENSPPAP00000002810	ENSPPAG00000012143	Pan_paniscus
MGP_SPRETEiJ_P0095215	MGP_SPRETEiJ_G0034230	Mus_spretus_strain_SPRET/EiJ
ENSPPAP00000020494	ENSPPAG00000033462	Pan_paniscus
ENSSFOP00015013500	ENSSFOG00015008676	Scleropages_formosus
ENSUMAP00000016480	ENSUMAG00000012121	Ursus_maritimus
ENSNVIP00000003755	ENSNVIG00000003005	Neovison_vison
ENSOCUP00000027553	ENSOCUG00000010038	Oryctolagus_cuniculus
ENSTSYP00000000929	ENSTSYG00000001004	Carlito_syrichta
ENSBMUP00000010812	ENSBMUG00000008319	Bos_mutus
ENSZALP00000017205	ENSZALG00000013941	Zonotrichia_albicollis
ENSZALP00000017206	ENSZALG00000013943	Zonotrichia_albicollis
ENSODEP00000025713	ENSODEG00000019013	Octodon_degus
ENSSDAP00000021811	ENSSDAG00000019844	Spermophilus_dauricus
ENSFALP00000004503	ENSFALG00000004324	Ficedula_albicollis
MGP_PahariEiJ_P0089093	MGP_PahariEiJ_G0031617	Mus_pahari_strain_PAHARI_EIJ
ENSPSIP00000009165	ENSPSIG00000008222	Pelodiscus_sinensis
ENSCGRP00015001420	ENSCGRG00015001212	Cricetulus_griseus_CriGri-PICR
ENSPCIP00000015303	ENSPCIG00000011905	Phascolarctos_cinereus
ENSPPAP00000016526	ENSPPAG00000031383	Pan_paniscus
ENSGALP00000009847	ENSGALG00000006108	Gallus_gallus
ENSAPLP00000013961	ENSAPLG00000014109	Anas_platyrhynchos_platyrhynchos
ENSFCAP00000057194	ENSFCAG00000024842	Felis_catus
ENSFDAP00000019951	ENSFDAG00000008798	Fukomys_damarensis
ENSEBUP00000019826	ENSEBUG00000012313	Eptatretus_burgeri	ENSEBUT00000020402
ENSMPUP00000018525	ENSMPUG00000018644	Mustela_putorius_furo
ENSSTOP00000019079	ENSSTOG00000022211	Ictidomys_tridecemlineatus
ENSPSMP00000017105	ENSPSMG00000012123	Prolemur_simus
ENSCAFP00020000437	ENSCAFG00020000474	Canis_lupus_dingo
ENSFALP00000004502	ENSFALG00000004318	Ficedula_albicollis
ENSSDUP00000017306	ENSSDUG00000012624	Seriola_dumerili
ENSNSUP00000022817	ENSNSUG00000016545	Notechis_scutatus
ENSORLP00000012482	ENSORLG00000009949	Oryzias_latipes_ASM223467v1
ENSP00000377807	ENSG00000187866	Homo_sapiens
ENSARWP00000023533	ENSARWG00000016052	Apteryx_rowi
ENSARWP00000023532	ENSARWG00000016049	Apteryx_rowi
ENSHCOP00000019100	ENSHCOG00000004185	Hippocampus_comes
ENSAPEP00000012500	ENSAPEG00000008900	Amphiprion_percula
ENSECAP00000002149	ENSECAG00000003116	Equus_caballus
ENSRBIP00000001709	ENSRBIG00000008705	Rhinopithecus_bieti
ENSCATP00000025174	ENSCATG00000036075	Cercocebus_atys
ENSPKIP00000003956	ENSPKIG00000021246	Paramormyrops_kingsleyae
ENSNPEP00000004799	ENSNPEG00000003660	Nothoprocta_perdicaria
ENSORLP00020018017	ENSORLG00020000685	Oryzias_latipes_ASM223471v1
ENSTGEP00000029340	ENSTGEG00000023604	Theropithecus_gelada
ENSVPAP00000008502	ENSVPAG00000009134	Vicugna_pacos
ENSVPAP00000008504	ENSVPAG00000009136	Vicugna_pacos
ENSCJPP00005020251	ENSCJPG00005016329	Coturnix_japonica
ENSCJPP00005020252	ENSCJPG00005016331	Coturnix_japonica
ENSCJAP00000072204	ENSCJAG00000004360	Callithrix_jacchus
ENSMPUP00000012596	ENSMPUG00000012690	Mustela_putorius_furo
ENSPMAP00000010011	ENSPMAG00000009093	Petromyzon_marinus	ENSPMAT00000010055
ENSMFAP00000034217	ENSMFAG00000003602	Macaca_fascicularis
ENSRNOP00000070925	ENSRNOG00000050146	Rattus_norvegicus
ENSDNVP00000024649	ENSDNVG00000017128	Dromaius_novaehollandiae
ENSCSAP00000004009	ENSCSAG00000007745	Chlorocebus_sabaeus
ENSSFOP00015019200	ENSSFOG00015012329	Scleropages_formosus
ENSPVAP00000015060	ENSPVAG00000015958	Pteropus_vampyrus
ENSBTAP00000071008	ENSBTAG00000001886	Bos_taurus
ENSPTIP00000018052	ENSPTIG00000016219	Panthera_tigris_altaica
ENSBBBP00000023397	ENSBBBG00000017969	Bison_bison_bison
ENSLCRP00005051308	ENSLCRG00005019314	Larimichthys_crocea
ENSPMGP00000004317	ENSPMGG00000003641	Periophthalmus_magnuspinnatus
ENSGAGP00000034615	ENSGAGG00000024603	Gopherus_agassizii
ENSCATP00000043255	ENSCATG00000044180	Cercocebus_atys
ENSCABP00000011376	ENSCABG00000008457	Chelonoidis_abingdonii
ENSPVAP00000011535	ENSPVAG00000012238	Pteropus_vampyrus
ENSUAMP00000016625	ENSUAMG00000013215	Ursus_americanus
ENSMLEP00000022499	ENSMLEG00000035448	Mandrillus_leucophaeus
ENSJJAP00000015152	ENSJJAG00000017388	Jaculus_jaculus
ENSLAFP00000014116	ENSLAFG00000016843	Loxodonta_africana
ENSCPGP00000013837	ENSCPGG00000009799	Calidris_pygmaea
ENSTGEP00000001795	ENSTGEG00000001552	Theropithecus_gelada
ENSMMMP00000004373	ENSMMMG00000003961	Marmota_marmota_marmota
ENSPCAP00000006559	ENSPCAG00000007061	Procavia_capensis
ENSRROP00000039484	ENSRROG00000043054	Rhinopithecus_roxellana
ENSOCUP00000011325	ENSOCUG00000013157	Oryctolagus_cuniculus
MGP_CAROLIEiJ_P0048417	MGP_CAROLIEiJ_G0022831	Mus_caroli_strain_CAROLI_EIJ
MGP_CAROLIEiJ_P0091459	MGP_CAROLIEiJ_G0033073	Mus_caroli_strain_CAROLI_EIJ
ENSSDAP00000013582	ENSSDAG00000012269	Spermophilus_dauricus
MGP_CAROLIEiJ_P0091453	MGP_CAROLIEiJ_G0033072	Mus_caroli_strain_CAROLI_EIJ
ENSCCNP00000033492	ENSCCNG00000031686	Castor_canadensis
ENSMUSP00000069112	ENSMUSG00000036022	Mus_musculus_strain_reference_(CL57BL6)
ENSPFOP00000000645	ENSPFOG00000000689	Poecilia_formosa
ENSCSEP00000026910	ENSCSEG00000017171	Cynoglossus_semilaevis
ENSTGUP00000003016	ENSTGUG00000002926	Taeniopygia_guttata
ENSAMXP00000045239	ENSAMXG00000031848	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGACP00000024628	ENSGACG00000018631	Gasterosteus_aculeatus
ENSPRNP00000017624	ENSPRNG00000009303	Parambassis_ranga
ENSSTOP00000005593	ENSSTOG00000006261	Ictidomys_tridecemlineatus
ENSAPLP00000032173	ENSAPLG00000029052	Anas_platyrhynchos_platyrhynchos
ENSOANP00000018517	ENSOANG00000011687	Ornithorhynchus_anatinus
ENSETEP00000012651	ENSETEG00000015603	Echinops_telfairi
ENSCGRP00000025539	ENSCGRG00000018519	Cricetulus_griseus_CriGri_1.0
ENSHHUP00000073106	ENSHHUG00000042915	Hucho_hucho
ENSXMAP00000017396	ENSXMAG00000017365	Xiphophorus_maculatus
ENSDNOP00000016394	ENSDNOG00000025266	Dasypus_novemcinctus
ENSRNOP00000068087	ENSRNOG00000051051	Rattus_norvegicus
ENSNGAP00000013217	ENSNGAG00000014864	Nannospalax_galili
ENSMVIP00005011276	ENSMVIG00005008259	Manacus_vitellinus
ENSCPUP00000021913	ENSCPUG00000014898	Calidris_pugnax
ENSDARP00000053025	ENSDARG00000036500	Danio_rerio
ENSDORP00000001080	ENSDORG00000001152	Dipodomys_ordii
ENSAHAP00000025743	ENSAHAG00000017951	Apteryx_haastii
ENSAHAP00000025744	ENSAHAG00000017953	Apteryx_haastii
ENSCPUP00000021916	ENSCPUG00000014901	Calidris_pugnax
FBpp0292074	FBgn0031895	Drosophila_melanogaster
ENSGWIP00000053815	ENSGWIG00000025818	Gouania_willdenowi
ENSCSAP00000018036	ENSCSAG00000018497	Chlorocebus_sabaeus
ENSUMAP00000016473	ENSUMAG00000012105	Ursus_maritimus
ENSSBOP00000011477	ENSSBOG00000022538	Saimiri_boliviensis_boliviensis
ENSCPOP00000020754	ENSCPOG00000003280	Cavia_porcellus
ENSFDAP00000014121	ENSFDAG00000001168	Fukomys_damarensis
ENSPCOP00000003701	ENSPCOG00000011040	Propithecus_coquereli
ENSCANP00000022345	ENSCANG00000034609	Colobus_angolensis_palliatus
ENSMOCP00000010579	ENSMOCG00000010809	Microtus_ochrogaster
ENSKMAP00000019763	ENSKMAG00000014691	Kryptolebias_marmoratus
ENSCANP00000033166	ENSCANG00000040242	Colobus_angolensis_palliatus
ENSDNOP00000010166	ENSDNOG00000013107	Dasypus_novemcinctus
ENSMMMP00000004335	ENSMMMG00000003877	Marmota_marmota_marmota
ENSCPRP00005011167	ENSCPRG00005007986	Crocodylus_porosus
ENSMGAP00000003020	ENSMGAG00000003324	Meleagris_gallopavo
ENSPEMP00000024607	ENSPEMG00000021284	Peromyscus_maniculatus_bairdii
ENSSHAP00000012634	ENSSHAG00000010813	Sarcophilus_harrisii
ENSACAP00000012584	ENSACAG00000012826	Anolis_carolinensis
ENSMODP00000056451	ENSMODG00000015195	Monodelphis_domestica
ENSMUNP00000014708	ENSMUNG00000011425	Melopsittacus_undulatus
ENSMUNP00000014709	ENSMUNG00000011426	Melopsittacus_undulatus
ENSMMUP00000008843	ENSMMUG00000060537	Macaca_mulatta
ENSFHEP00000014318	ENSFHEG00000015871	Fundulus_heteroclitus
ENSCPGP00000013780	ENSCPGG00000009756	Calidris_pygmaea
ENSFCAP00000044640	ENSFCAG00000046462	Felis_catus
ENSGALP00000009875	ENSGALG00000006127	Gallus_gallus
ENSVVUP00000018711	ENSVVUG00000013770	Vulpes_vulpes
ENSDCDP00000042740	ENSDCDG00000027470	Denticeps_clupeoides
ENSCPBP00000037549	ENSCPBG00000026008	Chrysemys_picta_bellii
ENSRBIP00000005083	ENSRBIG00000023028	Rhinopithecus_bieti
ENSCGRP00001018981	ENSCGRG00001018560	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015026663	ENSCGRG00015020184	Cricetulus_griseus_CriGri-PICR
ENSPANP00000037542	ENSPANG00000012504	Papio_anubis
ENSMMOP00000012706	ENSMMOG00000009766	Mola_mola
ENSNLEP00000039874	ENSNLEG00000032948	Nomascus_leucogenys
ENSNLEP00000002522	ENSNLEG00000002084	Nomascus_leucogenys
ENSPNAP00000014215	ENSPNAG00000020148	Pygocentrus_nattereri
ENSNPEP00000004807	ENSNPEG00000003669	Nothoprocta_perdicaria
ENSNVIP00000028080	ENSNVIG00000021693	Neovison_vison
ENSOANP00000018520	ENSOANG00000011688	Ornithorhynchus_anatinus
ENSMOCP00000012169	ENSMOCG00000012360	Microtus_ochrogaster
ENSCCAP00000006434	ENSCCAG00000020964	Cebus_capucinus_imitator
ENSCLAP00000001341	ENSCLAG00000001022	Chinchilla_lanigera
ENSTSYP00000002296	ENSTSYG00000002497	Carlito_syrichta
ENSSBOP00000032502	ENSSBOG00000032434	Saimiri_boliviensis_boliviensis
ENSPLAP00000000156	ENSPLAG00000000930	Poecilia_latipinna
ENSDNVP00000024658	ENSDNVG00000017133	Dromaius_novaehollandiae
ENSEASP00005010084	ENSEASG00005007159	Equus_asinus_asinus
ENSEASP00005010080	ENSEASG00005007147	Equus_asinus_asinus
ENSMICP00000045494	ENSMICG00000006564	Microcebus_murinus
ENSECAP00000053446	ENSECAG00000021939	Equus_caballus
MGP_PahariEiJ_P0021385	MGP_PahariEiJ_G0014324	Mus_pahari_strain_PAHARI_EIJ
ENSPCOP00000021632	ENSPCOG00000022849	Propithecus_coquereli
ENSMAUP00000000110	ENSMAUG00000000121	Mesocricetus_auratus
ENSGAFP00000001663	ENSGAFG00000001151	Gambusia_affinis
ENSJJAP00000004479	ENSJJAG00000009421	Jaculus_jaculus
ENSSLDP00000030639	ENSSLDG00000023595	Seriola_lalandi_dorsalis
ENSJHYP00000019811	ENSJHYG00000015054	Junco_hyemalis
ENSSMAP00000020285	ENSSMAG00000012441	Scophthalmus_maximus
ENSCPOP00000010086	ENSCPOG00000011218	Cavia_porcellus
ENSOCUP00000038002	ENSOCUG00000029737	Oryctolagus_cuniculus
ENSCABP00000011386	ENSCABG00000008473	Chelonoidis_abingdonii
ENSOARP00000012847	ENSOARG00000011981	Ovis_aries
ENSSHAP00000012969	ENSSHAG00000011094	Sarcophilus_harrisii
ENSCMIP00000023453	ENSCMIG00000010492	Callorhinchus_milii
ENSP00000359820	ENSG00000156500	Homo_sapiens
ENSTTRP00000005031	ENSTTRG00000005310	Tursiops_truncatus
ENSDNOP00000016663	ENSDNOG00000023644	Dasypus_novemcinctus
ENSPVIP00000027490	ENSPVIG00000020428	Pogona_vitticeps
ENSABRP00000013935	ENSABRG00000012373	Anser_brachyrhynchus
ENSHHUP00000041311	ENSHHUG00000025524	Hucho_hucho
ENSCCEP00000012539	ENSCCEG00000012088	Cyanistes_caeruleus
ENSAOCP00000000668	ENSAOCG00000003535	Amphiprion_ocellaris
ENSSTOP00000028833	ENSSTOG00000030218	Ictidomys_tridecemlineatus
ENSSARP00000007230	ENSSARG00000008001	Sorex_araneus
ENSBBBP00000028124	ENSBBBG00000006533	Bison_bison_bison
ENSMEUP00000005103	ENSMEUG00000005590	Notamacropus_eugenii
ENSMUGP00000011732	ENSMUGG00000010213	Meriones_unguiculatus
ENSTSYP00000020142	ENSTSYG00000005336	Carlito_syrichta
ENSPPRP00000009810	ENSPPRG00000004252	Panthera_pardus
ENSCJAP00000007878	ENSCJAG00000004313	Callithrix_jacchus
ENSTTRP00000008870	ENSTTRG00000009367	Tursiops_truncatus
ENSOMEP00000031008	ENSOMEG00000015613	Oryzias_melastigma
ENSPNYP00000000112	ENSPNYG00000000089	Pundamilia_nyererei
ENSTBEP00000009747	ENSTBEG00000011280	Tupaia_belangeri
ENSCAFP00000040981	ENSCAFG00000018882	Canis_lupus_familiaris
ENSCAFP00020000418	ENSCAFG00020000424	Canis_lupus_dingo
ENSPVAP00000015063	ENSPVAG00000015961	Pteropus_vampyrus
ENSOCUP00000002276	ENSOCUG00000002637	Oryctolagus_cuniculus
ENSPCAP00000001244	ENSPCAG00000001313	Procavia_capensis
ENSTGUP00000014978	ENSTGUG00000014605	Taeniopygia_guttata
ENSETEP00000012647	ENSETEG00000015600	Echinops_telfairi
ENSMFAP00000005039	ENSMFAG00000002198	Macaca_fascicularis
ENSLSDP00000007016	ENSLSDG00000005301	Lonchura_striata_domestica
ENSLSDP00000007010	ENSLSDG00000005295	Lonchura_striata_domestica
MGP_SPRETEiJ_P0050410	MGP_SPRETEiJ_G0023750	Mus_spretus_strain_SPRET/EiJ
ENSPPYP00000023215	ENSPPYG00000020737	Pongo_abelii
ENSPPYP00000023214	ENSPPYG00000020736	Pongo_abelii
ENSMVIP00005011260	ENSMVIG00005008252	Manacus_vitellinus
ENSMICP00000049530	ENSMICG00000043142	Microcebus_murinus
ENSMMUP00000077017	ENSMMUG00000016948	Macaca_mulatta
ENSCHAP00000020691	ENSCHAG00000010444	Clupea_harengus
ENSAMEP00000001395	ENSAMEG00000001311	Ailuropoda_melanoleuca
ENSSSCP00000030815	ENSSSCG00000030908	Sus_scrofa_strain_reference
ENSCVAP00000030453	ENSCVAG00000019021	Cyprinodon_variegatus
ENSMLUP00000020520	ENSMLUG00000029695	Myotis_lucifugus
ENSMZEP00005008215	ENSMZEG00005006253	Maylandia_zebra
ENSUAMP00000003869	ENSUAMG00000003573	Ursus_americanus
ENSNGAP00000017707	ENSNGAG00000018050	Nannospalax_galili
ENSMNEP00000027001	ENSMNEG00000036902	Macaca_nemestrina
ENSANAP00000001160	ENSANAG00000007879	Aotus_nancymaae
ENSUPAP00010025746	ENSUPAG00010020349	Urocitellus_parryii
ENSMFAP00000009646	ENSMFAG00000035257	Macaca_fascicularis
ENSNMEP00000023801	ENSNMEG00000020252	Numida_meleagris
ENSNMEP00000023803	ENSNMEG00000020255	Numida_meleagris
ENSMUSP00000097152	ENSMUSG00000074922	Mus_musculus_strain_reference_(CL57BL6)
ENSSSCP00000026018	ENSSSCG00000012685	Sus_scrofa_strain_reference
