ENSPCIP00000039977	ENSPCIG00000029265	Phascolarctos_cinereus	ENSPCIT00000049219
ENSVURP00010007973	ENSVURG00010006169	Vombatus_ursinus	ENSVURT00010009040
ENSMEUP00000009424	ENSMEUG00000010323	Notamacropus_eugenii	ENSMEUT00000010362
ENSSHAP00000013071	ENSSHAG00000011179	Sarcophilus_harrisii	ENSSHAT00000013177
ENSMODP00000037626	ENSMODG00000000947	Monodelphis_domestica	ENSMODT00000039226
ENSLAFP00000022399	ENSLAFG00000026123	Loxodonta_africana
ENSCHAP00000057149	ENSCHAG00000025832	Clupea_harengus
ENSAMXP00005049614	ENSAMXG00005022590	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000036475	ENSAMXG00000032953	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000034348	ENSPNAG00000023587	Pygocentrus_nattereri
ENSEEEP00000010992	ENSEEEG00000005567	Electrophorus_electricus
ENSIPUP00000023747	ENSIPUG00000016060	Ictalurus_punctatus
ENSDARP00000111123	ENSDARG00000090340	Danio_rerio
ENSMMOP00000004822	ENSMMOG00000003849	Mola_mola
ENSGACP00000022124	ENSGACG00000016760	Gasterosteus_aculeatus
ENSLCAP00010056012	ENSLCAG00010026136	Lates_calcarifer
ENSSMAP00000034776	ENSSMAG00000021261	Scophthalmus_maximus
ENSMAMP00000012992	ENSMAMG00000008819	Mastacembelus_armatus
ENSMALP00000003299	ENSMALG00000002428	Monopterus_albus
ENSHCOP00000016827	ENSHCOG00000020618	Hippocampus_comes
ENSCSEP00000032616	ENSCSEG00000020925	Cynoglossus_semilaevis
ENSTRUP00000057043	ENSTRUG00000021374	Takifugu_rubripes
ENSTNIP00000007297	ENSTNIG00000004645	Tetraodon_nigroviridis
ENSLBEP00000006594	ENSLBEG00000005089	Labrus_bergylta
ENSAOCP00000006970	ENSAOCG00000010664	Amphiprion_ocellaris
ENSAPEP00000001412	ENSAPEG00000001071	Amphiprion_percula
ENSAPOP00000021564	ENSAPOG00000002200	Acanthochromis_polyacanthus
ENSSPAP00000017654	ENSSPAG00000013337	Stegastes_partitus
ENSPRNP00000016059	ENSPRNG00000008564	Parambassis_ranga
ENSATEP00000012619	ENSATEG00000008825	Anabas_testudineus
ENSBSLP00000036724	ENSBSLG00000017950	Betta_splendens
ENSCGOP00000007398	ENSCGOG00000003781	Cottoperca_gobio
ENSLCRP00005029752	ENSLCRG00005011825	Larimichthys_crocea
ENSSLDP00000029793	ENSSLDG00000022976	Seriola_lalandi_dorsalis
ENSSDUP00000023335	ENSSDUG00000016973	Seriola_dumerili
ENSPFOP00000014515	ENSPFOG00000014493	Poecilia_formosa
ENSPLAP00000001682	ENSPLAG00000002782	Poecilia_latipinna
ENSPMEP00000029512	ENSPMEG00000015306	Poecilia_mexicana
ENSPREP00000009291	ENSPREG00000006332	Poecilia_reticulata
ENSXMAP00000012500	ENSXMAG00000012486	Xiphophorus_maculatus
ENSXCOP00000011209	ENSXCOG00000008481	Xiphophorus_couchianus
ENSGAFP00000005778	ENSGAFG00000003930	Gambusia_affinis
ENSFHEP00000001780	ENSFHEG00000002530	Fundulus_heteroclitus
ENSCVAP00000013271	ENSCVAG00000015735	Cyprinodon_variegatus
ENSKMAP00000009768	ENSKMAG00000007343	Kryptolebias_marmoratus
ENSORLP00000011070	ENSORLG00000008818	Oryzias_latipes_ASM223467v1
ENSORLP00020011845	ENSORLG00020012793	Oryzias_latipes_ASM223471v1
ENSORLP00015029185	ENSORLG00015012172	Oryzias_latipes_ASM223469v1
ENSOMEP00000035217	ENSOMEG00000022330	Oryzias_melastigma
ENSMZEP00005015674	ENSMZEG00005011768	Maylandia_zebra
ENSACLP00000001111	ENSACLG00000000806	Astatotilapia_calliptera
ENSPNYP00000019438	ENSPNYG00000014697	Pundamilia_nyererei
ENSHBUP00000032821	ENSHBUG00000019360	Haplochromis_burtoni
ENSNBRP00000010874	ENSNBRG00000008468	Neolamprologus_brichardi
ENSACIP00000019660	ENSACIG00000015290	Amphilophus_citrinellus
ENSPMGP00000020313	ENSPMGG00000016447	Periophthalmus_magnuspinnatus
ENSGWIP00000005549	ENSGWIG00000003055	Gouania_willdenowi
ENSGMOP00000006570	ENSGMOG00000006203	Gadus_morhua
ENSELUP00000037263	ENSELUG00000016879	Esox_lucius
ENSHHUP00000065974	ENSHHUG00000038925	Hucho_hucho
ENSGWIP00000024864	ENSGWIG00000013158	Gouania_willdenowi
ENSPRNP00000012054	ENSPRNG00000006736	Parambassis_ranga
ENSMZEP00005011044	ENSMZEG00005008298	Maylandia_zebra
ENSHBUP00000020320	ENSHBUG00000022576	Haplochromis_burtoni
ENSACLP00000013279	ENSACLG00000009111	Astatotilapia_calliptera
ENSPNYP00000025674	ENSPNYG00000019378	Pundamilia_nyererei
ENSNBRP00000009497	ENSNBRG00000007403	Neolamprologus_brichardi
ENSACIP00000007560	ENSACIG00000005926	Amphilophus_citrinellus
ENSORLP00000015695	ENSORLG00000012538	Oryzias_latipes_ASM223467v1
ENSORLP00020010562	ENSORLG00020011464	Oryzias_latipes_ASM223471v1
ENSORLP00015021219	ENSORLG00015022433	Oryzias_latipes_ASM223469v1
ENSOMEP00000018066	ENSOMEG00000019759	Oryzias_melastigma
ENSKMAP00000011222	ENSKMAG00000008438	Kryptolebias_marmoratus
ENSAOCP00000025771	ENSAOCG00000013566	Amphiprion_ocellaris
ENSAPEP00000019911	ENSAPEG00000014207	Amphiprion_percula
ENSAPOP00000004098	ENSAPOG00000005687	Acanthochromis_polyacanthus
ENSSPAP00000015362	ENSSPAG00000011582	Stegastes_partitus
ENSMAMP00000005202	ENSMAMG00000003491	Mastacembelus_armatus
ENSMALP00000027335	ENSMALG00000018968	Monopterus_albus
ENSATEP00000005650	ENSATEG00000004000	Anabas_testudineus
ENSBSLP00000011713	ENSBSLG00000006060	Betta_splendens
ENSLCRP00005035604	ENSLCRG00005013909	Larimichthys_crocea
ENSCGOP00000037064	ENSCGOG00000017107	Cottoperca_gobio
ENSMMOP00000016279	ENSMMOG00000012426	Mola_mola
ENSLBEP00000003352	ENSLBEG00000002587	Labrus_bergylta
ENSSMAP00000014468	ENSSMAG00000008856	Scophthalmus_maximus
ENSCSEP00000028181	ENSCSEG00000018007	Cynoglossus_semilaevis
ENSSDUP00000021611	ENSSDUG00000015727	Seriola_dumerili
ENSSLDP00000022413	ENSSLDG00000017493	Seriola_lalandi_dorsalis
ENSPFOP00000017332	ENSPFOG00000017268	Poecilia_formosa
ENSPLAP00000031675	ENSPLAG00000023785	Poecilia_latipinna
ENSPREP00000023980	ENSPREG00000016191	Poecilia_reticulata
ENSPMEP00000000682	ENSPMEG00000001504	Poecilia_mexicana
ENSGAFP00000009245	ENSGAFG00000006297	Gambusia_affinis
ENSXCOP00000024112	ENSXCOG00000017996	Xiphophorus_couchianus
ENSXMAP00000038711	ENSXMAG00000021557	Xiphophorus_maculatus
ENSFHEP00000014341	ENSFHEG00000000801	Fundulus_heteroclitus
ENSCVAP00000027994	ENSCVAG00000014784	Cyprinodon_variegatus
ENSLCAP00010003268	ENSLCAG00010001706	Lates_calcarifer
ENSPMGP00000008490	ENSPMGG00000007027	Periophthalmus_magnuspinnatus
ENSTNIP00000014554	ENSTNIG00000011604	Tetraodon_nigroviridis
ENSTRUP00000030102	ENSTRUG00000011906	Takifugu_rubripes
ENSHCOP00000025250	ENSHCOG00000015267	Hippocampus_comes
ENSGMOP00000010639	ENSGMOG00000009951	Gadus_morhua
ENSELUP00000035540	ENSELUG00000014556	Esox_lucius
ENSAMXP00000034339	ENSAMXG00000038328	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005032256	ENSAMXG00005015733	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025811	ENSPNAG00000011068	Pygocentrus_nattereri
ENSIPUP00000007936	ENSIPUG00000005458	Ictalurus_punctatus
ENSEEEP00000039146	ENSEEEG00000018597	Electrophorus_electricus
ENSDARP00000085941	ENSDARG00000062929	Danio_rerio
ENSDCDP00000003044	ENSDCDG00000001559	Denticeps_clupeoides
ENSDCDP00000012479	ENSDCDG00000007685	Denticeps_clupeoides
ENSSFOP00015037189	ENSSFOG00015023665	Scleropages_formosus
ENSPKIP00000040709	ENSPKIG00000017566	Paramormyrops_kingsleyae
ENSLOCP00000007033	ENSLOCG00000005822	Lepisosteus_oculatus
ENSECRP00000014543	ENSECRG00000009708	Erpetoichthys_calabaricus
ENSCMIP00000017722	ENSCMIG00000008421	Callorhinchus_milii
ENSPMAP00000002135	ENSPMAG00000001954	Petromyzon_marinus
ENSEBUP00000019437	ENSEBUG00000012082	Eptatretus_burgeri
ENSEBUP00000026568	ENSEBUG00000016357	Eptatretus_burgeri
