FBpp0078362	FBgn0046222	Drosophila_melanogaster
MGP_CAROLIEiJ_P0046222	MGP_CAROLIEiJ_G0022067	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038825	MGP_PahariEiJ_G0018801	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017075	ENSRNOG00000011382	Rattus_norvegicus
ENSMUGP00000013145	ENSMUGG00000011401	Meriones_unguiculatus
ENSMUGP00000012925	ENSMUGG00000011187	Meriones_unguiculatus
ENSMSIP00000038257	ENSMSIG00000031889	Mus_spicilegus
ENSMOCP00000005349	ENSMOCG00000004814	Microtus_ochrogaster
ENSPEMP00000012929	ENSPEMG00000013103	Peromyscus_maniculatus_bairdii
ENSCGRP00001018898	ENSCGRG00001018500	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015031518	ENSCGRG00015023786	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021342	ENSCGRG00000015492	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025862	ENSMAUG00000022246	Mesocricetus_auratus
ENSNGAP00000026218	ENSNGAG00000023927	Nannospalax_galili
ENSJJAP00000010487	ENSJJAG00000014055	Jaculus_jaculus
ENSJJAP00000002684	ENSJJAG00000004864	Jaculus_jaculus
ENSHGLP00000014976	ENSHGLG00000010717	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024869	ENSHGLG00100018258	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013260	ENSFDAG00000020587	Fukomys_damarensis
ENSCPOP00000012418	ENSCPOG00000013783	Cavia_porcellus
ENSODEP00000007755	ENSODEG00000005785	Octodon_degus
ENSCLAP00000007393	ENSCLAG00000005199	Chinchilla_lanigera
ENSSDAP00000018349	ENSSDAG00000016758	Spermophilus_dauricus
ENSSTOP00000004966	ENSSTOG00000005531	Ictidomys_tridecemlineatus
ENSUPAP00010007350	ENSUPAG00010005880	Urocitellus_parryii
ENSMMMP00000023637	ENSMMMG00000020688	Marmota_marmota_marmota
ENSOCUP00000009792	ENSOCUG00000011375	Oryctolagus_cuniculus
ENSOPRP00000011769	ENSOPRG00000012862	Ochotona_princeps
ENSHGLP00000008556	ENSHGLG00000006171	Heterocephalus_glaber_HetGla_female_1.0
ENSANAP00000033798	ENSANAG00000034558	Aotus_nancymaae
ENSP00000325377	ENSG00000136709	Homo_sapiens
ENSGGOP00000004663	ENSGGOG00000004756	Gorilla_gorilla
ENSPTRP00000021298	ENSPTRG00000012435	Pan_troglodytes
ENSPPAP00000005325	ENSPPAG00000022001	Pan_paniscus
ENSPPYP00000014237	ENSPPYG00000012760	Pongo_abelii
ENSNLEP00000023659	ENSNLEG00000015749	Nomascus_leucogenys
ENSCATP00000008736	ENSCATG00000026129	Cercocebus_atys
ENSTGEP00000036374	ENSTGEG00000028948	Theropithecus_gelada
ENSPANP00000007415	ENSPANG00000010541	Papio_anubis
ENSMLEP00000026359	ENSMLEG00000037321	Mandrillus_leucophaeus
ENSCSAP00000012909	ENSCSAG00000016859	Chlorocebus_sabaeus
ENSMFAP00000010062	ENSMFAG00000005367	Macaca_fascicularis
ENSMNEP00000030159	ENSMNEG00000038503	Macaca_nemestrina
ENSRROP00000021910	ENSRROG00000034845	Rhinopithecus_roxellana
ENSRBIP00000034804	ENSRBIG00000041069	Rhinopithecus_bieti
ENSCANP00000020841	ENSCANG00000033800	Colobus_angolensis_palliatus
ENSPTEP00000020598	ENSPTEG00000021810	Piliocolobus_tephrosceles
ENSMMUP00000061701	ENSMMUG00000019277	Macaca_mulatta
ENSCCAP00000027596	ENSCCAG00000031522	Cebus_capucinus_imitator
ENSSBOP00000029369	ENSSBOG00000030950	Saimiri_boliviensis_boliviensis
ENSCJAP00000019774	ENSCJAG00000010706	Callithrix_jacchus
ENSANAP00000021194	ENSANAG00000028337	Aotus_nancymaae
ENSTSYP00000008804	ENSTSYG00000009593	Carlito_syrichta
ENSMICP00000028374	ENSMICG00000031042	Microcebus_murinus
ENSPSMP00000002597	ENSPSMG00000002049	Prolemur_simus
ENSPCOP00000021669	ENSPCOG00000022859	Propithecus_coquereli
ENSOGAP00000013327	ENSOGAG00000014877	Otolemur_garnettii
ENSCAPP00000001516	ENSCAPG00000002971	Cavia_aperea
ENSMMUP00000075060	ENSMMUG00000059369	Macaca_mulatta
ENSTBEP00000007303	ENSTBEG00000008409	Tupaia_belangeri
ENSCHOP00000010744	ENSCHOG00000012141	Choloepus_hoffmanni
ENSDNOP00000005344	ENSDNOG00000006892	Dasypus_novemcinctus
ENSLAFP00000009823	ENSLAFG00000011749	Loxodonta_africana
ENSPCAP00000006481	ENSPCAG00000006840	Procavia_capensis
ENSETEP00000007436	ENSETEG00000009160	Echinops_telfairi
ENSOANP00000014266	ENSOANG00000008958	Ornithorhynchus_anatinus
ENSLACP00000019634	ENSLACG00000017266	Latimeria_chalumnae
ENSLOCP00000011130	ENSLOCG00000009122	Lepisosteus_oculatus
ENSSFOP00015038043	ENSSFOG00015024206	Scleropages_formosus
ENSECRP00000024071	ENSECRG00000016304	Erpetoichthys_calabaricus
ENSAMXP00000038790	ENSAMXG00000019144	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013068	ENSAMXG00005007020	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005637	ENSPNAG00000002007	Pygocentrus_nattereri
ENSEEEP00000023013	ENSEEEG00000011175	Electrophorus_electricus
ENSIPUP00000017988	ENSIPUG00000012209	Ictalurus_punctatus
ENSCHAP00000035194	ENSCHAG00000016723	Clupea_harengus
ENSHHUP00000084745	ENSHHUG00000049055	Hucho_hucho
ENSELUP00000017149	ENSELUG00000016900	Esox_lucius
ENSPMGP00000002872	ENSPMGG00000002514	Periophthalmus_magnuspinnatus
ENSPFOP00000011809	ENSPFOG00000011785	Poecilia_formosa
ENSPLAP00000019338	ENSPLAG00000001423	Poecilia_latipinna
ENSPMEP00000003615	ENSPMEG00000004789	Poecilia_mexicana
ENSPREP00000001646	ENSPREG00000001184	Poecilia_reticulata
ENSGAFP00000028025	ENSGAFG00000018946	Gambusia_affinis
ENSXMAP00000004198	ENSXMAG00000004188	Xiphophorus_maculatus
ENSFHEP00000031824	ENSFHEG00000018043	Fundulus_heteroclitus
ENSCVAP00000014623	ENSCVAG00000017372	Cyprinodon_variegatus
ENSORLP00020031452	ENSORLG00020016505	Oryzias_latipes_ASM223471v1
ENSORLP00000008960	ENSORLG00000007142	Oryzias_latipes_ASM223467v1
ENSOMEP00000001270	ENSOMEG00000002158	Oryzias_melastigma
ENSPRNP00000024495	ENSPRNG00000012482	Parambassis_ranga
ENSCSEP00000023155	ENSCSEG00000014770	Cynoglossus_semilaevis
ENSATEP00000006471	ENSATEG00000004574	Anabas_testudineus
ENSBSLP00000045687	ENSBSLG00000021751	Betta_splendens
ENSMALP00000013541	ENSMALG00000009574	Monopterus_albus
ENSSDUP00000008254	ENSSDUG00000006059	Seriola_dumerili
ENSLCAP00010010395	ENSLCAG00010004956	Lates_calcarifer
ENSLBEP00000002325	ENSLBEG00000001835	Labrus_bergylta
ENSGACP00000002060	ENSGACG00000001571	Gasterosteus_aculeatus
ENSLCRP00005025196	ENSLCRG00005010067	Larimichthys_crocea
ENSAPOP00000006752	ENSAPOG00000008605	Acanthochromis_polyacanthus
ENSAOCP00000007989	ENSAOCG00000011914	Amphiprion_ocellaris
ENSACLP00000025297	ENSACLG00000017215	Astatotilapia_calliptera
ENSMZEP00005029262	ENSMZEG00005021822	Maylandia_zebra
ENSPNYP00000015746	ENSPNYG00000011942	Pundamilia_nyererei
ENSHBUP00000026979	ENSHBUG00000009919	Haplochromis_burtoni
ENSNBRP00000022028	ENSNBRG00000016897	Neolamprologus_brichardi
ENSONIP00000017668	ENSONIG00000014056	Oreochromis_niloticus
ENSTRUP00000052051	ENSTRUG00000009821	Takifugu_rubripes
ENSTNIP00000007575	ENSTNIG00000004911	Tetraodon_nigroviridis
ENSHCOP00000010285	ENSHCOG00000012860	Hippocampus_comes
ENSGWIP00000006844	ENSGWIG00000004005	Gouania_willdenowi
ENSGMOP00000019851	ENSGMOG00000018411	Gadus_morhua
ENSDCDP00000029994	ENSDCDG00000021162	Denticeps_clupeoides
ENSDCDP00000030294	ENSDCDG00000021338	Denticeps_clupeoides
ENSMMOP00000023665	ENSMMOG00000018014	Mola_mola
ENSMMOP00000023668	ENSMMOG00000018017	Mola_mola
ENSXCOP00000026765	ENSXCOG00000019993	Xiphophorus_couchianus
ENSPLAP00000014740	ENSPLAG00000018540	Poecilia_latipinna
ENSFHEP00000023358	ENSFHEG00000004325	Fundulus_heteroclitus
ENSKMAP00000001637	ENSKMAG00000001279	Kryptolebias_marmoratus
ENSAPEP00000001713	ENSAPEG00000001283	Amphiprion_percula
ENSORLP00015012850	ENSORLG00015013767	Oryzias_latipes_ASM223469v1
ENSLBEP00000028275	ENSLBEG00000021440	Labrus_bergylta
ENSPKIP00000031736	ENSPKIG00000012104	Paramormyrops_kingsleyae
ENSDARP00000127258	ENSDARG00000018272	Danio_rerio
ENSTNIP00000004557	ENSTNIG00000002122	Tetraodon_nigroviridis
ENSSFOP00015038042	ENSSFOG00015024205	Scleropages_formosus
ENSPMAP00000006594	ENSPMAG00000005969	Petromyzon_marinus
ENSEBUP00000026569	ENSEBUG00000016356	Eptatretus_burgeri
ENSCSAVP00000004966	ENSCSAVG00000002959	Ciona_savignyi	ENSCSAVT00000005036
ENSCINP00000013797	ENSCING00000006722	Ciona_intestinalis	ENSCINT00000013797
YNL317W_mRNA	YNL317W	Saccharomyces_cerevisiae_strain_S288C
