ENSABRP00000024984	ENSABRG00000020976	Anser_brachyrhynchus	ENSABRT00000035036
ENSAPLP00000018808	ENSAPLG00000017315	Anas_platyrhynchos_platyrhynchos
ENSTSYP00000021879	ENSTSYG00000026073	Carlito_syrichta
ENSTSYP00000026381	ENSTSYG00000027776	Carlito_syrichta
ENSPTEP00000002284	ENSPTEG00000002688	Piliocolobus_tephrosceles
ENSBMUP00000007041	ENSBMUG00000005585	Bos_mutus
ENSOARP00000008741	ENSOARG00000008150	Ovis_aries
ENSVVUP00000035677	ENSVVUG00000025658	Vulpes_vulpes
ENSCAFP00000048982	ENSCAFG00000018415	Canis_lupus_familiaris
ENSDNOP00000007571	ENSDNOG00000009780	Dasypus_novemcinctus
ENSXETP00000037064	ENSXETG00000013107	Xenopus_tropicalis
ENSPKIP00000038047	ENSPKIG00000016000	Paramormyrops_kingsleyae
ENSSFOP00015027684	ENSSFOG00015017776	Scleropages_formosus
ENSCHAP00000020737	ENSCHAG00000010460	Clupea_harengus
ENSDCDP00000048884	ENSDCDG00000030146	Denticeps_clupeoides
ENSAMXP00000047024	ENSAMXG00000042570	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005025378	ENSAMXG00005012870	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000024202	ENSEEEG00000011736	Electrophorus_electricus
ENSIPUP00000032430	ENSIPUG00000021802	Ictalurus_punctatus
ENSPRNP00000028516	ENSPRNG00000014206	Parambassis_ranga
ENSPRNP00000028514	ENSPRNG00000014205	Parambassis_ranga
ENSORLP00015026069	ENSORLG00015007530	Oryzias_latipes_ASM223469v1
ENSORLP00000036840	ENSORLG00000028512	Oryzias_latipes_ASM223467v1
ENSORLP00020033195	ENSORLG00020000572	Oryzias_latipes_ASM223471v1
ENSOMEP00000024630	ENSOMEG00000005378	Oryzias_melastigma
ENSXCOP00000000428	ENSXCOG00000000378	Xiphophorus_couchianus
ENSXMAP00000028306	ENSXMAG00000025129	Xiphophorus_maculatus
ENSGAFP00000029609	ENSGAFG00000019966	Gambusia_affinis
ENSPLAP00000001553	ENSPLAG00000002635	Poecilia_latipinna
ENSCVAP00000018966	ENSCVAG00000022284	Cyprinodon_variegatus
ENSKMAP00000011170	ENSKMAG00000008388	Kryptolebias_marmoratus
ENSAOCP00000010438	ENSAOCG00000014679	Amphiprion_ocellaris
ENSAOCP00000008999	ENSAOCG00000013076	Amphiprion_ocellaris
ENSAPEP00000033959	ENSAPEG00000024130	Amphiprion_percula
ENSAPOP00000014247	ENSAPOG00000017109	Acanthochromis_polyacanthus
ENSSPAP00000011654	ENSSPAG00000008857	Stegastes_partitus
ENSMMOP00000027908	ENSMMOG00000021098	Mola_mola
ENSTRUP00000051836	ENSTRUG00000022605	Takifugu_rubripes
ENSSMAP00000000371	ENSSMAG00000000238	Scophthalmus_maximus
ENSCSEP00000014169	ENSCSEG00000009116	Cynoglossus_semilaevis
ENSSDUP00000003541	ENSSDUG00000002687	Seriola_dumerili
ENSSLDP00000023972	ENSSLDG00000018693	Seriola_lalandi_dorsalis
ENSLCRP00005024481	ENSLCRG00005009819	Larimichthys_crocea
ENSMZEP00005031305	ENSMZEG00005023334	Maylandia_zebra
ENSACLP00000013025	ENSACLG00000008897	Astatotilapia_calliptera
ENSPNYP00000014809	ENSPNYG00000011244	Pundamilia_nyererei
ENSHBUP00000021134	ENSHBUG00000023410	Haplochromis_burtoni
ENSNBRP00000007049	ENSNBRG00000005530	Neolamprologus_brichardi
ENSACIP00000021562	ENSACIG00000016734	Amphilophus_citrinellus
ENSLBEP00000026788	ENSLBEG00000020361	Labrus_bergylta
ENSGWIP00000013969	ENSGWIG00000007912	Gouania_willdenowi
ENSATEP00000033731	ENSATEG00000023224	Anabas_testudineus
ENSBSLP00000017415	ENSBSLG00000009176	Betta_splendens
ENSMAMP00000018898	ENSMAMG00000012737	Mastacembelus_armatus
ENSPMGP00000008461	ENSPMGG00000007001	Periophthalmus_magnuspinnatus
ENSLOCP00000008382	ENSLOCG00000006931	Lepisosteus_oculatus
ENSCMIP00000048588	ENSCMIG00000019856	Callorhinchus_milii
ENSEBUP00000027362	ENSEBUG00000016767	Eptatretus_burgeri
