ENSSPUP00000001625	ENSSPUG00000001268	Sphenodon_punctatus
ENSFHEP00000029082	ENSFHEG00000013617	Fundulus_heteroclitus
ENSCVAP00000032047	ENSCVAG00000021798	Cyprinodon_variegatus
ENSXMAP00000017343	ENSXMAG00000017312	Xiphophorus_maculatus
ENSXCOP00000027766	ENSXCOG00000020702	Xiphophorus_couchianus
ENSGAFP00000004645	ENSGAFG00000003156	Gambusia_affinis
ENSPFOP00000009706	ENSPFOG00000009454	Poecilia_formosa
ENSPLAP00000015079	ENSPLAG00000018935	Poecilia_latipinna
ENSPMEP00000027652	ENSPMEG00000012247	Poecilia_mexicana
ENSPREP00000023225	ENSPREG00000015671	Poecilia_reticulata
ENSKMAP00000027274	ENSKMAG00000020223	Kryptolebias_marmoratus
ENSORLP00000027091	ENSORLG00000022866	Oryzias_latipes_ASM223467v1
ENSMZEP00005013390	ENSMZEG00005010061	Maylandia_zebra
ENSACLP00000023697	ENSACLG00000016098	Astatotilapia_calliptera
ENSPNYP00000018912	ENSPNYG00000014273	Pundamilia_nyererei
ENSHBUP00000026983	ENSHBUG00000009946	Haplochromis_burtoni
ENSNBRP00000011359	ENSNBRG00000008831	Neolamprologus_brichardi
ENSONIP00000001829	ENSONIG00000001455	Oreochromis_niloticus
ENSMMOP00000015295	ENSMMOG00000011667	Mola_mola
ENSTNIP00000005503	ENSTNIG00000002935	Tetraodon_nigroviridis
ENSLCRP00005047182	ENSLCRG00005017884	Larimichthys_crocea
ENSMALP00000022116	ENSMALG00000015442	Monopterus_albus
ENSMAMP00000025364	ENSMAMG00000017012	Mastacembelus_armatus
ENSATEP00000025416	ENSATEG00000017604	Anabas_testudineus
ENSBSLP00000037548	ENSBSLG00000018312	Betta_splendens
ENSSDUP00000019698	ENSSDUG00000014350	Seriola_dumerili
ENSSLDP00000029571	ENSSLDG00000022799	Seriola_lalandi_dorsalis
ENSLCAP00010024990	ENSLCAG00010011702	Lates_calcarifer
ENSCSEP00000031843	ENSCSEG00000020409	Cynoglossus_semilaevis
ENSCSEP00000011648	ENSCSEG00000007500	Cynoglossus_semilaevis
ENSGWIP00000022460	ENSGWIG00000012035	Gouania_willdenowi
ENSPMGP00000001627	ENSPMGG00000001441	Periophthalmus_magnuspinnatus
ENSGMOP00000020005	ENSGMOG00000018606	Gadus_morhua
ENSHHUP00000036485	ENSHHUG00000022908	Hucho_hucho
ENSHHUP00000036483	ENSHHUG00000022907	Hucho_hucho
ENSHHUP00000043413	ENSHHUG00000026652	Hucho_hucho
ENSCHAP00000024909	ENSCHAG00000012202	Clupea_harengus	ENSCHAT00000027080
ENSDCDP00000044392	ENSDCDG00000028227	Denticeps_clupeoides	ENSDCDT00000055652
ENSAMXP00005027847	ENSAMXG00005013917	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000002002	ENSAMXG00000001957	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001628	ENSPNAG00000008271	Pygocentrus_nattereri
ENSIPUP00000005142	ENSIPUG00000003541	Ictalurus_punctatus
ENSEEEP00000032106	ENSEEEG00000015314	Electrophorus_electricus
ENSTRUP00000004953	ENSTRUG00000002156	Takifugu_rubripes
ENSTNIP00000022984	ENSTNIG00000019734	Tetraodon_nigroviridis
ENSGWIP00000008498	ENSGWIG00000005037	Gouania_willdenowi
ENSCSEP00000024151	ENSCSEG00000015405	Cynoglossus_semilaevis
ENSMALP00000012662	ENSMALG00000008975	Monopterus_albus
ENSMAMP00000000470	ENSMAMG00000000317	Mastacembelus_armatus
ENSBSLP00000023305	ENSBSLG00000011785	Betta_splendens
ENSLCAP00010015760	ENSLCAG00010007494	Lates_calcarifer
ENSSMAP00000034065	ENSSMAG00000020838	Scophthalmus_maximus
ENSAPEP00000012715	ENSAPEG00000009019	Amphiprion_percula
ENSAOCP00000022463	ENSAOCG00000007964	Amphiprion_ocellaris
ENSAPOP00000007970	ENSAPOG00000010032	Acanthochromis_polyacanthus
ENSSPAP00000006665	ENSSPAG00000005122	Stegastes_partitus
ENSACIP00000005025	ENSACIG00000003947	Amphilophus_citrinellus
ENSORLP00015023632	ENSORLG00015003712	Oryzias_latipes_ASM223469v1
ENSORLP00020012508	ENSORLG00020000358	Oryzias_latipes_ASM223471v1
ENSORLP00000010143	ENSORLG00000008080	Oryzias_latipes_ASM223467v1
ENSKMAP00000001364	ENSKMAG00000001043	Kryptolebias_marmoratus
ENSLCRP00005037271	ENSLCRG00005014505	Larimichthys_crocea
ENSMMOP00000015574	ENSMMOG00000011878	Mola_mola
ENSCGOP00000036612	ENSCGOG00000016904	Cottoperca_gobio
ENSCGOP00000036657	ENSCGOG00000016930	Cottoperca_gobio
ENSNBRP00000002435	ENSNBRG00000001964	Neolamprologus_brichardi
ENSGMOP00000014721	ENSGMOG00000013590	Gadus_morhua
ENSHHUP00000034703	ENSHHUG00000021802	Hucho_hucho
ENSHHUP00000038055	ENSHHUG00000023767	Hucho_hucho
ENSELUP00000013603	ENSELUG00000013686	Esox_lucius
ENSCHAP00000024675	ENSCHAG00000012036	Clupea_harengus
ENSDCDP00000053196	ENSDCDG00000031953	Denticeps_clupeoides
ENSAMXP00005038169	ENSAMXG00005018119	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051792	ENSAMXG00000014662	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000037315	ENSPNAG00000005321	Pygocentrus_nattereri
ENSEEEP00000046774	ENSEEEG00000022027	Electrophorus_electricus
ENSDARP00000100059	ENSDARG00000078557	Danio_rerio
ENSPKIP00000014039	ENSPKIG00000001225	Paramormyrops_kingsleyae
ENSSFOP00015017241	ENSSFOG00015011084	Scleropages_formosus
ENSLOCP00000010679	ENSLOCG00000008768	Lepisosteus_oculatus
