ENSMEUP00000004866	ENSMEUG00000005324	Notamacropus_eugenii
ENSPFOP00000003591	ENSPFOG00000003600	Poecilia_formosa
ENSPLAP00000021266	ENSPLAG00000004878	Poecilia_latipinna
ENSPREP00000018126	ENSPREG00000012274	Poecilia_reticulata
ENSPMEP00000005407	ENSPMEG00000006796	Poecilia_mexicana
ENSFHEP00000001099	ENSFHEG00000002033	Fundulus_heteroclitus
ENSCVAP00000010207	ENSCVAG00000012309	Cyprinodon_variegatus
ENSKMAP00000021677	ENSKMAG00000016108	Kryptolebias_marmoratus
ENSORLP00020035409	ENSORLG00020000669	Oryzias_latipes_ASM223471v1
ENSORLP00000022911	ENSORLG00000018295	Oryzias_latipes_ASM223467v1
ENSOMEP00000003923	ENSOMEG00000004851	Oryzias_melastigma
ENSMZEP00005012082	ENSMZEG00005009082	Maylandia_zebra
ENSACLP00000028316	ENSACLG00000019216	Astatotilapia_calliptera
ENSPNYP00000009315	ENSPNYG00000007065	Pundamilia_nyererei
ENSHBUP00000006161	ENSHBUG00000007566	Haplochromis_burtoni
ENSNBRP00000000699	ENSNBRG00000000626	Neolamprologus_brichardi
ENSONIP00000014613	ENSONIG00000011604	Oreochromis_niloticus
ENSACIP00000020648	ENSACIG00000016030	Amphilophus_citrinellus
ENSAPEP00000019685	ENSAPEG00000014042	Amphiprion_percula
ENSAOCP00000017605	ENSAOCG00000022707	Amphiprion_ocellaris
ENSAPOP00000016587	ENSAPOG00000020190	Acanthochromis_polyacanthus
ENSSPAP00000011330	ENSSPAG00000008609	Stegastes_partitus
ENSPRNP00000029701	ENSPRNG00000014799	Parambassis_ranga
ENSPMGP00000029063	ENSPMGG00000023396	Periophthalmus_magnuspinnatus
ENSPMGP00000021631	ENSPMGG00000017505	Periophthalmus_magnuspinnatus
ENSGMOP00000016681	ENSGMOG00000015564	Gadus_morhua
ENSHHUP00000019400	ENSHHUG00000012059	Hucho_hucho
ENSHHUP00000064075	ENSHHUG00000037732	Hucho_hucho
ENSELUP00000019181	ENSELUG00000018611	Esox_lucius
ENSAMXP00000050958	ENSAMXG00000036130	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000042483
ENSAMXP00005017419	ENSAMXG00005009086	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019152	ENSPNAG00000025687	Pygocentrus_nattereri	ENSPNAT00000028801
ENSIPUP00000006355	ENSIPUG00000004411	Ictalurus_punctatus	ENSIPUT00000006639
ENSEEEP00000006172	ENSEEEG00000003291	Electrophorus_electricus	ENSEEET00000006261
ENSDARP00000090716	ENSDARG00000043781	Danio_rerio
ENSDCDP00000027357	ENSDCDG00000019992	Denticeps_clupeoides
ENSCHAP00000000951	ENSCHAG00000000659	Clupea_harengus
ENSPKIP00000032253	ENSPKIG00000012420	Paramormyrops_kingsleyae
ENSSFOP00015028433	ENSSFOG00015018237	Scleropages_formosus
ENSECRP00000006358	ENSECRG00000004246	Erpetoichthys_calabaricus
