ENSECRP00000003459	ENSECRG00000002333	Erpetoichthys_calabaricus
ENSMZEP00005032931	ENSMZEG00005024525	Maylandia_zebra
ENSONIP00000001768	ENSONIG00000001401	Oreochromis_niloticus
ENSACIP00000022243	ENSACIG00000017244	Amphilophus_citrinellus
ENSATEP00000005813	ENSATEG00000003932	Anabas_testudineus
ENSSDUP00000005335	ENSSDUG00000003850	Seriola_dumerili
ENSSLDP00000018749	ENSSLDG00000014711	Seriola_lalandi_dorsalis
ENSLCAP00010012061	ENSLCAG00010005254	Lates_calcarifer
ENSSMAP00000033594	ENSSMAG00000020546	Scophthalmus_maximus
ENSCGOP00000017659	ENSCGOG00000008392	Cottoperca_gobio
ENSGACP00000017544	ENSGACG00000013269	Gasterosteus_aculeatus
ENSLCRP00005019581	ENSLCRG00005004902	Larimichthys_crocea
ENSLBEP00000013245	ENSLBEG00000010075	Labrus_bergylta
ENSGMOP00000015396	ENSGMOG00000014332	Gadus_morhua
ENSHHUP00000066704	ENSHHUG00000038988	Hucho_hucho
ENSHHUP00000033907	ENSHHUG00000020521	Hucho_hucho
ENSELUP00000029263	ENSELUG00000006190	Esox_lucius
ENSSFOP00015004347	ENSSFOG00015002698	Scleropages_formosus
ENSPKIP00000008361	ENSPKIG00000023866	Paramormyrops_kingsleyae
ENSSFOP00015005256	ENSSFOG00015002460	Scleropages_formosus
ENSPKIP00000009743	ENSPKIG00000024577	Paramormyrops_kingsleyae
ENSPMGP00000000554	ENSPMGG00000000516	Periophthalmus_magnuspinnatus
ENSTRUP00000025251	ENSTRUG00000010038	Takifugu_rubripes
ENSTNIP00000006312	ENSTNIG00000003713	Tetraodon_nigroviridis
ENSCSEP00000023982	ENSCSEG00000015251	Cynoglossus_semilaevis
ENSLCRP00005001062	ENSLCRG00005000522	Larimichthys_crocea
ENSMMOP00000019387	ENSMMOG00000014690	Mola_mola
ENSLBEP00000033828	ENSLBEG00000025398	Labrus_bergylta
ENSLBEP00000014496	ENSLBEG00000010892	Labrus_bergylta
ENSGACP00000027487	ENSGACG00000020788	Gasterosteus_aculeatus
ENSFHEP00000015930	ENSFHEG00000017637	Fundulus_heteroclitus
ENSCVAP00000009750	ENSCVAG00000011913	Cyprinodon_variegatus
ENSPMEP00000026711	ENSPMEG00000010656	Poecilia_mexicana
ENSPLAP00000011437	ENSPLAG00000014621	Poecilia_latipinna
ENSPFOP00000017362	ENSPFOG00000017038	Poecilia_formosa
ENSPREP00000021928	ENSPREG00000014771	Poecilia_reticulata
ENSXCOP00000024992	ENSXCOG00000018653	Xiphophorus_couchianus
ENSXMAP00000011271	ENSXMAG00000011193	Xiphophorus_maculatus
ENSGAFP00000015580	ENSGAFG00000010511	Gambusia_affinis
ENSKMAP00000011554	ENSKMAG00000008633	Kryptolebias_marmoratus
ENSORLP00000018859	ENSORLG00000015036	Oryzias_latipes_ASM223467v1
ENSORLP00020008317	ENSORLG00020009251	Oryzias_latipes_ASM223471v1
ENSORLP00015014831	ENSORLG00015015797	Oryzias_latipes_ASM223469v1
ENSOMEP00000022546	ENSOMEG00000002179	Oryzias_melastigma
ENSGWIP00000014889	ENSGWIG00000007498	Gouania_willdenowi
ENSMALP00000017021	ENSMALG00000011707	Monopterus_albus
ENSHCOP00000007561	ENSHCOG00000009703	Hippocampus_comes
ENSSDUP00000010433	ENSSDUG00000007550	Seriola_dumerili
ENSSLDP00000031843	ENSSLDG00000024415	Seriola_lalandi_dorsalis
ENSLCAP00010021686	ENSLCAG00010009935	Lates_calcarifer
ENSSMAP00000025323	ENSSMAG00000015416	Scophthalmus_maximus
ENSATEP00000000374	ENSATEG00000000073	Anabas_testudineus
ENSBSLP00000031799	ENSBSLG00000015124	Betta_splendens
ENSMAMP00000002541	ENSMAMG00000001667	Mastacembelus_armatus
ENSAOCP00000010153	ENSAOCG00000014476	Amphiprion_ocellaris
ENSAPEP00000015473	ENSAPEG00000010851	Amphiprion_percula
ENSAPOP00000019896	ENSAPOG00000023437	Acanthochromis_polyacanthus
ENSSPAP00000007439	ENSSPAG00000005595	Stegastes_partitus
ENSPRNP00000030264	ENSPRNG00000015081	Parambassis_ranga
ENSMZEP00005014743	ENSMZEG00005011034	Maylandia_zebra
ENSACLP00000034131	ENSACLG00000023046	Astatotilapia_calliptera
ENSHBUP00000011437	ENSHBUG00000013188	Haplochromis_burtoni
ENSPNYP00000015112	ENSPNYG00000011380	Pundamilia_nyererei
ENSNBRP00000017440	ENSNBRG00000013391	Neolamprologus_brichardi
ENSONIP00000012008	ENSONIG00000009556	Oreochromis_niloticus
ENSACIP00000016928	ENSACIG00000013121	Amphilophus_citrinellus
ENSGMOP00000012080	ENSGMOG00000011272	Gadus_morhua
ENSHHUP00000043454	ENSHHUG00000026675	Hucho_hucho
ENSOANP00000030063	ENSOANG00000031028	Ornithorhynchus_anatinus
ENSHHUP00000090043	ENSHHUG00000051812	Hucho_hucho
ENSHHUP00000043348	ENSHHUG00000026585	Hucho_hucho
ENSELUP00000018275	ENSELUG00000017865	Esox_lucius
ENSIPUP00000002683	ENSIPUG00000001886	Ictalurus_punctatus
ENSEEEP00000005954	ENSEEEG00000003150	Electrophorus_electricus
ENSAMXP00000003319	ENSAMXG00000003253	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024203	ENSAMXG00005012165	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010778	ENSPNAG00000016536	Pygocentrus_nattereri
ENSDARP00000022330	ENSDARG00000044632	Danio_rerio
ENSLOCP00000008023	ENSLOCG00000006622	Lepisosteus_oculatus
ENSAHAP00000024224	ENSAHAG00000016911	Apteryx_haastii
ENSAOWP00000000175	ENSAOWG00000000123	Apteryx_owenii
ENSARWP00000024698	ENSARWG00000016824	Apteryx_rowi
ENSDNVP00000007451	ENSDNVG00000005312	Dromaius_novaehollandiae
ENSNPEP00000014638	ENSNPEG00000010930	Nothoprocta_perdicaria
ENSTGUP00000013438	ENSTGUG00000013043	Taeniopygia_guttata
ENSLSDP00000003144	ENSLSDG00000001612	Lonchura_striata_domestica
ENSSCAP00000001166	ENSSCAG00000000597	Serinus_canaria
ENSPMJP00000003450	ENSPMJG00000002956	Parus_major
ENSCCEP00000003367	ENSCCEG00000003518	Cyanistes_caeruleus
ENSJHYP00000018369	ENSJHYG00000013983	Junco_hyemalis
ENSZALP00000021168	ENSZALG00000016577	Zonotrichia_albicollis
ENSFALP00000007900	ENSFALG00000007572	Ficedula_albicollis
ENSLCOP00000003738	ENSLCOG00000002224	Lepidothrix_coronata
ENSMVIP00005020544	ENSMVIG00005014389	Manacus_vitellinus
ENSMUNP00000001073	ENSMUNG00000000181	Melopsittacus_undulatus
ENSCPGP00000017844	ENSCPGG00000011482	Calidris_pygmaea
ENSCPUP00000004967	ENSCPUG00000002978	Calidris_pugnax
ENSGALP00000073510	ENSGALG00000031450	Gallus_gallus
ENSCJPP00005005459	ENSCJPG00005004544	Coturnix_japonica
ENSMGAP00000016197	ENSMGAG00000015262	Meleagris_gallopavo
ENSNMEP00000023469	ENSNMEG00000019809	Numida_meleagris
ENSAPLP00000007367	ENSAPLG00000007675	Anas_platyrhynchos_platyrhynchos
ENSABRP00000017829	ENSABRG00000015333	Anser_brachyrhynchus
ENSCPRP00005023982	ENSCPRG00005016611	Crocodylus_porosus
ENSCABP00000021465	ENSCABG00000015804	Chelonoidis_abingdonii
ENSGAGP00000033971	ENSGAGG00000024151	Gopherus_agassizii
ENSCPBP00000040409	ENSCPBG00000027740	Chrysemys_picta_bellii
ENSPSIP00000010740	ENSPSIG00000009739	Pelodiscus_sinensis
ENSACAP00000002620	ENSACAG00000002274	Anolis_carolinensis
ENSPVIP00000032856	ENSPVIG00000023952	Pogona_vitticeps
ENSSMRP00000009127	ENSSMRG00000007279	Salvator_merianae
ENSSPUP00000015631	ENSSPUG00000011932	Sphenodon_punctatus
ENSPSIP00000010728	ENSPSIG00000009721	Pelodiscus_sinensis
ENSOANP00000029183	ENSOANG00000030202	Ornithorhynchus_anatinus
ENSCMIP00000009439	ENSCMIG00000005001	Callorhinchus_milii
ENSSHAP00000010049	ENSSHAG00000008693	Sarcophilus_harrisii
ENSSHAP00000010808	ENSSHAG00000009317	Sarcophilus_harrisii
ENSVURP00010021942	ENSVURG00010016744	Vombatus_ursinus
ENSPCIP00000016461	ENSPCIG00000011525	Phascolarctos_cinereus
ENSMEUP00000009975	ENSMEUG00000010875	Notamacropus_eugenii
ENSMODP00000006367	ENSMODG00000005168	Monodelphis_domestica
ENSEEUP00000002835	ENSEEUG00000003014	Erinaceus_europaeus
ENSDNOP00000016525	ENSDNOG00000025971	Dasypus_novemcinctus
ENSPCAP00000000051	ENSPCAG00000000040	Procavia_capensis
ENSLAFP00000013553	ENSLAFG00000016122	Loxodonta_africana
ENSETEP00000006029	ENSETEG00000007420	Echinops_telfairi
ENSMSIP00000031781	ENSMSIG00000026065	Mus_spicilegus
MGP_SPRETEiJ_P0084133	MGP_SPRETEiJ_G0031121	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000102745	ENSMUSG00000030761	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0080763	MGP_CAROLIEiJ_G0030011	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017601	MGP_PahariEiJ_G0013232	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019053	ENSRNOG00000013641	Rattus_norvegicus
ENSMUGP00000031675	ENSMUGG00000026348	Meriones_unguiculatus
ENSCGRP00001013924	ENSCGRG00001014824	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016685	ENSCGRG00015011925	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006955	ENSCGRG00000005065	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003068	ENSMAUG00000002971	Mesocricetus_auratus
ENSPEMP00000016737	ENSPEMG00000015770	Peromyscus_maniculatus_bairdii
ENSMOCP00000009155	ENSMOCG00000009126	Microtus_ochrogaster
ENSNGAP00000004713	ENSNGAG00000006076	Nannospalax_galili
ENSJJAP00000009159	ENSJJAG00000013078	Jaculus_jaculus
ENSCCNP00000005200	ENSCCNG00000005383	Castor_canadensis
ENSDORP00000014080	ENSDORG00000014955	Dipodomys_ordii
ENSCPOP00000020916	ENSCPOG00000026904	Cavia_porcellus
ENSCAPP00000007863	ENSCAPG00000009678	Cavia_aperea
ENSCLAP00000020170	ENSCLAG00000013818	Chinchilla_lanigera
ENSHGLP00000015878	ENSHGLG00000011345	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015741	ENSHGLG00100011621	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000007248	ENSFDAG00000015845	Fukomys_damarensis
ENSODEP00000005419	ENSODEG00000004096	Octodon_degus
ENSUPAP00010015976	ENSUPAG00010012134	Urocitellus_parryii
ENSSTOP00000024404	ENSSTOG00000002703	Ictidomys_tridecemlineatus
ENSMMMP00000010306	ENSMMMG00000008595	Marmota_marmota_marmota
ENSOCUP00000018448	ENSOCUG00000023355	Oryctolagus_cuniculus
ENSOPRP00000015581	ENSOPRG00000017045	Ochotona_princeps
ENSPPAP00000024008	ENSPPAG00000035116	Pan_paniscus
ENSPTRP00000076334	ENSPTRG00000004098	Pan_troglodytes
ENSP00000386331	ENSG00000137474	Homo_sapiens
ENSGGOP00000047463	ENSGGOG00000008082	Gorilla_gorilla
ENSPPYP00000004234	ENSPPYG00000003706	Pongo_abelii
ENSNLEP00000020340	ENSNLEG00000016747	Nomascus_leucogenys
ENSPANP00000033399	ENSPANG00000008342	Papio_anubis
ENSTGEP00000001928	ENSTGEG00000001715	Theropithecus_gelada
ENSCATP00000029742	ENSCATG00000037969	Cercocebus_atys
ENSMLEP00000000706	ENSMLEG00000000314	Mandrillus_leucophaeus
ENSMMUP00000023917	ENSMMUG00000018178	Macaca_mulatta
ENSMNEP00000013629	ENSMNEG00000030597	Macaca_nemestrina
ENSMFAP00000026601	ENSMFAG00000044666	Macaca_fascicularis
ENSCSAP00000000196	ENSCSAG00000003861	Chlorocebus_sabaeus
ENSCANP00000005568	ENSCANG00000016100	Colobus_angolensis_palliatus
ENSPTEP00000038710	ENSPTEG00000035888	Piliocolobus_tephrosceles
ENSRROP00000016704	ENSRROG00000032426	Rhinopithecus_roxellana
ENSRBIP00000025973	ENSRBIG00000036813	Rhinopithecus_bieti
ENSCCAP00000035931	ENSCCAG00000035696	Cebus_capucinus_imitator
ENSSBOP00000010886	ENSSBOG00000022003	Saimiri_boliviensis_boliviensis
ENSCJAP00000078688	ENSCJAG00000015009	Callithrix_jacchus
ENSANAP00000010930	ENSANAG00000023144	Aotus_nancymaae
ENSTSYP00000018697	ENSTSYG00000026178	Carlito_syrichta
ENSPCOP00000000850	ENSPCOG00000001371	Propithecus_coquereli
ENSPSMP00000018151	ENSPSMG00000012875	Prolemur_simus
ENSMICP00000012770	ENSMICG00000013944	Microcebus_murinus
ENSOGAP00000015107	ENSOGAG00000016862	Otolemur_garnettii
ENSPVAP00000001081	ENSPVAG00000001148	Pteropus_vampyrus
ENSMLUP00000015169	ENSMLUG00000016621	Myotis_lucifugus
ENSUAMP00000020944	ENSUAMG00000016230	Ursus_americanus
ENSUMAP00000015374	ENSUMAG00000011108	Ursus_maritimus
ENSAMEP00000009739	ENSAMEG00000009185	Ailuropoda_melanoleuca
ENSMPUP00000008479	ENSMPUG00000008544	Mustela_putorius_furo
ENSMPUP00000008448	ENSMPUG00000008513	Mustela_putorius_furo
ENSNVIP00000000921	ENSNVIG00000000684	Neovison_vison
ENSCAFP00020001566	ENSCAFG00020001093	Canis_lupus_dingo
ENSCAFP00000007700	ENSCAFG00000005074	Canis_lupus_familiaris
ENSVVUP00000033348	ENSVVUG00000023681	Vulpes_vulpes
ENSPPRP00000015477	ENSPPRG00000008347	Panthera_pardus
ENSPTIP00000000640	ENSPTIG00000000193	Panthera_tigris_altaica
ENSFCAP00000026025	ENSFCAG00000014446	Felis_catus
ENSCHIP00000033204	ENSCHIG00000026841	Capra_hircus
ENSOARP00000014603	ENSOARG00000013610	Ovis_aries
ENSBIXP00000011286	ENSBIXG00000016585	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005006307	ENSBIXG00005006791	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000057340	ENSBTAG00000003955	Bos_taurus
ENSBMUP00000032337	ENSBMUG00000024087	Bos_mutus
ENSBBBP00000019645	ENSBBBG00000002649	Bison_bison_bison
ENSTTRP00000002683	ENSTTRG00000002861	Tursiops_truncatus
ENSSSCP00000015796	ENSSSCG00000014876	Sus_scrofa_strain_reference
ENSECAP00000027762	ENSECAG00000024143	Equus_caballus
ENSEASP00005020637	ENSEASG00005013920	Equus_asinus_asinus
ENSCMIP00000019704	ENSCMIG00000009160	Callorhinchus_milii
ENSCMIP00000019697	ENSCMIG00000009158	Callorhinchus_milii
ENSEBUP00000015379	ENSEBUG00000009628	Eptatretus_burgeri
ENSXETP00000015402	ENSXETG00000000250	Xenopus_tropicalis
ENSLACP00000003778	ENSLACG00000003366	Latimeria_chalumnae
ENSNBRP00000031760	ENSNBRG00000024140	Neolamprologus_brichardi
ENSSPAP00000030283	ENSSPAG00000022741	Stegastes_partitus	ENSSPAT00000030776
ENSTNIP00000006692	ENSTNIG00000004081	Tetraodon_nigroviridis	ENSTNIT00000006843
ENSHCOP00000027595	ENSHCOG00000019577	Hippocampus_comes	ENSHCOT00000023887
ENSCINP00000018713	ENSCING00000009207	Ciona_intestinalis
FBpp0310275	FBgn0000317	Drosophila_melanogaster
