ENSCHOP00000000116	ENSCHOG00000000135	Choloepus_hoffmanni
ENSCSAP00000003479	ENSCSAG00000007211	Chlorocebus_sabaeus
ENSRROP00000032232	ENSRROG00000039779	Rhinopithecus_roxellana
ENSRBIP00000038716	ENSRBIG00000042853	Rhinopithecus_bieti
ENSPTEP00000041584	ENSPTEG00000038050	Piliocolobus_tephrosceles
ENSCANP00000000124	ENSCANG00000000301	Colobus_angolensis_palliatus
ENSCCAP00000020844	ENSCCAG00000028257	Cebus_capucinus_imitator
ENSSBOP00000003810	ENSSBOG00000017753	Saimiri_boliviensis_boliviensis
ENSCJAP00000038112	ENSCJAG00000020502	Callithrix_jacchus
ENSANAP00000037348	ENSANAG00000036180	Aotus_nancymaae
ENSTSYP00000003238	ENSTSYG00000003534	Carlito_syrichta
ENSPSMP00000013443	ENSPSMG00000009656	Prolemur_simus
ENSMICP00000042167	ENSMICG00000003193	Microcebus_murinus
ENSPCOP00000025506	ENSPCOG00000024985	Propithecus_coquereli
ENSOGAP00000013458	ENSOGAG00000015031	Otolemur_garnettii
ENSOARP00000008834	ENSOARG00000008233	Ovis_aries
ENSCHIP00000018518	ENSCHIG00000017909	Capra_hircus
ENSBIXP00005012190	ENSBIXG00005005645	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000020717	ENSBIXG00000023984	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000015726	ENSBTAG00000024081	Bos_taurus
ENSBMUP00000011900	ENSBMUG00000009138	Bos_mutus
ENSBBBP00000002536	ENSBBBG00000011657	Bison_bison_bison
ENSTTRP00000007833	ENSTTRG00000008266	Tursiops_truncatus
ENSSSCP00000027626	ENSSSCG00000028549	Sus_scrofa_strain_reference
ENSVPAP00000003623	ENSVPAG00000003900	Vicugna_pacos
ENSECAP00000017269	ENSECAG00000019717	Equus_caballus
ENSEASP00005019844	ENSEASG00005013681	Equus_asinus_asinus
ENSPVAP00000009975	ENSPVAG00000010587	Pteropus_vampyrus
ENSMLUP00000013883	ENSMLUG00000015238	Myotis_lucifugus
ENSUMAP00000021254	ENSUMAG00000015533	Ursus_maritimus
ENSUAMP00000017477	ENSUAMG00000013870	Ursus_americanus
ENSAMEP00000014270	ENSAMEG00000013536	Ailuropoda_melanoleuca
ENSNVIP00000021323	ENSNVIG00000016694	Neovison_vison
ENSMPUP00000004683	ENSMPUG00000004720	Mustela_putorius_furo
ENSCAFP00000003345	ENSCAFG00000002301	Canis_lupus_familiaris
ENSCAFP00020011729	ENSCAFG00020009451	Canis_lupus_dingo
ENSVVUP00000007049	ENSVVUG00000005364	Vulpes_vulpes
ENSPPRP00000016017	ENSPPRG00000008446	Panthera_pardus
ENSPTIP00000016159	ENSPTIG00000015021	Panthera_tigris_altaica
ENSFCAP00000011241	ENSFCAG00000012118	Felis_catus
ENSEEUP00000012557	ENSEEUG00000013776	Erinaceus_europaeus
ENSSARP00000010962	ENSSARG00000012147	Sorex_araneus
ENSVURP00010023605	ENSVURG00010018095	Vombatus_ursinus
ENSPCIP00000013225	ENSPCIG00000010433	Phascolarctos_cinereus
ENSMEUP00000005550	ENSMEUG00000006071	Notamacropus_eugenii
ENSSHAP00000000092	ENSSHAG00000000081	Sarcophilus_harrisii
ENSOANP00000010199	ENSOANG00000006388	Ornithorhynchus_anatinus
ENSABRP00000000151	ENSABRG00000000173	Anser_brachyrhynchus
ENSAPLP00000004679	ENSAPLG00000005118	Anas_platyrhynchos_platyrhynchos
ENSGALP00000007468	ENSGALG00000004695	Gallus_gallus
ENSCJPP00005014699	ENSCJPG00005012244	Coturnix_japonica
ENSMGAP00000004209	ENSMGAG00000004416	Meleagris_gallopavo
ENSNMEP00000015113	ENSNMEG00000013420	Numida_meleagris
ENSCPGP00000025686	ENSCPGG00000017726	Calidris_pygmaea
ENSCPGP00000025765	ENSCPGG00000017789	Calidris_pygmaea
ENSCPUP00000018590	ENSCPUG00000012775	Calidris_pugnax
ENSSCAP00000017519	ENSSCAG00000012714	Serinus_canaria
ENSLSDP00000025466	ENSLSDG00000017798	Lonchura_striata_domestica
ENSZALP00000022972	ENSZALG00000017798	Zonotrichia_albicollis
ENSJHYP00000007684	ENSJHYG00000006125	Junco_hyemalis
ENSFALP00000009448	ENSFALG00000009057	Ficedula_albicollis
ENSCCEP00000028087	ENSCCEG00000024352	Cyanistes_caeruleus
ENSPMJP00000005932	ENSPMJG00000005093	Parus_major
ENSLCOP00000001067	ENSLCOG00000000886	Lepidothrix_coronata
ENSMVIP00005021335	ENSMVIG00005015008	Manacus_vitellinus
ENSMUNP00000000644	ENSMUNG00000000606	Melopsittacus_undulatus
ENSAOWP00000025642	ENSAOWG00000017319	Apteryx_owenii
ENSAHAP00000016520	ENSAHAG00000011777	Apteryx_haastii
ENSARWP00000002373	ENSARWG00000001807	Apteryx_rowi
ENSDNVP00000008836	ENSDNVG00000006280	Dromaius_novaehollandiae
ENSNPEP00000005616	ENSNPEG00000004240	Nothoprocta_perdicaria
ENSCPRP00005027714	ENSCPRG00005019195	Crocodylus_porosus
ENSGAGP00000013513	ENSGAGG00000010326	Gopherus_agassizii
ENSCABP00000013997	ENSCABG00000010440	Chelonoidis_abingdonii
ENSCPBP00000025992	ENSCPBG00000018460	Chrysemys_picta_bellii
ENSPSIP00000017175	ENSPSIG00000015234	Pelodiscus_sinensis
ENSPVIP00000018505	ENSPVIG00000014142	Pogona_vitticeps
ENSACAP00000008912	ENSACAG00000009093	Anolis_carolinensis
ENSNSUP00000026032	ENSNSUG00000018717	Notechis_scutatus
ENSSMRP00000019055	ENSSMRG00000014847	Salvator_merianae
ENSSPUP00000003744	ENSSPUG00000002830	Sphenodon_punctatus
ENSXETP00000002511	ENSXETG00000005614	Xenopus_tropicalis
ENSLACP00000021460	ENSLACG00000018857	Latimeria_chalumnae
ENSCHAP00000045272	ENSCHAG00000021044	Clupea_harengus
ENSDCDP00000060920	ENSDCDG00000034882	Denticeps_clupeoides
ENSAMXP00005020089	ENSAMXG00005010413	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000034928	ENSAMXG00000042639	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001253	ENSPNAG00000008055	Pygocentrus_nattereri
ENSIPUP00000016349	ENSIPUG00000011082	Ictalurus_punctatus
ENSEEEP00000016354	ENSEEEG00000008077	Electrophorus_electricus
ENSFHEP00000031803	ENSFHEG00000017901	Fundulus_heteroclitus
ENSCVAP00000008144	ENSCVAG00000009903	Cyprinodon_variegatus
ENSPFOP00000002248	ENSPFOG00000002371	Poecilia_formosa
ENSPMEP00000031559	ENSPMEG00000018763	Poecilia_mexicana
ENSPLAP00000027405	ENSPLAG00000016001	Poecilia_latipinna
ENSPREP00000014876	ENSPREG00000010041	Poecilia_reticulata
ENSXMAP00000010513	ENSXMAG00000010488	Xiphophorus_maculatus
ENSGAFP00000002645	ENSGAFG00000001821	Gambusia_affinis
ENSKMAP00000007401	ENSKMAG00000005581	Kryptolebias_marmoratus
ENSORLP00020009650	ENSORLG00020010548	Oryzias_latipes_ASM223471v1
ENSORLP00015025773	ENSORLG00015007062	Oryzias_latipes_ASM223469v1
ENSORLP00000043788	ENSORLG00000027442	Oryzias_latipes_ASM223467v1
ENSOMEP00000003042	ENSOMEG00000003954	Oryzias_melastigma
ENSMZEP00005022809	ENSMZEG00005017079	Maylandia_zebra
ENSHBUP00000029807	ENSHBUG00000014436	Haplochromis_burtoni
ENSPNYP00000029376	ENSPNYG00000022127	Pundamilia_nyererei
ENSACLP00000006710	ENSACLG00000004534	Astatotilapia_calliptera
ENSNBRP00000016632	ENSNBRG00000012838	Neolamprologus_brichardi
ENSONIP00000000607	ENSONIG00000000475	Oreochromis_niloticus
ENSAOCP00000026463	ENSAOCG00000014729	Amphiprion_ocellaris
ENSAPEP00000033365	ENSAPEG00000023682	Amphiprion_percula
ENSAPOP00000029655	ENSAPOG00000015711	Acanthochromis_polyacanthus
ENSSPAP00000026449	ENSSPAG00000019937	Stegastes_partitus
ENSGWIP00000002188	ENSGWIG00000001197	Gouania_willdenowi
ENSLCRP00005053681	ENSLCRG00005020096	Larimichthys_crocea
ENSLBEP00000034942	ENSLBEG00000026256	Labrus_bergylta
ENSCGOP00000015994	ENSCGOG00000007708	Cottoperca_gobio
ENSSMAP00000006441	ENSSMAG00000003984	Scophthalmus_maximus
ENSCSEP00000019981	ENSCSEG00000012763	Cynoglossus_semilaevis
ENSSDUP00000026690	ENSSDUG00000019355	Seriola_dumerili
ENSSLDP00000008761	ENSSLDG00000006959	Seriola_lalandi_dorsalis
ENSLCAP00010009424	ENSLCAG00010004523	Lates_calcarifer
ENSATEP00000003029	ENSATEG00000002173	Anabas_testudineus
ENSBSLP00000006167	ENSBSLG00000003168	Betta_splendens
ENSMAMP00000001298	ENSMAMG00000000941	Mastacembelus_armatus
ENSTRUP00000023802	ENSTRUG00000009473	Takifugu_rubripes
ENSTNIP00000005224	ENSTNIG00000002670	Tetraodon_nigroviridis
ENSMMOP00000017855	ENSMMOG00000013545	Mola_mola
ENSGACP00000005327	ENSGACG00000004058	Gasterosteus_aculeatus
ENSMALP00000032945	ENSMALG00000022666	Monopterus_albus
ENSGMOP00000003007	ENSGMOG00000002834	Gadus_morhua
ENSPMGP00000021070	ENSPMGG00000017082	Periophthalmus_magnuspinnatus
ENSELUP00000015369	ENSELUG00000000561	Esox_lucius
ENSHHUP00000021927	ENSHHUG00000013734	Hucho_hucho
ENSHHUP00000089597	ENSHHUG00000051721	Hucho_hucho
ENSHHUP00000015216	ENSHHUG00000009466	Hucho_hucho
ENSSFOP00015003520	ENSSFOG00015002312	Scleropages_formosus
ENSPKIP00000010378	ENSPKIG00000025120	Paramormyrops_kingsleyae
ENSLOCP00000017076	ENSLOCG00000013843	Lepisosteus_oculatus
ENSECRP00000027539	ENSECRG00000018646	Erpetoichthys_calabaricus
ENSCMIP00000018868	ENSCMIG00000008862	Callorhinchus_milii
ENSEBUP00000019574	ENSEBUG00000012155	Eptatretus_burgeri
