ENSPMAP00000009163	ENSPMAG00000008324	Petromyzon_marinus	ENSPMAT00000009203
ENSPMAP00000003075	ENSPMAG00000002828	Petromyzon_marinus
ENSMGAP00000015768	ENSMGAG00000014877	Meleagris_gallopavo
ENSCJPP00005019761	ENSCJPG00005015994	Coturnix_japonica
ENSGALP00000027186	ENSGALG00000016860	Gallus_gallus
ENSNMEP00000021796	ENSNMEG00000018665	Numida_meleagris
ENSCPGP00000000796	ENSCPGG00000000634	Calidris_pygmaea
ENSCPUP00000010000	ENSCPUG00000007082	Calidris_pugnax
ENSMUNP00000004873	ENSMUNG00000004056	Melopsittacus_undulatus
ENSJHYP00000023875	ENSJHYG00000017944	Junco_hyemalis
ENSZALP00000022242	ENSZALG00000017295	Zonotrichia_albicollis
ENSSCAP00000022620	ENSSCAG00000016233	Serinus_canaria
ENSLSDP00000024951	ENSLSDG00000017504	Lonchura_striata_domestica
ENSFALP00000004404	ENSFALG00000004229	Ficedula_albicollis
ENSPMJP00000001538	ENSPMJG00000001254	Parus_major
ENSCCEP00000020424	ENSCCEG00000018514	Cyanistes_caeruleus
ENSLCOP00000021433	ENSLCOG00000015151	Lepidothrix_coronata
ENSMVIP00005021063	ENSMVIG00005014821	Manacus_vitellinus
ENSCPRP00005024131	ENSCPRG00005016766	Crocodylus_porosus
ENSGAGP00000029257	ENSGAGG00000021164	Gopherus_agassizii
ENSCPBP00000021430	ENSCPBG00000015404	Chrysemys_picta_bellii
ENSACAP00000002782	ENSACAG00000002766	Anolis_carolinensis
ENSPVIP00000012482	ENSPVIG00000009748	Pogona_vitticeps
ENSNSUP00000008946	ENSNSUG00000006870	Notechis_scutatus
ENSSMRP00000018028	ENSSMRG00000014045	Salvator_merianae
ENSSPUP00000007390	ENSSPUG00000005723	Sphenodon_punctatus
ENSSHAP00000013561	ENSSHAG00000011592	Sarcophilus_harrisii
ENSMODP00000042271	ENSMODG00000043565	Monodelphis_domestica
ENSMEUP00000004362	ENSMEUG00000004769	Notamacropus_eugenii
ENSNVIP00000024068	ENSNVIG00000018659	Neovison_vison
ENSNVIP00000024085	ENSNVIG00000018667	Neovison_vison
ENSPTIP00000003141	ENSPTIG00000005984	Panthera_tigris_altaica
ENSPPRP00000004135	ENSPPRG00000000345	Panthera_pardus
ENSPPRP00000005252	ENSPPRG00000001085	Panthera_pardus
ENSPTIP00000002903	ENSPTIG00000005777	Panthera_tigris_altaica
ENSEEUP00000011189	ENSEEUG00000012231	Erinaceus_europaeus
ENSBBBP00000024244	ENSBBBG00000019147	Bison_bison_bison
ENSFDAP00000019135	ENSFDAG00000009346	Fukomys_damarensis
ENSODEP00000013086	ENSODEG00000009687	Octodon_degus
ENSOANP00000017937	ENSOANG00000011318	Ornithorhynchus_anatinus
ENSLACP00000011849	ENSLACG00000010428	Latimeria_chalumnae
ENSCMIP00000011340	ENSCMIG00000005894	Callorhinchus_milii
ENSECRP00000001580	ENSECRG00000001110	Erpetoichthys_calabaricus	ENSECRT00000001604
ENSCSAVP00000009158	ENSCSAVG00000005394	Ciona_savignyi
ENSCINP00000033239	ENSCING00000022981	Ciona_intestinalis
FBpp0311946	FBgn0002887	Drosophila_melanogaster
F57B10.6.1	WBGene00019004	Caenorhabditis_elegans_strain_N2
YGR258C_mRNA	YGR258C	Saccharomyces_cerevisiae_strain_S288C
