ENSHHUP00000016976	ENSHHUG00000010585	Hucho_hucho
ENSFALP00000011816	ENSFALG00000011319	Ficedula_albicollis
ENSMAMP00000016255	ENSMAMG00000010991	Mastacembelus_armatus
ENSVPAP00000002520	ENSVPAG00000002724	Vicugna_pacos
ENSCVAP00000009635	ENSCVAG00000011627	Cyprinodon_variegatus
ENSZALP00000000656	ENSZALG00000000806	Zonotrichia_albicollis
ENSAMXP00005021337	ENSAMXG00005011025	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSFCAP00000022032	ENSFCAG00000023809	Felis_catus
ENSPCAP00000000813	ENSPCAG00000000880	Procavia_capensis
ENSDCDP00000048033	ENSDCDG00000029807	Denticeps_clupeoides
ENSPTIP00000010191	ENSPTIG00000011027	Panthera_tigris_altaica
ENSBIXP00005008808	ENSBIXG00005013846	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGWIP00000046682	ENSGWIG00000023032	Gouania_willdenowi
ENSAPOP00000003498	ENSAPOG00000005045	Acanthochromis_polyacanthus
ENSATEP00000024588	ENSATEG00000017058	Anabas_testudineus
ENSJJAP00000000375	ENSJJAG00000000329	Jaculus_jaculus
ENSCGOP00000046653	ENSCGOG00000020970	Cottoperca_gobio
ENSLAFP00000014507	ENSLAFG00000017301	Loxodonta_africana
ENSTNIP00000015545	ENSTNIG00000012575	Tetraodon_nigroviridis
ENSACLP00000028312	ENSACLG00000019193	Astatotilapia_calliptera
ENSXMAP00000002108	ENSXMAG00000002105	Xiphophorus_maculatus
ENSMLEP00000002677	ENSMLEG00000011043	Mandrillus_leucophaeus
ENSODEP00000013187	ENSODEG00000009765	Octodon_degus
ENSPMJP00000000304	ENSPMJG00000000282	Parus_major
ENSOANP00000010951	ENSOANG00000006872	Ornithorhynchus_anatinus
ENSMAUP00000003194	ENSMAUG00000003375	Mesocricetus_auratus
ENSOCUP00000029330	ENSOCUG00000014352	Oryctolagus_cuniculus
ENSMOCP00000014390	ENSMOCG00000013911	Microtus_ochrogaster
ENSAMXP00000008533	ENSAMXG00000008299	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMMUP00000065517	ENSMMUG00000005856	Macaca_mulatta
ENSOGAP00000008475	ENSOGAG00000009464	Otolemur_garnettii
ENSNSUP00000027136	ENSNSUG00000019436	Notechis_scutatus	ENSNSUT00000028819
ENSAOCP00000010319	ENSAOCG00000014563	Amphiprion_ocellaris
ENSAOWP00000005693	ENSAOWG00000003895	Apteryx_owenii	ENSAOWT00000006454
ENSBSLP00000006238	ENSBSLG00000003189	Betta_splendens
ENSORLP00015019172	ENSORLG00015020252	Oryzias_latipes_ASM223469v1
ENSMNEP00000012178	ENSMNEG00000030388	Macaca_nemestrina
ENSAHAP00000000212	ENSAHAG00000000218	Apteryx_haastii	ENSAHAT00000000264
ENSAPLP00000002831	ENSAPLG00000003331	Anas_platyrhynchos_platyrhynchos
ENSEASP00005026235	ENSEASG00005017893	Equus_asinus_asinus
ENSPPRP00000014587	ENSPPRG00000007457	Panthera_pardus
ENSCGRP00000013103	ENSCGRG00000009527	Cricetulus_griseus_CriGri_1.0
ENSCPRP00005023327	ENSCPRG00005016170	Crocodylus_porosus
ENSACAP00000004378	ENSACAG00000004389	Anolis_carolinensis
ENSCHIP00000017468	ENSCHIG00000017304	Capra_hircus
ENSPTEP00000015167	ENSPTEG00000016870	Piliocolobus_tephrosceles
ENSSDUP00000004235	ENSSDUG00000003160	Seriola_dumerili
ENSVVUP00000019510	ENSVVUG00000014413	Vulpes_vulpes
MGP_CAROLIEiJ_P0054255	MGP_CAROLIEiJ_G0024215	Mus_caroli_strain_CAROLI_EIJ
ENSCLAP00000017843	ENSCLAG00000012238	Chinchilla_lanigera
ENSCPBP00000024673	ENSCPBG00000017569	Chrysemys_picta_bellii
ENSMALP00000016246	ENSMALG00000011391	Monopterus_albus
ENSHBUP00000001913	ENSHBUG00000003085	Haplochromis_burtoni
ENSJHYP00000012781	ENSJHYG00000009936	Junco_hyemalis
ENSMUNP00000003507	ENSMUNG00000002988	Melopsittacus_undulatus
ENSLCRP00005040369	ENSLCRG00005015578	Larimichthys_crocea
ENSRBIP00000042939	ENSRBIG00000044687	Rhinopithecus_bieti
ENSPKIP00000001168	ENSPKIG00000019560	Paramormyrops_kingsleyae
ENSANAP00000001825	ENSANAG00000015604	Aotus_nancymaae
ENSPSMP00000029420	ENSPSMG00000020436	Prolemur_simus
ENSPPAP00000043202	ENSPPAG00000044131	Pan_paniscus
ENSORLP00020020002	ENSORLG00020020993	Oryzias_latipes_ASM223471v1
ENSAMEP00000013328	ENSAMEG00000012647	Ailuropoda_melanoleuca
ENSOPRP00000015019	ENSOPRG00000016460	Ochotona_princeps
ENSPVIP00000033477	ENSPVIG00000024463	Pogona_vitticeps	ENSPVIT00000040950
ENSMEUP00000013599	ENSMEUG00000014902	Notamacropus_eugenii
ENSMICP00000005076	ENSMICG00000005565	Microcebus_murinus
ENSPRNP00000012914	ENSPRNG00000007104	Parambassis_ranga
ENSLACP00000020645	ENSLACG00000018140	Latimeria_chalumnae
ENSTTRP00000007219	ENSTTRG00000007628	Tursiops_truncatus
ENSCABP00000023430	ENSCABG00000017272	Chelonoidis_abingdonii
ENSKMAP00000006802	ENSKMAG00000005100	Kryptolebias_marmoratus
ENSBIXP00000014688	ENSBIXG00000019318	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPMGP00000012291	ENSPMGG00000010140	Periophthalmus_magnuspinnatus
ENSPREP00000028006	ENSPREG00000018938	Poecilia_reticulata
ENSETEP00000013232	ENSETEG00000016314	Echinops_telfairi
ENSMUSP00000028624	ENSMUSG00000027199	Mus_musculus_strain_reference_(CL57BL6)
ENSABRP00000001525	ENSABRG00000001528	Anser_brachyrhynchus	ENSABRT00000002232
ENSPANP00000014005	ENSPANG00000017833	Papio_anubis
ENSMSIP00000024011	ENSMSIG00000020334	Mus_spicilegus
ENSNLEP00000025786	ENSNLEG00000035933	Nomascus_leucogenys
ENSCJAP00000003812	ENSCJAG00000002080	Callithrix_jacchus
ENSDNOP00000002617	ENSDNOG00000003385	Dasypus_novemcinctus
ENSEEEP00000038689	ENSEEEG00000018363	Electrophorus_electricus
ENSPCOP00000029682	ENSPCOG00000027557	Propithecus_coquereli
ENSTBEP00000007612	ENSTBEG00000008793	Tupaia_belangeri
ENSBMUP00000000216	ENSBMUG00000000227	Bos_mutus
ENSRROP00000013598	ENSRROG00000031038	Rhinopithecus_roxellana
ENSGGOP00000019127	ENSGGOG00000010939	Gorilla_gorilla
ENSNSUP00000004490	ENSNSUG00000003584	Notechis_scutatus
ENSSMRP00000029098	ENSSMRG00000022378	Salvator_merianae	ENSSMRT00000033949
MGP_PahariEiJ_P0065241	MGP_PahariEiJ_G0025660	Mus_pahari_strain_PAHARI_EIJ
ENSTGEP00000011706	ENSTGEG00000009536	Theropithecus_gelada
ENSCHOP00000006890	ENSCHOG00000007781	Choloepus_hoffmanni
ENSACIP00000005483	ENSACIG00000004325	Amphilophus_citrinellus
ENSVURP00010003463	ENSVURG00010002775	Vombatus_ursinus
ENSBBBP00000010154	ENSBBBG00000018314	Bison_bison_bison
ENSHGLP00000027104	ENSHGLG00000019276	Heterocephalus_glaber_HetGla_female_1.0
ENSCAPP00000009025	ENSCAPG00000010594	Cavia_aperea
ENSGMOP00000008705	ENSGMOG00000008134	Gadus_morhua
ENSFDAP00000011137	ENSFDAG00000018742	Fukomys_damarensis
ENSSARP00000005765	ENSSARG00000006359	Sorex_araneus
ENSGALP00000037948	ENSGALG00000023435	Gallus_gallus
ENSDARP00000052640	ENSDARG00000036239	Danio_rerio
ENSPSIP00000006596	ENSPSIG00000006047	Pelodiscus_sinensis
ENSSSCP00000005032	ENSSSCG00000004672	Sus_scrofa_strain_reference
ENSCINP00000026713	ENSCING00000014878	Ciona_intestinalis
ENSMMOP00000024324	ENSMMOG00000018506	Mola_mola
ENSECAP00000011914	ENSECAG00000014243	Equus_caballus
ENSONIP00000000256	ENSONIG00000000198	Oreochromis_niloticus
ENSPMEP00000025039	ENSPMEG00000007780	Poecilia_mexicana
ENSCPGP00000003863	ENSCPGG00000002864	Calidris_pygmaea
ENSGAFP00000009527	ENSGAFG00000006479	Gambusia_affinis
ENSCSAP00000006505	ENSCSAG00000010274	Chlorocebus_sabaeus
ENSANAP00000027953	ENSANAG00000031836	Aotus_nancymaae
ENSLBEP00000032106	ENSLBEG00000024205	Labrus_bergylta
ENSCATP00000002863	ENSCATG00000011938	Cercocebus_atys
ENSCAFP00000053482	ENSCAFG00000013733	Canis_lupus_familiaris
ENSNGAP00000021173	ENSNGAG00000020438	Nannospalax_galili
ENSRNOP00000000181	ENSRNOG00000000168	Rattus_norvegicus
