ENSPPAP00000041143	ENSPPAG00000043196	Pan_paniscus	ENSPPAT00000064066
ENSPTRP00000015563	ENSPTRG00000030927	Pan_troglodytes	ENSPTRT00000016818
ENSP00000334798	ENSG00000186393	Homo_sapiens	ENST00000335552
ENSGGOP00000010954	ENSGGOG00000011236	Gorilla_gorilla	ENSGGOT00000011278
ENSPPYP00000009498	ENSPPYG00000008452	Pongo_abelii	ENSPPYT00000009879
ENSNLEP00000002662	ENSNLEG00000002206	Nomascus_leucogenys	ENSNLET00000002805
ENSCSAP00000015222	ENSCSAG00000002826	Chlorocebus_sabaeus	ENSCSAT00000000842
ENSMLEP00000003788	ENSMLEG00000016638	Mandrillus_leucophaeus	ENSMLET00000018184
ENSMFAP00000008266	ENSMFAG00000001350	Macaca_fascicularis	ENSMFAT00000021787
ENSMMUP00000001988	ENSMMUG00000001495	Macaca_mulatta	ENSMMUT00000002105
ENSMNEP00000044749	ENSMNEG00000044933	Macaca_nemestrina	ENSMNET00000069260
ENSTGEP00000008586	ENSTGEG00000007040	Theropithecus_gelada	ENSTGET00000010352
ENSPANP00000020607	ENSPANG00000021624	Papio_anubis	ENSPANT00000007475
ENSCATP00000016282	ENSCATG00000032089	Cercocebus_atys	ENSCATT00000040442
ENSCANP00000002922	ENSCANG00000010767	Colobus_angolensis_palliatus
ENSCPOP00000028806	ENSCPOG00000038591	Cavia_porcellus
ENSODEP00000024254	ENSODEG00000017748	Octodon_degus
ENSCLAP00000023730	ENSCLAG00000016281	Chinchilla_lanigera
ENSHGLP00000025332	ENSHGLG00000018049	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005052	ENSHGLG00100003830	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011367	ENSFDAG00000018946	Fukomys_damarensis
ENSCCNP00000023260	ENSCCNG00000022863	Castor_canadensis
ENSDORP00000006325	ENSDORG00000006750	Dipodomys_ordii
ENSUPAP00010010437	ENSUPAG00010008447	Urocitellus_parryii
ENSSTOP00000030718	ENSSTOG00000034065	Ictidomys_tridecemlineatus
ENSSDAP00000007859	ENSSDAG00000007184	Spermophilus_dauricus
ENSMMMP00000008142	ENSMMMG00000007307	Marmota_marmota_marmota
ENSOCUP00000007770	ENSOCUG00000008999	Oryctolagus_cuniculus
ENSOPRP00000008915	ENSOPRG00000009761	Ochotona_princeps
ENSTBEP00000002535	ENSTBEG00000002945	Tupaia_belangeri
ENSVPAP00000000906	ENSVPAG00000000983	Vicugna_pacos
ENSSSCP00000018506	ENSSSCG00000017463	Sus_scrofa_strain_reference
ENSCHIP00000008926	ENSCHIG00000011943	Capra_hircus
ENSOARP00000016242	ENSOARG00000015140	Ovis_aries
ENSBIXP00005046543	ENSBIXG00005031310	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000004720	ENSBIXG00000011023	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000009646	ENSBMUG00000007503	Bos_mutus
ENSBTAP00000040717	ENSBTAG00000030546	Bos_taurus
ENSBBBP00000016830	ENSBBBG00000006612	Bison_bison_bison
ENSEASP00005004924	ENSEASG00005003695	Equus_asinus_asinus
ENSECAP00000010609	ENSECAG00000012819	Equus_caballus
ENSUAMP00000020269	ENSUAMG00000015998	Ursus_americanus
ENSUMAP00000024844	ENSUMAG00000018091	Ursus_maritimus
ENSAMEP00000008727	ENSAMEG00000008292	Ailuropoda_melanoleuca
ENSNVIP00000002230	ENSNVIG00000001823	Neovison_vison
ENSMPUP00000014533	ENSMPUG00000014642	Mustela_putorius_furo
ENSCAFP00020023591	ENSCAFG00020018606	Canis_lupus_dingo
ENSCAFP00000023588	ENSCAFG00000016014	Canis_lupus_familiaris
ENSVVUP00000033640	ENSVVUG00000024328	Vulpes_vulpes
ENSPTIP00000000242	ENSPTIG00000000564	Panthera_tigris_altaica
ENSPPRP00000011110	ENSPPRG00000005044	Panthera_pardus
ENSFCAP00000022778	ENSFCAG00000026580	Felis_catus
ENSPVAP00000010715	ENSPVAG00000011363	Pteropus_vampyrus
ENSEEUP00000003232	ENSEEUG00000003560	Erinaceus_europaeus
ENSSARP00000002857	ENSSARG00000003150	Sorex_araneus
ENSCHOP00000004376	ENSCHOG00000004939	Choloepus_hoffmanni
ENSPCAP00000010562	ENSPCAG00000011337	Procavia_capensis
ENSETEP00000006821	ENSETEG00000008393	Echinops_telfairi
ENSPCIP00000034860	ENSPCIG00000025758	Phascolarctos_cinereus
ENSMEUP00000009081	ENSMEUG00000009956	Notamacropus_eugenii
ENSSHAP00000010052	ENSSHAG00000008696	Sarcophilus_harrisii
ENSMODP00000016817	ENSMODG00000013449	Monodelphis_domestica
ENSOANP00000004599	ENSOANG00000002896	Ornithorhynchus_anatinus
