FBpp0078483	FBgn0037293	Drosophila_melanogaster
ENSEBUP00000003347	ENSEBUG00000002421	Eptatretus_burgeri
ENSCSAVP00000016862	ENSCSAVG00000009913	Ciona_savignyi
ENSCINP00000018133	ENSCING00000008919	Ciona_intestinalis
ENSGALP00000065216	ENSGALG00000046939	Gallus_gallus
ENSAPLP00000016646	ENSAPLG00000022187	Anas_platyrhynchos_platyrhynchos
ENSSCAP00000001067	ENSSCAG00000000883	Serinus_canaria
ENSLSDP00000004556	ENSLSDG00000003544	Lonchura_striata_domestica
ENSFALP00000006852	ENSFALG00000006570	Ficedula_albicollis
ENSCCEP00000000261	ENSCCEG00000000387	Cyanistes_caeruleus
YJL031C_mRNA	YJL031C	Saccharomyces_cerevisiae_strain_S288C
