ENSPVIP00000006468	ENSPVIG00000005357	Pogona_vitticeps	ENSPVIT00000008350
ENSACAP00000010458	ENSACAG00000010614	Anolis_carolinensis	ENSACAT00000010674
ENSNSUP00000000882	ENSNSUG00000000764	Notechis_scutatus	ENSNSUT00000000976
ENSSMRP00000005414	ENSSMRG00000004410	Salvator_merianae	ENSSMRT00000006364
ENSSPUP00000022180	ENSSPUG00000017031	Sphenodon_punctatus
ENSFCAP00000018848	ENSFCAG00000028084	Felis_catus
ENSMLUP00000022575	ENSMLUG00000023764	Myotis_lucifugus
ENSCHIP00000019293	ENSCHIG00000018368	Capra_hircus
ENSOARP00000018556	ENSOARG00000017290	Ovis_aries
ENSBIXP00005022950	ENSBIXG00005025762	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000037805	ENSBIXG00000021486	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSSCP00000009170	ENSSSCG00000008599	Sus_scrofa_strain_reference
ENSECAP00000031060	ENSECAG00000021922	Equus_caballus
ENSEASP00005013515	ENSEASG00005009442	Equus_asinus_asinus
ENSBMUP00000007254	ENSBMUG00000005710	Bos_mutus
ENSBTAP00000061655	ENSBTAG00000049117	Bos_taurus
ENSBBBP00000011236	ENSBBBG00000019228	Bison_bison_bison
ENSFCAP00000059795	ENSFCAG00000048458	Felis_catus
ENSFDAP00000013177	ENSFDAG00000020501	Fukomys_damarensis
ENSHGLP00000009983	ENSHGLG00000007165	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000025799	ENSCPOG00000037907	Cavia_porcellus
ENSCAPP00000016219	ENSCAPG00000016156	Cavia_aperea
ENSODEP00000014021	ENSODEG00000010362	Octodon_degus
ENSCLAP00000008294	ENSCLAG00000005814	Chinchilla_lanigera
ENSSTOP00000017989	ENSSTOG00000023326	Ictidomys_tridecemlineatus
ENSSDAP00000006458	ENSSDAG00000005981	Spermophilus_dauricus
ENSUPAP00010011234	ENSUPAG00010009092	Urocitellus_parryii
ENSMMMP00000025229	ENSMMMG00000022089	Marmota_marmota_marmota
ENSCCNP00000023872	ENSCCNG00000023424	Castor_canadensis
ENSDORP00000025506	ENSDORG00000027569	Dipodomys_ordii
ENSMSIP00000015219	ENSMSIG00000013022	Mus_spicilegus
ENSMUSP00000093548	ENSMUSG00000020600	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0033339	MGP_SPRETEiJ_G0018446	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0031874	MGP_CAROLIEiJ_G0017602	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081990	MGP_PahariEiJ_G0029360	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032952	ENSRNOG00000006119	Rattus_norvegicus
ENSMUGP00000009962	ENSMUGG00000008826	Meriones_unguiculatus
ENSPEMP00000008222	ENSPEMG00000009942	Peromyscus_maniculatus_bairdii
ENSMOCP00000004449	ENSMOCG00000003687	Microtus_ochrogaster
ENSCGRP00000001545	ENSCGRG00000001179	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018325	ENSCGRG00001018113	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015000391	ENSCGRG00015000396	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006359	ENSMAUG00000008328	Mesocricetus_auratus
ENSNGAP00000010932	ENSNGAG00000013217	Nannospalax_galili
ENSLAFP00000018991	ENSLAFG00000030177	Loxodonta_africana
ENSOCUP00000016820	ENSOCUG00000025149	Oryctolagus_cuniculus
ENSDNOP00000026172	ENSDNOG00000031941	Dasypus_novemcinctus
ENSPCIP00000029762	ENSPCIG00000022147	Phascolarctos_cinereus
ENSVURP00010031149	ENSVURG00010023821	Vombatus_ursinus
ENSMODP00000012217	ENSMODG00000009775	Monodelphis_domestica
ENSSHAP00000000835	ENSSHAG00000000746	Sarcophilus_harrisii
ENSXETP00000026417	ENSXETG00000009893	Xenopus_tropicalis
ENSLACP00000009240	ENSLACG00000008153	Latimeria_chalumnae
ENSLACP00000008220	ENSLACG00000007275	Latimeria_chalumnae
ENSHHUP00000065434	ENSHHUG00000038620	Hucho_hucho
ENSELUP00000006853	ENSELUG00000000277	Esox_lucius
ENSCGOP00000022177	ENSCGOG00000010663	Cottoperca_gobio
ENSGACP00000016846	ENSGACG00000012713	Gasterosteus_aculeatus
ENSHCOP00000022372	ENSHCOG00000010014	Hippocampus_comes
ENSSLDP00000031191	ENSSLDG00000023978	Seriola_lalandi_dorsalis
ENSGWIP00000017394	ENSGWIG00000009679	Gouania_willdenowi
ENSPFOP00000013044	ENSPFOG00000012992	Poecilia_formosa
ENSPLAP00000017933	ENSPLAG00000022456	Poecilia_latipinna
ENSPMEP00000009864	ENSPMEG00000011745	Poecilia_mexicana
ENSXCOP00000017604	ENSXCOG00000013278	Xiphophorus_couchianus
ENSCVAP00000032753	ENSCVAG00000023030	Cyprinodon_variegatus
ENSKMAP00000011608	ENSKMAG00000008746	Kryptolebias_marmoratus
ENSORLP00015003667	ENSORLG00015004426	Oryzias_latipes_ASM223469v1
ENSORLP00000028684	ENSORLG00000026140	Oryzias_latipes_ASM223467v1
ENSOMEP00000009306	ENSOMEG00000010506	Oryzias_melastigma
ENSLBEP00000027971	ENSLBEG00000021204	Labrus_bergylta
ENSAPEP00000001654	ENSAPEG00000001239	Amphiprion_percula
ENSAPEP00000001763	ENSAPEG00000001300	Amphiprion_percula
ENSAPOP00000004907	ENSAPOG00000006528	Acanthochromis_polyacanthus
ENSSPAP00000000415	ENSSPAG00000000312	Stegastes_partitus
ENSPRNP00000044624	ENSPRNG00000021676	Parambassis_ranga
ENSPMGP00000029932	ENSPMGG00000024083	Periophthalmus_magnuspinnatus
ENSMAMP00000020239	ENSMAMG00000013631	Mastacembelus_armatus
ENSMALP00000031934	ENSMALG00000022017	Monopterus_albus
ENSCSEP00000025235	ENSCSEG00000016109	Cynoglossus_semilaevis
ENSLCRP00005062499	ENSLCRG00005022956	Larimichthys_crocea
ENSACLP00000037331	ENSACLG00000025283	Astatotilapia_calliptera
ENSMZEP00005011478	ENSMZEG00005008621	Maylandia_zebra
ENSPNYP00000031371	ENSPNYG00000023657	Pundamilia_nyererei
ENSNBRP00000013591	ENSNBRG00000010530	Neolamprologus_brichardi
ENSHBUP00000014944	ENSHBUG00000016823	Haplochromis_burtoni
ENSONIP00000024575	ENSONIG00000019523	Oreochromis_niloticus
ENSACIP00000029646	ENSACIG00000022953	Amphilophus_citrinellus
ENSTNIP00000011771	ENSTNIG00000008918	Tetraodon_nigroviridis
ENSGMOP00000018894	ENSGMOG00000017573	Gadus_morhua
ENSELUP00000006872	ENSELUG00000007746	Esox_lucius
ENSELUP00000006987	ENSELUG00000007812	Esox_lucius
ENSHHUP00000060874	ENSHHUG00000036089	Hucho_hucho
ENSCGOP00000022130	ENSCGOG00000010515	Cottoperca_gobio
ENSMMOP00000006024	ENSMMOG00000004725	Mola_mola
ENSLCRP00005062497	ENSLCRG00005022955	Larimichthys_crocea
ENSCVAP00000032747	ENSCVAG00000023018	Cyprinodon_variegatus
ENSFHEP00000033990	ENSFHEG00000021461	Fundulus_heteroclitus
ENSGAFP00000028952	ENSGAFG00000019539	Gambusia_affinis
ENSPLAP00000017925	ENSPLAG00000000777	Poecilia_latipinna
ENSPREP00000008040	ENSPREG00000005386	Poecilia_reticulata
ENSXMAP00000033395	ENSXMAG00000009266	Xiphophorus_maculatus
ENSCSEP00000025221	ENSCSEG00000016095	Cynoglossus_semilaevis
ENSMALP00000031924	ENSMALG00000022013	Monopterus_albus
ENSMAMP00000020227	ENSMAMG00000013607	Mastacembelus_armatus
ENSATEP00000014824	ENSATEG00000010322	Anabas_testudineus
ENSBSLP00000044884	ENSBSLG00000021446	Betta_splendens
ENSSDUP00000024869	ENSSDUG00000018053	Seriola_dumerili
ENSSLDP00000031210	ENSSLDG00000023988	Seriola_lalandi_dorsalis
ENSACLP00000037318	ENSACLG00000025272	Astatotilapia_calliptera
ENSMZEP00005011433	ENSMZEG00005008587	Maylandia_zebra
ENSACLP00000037288	ENSACLG00000025245	Astatotilapia_calliptera
ENSMZEP00005011464	ENSMZEG00005008605	Maylandia_zebra
ENSACLP00000037259	ENSACLG00000025241	Astatotilapia_calliptera
ENSPNYP00000030404	ENSPNYG00000022920	Pundamilia_nyererei
ENSMZEP00005011408	ENSMZEG00005008573	Maylandia_zebra
ENSHBUP00000014934	ENSHBUG00000016815	Haplochromis_burtoni
ENSACIP00000029649	ENSACIG00000022959	Amphilophus_citrinellus
ENSPRNP00000044623	ENSPRNG00000021675	Parambassis_ranga
ENSHCOP00000007907	ENSHCOG00000010038	Hippocampus_comes
ENSLBEP00000028004	ENSLBEG00000021226	Labrus_bergylta
ENSSPAP00000000441	ENSSPAG00000000354	Stegastes_partitus
ENSMMOP00000006026	ENSMMOG00000004728	Mola_mola
ENSATEP00000014839	ENSATEG00000010347	Anabas_testudineus
ENSMALP00000031917	ENSMALG00000022007	Monopterus_albus
ENSPMGP00000029933	ENSPMGG00000024084	Periophthalmus_magnuspinnatus
ENSDCDP00000001277	ENSDCDG00000000717	Denticeps_clupeoides
ENSDCDP00000001248	ENSDCDG00000000700	Denticeps_clupeoides
ENSDCDP00000001267	ENSDCDG00000000713	Denticeps_clupeoides
ENSCHAP00000052378	ENSCHAG00000023914	Clupea_harengus
ENSIPUP00000012437	ENSIPUG00000008477	Ictalurus_punctatus
ENSEEEP00000018910	ENSEEEG00000009276	Electrophorus_electricus
ENSAMXP00000049469	ENSAMXG00000040525	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005024219	ENSAMXG00005012371	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003954	ENSPNAG00000010377	Pygocentrus_nattereri
ENSEEEP00000018913	ENSEEEG00000009277	Electrophorus_electricus
ENSIPUP00000012468	ENSIPUG00000008489	Ictalurus_punctatus
ENSPNAP00000003960	ENSPNAG00000010398	Pygocentrus_nattereri
ENSAMXP00005024193	ENSAMXG00005012357	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000018908	ENSEEEG00000009275	Electrophorus_electricus
ENSCAFP00020033079	ENSCAFG00020025680	Canis_lupus_dingo
ENSELUP00000030466	ENSELUG00000000276	Esox_lucius
ENSELUP00000006949	ENSELUG00000007784	Esox_lucius
ENSELUP00000031552	ENSELUG00000009105	Esox_lucius
ENSSDUP00000024839	ENSSDUG00000018047	Seriola_dumerili
ENSSLDP00000031202	ENSSLDG00000023985	Seriola_lalandi_dorsalis
ENSSLDP00000006231	ENSSLDG00000004969	Seriola_lalandi_dorsalis
ENSSLDP00000018420	ENSSLDG00000014501	Seriola_lalandi_dorsalis
ENSSMAP00000019378	ENSSMAG00000011860	Scophthalmus_maximus
ENSLCAP00010047971	ENSLCAG00010022285	Lates_calcarifer
ENSLCAP00010047959	ENSLCAG00010022277	Lates_calcarifer
ENSLCAP00010047946	ENSLCAG00010022268	Lates_calcarifer
ENSHCOP00000022341	ENSHCOG00000009990	Hippocampus_comes
ENSHCOP00000007823	ENSHCOG00000009938	Hippocampus_comes
ENSAPEP00000001810	ENSAPEG00000001336	Amphiprion_percula
ENSAOCP00000014796	ENSAOCG00000019499	Amphiprion_ocellaris
ENSAPOP00000004894	ENSAPOG00000006520	Acanthochromis_polyacanthus
ENSSPAP00000000468	ENSSPAG00000000376	Stegastes_partitus
ENSPRNP00000044606	ENSPRNG00000021644	Parambassis_ranga
ENSXMAP00000038264	ENSXMAG00000025634	Xiphophorus_maculatus
ENSPLAP00000017911	ENSPLAG00000022441	Poecilia_latipinna
ENSGAFP00000028953	ENSGAFG00000019540	Gambusia_affinis
ENSFHEP00000033975	ENSFHEG00000021449	Fundulus_heteroclitus
ENSKMAP00000011646	ENSKMAG00000008768	Kryptolebias_marmoratus
ENSOMEP00000009208	ENSOMEG00000010426	Oryzias_melastigma
ENSOMEP00000009240	ENSOMEG00000010449	Oryzias_melastigma
ENSACIP00000029657	ENSACIG00000022961	Amphilophus_citrinellus
ENSACIP00000019137	ENSACIG00000014901	Amphilophus_citrinellus
ENSACIP00000029791	ENSACIG00000023060	Amphilophus_citrinellus
ENSACIP00000019102	ENSACIG00000014867	Amphilophus_citrinellus
ENSACIP00000029882	ENSACIG00000023093	Amphilophus_citrinellus
ENSPNYP00000030397	ENSPNYG00000022916	Pundamilia_nyererei
ENSACLP00000037249	ENSACLG00000025224	Astatotilapia_calliptera
ENSMZEP00005011214	ENSMZEG00005008407	Maylandia_zebra
ENSACLP00000037301	ENSACLG00000025263	Astatotilapia_calliptera
ENSMZEP00005011419	ENSMZEG00005008577	Maylandia_zebra
ENSMZEP00005011454	ENSMZEG00005008597	Maylandia_zebra
ENSGWIP00000017395	ENSGWIG00000009682	Gouania_willdenowi
ENSLBEP00000028036	ENSLBEG00000021256	Labrus_bergylta
ENSTRUP00000028145	ENSTRUG00000011153	Takifugu_rubripes
ENSPMGP00000029938	ENSPMGG00000024085	Periophthalmus_magnuspinnatus
ENSPNAP00000003900	ENSPNAG00000010359	Pygocentrus_nattereri
ENSAMXP00005024295	ENSAMXG00005012381	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000012383	ENSIPUG00000008447	Ictalurus_punctatus
ENSIPUP00000012405	ENSIPUG00000008462	Ictalurus_punctatus
ENSDARP00000108261	ENSDARG00000089192	Danio_rerio
ENSDCDP00000001285	ENSDCDG00000000722	Denticeps_clupeoides
ENSDCDP00000001282	ENSDCDG00000000720	Denticeps_clupeoides
ENSDCDP00000001273	ENSDCDG00000000714	Denticeps_clupeoides
ENSDCDP00000001252	ENSDCDG00000000701	Denticeps_clupeoides
ENSDCDP00000001245	ENSDCDG00000000697	Denticeps_clupeoides
ENSPKIP00000007285	ENSPKIG00000023238	Paramormyrops_kingsleyae
ENSSFOP00015005283	ENSSFOG00015003397	Scleropages_formosus
ENSLOCP00000021258	ENSLOCG00000017197	Lepisosteus_oculatus
ENSCMIP00000036916	ENSCMIG00000015579	Callorhinchus_milii
ENSCSAVP00000009567	ENSCSAVG00000005617	Ciona_savignyi
ENSCSAVP00000009803	ENSCSAVG00000005755	Ciona_savignyi
ENSCSAVP00000017126	ENSCSAVG00000010074	Ciona_savignyi
ENSCINP00000016234	ENSCING00000007930	Ciona_intestinalis
ENSCINP00000016224	ENSCING00000016716	Ciona_intestinalis
ENSCSAVP00000017137	ENSCSAVG00000010085	Ciona_savignyi
ENSCINP00000016227	ENSCING00000015156	Ciona_intestinalis
ENSCINP00000022022	ENSCING00000011556	Ciona_intestinalis
ENSCSAVP00000008818	ENSCSAVG00000005232	Ciona_savignyi
ENSCINP00000004385	ENSCING00000002144	Ciona_intestinalis
