ENSPMAP00000004588	ENSPMAG00000004138	Petromyzon_marinus	ENSPMAT00000004607
ENSEBUP00000026590	ENSEBUG00000016371	Eptatretus_burgeri	ENSEBUT00000027166
ENSPMAP00000005300	ENSPMAG00000004809	Petromyzon_marinus	ENSPMAT00000005320
ENSEBUP00000013203	ENSEBUG00000008349	Eptatretus_burgeri	ENSEBUT00000013779
ENSLACP00000020688	ENSLACG00000018178	Latimeria_chalumnae
ENSNLEP00000000721	ENSNLEG00000000597	Nomascus_leucogenys
ENSRROP00000044212	ENSRROG00000045086	Rhinopithecus_roxellana
ENSRBIP00000023605	ENSRBIG00000035723	Rhinopithecus_bieti
ENSCANP00000031646	ENSCANG00000039490	Colobus_angolensis_palliatus
ENSPTEP00000006567	ENSPTEG00000007526	Piliocolobus_tephrosceles
ENSPANP00000021600	ENSPANG00000015911	Papio_anubis
ENSTGEP00000006634	ENSTGEG00000005437	Theropithecus_gelada
ENSCATP00000040436	ENSCATG00000042813	Cercocebus_atys
ENSMFAP00000044640	ENSMFAG00000039655	Macaca_fascicularis
ENSMNEP00000020885	ENSMNEG00000034244	Macaca_nemestrina
ENSMMUP00000004532	ENSMMUG00000003397	Macaca_mulatta
ENSMLEP00000007600	ENSMLEG00000027876	Mandrillus_leucophaeus
ENSCSAP00000006761	ENSCSAG00000010535	Chlorocebus_sabaeus
ENSSBOP00000014512	ENSSBOG00000024007	Saimiri_boliviensis_boliviensis
ENSCCAP00000016113	ENSCCAG00000025841	Cebus_capucinus_imitator
ENSCJAP00000012008	ENSCJAG00000006462	Callithrix_jacchus
ENSANAP00000011060	ENSANAG00000023480	Aotus_nancymaae
ENSTSYP00000030887	ENSTSYG00000026547	Carlito_syrichta
ENSPCOP00000020162	ENSPCOG00000022040	Propithecus_coquereli
ENSPSMP00000034731	ENSPSMG00000023906	Prolemur_simus
ENSMICP00000035799	ENSMICG00000033354	Microcebus_murinus
ENSOGAP00000004112	ENSOGAG00000004605	Otolemur_garnettii
ENSCPOP00000003305	ENSCPOG00000003660	Cavia_porcellus
ENSCAPP00000000189	ENSCAPG00000000149	Cavia_aperea
ENSODEP00000014455	ENSODEG00000010695	Octodon_degus
ENSCLAP00000021862	ENSCLAG00000014977	Chinchilla_lanigera
ENSHGLP00000019492	ENSHGLG00000013961	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008479	ENSHGLG00100006310	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001854	ENSFDAG00000011726	Fukomys_damarensis
ENSTBEP00000009993	ENSTBEG00000011551	Tupaia_belangeri
ENSPVAP00000011611	ENSPVAG00000012317	Pteropus_vampyrus
ENSMLUP00000014672	ENSMLUG00000016099	Myotis_lucifugus
ENSBTAP00000053188	ENSBTAG00000016854	Bos_taurus
ENSBIXP00000008415	ENSBIXG00000014262	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013091	ENSBIXG00005017258	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000002729	ENSBMUG00000002138	Bos_mutus
ENSBBBP00000015148	ENSBBBG00000022966	Bison_bison_bison
ENSOARP00000017532	ENSOARG00000016325	Ovis_aries
ENSCHIP00000018080	ENSCHIG00000017668	Capra_hircus
ENSTTRP00000004667	ENSTTRG00000004949	Tursiops_truncatus
ENSSSCP00000002711	ENSSSCG00000002504	Sus_scrofa_strain_reference
ENSVPAP00000005999	ENSVPAG00000006463	Vicugna_pacos
ENSAMEP00000004132	ENSAMEG00000003925	Ailuropoda_melanoleuca
ENSAMEP00000014895	ENSAMEG00000014118	Ailuropoda_melanoleuca
ENSUMAP00000002641	ENSUMAG00000002350	Ursus_maritimus
ENSUAMP00000033789	ENSUAMG00000025736	Ursus_americanus
ENSNVIP00000006434	ENSNVIG00000005111	Neovison_vison
ENSMPUP00000003032	ENSMPUG00000003063	Mustela_putorius_furo
ENSCAFP00000026185	ENSCAFG00000017744	Canis_lupus_familiaris
ENSCAFP00020017379	ENSCAFG00020013902	Canis_lupus_dingo
ENSVVUP00000039764	ENSVVUG00000028327	Vulpes_vulpes
ENSPPRP00000016488	ENSPPRG00000008750	Panthera_pardus
ENSPTIP00000023370	ENSPTIG00000019848	Panthera_tigris_altaica
ENSFCAP00000050859	ENSFCAG00000006783	Felis_catus
ENSECAP00000050762	ENSECAG00000010535	Equus_caballus
ENSEASP00005031658	ENSEASG00005021548	Equus_asinus_asinus
ENSEEUP00000008117	ENSEEUG00000008884	Erinaceus_europaeus
ENSEASP00005031646	ENSEASG00005021544	Equus_asinus_asinus
ENSLAFP00000020556	ENSLAFG00000014643	Loxodonta_africana
ENSCHOP00000009588	ENSCHOG00000010829	Choloepus_hoffmanni
ENSDNOP00000017755	ENSDNOG00000040367	Dasypus_novemcinctus
ENSSARP00000010967	ENSSARG00000012150	Sorex_araneus
ENSETEP00000006532	ENSETEG00000008037	Echinops_telfairi
ENSPCAP00000007707	ENSPCAG00000008208	Procavia_capensis
ENSOANP00000020471	ENSOANG00000012942	Ornithorhynchus_anatinus
ENSXETP00000048249	ENSXETG00000021286	Xenopus_tropicalis
ENSLCOP00000000887	ENSLCOG00000000741	Lepidothrix_coronata	ENSLCOT00000000938
ENSEBUP00000014842	ENSEBUG00000009362	Eptatretus_burgeri
ENSTNIP00000000649	ENSTNIG00000006199	Tetraodon_nigroviridis
ENSTRUP00000020188	ENSTRUG00000008091	Takifugu_rubripes
ENSMMOP00000024397	ENSMMOG00000018559	Mola_mola
ENSLCRP00005000079	ENSLCRG00005000083	Larimichthys_crocea
ENSLBEP00000018229	ENSLBEG00000013967	Labrus_bergylta
ENSLBEP00000020858	ENSLBEG00000015945	Labrus_bergylta
ENSCGOP00000021254	ENSCGOG00000010200	Cottoperca_gobio
ENSGACP00000017290	ENSGACG00000013067	Gasterosteus_aculeatus
ENSMAMP00000025212	ENSMAMG00000016942	Mastacembelus_armatus
ENSMALP00000017489	ENSMALG00000012181	Monopterus_albus
ENSATEP00000019926	ENSATEG00000013849	Anabas_testudineus
ENSBSLP00000040461	ENSBSLG00000019595	Betta_splendens
ENSSDUP00000030188	ENSSDUG00000021750	Seriola_dumerili
ENSSLDP00000013803	ENSSLDG00000011005	Seriola_lalandi_dorsalis
ENSLCAP00010047812	ENSLCAG00010022185	Lates_calcarifer
ENSLCAP00010001894	ENSLCAG00010001048	Lates_calcarifer
ENSSMAP00000020861	ENSSMAG00000012786	Scophthalmus_maximus
ENSAPEP00000023082	ENSAPEG00000016300	Amphiprion_percula
ENSAOCP00000026310	ENSAOCG00000000958	Amphiprion_ocellaris
ENSAPOP00000028360	ENSAPOG00000013552	Acanthochromis_polyacanthus
ENSSPAP00000004389	ENSSPAG00000003235	Stegastes_partitus
ENSPRNP00000029333	ENSPRNG00000014641	Parambassis_ranga
ENSFHEP00000013752	ENSFHEG00000015473	Fundulus_heteroclitus
ENSCVAP00000021361	ENSCVAG00000003364	Cyprinodon_variegatus
ENSXMAP00000015731	ENSXMAG00000015689	Xiphophorus_maculatus
ENSXCOP00000012432	ENSXCOG00000009387	Xiphophorus_couchianus
ENSGAFP00000016143	ENSGAFG00000010904	Gambusia_affinis
ENSPMEP00000009320	ENSPMEG00000011239	Poecilia_mexicana
ENSPLAP00000010483	ENSPLAG00000013534	Poecilia_latipinna
ENSPFOP00000007945	ENSPFOG00000007525	Poecilia_formosa
ENSPREP00000017551	ENSPREG00000011874	Poecilia_reticulata
ENSKMAP00000002270	ENSKMAG00000001730	Kryptolebias_marmoratus
ENSORLP00000013694	ENSORLG00000010918	Oryzias_latipes_ASM223467v1
ENSORLP00015018816	ENSORLG00015019881	Oryzias_latipes_ASM223469v1
ENSORLP00020035151	ENSORLG00020021973	Oryzias_latipes_ASM223471v1
ENSOMEP00000033143	ENSOMEG00000018958	Oryzias_melastigma
ENSGWIP00000005311	ENSGWIG00000002853	Gouania_willdenowi
ENSPNYP00000030034	ENSPNYG00000022612	Pundamilia_nyererei
ENSHBUP00000027006	ENSHBUG00000010199	Haplochromis_burtoni
ENSACLP00000006861	ENSACLG00000004620	Astatotilapia_calliptera
ENSNBRP00000027561	ENSNBRG00000021012	Neolamprologus_brichardi
ENSONIP00000002153	ENSONIG00000001719	Oreochromis_niloticus
ENSACIP00000015927	ENSACIG00000012334	Amphilophus_citrinellus
ENSHCOP00000002060	ENSHCOG00000003176	Hippocampus_comes
ENSPMGP00000021403	ENSPMGG00000017320	Periophthalmus_magnuspinnatus
ENSGMOP00000018170	ENSGMOG00000016917	Gadus_morhua
ENSHHUP00000002150	ENSHHUG00000001377	Hucho_hucho
ENSELUP00000025878	ENSELUG00000024511	Esox_lucius
ENSCHAP00000043670	ENSCHAG00000020244	Clupea_harengus
ENSAMXP00000000607	ENSAMXG00000000582	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034706	ENSAMXG00005016603	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001776	ENSPNAG00000008383	Pygocentrus_nattereri
ENSEEEP00000046847	ENSEEEG00000022054	Electrophorus_electricus
ENSIPUP00000009381	ENSIPUG00000006430	Ictalurus_punctatus
ENSIPUP00000009135	ENSIPUG00000006246	Ictalurus_punctatus
ENSDARP00000074479	ENSDARG00000017023	Danio_rerio
ENSDCDP00000004888	ENSDCDG00000002426	Denticeps_clupeoides
ENSHHUP00000046740	ENSHHUG00000028443	Hucho_hucho
ENSELUP00000038999	ENSELUG00000018989	Esox_lucius
ENSSMAP00000031527	ENSSMAG00000019323	Scophthalmus_maximus
ENSCSEP00000005623	ENSCSEG00000003611	Cynoglossus_semilaevis
ENSSDUP00000008890	ENSSDUG00000006542	Seriola_dumerili
ENSSLDP00000029703	ENSSLDG00000022838	Seriola_lalandi_dorsalis
ENSMALP00000031303	ENSMALG00000021604	Monopterus_albus
ENSMAMP00000002893	ENSMAMG00000002007	Mastacembelus_armatus
ENSATEP00000031058	ENSATEG00000021414	Anabas_testudineus
ENSTNIP00000015186	ENSTNIG00000012220	Tetraodon_nigroviridis
ENSTRUP00000046081	ENSTRUG00000017984	Takifugu_rubripes
ENSLCRP00005053484	ENSLCRG00005020031	Larimichthys_crocea
ENSLBEP00000020731	ENSLBEG00000015847	Labrus_bergylta
ENSMMOP00000020398	ENSMMOG00000015496	Mola_mola
ENSCGOP00000025492	ENSCGOG00000012023	Cottoperca_gobio
ENSGACP00000010148	ENSGACG00000007644	Gasterosteus_aculeatus
ENSHBUP00000010313	ENSHBUG00000011845	Haplochromis_burtoni
ENSACLP00000039737	ENSACLG00000026792	Astatotilapia_calliptera
ENSPNYP00000002230	ENSPNYG00000001731	Pundamilia_nyererei
ENSMZEP00005005407	ENSMZEG00005004185	Maylandia_zebra
ENSNBRP00000002562	ENSNBRG00000002033	Neolamprologus_brichardi
ENSONIP00000007146	ENSONIG00000005672	Oreochromis_niloticus
ENSACIP00000012391	ENSACIG00000009648	Amphilophus_citrinellus
ENSAOCP00000031455	ENSAOCG00000001676	Amphiprion_ocellaris
ENSAOCP00000016338	ENSAOCG00000021245	Amphiprion_ocellaris
ENSAPEP00000009787	ENSAPEG00000006906	Amphiprion_percula
ENSCVAP00000002688	ENSCVAG00000003863	Cyprinodon_variegatus
ENSFHEP00000002692	ENSFHEG00000003572	Fundulus_heteroclitus
ENSPMEP00000028216	ENSPMEG00000013197	Poecilia_mexicana
ENSPLAP00000010742	ENSPLAG00000013756	Poecilia_latipinna
ENSPFOP00000016723	ENSPFOG00000016584	Poecilia_formosa
ENSPREP00000015937	ENSPREG00000010717	Poecilia_reticulata
ENSXMAP00000007710	ENSXMAG00000007682	Xiphophorus_maculatus
ENSKMAP00000029957	ENSKMAG00000022143	Kryptolebias_marmoratus
ENSORLP00015030898	ENSORLG00015014831	Oryzias_latipes_ASM223469v1
ENSORLP00020015567	ENSORLG00020016604	Oryzias_latipes_ASM223471v1
ENSORLP00000022269	ENSORLG00000017790	Oryzias_latipes_ASM223467v1
ENSOMEP00000022568	ENSOMEG00000002204	Oryzias_melastigma
ENSGWIP00000039843	ENSGWIG00000020194	Gouania_willdenowi
ENSHCOP00000007149	ENSHCOG00000009171	Hippocampus_comes
ENSPMGP00000016693	ENSPMGG00000013670	Periophthalmus_magnuspinnatus
ENSGMOP00000001471	ENSGMOG00000001376	Gadus_morhua
ENSAMXP00000018692	ENSAMXG00000018149	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005050427	ENSAMXG00005022863	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004053	ENSPNAG00000010484	Pygocentrus_nattereri
ENSIPUP00000008796	ENSIPUG00000006016	Ictalurus_punctatus
ENSEEEP00000032772	ENSEEEG00000015616	Electrophorus_electricus
ENSDARP00000117954	ENSDARG00000019001	Danio_rerio
ENSCHAP00000022615	ENSCHAG00000011146	Clupea_harengus
ENSSFOP00015016983	ENSSFOG00015010942	Scleropages_formosus
ENSPKIP00000014228	ENSPKIG00000001342	Paramormyrops_kingsleyae
ENSLOCP00000010480	ENSLOCG00000008611	Lepisosteus_oculatus
ENSECRP00000031220	ENSECRG00000021162	Erpetoichthys_calabaricus
ENSCINP00000011810	ENSCING00000005722	Ciona_intestinalis
ENSCSAVP00000005358	ENSCSAVG00000003202	Ciona_savignyi
