ENSBTAP00000040664	ENSBTAG00000025329	Bos_taurus
ENSNPEP00000015552	ENSNPEG00000011613	Nothoprocta_perdicaria
ENSPPRP00000026927	ENSPPRG00000018030	Panthera_pardus
ENSPNAP00000023625	ENSPNAG00000000727	Pygocentrus_nattereri
ENSRNOP00000064525	ENSRNOG00000011026	Rattus_norvegicus
ENSMUGP00000025322	ENSMUGG00000021127	Meriones_unguiculatus
ENSCABP00000031197	ENSCABG00000022794	Chelonoidis_abingdonii
ENSMUSP00000041070	ENSMUSG00000034168	Mus_musculus_strain_reference_(CL57BL6)
ENSOARP00000002403	ENSOARG00000002269	Ovis_aries
ENSMAMP00000009986	ENSMAMG00000006600	Mastacembelus_armatus
ENSJHYP00000015412	ENSJHYG00000011840	Junco_hyemalis
ENSCJPP00005024470	ENSCJPG00005019274	Coturnix_japonica
ENSCMIP00000002735	ENSCMIG00000001619	Callorhinchus_milii
ENSP00000238647	ENSG00000119669	Homo_sapiens
ENSMLUP00000015996	ENSMLUG00000017538	Myotis_lucifugus
ENSEEEP00000041165	ENSEEEG00000019483	Electrophorus_electricus
ENSELUP00000001546	ENSELUG00000003017	Esox_lucius
ENSCPUP00000028933	ENSCPUG00000019449	Calidris_pugnax
ENSPSIP00000000391	ENSPSIG00000000390	Pelodiscus_sinensis
ENSNGAP00000014473	ENSNGAG00000015769	Nannospalax_galili
ENSAPEP00000001848	ENSAPEG00000001359	Amphiprion_percula
ENSCAFP00020001861	ENSCAFG00020001610	Canis_lupus_dingo
ENSAHAP00000013216	ENSAHAG00000009508	Apteryx_haastii
ENSLCRP00005044129	ENSLCRG00005016902	Larimichthys_crocea
ENSSLDP00000015167	ENSSLDG00000012043	Seriola_lalandi_dorsalis
ENSACIP00000029796	ENSACIG00000023066	Amphilophus_citrinellus
ENSATEP00000020611	ENSATEG00000014360	Anabas_testudineus
ENSRBIP00000022039	ENSRBIG00000034968	Rhinopithecus_bieti
