ENSCINP00000011274	ENSCING00000005453	Ciona_intestinalis	ENSCINT00000011274
ENSCSAVP00000009509	ENSCSAVG00000005591	Ciona_savignyi	ENSCSAVT00000009626
ENSCINP00000006462	ENSCING00000003155	Ciona_intestinalis	ENSCINT00000006462
ENSCSAVP00000007770	ENSCSAVG00000004643	Ciona_savignyi	ENSCSAVT00000007873
ENSCSAVP00000014625	ENSCSAVG00000008548	Ciona_savignyi	ENSCSAVT00000014792
ENSCINP00000006321	ENSCING00000003122	Ciona_intestinalis	ENSCINT00000006321
ENSEBUP00000024863	ENSEBUG00000015360	Eptatretus_burgeri	ENSEBUT00000025439
ENSPMAP00000000434	ENSPMAG00000000388	Petromyzon_marinus	ENSPMAT00000000435
ENSABRP00000023702	ENSABRG00000019931	Anser_brachyrhynchus
ENSCABP00000014849	ENSCABG00000011090	Chelonoidis_abingdonii	ENSCABT00000016267
ENSCPBP00000038264	ENSCPBG00000026465	Chrysemys_picta_bellii
ENSPSIP00000011165	ENSPSIG00000010112	Pelodiscus_sinensis
ENSACAP00000008674	ENSACAG00000008809	Anolis_carolinensis
ENSPVIP00000020503	ENSPVIG00000015510	Pogona_vitticeps
ENSNSUP00000018690	ENSNSUG00000013654	Notechis_scutatus
ENSSMRP00000017198	ENSSMRG00000013402	Salvator_merianae
ENSSPUP00000009013	ENSSPUG00000006864	Sphenodon_punctatus
ENSVURP00010004825	ENSVURG00010003054	Vombatus_ursinus
ENSPCIP00000002728	ENSPCIG00000002219	Phascolarctos_cinereus
ENSSHAP00000003475	ENSSHAG00000003054	Sarcophilus_harrisii
ENSMODP00000020586	ENSMODG00000016486	Monodelphis_domestica
ENSCHIP00000014852	ENSCHIG00000015705	Capra_hircus
ENSOARP00000014806	ENSOARG00000013806	Ovis_aries
ENSBIXP00005039813	ENSBIXG00005022908	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000007715	ENSBIXG00000013633	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000004585	ENSBTAG00000003529	Bos_taurus
ENSBMUP00000011989	ENSBMUG00000009207	Bos_mutus
ENSBBBP00000015387	ENSBBBG00000023205	Bison_bison_bison
ENSTTRP00000003078	ENSTTRG00000003282	Tursiops_truncatus
ENSSSCP00000060774	ENSSSCG00000010432	Sus_scrofa_strain_reference
ENSUMAP00000015359	ENSUMAG00000011188	Ursus_maritimus
ENSUAMP00000025837	ENSUAMG00000020064	Ursus_americanus
ENSAMEP00000000592	ENSAMEG00000000551	Ailuropoda_melanoleuca
ENSNVIP00000031158	ENSNVIG00000023980	Neovison_vison
ENSMPUP00000016869	ENSMPUG00000016973	Mustela_putorius_furo
ENSCAFP00020034021	ENSCAFG00020026394	Canis_lupus_dingo
ENSCAFP00000052734	ENSCAFG00000015602	Canis_lupus_familiaris
ENSVVUP00000003213	ENSVVUG00000002487	Vulpes_vulpes
ENSPPRP00000021727	ENSPPRG00000012573	Panthera_pardus
ENSPTIP00000002620	ENSPTIG00000005590	Panthera_tigris_altaica
ENSFCAP00000024154	ENSFCAG00000030017	Felis_catus
ENSMLUP00000015302	ENSMLUG00000016788	Myotis_lucifugus
ENSMLUP00000019943	ENSMLUG00000022873	Myotis_lucifugus
ENSPVAP00000013532	ENSPVAG00000014356	Pteropus_vampyrus
ENSECAP00000004834	ENSECAG00000006259	Equus_caballus
ENSEASP00005018729	ENSEASG00005012474	Equus_asinus_asinus
ENSEEUP00000001264	ENSEEUG00000001399	Erinaceus_europaeus
ENSMFAP00000035435	ENSMFAG00000034694	Macaca_fascicularis
ENSMMUP00000009277	ENSMMUG00000007078	Macaca_mulatta
ENSMNEP00000019067	ENSMNEG00000033372	Macaca_nemestrina
ENSPANP00000020523	ENSPANG00000021983	Papio_anubis
ENSTGEP00000007835	ENSTGEG00000006376	Theropithecus_gelada
ENSMLEP00000028873	ENSMLEG00000038590	Mandrillus_leucophaeus
ENSCATP00000023054	ENSCATG00000035084	Cercocebus_atys
ENSCSAP00000003259	ENSCSAG00000007014	Chlorocebus_sabaeus
ENSRROP00000010724	ENSRROG00000029753	Rhinopithecus_roxellana
ENSRBIP00000022878	ENSRBIG00000035373	Rhinopithecus_bieti
ENSCANP00000014505	ENSCANG00000030576	Colobus_angolensis_palliatus
ENSPTRP00000090739	ENSPTRG00000002501	Pan_troglodytes
ENSPPAP00000029908	ENSPPAG00000037960	Pan_paniscus
ENSGGOP00000020018	ENSGGOG00000006176	Gorilla_gorilla
ENSP00000378897	ENSG00000188611	Homo_sapiens
ENSNLEP00000014662	ENSNLEG00000012056	Nomascus_leucogenys
ENSSBOP00000031262	ENSSBOG00000031811	Saimiri_boliviensis_boliviensis
ENSCCAP00000023763	ENSCCAG00000029600	Cebus_capucinus_imitator
ENSCJAP00000009485	ENSCJAG00000005129	Callithrix_jacchus
ENSANAP00000026314	ENSANAG00000030762	Aotus_nancymaae
ENSTSYP00000033408	ENSTSYG00000036300	Carlito_syrichta
ENSPCOP00000000930	ENSPCOG00000002974	Propithecus_coquereli
ENSMICP00000035931	ENSMICG00000017606	Microcebus_murinus
ENSPSMP00000004274	ENSPSMG00000003302	Prolemur_simus
ENSOGAP00000014771	ENSOGAG00000016502	Otolemur_garnettii
ENSTBEP00000004137	ENSTBEG00000004793	Tupaia_belangeri
ENSCCNP00000030489	ENSCCNG00000029188	Castor_canadensis
ENSDORP00000014964	ENSDORG00000015905	Dipodomys_ordii
ENSCLAP00000022760	ENSCLAG00000015605	Chinchilla_lanigera
ENSODEP00000018933	ENSODEG00000013960	Octodon_degus
ENSCPOP00000013500	ENSCPOG00000014978	Cavia_porcellus
ENSCAPP00000008704	ENSCAPG00000010314	Cavia_aperea
ENSHGLP00000025944	ENSHGLG00000018465	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001822	ENSHGLG00100001417	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017407	ENSFDAG00000005984	Fukomys_damarensis
ENSCGRP00001025570	ENSCGRG00001023129	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000014703	ENSCGRG00000010645	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015028564	ENSCGRG00015021621	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009801	ENSMAUG00000010836	Mesocricetus_auratus
ENSPEMP00000012024	ENSPEMG00000012455	Peromyscus_maniculatus_bairdii
ENSMOCP00000004699	ENSMOCG00000003980	Microtus_ochrogaster
ENSMSIP00000030947	ENSMSIG00000025919	Mus_spicilegus
MGP_SPRETEiJ_P0050560	MGP_SPRETEiJ_G0023793	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000157424	ENSMUSG00000024887	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048567	MGP_CAROLIEiJ_G0022874	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021530	MGP_PahariEiJ_G0014367	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073116	ENSRNOG00000012196	Rattus_norvegicus
ENSMUGP00000006943	ENSMUGG00000005717	Meriones_unguiculatus
ENSMUGP00000006044	ENSMUGG00000004768	Meriones_unguiculatus
ENSNGAP00000000835	ENSNGAG00000000610	Nannospalax_galili
ENSJJAP00000004655	ENSJJAG00000009585	Jaculus_jaculus
ENSUPAP00010027176	ENSUPAG00010021469	Urocitellus_parryii
ENSSTOP00000016120	ENSSTOG00000025885	Ictidomys_tridecemlineatus
ENSSDAP00000021856	ENSSDAG00000019876	Spermophilus_dauricus
ENSMMMP00000021141	ENSMMMG00000018616	Marmota_marmota_marmota
ENSOCUP00000014757	ENSOCUG00000017169	Oryctolagus_cuniculus
ENSOPRP00000000328	ENSOPRG00000000357	Ochotona_princeps
ENSPTEP00000041367	ENSPTEG00000037908	Piliocolobus_tephrosceles
ENSRROP00000041712	ENSRROG00000044041	Rhinopithecus_roxellana
ENSP00000495463	ENSG00000204147	Homo_sapiens
ENSPPYP00000003285	ENSPPYG00000002818	Pongo_abelii
ENSVPAP00000005684	ENSVPAG00000006129	Vicugna_pacos
ENSCHOP00000009128	ENSCHOG00000010313	Choloepus_hoffmanni
ENSDNOP00000015926	ENSDNOG00000025030	Dasypus_novemcinctus
ENSCHOP00000002915	ENSCHOG00000003291	Choloepus_hoffmanni
ENSEEUP00000012900	ENSEEUG00000014139	Erinaceus_europaeus
ENSLAFP00000012964	ENSLAFG00000015469	Loxodonta_africana
ENSPCAP00000009330	ENSPCAG00000009955	Procavia_capensis
ENSSARP00000007327	ENSSARG00000008071	Sorex_araneus
ENSPTIP00000011443	ENSPTIG00000011817	Panthera_tigris_altaica
ENSMODP00000050063	ENSMODG00000039488	Monodelphis_domestica
ENSBMUP00000003010	ENSBMUG00000002334	Bos_mutus
ENSOANP00000007510	ENSOANG00000004741	Ornithorhynchus_anatinus
ENSXETP00000030680	ENSXETG00000021135	Xenopus_tropicalis
ENSXETP00000030606	ENSXETG00000006844	Xenopus_tropicalis
ENSLACP00000010184	ENSLACG00000008976	Latimeria_chalumnae
ENSAMXP00000018781	ENSAMXG00000018196	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029871	ENSAMXG00005014708	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005030343	ENSAMXG00005014859	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000735	ENSPNAG00000007696	Pygocentrus_nattereri
ENSIPUP00000015514	ENSIPUG00000010420	Ictalurus_punctatus
ENSEEEP00000005103	ENSEEEG00000002581	Electrophorus_electricus
ENSDARP00000119244	ENSDARG00000012829	Danio_rerio
ENSCHAP00000011969	ENSCHAG00000006619	Clupea_harengus
ENSDCDP00000054915	ENSDCDG00000032534	Denticeps_clupeoides
ENSHHUP00000039093	ENSHHUG00000024321	Hucho_hucho
ENSELUP00000001734	ENSELUG00000003226	Esox_lucius
ENSGWIP00000028332	ENSGWIG00000014763	Gouania_willdenowi
ENSCSEP00000003571	ENSCSEG00000002344	Cynoglossus_semilaevis
ENSTRUP00000009971	ENSTRUG00000004213	Takifugu_rubripes
ENSTNIP00000007268	ENSTNIG00000004618	Tetraodon_nigroviridis
ENSMMOP00000012230	ENSMMOG00000009397	Mola_mola
ENSLBEP00000032802	ENSLBEG00000024721	Labrus_bergylta
ENSMZEP00005017753	ENSMZEG00005013340	Maylandia_zebra
ENSACLP00000025365	ENSACLG00000017158	Astatotilapia_calliptera
ENSPNYP00000023646	ENSPNYG00000017845	Pundamilia_nyererei
ENSHBUP00000019520	ENSHBUG00000021809	Haplochromis_burtoni
ENSONIP00000024056	ENSONIG00000019110	Oreochromis_niloticus
ENSNBRP00000001932	ENSNBRG00000001432	Neolamprologus_brichardi
ENSACIP00000020574	ENSACIG00000015947	Amphilophus_citrinellus
ENSSPAP00000022452	ENSSPAG00000016956	Stegastes_partitus
ENSFHEP00000017475	ENSFHEG00000019430	Fundulus_heteroclitus
ENSCVAP00000008490	ENSCVAG00000010436	Cyprinodon_variegatus
ENSXCOP00000004097	ENSXCOG00000003211	Xiphophorus_couchianus
ENSXMAP00000016689	ENSXMAG00000016637	Xiphophorus_maculatus
ENSGAFP00000021970	ENSGAFG00000014764	Gambusia_affinis
ENSPFOP00000012390	ENSPFOG00000012240	Poecilia_formosa
ENSPFOP00000006789	ENSPFOG00000006623	Poecilia_formosa
ENSPMEP00000016161	ENSPMEG00000018845	Poecilia_mexicana
ENSPLAP00000000388	ENSPLAG00000001217	Poecilia_latipinna
ENSPREP00000024304	ENSPREG00000016399	Poecilia_reticulata
ENSKMAP00000008706	ENSKMAG00000006518	Kryptolebias_marmoratus
ENSORLP00020007939	ENSORLG00020008838	Oryzias_latipes_ASM223471v1
ENSORLP00000025276	ENSORLG00000020394	Oryzias_latipes_ASM223467v1
ENSORLP00015006641	ENSORLG00015007488	Oryzias_latipes_ASM223469v1
ENSOMEP00000004444	ENSOMEG00000005410	Oryzias_melastigma
ENSAOCP00000027522	ENSAOCG00000016495	Amphiprion_ocellaris
ENSAPEP00000013757	ENSAPEG00000009685	Amphiprion_percula
ENSAPOP00000018759	ENSAPOG00000000632	Acanthochromis_polyacanthus
ENSSPAP00000011582	ENSSPAG00000008626	Stegastes_partitus
ENSATEP00000019797	ENSATEG00000013782	Anabas_testudineus
ENSBSLP00000045037	ENSBSLG00000021504	Betta_splendens
ENSSDUP00000019300	ENSSDUG00000014075	Seriola_dumerili
ENSSLDP00000016636	ENSSLDG00000013168	Seriola_lalandi_dorsalis
ENSLCAP00010034677	ENSLCAG00010016151	Lates_calcarifer
ENSSMAP00000021882	ENSSMAG00000013403	Scophthalmus_maximus
ENSPRNP00000033808	ENSPRNG00000016528	Parambassis_ranga
ENSMAMP00000015536	ENSMAMG00000010487	Mastacembelus_armatus
ENSMALP00000018515	ENSMALG00000012873	Monopterus_albus
ENSCGOP00000028805	ENSCGOG00000013481	Cottoperca_gobio
ENSLCRP00005005581	ENSLCRG00005002835	Larimichthys_crocea
ENSHCOP00000026526	ENSHCOG00000017625	Hippocampus_comes
ENSPMGP00000012119	ENSPMGG00000010016	Periophthalmus_magnuspinnatus
ENSSFOP00015018473	ENSSFOG00015011845	Scleropages_formosus
ENSPKIP00000010444	ENSPKIG00000025163	Paramormyrops_kingsleyae
ENSLOCP00000007584	ENSLOCG00000006273	Lepisosteus_oculatus
ENSECRP00000004053	ENSECRG00000002738	Erpetoichthys_calabaricus
ENSCMIP00000046721	ENSCMIG00000019190	Callorhinchus_milii
FBpp0085011	FBgn0039774	Drosophila_melanogaster
