ENSLSDP00000005275	ENSLSDG00000004124	Lonchura_striata_domestica
ENSMNEP00000003894	ENSMNEG00000018117	Macaca_nemestrina
ENSCATP00000017451	ENSCATG00000032611	Cercocebus_atys
ENSMLEP00000027884	ENSMLEG00000038160	Mandrillus_leucophaeus
ENSPANP00000011221	ENSPANG00000013480	Papio_anubis
ENSTGEP00000021828	ENSTGEG00000017628	Theropithecus_gelada
ENSCSAP00000002733	ENSCSAG00000006443	Chlorocebus_sabaeus
ENSPTEP00000009666	ENSPTEG00000010954	Piliocolobus_tephrosceles
ENSCANP00000039703	ENSCANG00000043517	Colobus_angolensis_palliatus
ENSRROP00000000284	ENSRROG00000000749	Rhinopithecus_roxellana
ENSRBIP00000024291	ENSRBIG00000036039	Rhinopithecus_bieti
ENSSBOP00000017580	ENSSBOG00000025299	Saimiri_boliviensis_boliviensis
ENSCCAP00000018232	ENSCCAG00000026937	Cebus_capucinus_imitator
ENSCJAP00000035740	ENSCJAG00000019248	Callithrix_jacchus
ENSANAP00000016773	ENSANAG00000026250	Aotus_nancymaae
ENSTSYP00000027318	ENSTSYG00000035105	Carlito_syrichta
ENSPCOP00000017304	ENSPCOG00000020445	Propithecus_coquereli
ENSMICP00000012638	ENSMICG00000013847	Microcebus_murinus
ENSPSMP00000031151	ENSPSMG00000021602	Prolemur_simus
ENSOGAP00000011269	ENSOGAG00000012574	Otolemur_garnettii
ENSHGLP00000005312	ENSHGLG00000003887	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014987	ENSHGLG00100011101	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000164	ENSFDAG00000010498	Fukomys_damarensis
ENSCLAP00000011959	ENSCLAG00000008252	Chinchilla_lanigera
ENSODEP00000005591	ENSODEG00000004222	Octodon_degus
ENSCPOP00000011604	ENSCPOG00000012891	Cavia_porcellus
ENSCAPP00000017579	ENSCAPG00000017201	Cavia_aperea
ENSEEUP00000012071	ENSEEUG00000013221	Erinaceus_europaeus
ENSOARP00000014310	ENSOARG00000013348	Ovis_aries
ENSPCAP00000007349	ENSPCAG00000007828	Procavia_capensis
ENSLAFP00000003465	ENSLAFG00000004152	Loxodonta_africana
ENSDNOP00000034939	ENSDNOG00000030968	Dasypus_novemcinctus
ENSXETP00000035546	ENSXETG00000014100	Xenopus_tropicalis
ENSTRUP00000044308	ENSTRUG00000017293	Takifugu_rubripes
ENSTNIP00000012258	ENSTNIG00000009390	Tetraodon_nigroviridis
ENSMMOP00000022714	ENSMMOG00000017269	Mola_mola
ENSGACP00000020579	ENSGACG00000015603	Gasterosteus_aculeatus
ENSLCRP00005033684	ENSLCRG00005013220	Larimichthys_crocea
ENSLBEP00000001097	ENSLBEG00000000821	Labrus_bergylta
ENSCGOP00000009205	ENSCGOG00000004045	Cottoperca_gobio
ENSSLDP00000031212	ENSSLDG00000023971	Seriola_lalandi_dorsalis
ENSSDUP00000012057	ENSSDUG00000008740	Seriola_dumerili
ENSLCAP00010018128	ENSLCAG00010008604	Lates_calcarifer
ENSSMAP00000035003	ENSSMAG00000021394	Scophthalmus_maximus
ENSMALP00000027352	ENSMALG00000018944	Monopterus_albus
ENSMAMP00000032593	ENSMAMG00000021929	Mastacembelus_armatus
ENSATEP00000011199	ENSATEG00000007759	Anabas_testudineus
ENSBSLP00000035349	ENSBSLG00000016863	Betta_splendens
ENSAPEP00000021400	ENSAPEG00000015234	Amphiprion_percula
ENSAOCP00000024982	ENSAOCG00000012297	Amphiprion_ocellaris
ENSAPOP00000026962	ENSAPOG00000011204	Acanthochromis_polyacanthus
ENSSPAP00000025496	ENSSPAG00000019223	Stegastes_partitus
ENSGWIP00000050890	ENSGWIG00000024674	Gouania_willdenowi
ENSPRNP00000053549	ENSPRNG00000025142	Parambassis_ranga
ENSFHEP00000033022	ENSFHEG00000000717	Fundulus_heteroclitus
ENSCVAP00000023736	ENSCVAG00000007373	Cyprinodon_variegatus
ENSXMAP00000025352	ENSXMAG00000007236	Xiphophorus_maculatus
ENSXCOP00000014581	ENSXCOG00000011065	Xiphophorus_couchianus
ENSGAFP00000020443	ENSGAFG00000013796	Gambusia_affinis
ENSPMEP00000013068	ENSPMEG00000015414	Poecilia_mexicana
ENSPREP00000033903	ENSPREG00000022964	Poecilia_reticulata
ENSPLAP00000024439	ENSPLAG00000010677	Poecilia_latipinna
ENSKMAP00000004453	ENSKMAG00000003326	Kryptolebias_marmoratus
ENSORLP00015028417	ENSORLG00015011037	Oryzias_latipes_ASM223469v1
ENSORLP00000027170	ENSORLG00000006508	Oryzias_latipes_ASM223467v1
ENSORLP00020028851	ENSORLG00020012601	Oryzias_latipes_ASM223471v1
ENSOMEP00000018907	ENSOMEG00000020704	Oryzias_melastigma
ENSHBUP00000012023	ENSHBUG00000013754	Haplochromis_burtoni
ENSPNYP00000009781	ENSPNYG00000007370	Pundamilia_nyererei
ENSACLP00000039595	ENSACLG00000026695	Astatotilapia_calliptera
ENSMZEP00005001014	ENSMZEG00005000821	Maylandia_zebra
ENSONIP00000007804	ENSONIG00000006194	Oreochromis_niloticus
ENSNBRP00000017902	ENSNBRG00000013773	Neolamprologus_brichardi
ENSACIP00000006998	ENSACIG00000005460	Amphilophus_citrinellus
ENSHCOP00000006881	ENSHCOG00000008783	Hippocampus_comes
ENSCSEP00000002963	ENSCSEG00000001942	Cynoglossus_semilaevis
ENSPMGP00000005768	ENSPMGG00000004838	Periophthalmus_magnuspinnatus
ENSGMOP00000009532	ENSGMOG00000008916	Gadus_morhua
ENSHHUP00000022326	ENSHHUG00000013938	Hucho_hucho
ENSHHUP00000028123	ENSHHUG00000017853	Hucho_hucho
ENSELUP00000031852	ENSELUG00000009546	Esox_lucius
ENSDCDP00000058286	ENSDCDG00000033867	Denticeps_clupeoides
ENSCHAP00000012892	ENSCHAG00000007082	Clupea_harengus
ENSAMXP00000051616	ENSAMXG00000003215	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016379	ENSAMXG00005008518	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029105	ENSPNAG00000015052	Pygocentrus_nattereri
ENSEEEP00000002000	ENSEEEG00000001245	Electrophorus_electricus
ENSIPUP00000025816	ENSIPUG00000017462	Ictalurus_punctatus
ENSDARP00000146636	ENSDARG00000062956	Danio_rerio
ENSSFOP00015015751	ENSSFOG00015010097	Scleropages_formosus
ENSPKIP00000041222	ENSPKIG00000017841	Paramormyrops_kingsleyae
ENSPFOP00000021525	ENSPFOG00000004676	Poecilia_formosa
ENSHHUP00000027939	ENSHHUG00000017763	Hucho_hucho
ENSECRP00000007838	ENSECRG00000005230	Erpetoichthys_calabaricus
ENSCMIP00000027157	ENSCMIG00000011824	Callorhinchus_milii
ENSEBUP00000014043	ENSEBUG00000008828	Eptatretus_burgeri
F42G9.6b.1	WBGene00018364	Caenorhabditis_elegans_strain_N2
