ENSMSIP00000000727	ENSMSIG00000000647	Mus_spicilegus
ENSVVUP00000000932	ENSVVUG00000000617	Vulpes_vulpes
ENSNPEP00000019434	ENSNPEG00000014484	Nothoprocta_perdicaria
ENSMUNP00000012909	ENSMUNG00000010108	Melopsittacus_undulatus
ENSCMIP00000014993	ENSCMIG00000007352	Callorhinchus_milii
ENSAOWP00000018766	ENSAOWG00000012758	Apteryx_owenii
ENSPPRP00000001204	ENSPPRG00000024298	Panthera_pardus
ENSRROP00000021114	ENSRROG00000034477	Rhinopithecus_roxellana
ENSMVIP00005011017	ENSMVIG00005008083	Manacus_vitellinus
ENSANAP00000033260	ENSANAG00000034294	Aotus_nancymaae
ENSXETP00000041663	ENSXETG00000002364	Xenopus_tropicalis
ENSCCEP00000007713	ENSCCEG00000008057	Cyanistes_caeruleus
ENSTGUP00000009970	ENSTGUG00000009633	Taeniopygia_guttata
ENSRBIP00000016227	ENSRBIG00000032171	Rhinopithecus_bieti
ENSCCNP00000010249	ENSCCNG00000010588	Castor_canadensis
ENSMOCP00000011143	ENSMOCG00000011362	Microtus_ochrogaster
ENSNSUP00000024062	ENSNSUG00000017403	Notechis_scutatus
ENSUMAP00000007659	ENSUMAG00000005900	Ursus_maritimus
ENSLSDP00000022006	ENSLSDG00000015537	Lonchura_striata_domestica
ENSEEUP00000006033	ENSEEUG00000006472	Erinaceus_europaeus
ENSP00000406861	ENSG00000184956	Homo_sapiens
ENSMMMP00000006235	ENSMMMG00000005298	Marmota_marmota_marmota
ENSNGAP00000023201	ENSNGAG00000021821	Nannospalax_galili
ENSCCAP00000032162	ENSCCAG00000034096	Cebus_capucinus_imitator
ENSCMIP00000010329	ENSCMIG00000005443	Callorhinchus_milii
ENSAHAP00000027204	ENSAHAG00000018950	Apteryx_haastii
ENSOARP00000002882	ENSOARG00000002715	Ovis_aries
ENSMEUP00000004839	ENSMEUG00000005257	Notamacropus_eugenii
ENSOARP00000002884	ENSOARG00000002716	Ovis_aries
ENSCAFP00000014293	ENSCAFG00000009734	Canis_lupus_familiaris
ENSMUGP00000010250	ENSMUGG00000009014	Meriones_unguiculatus
ENSOANP00000026293	ENSOANG00000020666	Ornithorhynchus_anatinus
ENSECAP00000046064	ENSECAG00000015992	Equus_caballus
ENSOGAP00000005267	ENSOGAG00000005890	Otolemur_garnettii
ENSEASP00005010572	ENSEASG00005007503	Equus_asinus_asinus
ENSCGRP00000006625	ENSCGRG00000004841	Cricetulus_griseus_CriGri_1.0
MGP_CAROLIEiJ_P0083297	MGP_CAROLIEiJ_G0030706	Mus_caroli_strain_CAROLI_EIJ
ENSUPAP00010028959	ENSUPAG00010022825	Urocitellus_parryii
ENSACAP00000009091	ENSACAG00000009196	Anolis_carolinensis
ENSMUSP00000140483	ENSMUSG00000048191	Mus_musculus_strain_reference_(CL57BL6)
ENSDNVP00000022253	ENSDNVG00000015492	Dromaius_novaehollandiae
ENSPPYP00000003366	ENSPPYG00000002894	Pongo_abelii
ENSNLEP00000010764	ENSNLEG00000008814	Nomascus_leucogenys
ENSCPRP00005024287	ENSCPRG00005016873	Crocodylus_porosus
ENSSCAP00000005303	ENSSCAG00000004242	Serinus_canaria	ENSSCAT00000006092
ENSGAGP00000023541	ENSGAGG00000017257	Gopherus_agassizii
ENSCMIP00000014973	ENSCMIG00000007347	Callorhinchus_milii
ENSPCIP00000049723	ENSPCIG00000032086	Phascolarctos_cinereus	ENSPCIT00000063478
ENSAPLP00000015013	ENSAPLG00000015143	Anas_platyrhynchos_platyrhynchos
ENSDNOP00000022631	ENSDNOG00000045292	Dasypus_novemcinctus
ENSPTEP00000016386	ENSPTEG00000018009	Piliocolobus_tephrosceles
ENSMGAP00000009064	ENSMGAG00000008787	Meleagris_gallopavo
ENSPTRP00000078890	ENSPTRG00000051396	Pan_troglodytes
ENSPCAP00000013021	ENSPCAG00000013796	Procavia_capensis
ENSHGLP00100013010	ENSHGLG00100009633	Heterocephalus_glaber_HetGla_1.0
ENSBMUP00000006937	ENSBMUG00000005399	Bos_mutus
MGP_SPRETEiJ_P0086714	MGP_SPRETEiJ_G0031816	Mus_spretus_strain_SPRET/EiJ
ENSCAFP00000042190	ENSCAFG00000032054	Canis_lupus_familiaris
ENSCMIP00000014967	ENSCMIG00000007340	Callorhinchus_milii
ENSCPGP00000014921	ENSCPGG00000010533	Calidris_pygmaea	ENSCPGT00000016354
ENSSPUP00000007082	ENSSPUG00000005440	Sphenodon_punctatus
ENSRNOP00000072558	ENSRNOG00000056817	Rattus_norvegicus
ENSOANP00000019789	ENSOANG00000012511	Ornithorhynchus_anatinus
ENSECRP00000027785	ENSECRG00000018785	Erpetoichthys_calabaricus
ENSMFAP00000034006	ENSMFAG00000003492	Macaca_fascicularis
ENSFALP00000012524	ENSFALG00000011979	Ficedula_albicollis
ENSCPBP00000010067	ENSCPBG00000007733	Chrysemys_picta_bellii
ENSJJAP00000011920	ENSJJAG00000015065	Jaculus_jaculus
ENSCGRP00015036030	ENSCGRG00015027023	Cricetulus_griseus_CriGri-PICR
ENSDORP00000026075	ENSDORG00000005768	Dipodomys_ordii
ENSARWP00000003330	ENSARWG00000002499	Apteryx_rowi
ENSLAFP00000016519	ENSLAFG00000022740	Loxodonta_africana
ENSCJPP00005023290	ENSCJPG00005018500	Coturnix_japonica
ENSMNEP00000041325	ENSMNEG00000043483	Macaca_nemestrina
