ENSARWP00000016088	ENSARWG00000011099	Apteryx_rowi
ENSBTAP00000021448	ENSBTAG00000016113	Bos_taurus
ENSBIXP00000034758	ENSBIXG00000017840	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000022739	ENSBMUG00000017096	Bos_mutus
ENSBBBP00000018499	ENSBBBG00000011430	Bison_bison_bison
ENSOARP00000012357	ENSOARG00000011527	Ovis_aries
ENSCHIP00000004668	ENSCHIG00000008826	Capra_hircus
ENSSSCP00000003383	ENSSSCG00000003125	Sus_scrofa_strain_reference
ENSVPAP00000006368	ENSVPAG00000006852	Vicugna_pacos
ENSMLUP00000008062	ENSMLUG00000008855	Myotis_lucifugus
ENSMLUP00000017399	ENSMLUG00000022613	Myotis_lucifugus
ENSEEUP00000009987	ENSEEUG00000010979	Erinaceus_europaeus
ENSRROP00000037809	ENSRROG00000042315	Rhinopithecus_roxellana
ENSRBIP00000031851	ENSRBIG00000039740	Rhinopithecus_bieti
ENSPTEP00000042888	ENSPTEG00000039146	Piliocolobus_tephrosceles
ENSCATP00000032725	ENSCATG00000039398	Cercocebus_atys
ENSMLEP00000040661	ENSMLEG00000044354	Mandrillus_leucophaeus
ENSPANP00000002041	ENSPANG00000009363	Papio_anubis
ENSMMUP00000009012	ENSMMUG00000006857	Macaca_mulatta
ENSMFAP00000009604	ENSMFAG00000035166	Macaca_fascicularis
ENSMNEP00000006680	ENSMNEG00000027813	Macaca_nemestrina
ENSCSAP00000015128	ENSCSAG00000002911	Chlorocebus_sabaeus
ENSPTRP00000048580	ENSPTRG00000011221	Pan_troglodytes
ENSPPAP00000004948	ENSPPAG00000020685	Pan_paniscus
ENSP00000340660	ENSG00000169393	Homo_sapiens
ENSGGOP00000001460	ENSGGOG00000001477	Gorilla_gorilla
ENSPPYP00000011389	ENSPPYG00000010185	Pongo_abelii
ENSSBOP00000024686	ENSSBOG00000028817	Saimiri_boliviensis_boliviensis
ENSANAP00000007084	ENSANAG00000021618	Aotus_nancymaae
ENSTGEP00000030153	ENSTGEG00000024219	Theropithecus_gelada
ENSCANP00000007305	ENSCANG00000024012	Colobus_angolensis_palliatus
ENSNLEP00000001548	ENSNLEG00000001333	Nomascus_leucogenys
ENSCCAP00000019891	ENSCCAG00000027792	Cebus_capucinus_imitator
ENSTSYP00000006039	ENSTSYG00000006621	Carlito_syrichta
ENSPSMP00000034703	ENSPSMG00000023896	Prolemur_simus
ENSMICP00000006504	ENSMICG00000007142	Microcebus_murinus
ENSPCOP00000014851	ENSPCOG00000019131	Propithecus_coquereli
ENSOGAP00000000639	ENSOGAG00000000714	Otolemur_garnettii
ENSODEP00000000632	ENSODEG00000000528	Octodon_degus
ENSHGLP00000021610	ENSHGLG00000015441	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000000271	ENSCLAG00000000241	Chinchilla_lanigera
ENSCPOP00000010748	ENSCPOG00000011947	Cavia_porcellus
ENSCCNP00000019950	ENSCCNG00000019976	Castor_canadensis
ENSTBEP00000001677	ENSTBEG00000001953	Tupaia_belangeri
ENSLAFP00000018397	ENSLAFG00000017403	Loxodonta_africana
ENSPCAP00000000957	ENSPCAG00000001045	Procavia_capensis
ENSETEP00000006874	ENSETEG00000008459	Echinops_telfairi
ENSOANP00000004260	ENSOANG00000002675	Ornithorhynchus_anatinus
ENSDNVP00000001080	ENSDNVG00000000794	Dromaius_novaehollandiae
ENSECRP00000004418	ENSECRG00000003000	Erpetoichthys_calabaricus
ENSECRP00000023558	ENSECRG00000015943	Erpetoichthys_calabaricus
ENSECRP00000004485	ENSECRG00000003047	Erpetoichthys_calabaricus
ENSDCDP00000000603	ENSDCDG00000000367	Denticeps_clupeoides
ENSPMEP00000021224	ENSPMEG00000001282	Poecilia_mexicana
