ENSCHOP00000007472	ENSCHOG00000008449	Choloepus_hoffmanni
ENSUPAP00010027012	ENSUPAG00010021307	Urocitellus_parryii
ENSOGAP00000019807	ENSOGAG00000026030	Otolemur_garnettii
ENSNLEP00000010578	ENSNLEG00000008674	Nomascus_leucogenys
ENSSLDP00000012793	ENSSLDG00000010171	Seriola_lalandi_dorsalis
ENSPCIP00000000718	ENSPCIG00000000581	Phascolarctos_cinereus
ENSVURP00010014332	ENSVURG00010011019	Vombatus_ursinus
ENSCPGP00000026653	ENSCPGG00000018369	Calidris_pygmaea
ENSRBIP00000017230	ENSRBIG00000032624	Rhinopithecus_bieti
ENSECAP00000040503	ENSECAG00000013781	Equus_caballus
ENSSFOP00015026606	ENSSFOG00015017079	Scleropages_formosus
ENSNVIP00000018857	ENSNVIG00000014697	Neovison_vison
ENSTGEP00000027330	ENSTGEG00000022051	Theropithecus_gelada
ENSDCDP00000035029	ENSDCDG00000023487	Denticeps_clupeoides
ENSCCAP00000001728	ENSCCAG00000010758	Cebus_capucinus_imitator
ENSPSIP00000013998	ENSPSIG00000012493	Pelodiscus_sinensis
ENSPANP00000012104	ENSPANG00000006883	Papio_anubis
ENSLCOP00000001196	ENSLCOG00000001001	Lepidothrix_coronata
ENSCPBP00000036118	ENSCPBG00000025111	Chrysemys_picta_bellii
ENSNSUP00000005683	ENSNSUG00000004574	Notechis_scutatus
ENSMLUP00000006615	ENSMLUG00000007250	Myotis_lucifugus
ENSORLP00015024280	ENSORLG00015004726	Oryzias_latipes_ASM223469v1
ENSMALP00000017397	ENSMALG00000012144	Monopterus_albus
ENSMFAP00000004185	ENSMFAG00000001807	Macaca_fascicularis
ENSELUP00000002794	ENSELUG00000004112	Esox_lucius
ENSECRP00000017171	ENSECRG00000011443	Erpetoichthys_calabaricus
ENSPNYP00000013866	ENSPNYG00000010505	Pundamilia_nyererei
ENSGALP00000071275	ENSGALG00000013771	Gallus_gallus
ENSMODP00000025884	ENSMODG00000020691	Monodelphis_domestica
ENSTBEP00000006940	ENSTBEG00000007987	Tupaia_belangeri
ENSCPUP00000017000	ENSCPUG00000011726	Calidris_pugnax
ENSMPUP00000004974	ENSMPUG00000005013	Mustela_putorius_furo
ENSXMAP00000000729	ENSXMAG00000000731	Xiphophorus_maculatus
ENSPREP00000029714	ENSPREG00000020127	Poecilia_reticulata
ENSCGRP00000010553	ENSCGRG00000007747	Cricetulus_griseus_CriGri_1.0
ENSAMXP00005027293	ENSAMXG00005013685	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPRP00005014969	ENSCPRG00005010513	Crocodylus_porosus
ENSMUSP00000127212	ENSMUSG00000036377	Mus_musculus_strain_reference_(CL57BL6)
ENSTRUP00000040133	ENSTRUG00000015704	Takifugu_rubripes
MGP_SPRETEiJ_P0071391	MGP_SPRETEiJ_G0028313	Mus_spretus_strain_SPRET/EiJ
ENSSHAP00000005923	ENSSHAG00000005166	Sarcophilus_harrisii
ENSCAFP00000003256	ENSCAFG00000002202	Canis_lupus_familiaris
ENSMAUP00000024279	ENSMAUG00000021186	Mesocricetus_auratus
ENSAHAP00000013235	ENSAHAG00000009476	Apteryx_haastii
MGP_PahariEiJ_P0031920	MGP_PahariEiJ_G0017099	Mus_pahari_strain_PAHARI_EIJ
ENSORLP00000002412	ENSORLG00000001937	Oryzias_latipes_ASM223467v1
ENSPPAP00000019309	ENSPPAG00000032829	Pan_paniscus
ENSPMGP00000013111	ENSPMGG00000010800	Periophthalmus_magnuspinnatus
ENSMUNP00000008206	ENSMUNG00000006553	Melopsittacus_undulatus
ENSSSCP00000044861	ENSSSCG00000008903	Sus_scrofa_strain_reference
ENSAMEP00000008802	ENSAMEG00000008359	Ailuropoda_melanoleuca
ENSMEUP00000012570	ENSMEUG00000013765	Notamacropus_eugenii
ENSOCUP00000010487	ENSOCUG00000012185	Oryctolagus_cuniculus
ENSCMIP00000030835	ENSCMIG00000013263	Callorhinchus_milii
ENSAPEP00000020607	ENSAPEG00000014714	Amphiprion_percula
ENSIPUP00000015858	ENSIPUG00000010774	Ictalurus_punctatus
ENSPTEP00000027719	ENSPTEG00000027522	Piliocolobus_tephrosceles
ENSLOCP00000017278	ENSLOCG00000014016	Lepisosteus_oculatus
ENSMICP00000025954	ENSMICG00000034949	Microcebus_murinus
ENSCCNP00000006460	ENSCCNG00000006224	Castor_canadensis
ENSMNEP00000028551	ENSMNEG00000037712	Macaca_nemestrina
ENSSMAP00000024087	ENSSMAG00000014713	Scophthalmus_maximus
ENSVPAP00000000422	ENSVPAG00000000453	Vicugna_pacos
ENSONIP00000003669	ENSONIG00000002929	Oreochromis_niloticus
ENSSDAP00000025994	ENSSDAG00000023489	Spermophilus_dauricus
ENSARWP00000011601	ENSARWG00000008026	Apteryx_rowi
ENSHBUP00000013891	ENSHBUG00000015715	Haplochromis_burtoni
ENSAOCP00000001746	ENSAOCG00000004826	Amphiprion_ocellaris
ENSSDUP00000031678	ENSSDUG00000022769	Seriola_dumerili
ENSMAMP00000022754	ENSMAMG00000015302	Mastacembelus_armatus
ENSFALP00000003832	ENSFALG00000003675	Ficedula_albicollis
ENSBIXP00005002446	ENSBIXG00005006763	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHHUP00000060688	ENSHHUG00000035961	Hucho_hucho
ENSDNOP00000021257	ENSDNOG00000046885	Dasypus_novemcinctus
ENSBTAP00000068093	ENSBTAG00000040398	Bos_taurus
ENSPLAP00000014507	ENSPLAG00000018222	Poecilia_latipinna
ENSSCAP00000011979	ENSSCAG00000008953	Serinus_canaria	ENSSCAT00000013492
ENSUMAP00000010536	ENSUMAG00000007889	Ursus_maritimus
ENSBMUP00000009311	ENSBMUG00000007253	Bos_mutus
ENSJHYP00000010012	ENSJHYG00000007871	Junco_hyemalis	ENSJHYT00000012129
ENSXETP00000006350	ENSXETG00000009019	Xenopus_tropicalis
ENSCCAP00000004013	ENSCCAG00000019307	Cebus_capucinus_imitator
ENSORLP00020007686	ENSORLG00020008576	Oryzias_latipes_ASM223471v1
ENSVVUP00000008052	ENSVVUG00000006086	Vulpes_vulpes
ENSSPAP00000021521	ENSSPAG00000016215	Stegastes_partitus
ENSLBEP00000026210	ENSLBEG00000019902	Labrus_bergylta
ENSEASP00005026069	ENSEASG00005017786	Equus_asinus_asinus
ENSMZEP00005026986	ENSMZEG00005020128	Maylandia_zebra
ENSCHAP00000024495	ENSCHAG00000011979	Clupea_harengus
ENSCANP00000025456	ENSCANG00000036137	Colobus_angolensis_palliatus
ENSPVAP00000005282	ENSPVAG00000005583	Pteropus_vampyrus
