ENSEBUP00000013963	ENSEBUG00000008795	Eptatretus_burgeri	ENSEBUT00000014539
ENSPMAP00000010260	ENSPMAG00000009325	Petromyzon_marinus	ENSPMAT00000010306
ENSLCOP00000021169	ENSLCOG00000014975	Lepidothrix_coronata
ENSSBOP00000016619	ENSSBOG00000024986	Saimiri_boliviensis_boliviensis
ENSCCAP00000010700	ENSCCAG00000023056	Cebus_capucinus_imitator
ENSCJAP00000043824	ENSCJAG00000021012	Callithrix_jacchus
ENSANAP00000031645	ENSANAG00000033527	Aotus_nancymaae
ENSTSYP00000026889	ENSTSYG00000013863	Carlito_syrichta
ENSPCOP00000008467	ENSPCOG00000015518	Propithecus_coquereli
ENSMICP00000039894	ENSMICG00000010704	Microcebus_murinus
ENSPSMP00000018639	ENSPSMG00000013180	Prolemur_simus
ENSOGAP00000015308	ENSOGAG00000017091	Otolemur_garnettii
ENSCCNP00000031492	ENSCCNG00000029916	Castor_canadensis
ENSDORP00000010180	ENSDORG00000010833	Dipodomys_ordii
ENSUPAP00010012976	ENSUPAG00010010480	Urocitellus_parryii
ENSSTOP00000004973	ENSSTOG00000005548	Ictidomys_tridecemlineatus
ENSMMMP00000023471	ENSMMMG00000020532	Marmota_marmota_marmota
ENSSDAP00000018957	ENSSDAG00000017254	Spermophilus_dauricus
ENSMUSP00000046368	ENSMUSG00000041594	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0039450	MGP_SPRETEiJ_G0020517	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000036019	ENSMSIG00000029976	Mus_spicilegus
MGP_CAROLIEiJ_P0037690	MGP_CAROLIEiJ_G0019620	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085771	MGP_PahariEiJ_G0030636	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074035	ENSRNOG00000014310	Rattus_norvegicus
ENSMUGP00000024906	ENSMUGG00000020787	Meriones_unguiculatus
ENSCGRP00015038154	ENSCGRG00015028522	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020016	ENSCGRG00000014577	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004285	ENSCGRG00001005411	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002219	ENSMAUG00000001703	Mesocricetus_auratus
ENSMOCP00000024354	ENSMOCG00000020795	Microtus_ochrogaster
ENSPEMP00000016999	ENSPEMG00000016034	Peromyscus_maniculatus_bairdii
ENSNGAP00000013312	ENSNGAG00000014914	Nannospalax_galili
ENSJJAP00000023319	ENSJJAG00000023106	Jaculus_jaculus
ENSCLAP00000005557	ENSCLAG00000003942	Chinchilla_lanigera
ENSODEP00000014100	ENSODEG00000010423	Octodon_degus
ENSCPOP00000008870	ENSCPOG00000009886	Cavia_porcellus
ENSCAPP00000009013	ENSCAPG00000010556	Cavia_aperea
ENSHGLP00100000650	ENSHGLG00100000545	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000003022	ENSHGLG00000002256	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008052	ENSFDAG00000016438	Fukomys_damarensis
ENSOCUP00000011516	ENSOCUG00000013379	Oryctolagus_cuniculus
ENSOPRP00000006080	ENSOPRG00000006625	Ochotona_princeps
ENSTBEP00000000873	ENSTBEG00000001003	Tupaia_belangeri
ENSPVAP00000004768	ENSPVAG00000005041	Pteropus_vampyrus
ENSMLUP00000011904	ENSMLUG00000013072	Myotis_lucifugus
ENSEASP00005032466	ENSEASG00005022148	Equus_asinus_asinus
ENSECAP00000030477	ENSECAG00000006696	Equus_caballus
ENSUMAP00000032346	ENSUMAG00000023281	Ursus_maritimus
ENSUAMP00000024550	ENSUAMG00000019168	Ursus_americanus
ENSAMEP00000017556	ENSAMEG00000016608	Ailuropoda_melanoleuca
ENSCAFP00000008783	ENSCAFG00000005865	Canis_lupus_familiaris
ENSCAFP00020028998	ENSCAFG00020022675	Canis_lupus_dingo
ENSVVUP00000018503	ENSVVUG00000013599	Vulpes_vulpes
ENSNVIP00000023796	ENSNVIG00000018405	Neovison_vison
ENSMPUP00000011223	ENSMPUG00000011315	Mustela_putorius_furo
ENSPPRP00000016215	ENSPPRG00000008595	Panthera_pardus
ENSPTIP00000007360	ENSPTIG00000009014	Panthera_tigris_altaica
ENSFCAP00000006705	ENSFCAG00000007231	Felis_catus
ENSCHIP00000013610	ENSCHIG00000014959	Capra_hircus
ENSOARP00000004887	ENSOARG00000004561	Ovis_aries
ENSBTAP00000063078	ENSBTAG00000007066	Bos_taurus
ENSBIXP00000036808	ENSBIXG00000003720	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022740	ENSBIXG00005007196	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000025064	ENSBMUG00000018813	Bos_mutus
ENSBBBP00000010639	ENSBBBG00000018791	Bison_bison_bison
ENSTTRP00000002412	ENSTTRG00000002571	Tursiops_truncatus
ENSVPAP00000005072	ENSVPAG00000005458	Vicugna_pacos
ENSSSCP00000037444	ENSSSCG00000009524	Sus_scrofa_strain_reference
ENSEEUP00000006938	ENSEEUG00000007601	Erinaceus_europaeus
ENSETEP00000011870	ENSETEG00000014641	Echinops_telfairi
ENSPCAP00000013882	ENSPCAG00000014827	Procavia_capensis
ENSDNOP00000008047	ENSDNOG00000010389	Dasypus_novemcinctus
ENSCHOP00000008668	ENSCHOG00000009761	Choloepus_hoffmanni
ENSOANP00000017912	ENSOANG00000011304	Ornithorhynchus_anatinus
ENSXETP00000015892	ENSXETG00000003055	Xenopus_tropicalis
ENSLACP00000013218	ENSLACG00000011639	Latimeria_chalumnae
ENSIPUP00000020614	ENSIPUG00000013937	Ictalurus_punctatus
ENSEEEP00000004308	ENSEEEG00000002206	Electrophorus_electricus
ENSAMXP00000002368	ENSAMXG00000002316	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014558	ENSAMXG00005007594	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027249	ENSPNAG00000012786	Pygocentrus_nattereri
ENSDARP00000109667	ENSDARG00000020447	Danio_rerio
ENSCHAP00000037158	ENSCHAG00000016586	Clupea_harengus
ENSDCDP00000061782	ENSDCDG00000035155	Denticeps_clupeoides
ENSMAMP00000026970	ENSMAMG00000018093	Mastacembelus_armatus
ENSMALP00000003922	ENSMALG00000002836	Monopterus_albus
ENSATEP00000009158	ENSATEG00000006380	Anabas_testudineus
ENSLCAP00010023368	ENSLCAG00010010881	Lates_calcarifer
ENSSDUP00000012620	ENSSDUG00000009172	Seriola_dumerili
ENSSLDP00000012775	ENSSLDG00000010130	Seriola_lalandi_dorsalis
ENSSMAP00000005838	ENSSMAG00000003571	Scophthalmus_maximus
ENSBSLP00000031960	ENSBSLG00000015249	Betta_splendens
ENSLBEP00000029466	ENSLBEG00000022267	Labrus_bergylta
ENSTNIP00000018027	ENSTNIG00000014978	Tetraodon_nigroviridis
ENSTRUP00000030341	ENSTRUG00000011988	Takifugu_rubripes
ENSMMOP00000026041	ENSMMOG00000019756	Mola_mola
ENSLCRP00005035291	ENSLCRG00005013665	Larimichthys_crocea
ENSCGOP00000029459	ENSCGOG00000013715	Cottoperca_gobio
ENSGACP00000002501	ENSGACG00000001904	Gasterosteus_aculeatus
ENSHCOP00000028184	ENSHCOG00000000552	Hippocampus_comes
ENSCSEP00000007850	ENSCSEG00000005050	Cynoglossus_semilaevis
ENSXMAP00000038206	ENSXMAG00000013374	Xiphophorus_maculatus
ENSXCOP00000024907	ENSXCOG00000018597	Xiphophorus_couchianus
ENSGAFP00000031424	ENSGAFG00000021176	Gambusia_affinis
ENSPFOP00000012297	ENSPFOG00000012198	Poecilia_formosa
ENSPLAP00000006413	ENSPLAG00000008576	Poecilia_latipinna
ENSPMEP00000017887	ENSPMEG00000020865	Poecilia_mexicana
ENSPREP00000008711	ENSPREG00000005934	Poecilia_reticulata
ENSFHEP00000027331	ENSFHEG00000010801	Fundulus_heteroclitus
ENSCVAP00000018751	ENSCVAG00000022099	Cyprinodon_variegatus
ENSKMAP00000005146	ENSKMAG00000003865	Kryptolebias_marmoratus
ENSORLP00015016076	ENSORLG00015017088	Oryzias_latipes_ASM223469v1
ENSORLP00000028215	ENSORLG00000011103	Oryzias_latipes_ASM223467v1
ENSORLP00020029781	ENSORLG00020013929	Oryzias_latipes_ASM223471v1
ENSOMEP00000012758	ENSOMEG00000014194	Oryzias_melastigma
ENSGWIP00000018366	ENSGWIG00000010145	Gouania_willdenowi
ENSACLP00000039280	ENSACLG00000026491	Astatotilapia_calliptera
ENSMZEP00005028990	ENSMZEG00005021627	Maylandia_zebra
ENSPNYP00000015371	ENSPNYG00000011631	Pundamilia_nyererei
ENSNBRP00000001442	ENSNBRG00000001159	Neolamprologus_brichardi
ENSHBUP00000028054	ENSHBUG00000011650	Haplochromis_burtoni
ENSONIP00000008570	ENSONIG00000006791	Oreochromis_niloticus
ENSACIP00000026695	ENSACIG00000020654	Amphilophus_citrinellus
ENSAPEP00000005633	ENSAPEG00000003988	Amphiprion_percula
ENSAOCP00000018927	ENSAOCG00000024135	Amphiprion_ocellaris
ENSAPOP00000018320	ENSAPOG00000021700	Acanthochromis_polyacanthus
ENSSPAP00000009757	ENSSPAG00000007398	Stegastes_partitus
ENSPRNP00000013767	ENSPRNG00000007496	Parambassis_ranga
ENSPMGP00000020885	ENSPMGG00000016932	Periophthalmus_magnuspinnatus
ENSGMOP00000021069	ENSGMOG00000019588	Gadus_morhua
ENSHHUP00000000888	ENSHHUG00000000594	Hucho_hucho
ENSELUP00000010973	ENSELUG00000011432	Esox_lucius
ENSSFOP00015010994	ENSSFOG00015007104	Scleropages_formosus
ENSPKIP00000035287	ENSPKIG00000014284	Paramormyrops_kingsleyae
ENSLOCP00000003504	ENSLOCG00000002966	Lepisosteus_oculatus
ENSECRP00000018727	ENSECRG00000012479	Erpetoichthys_calabaricus
ENSCMIP00000004812	ENSCMIG00000002855	Callorhinchus_milii
F38B6.6.1	WBGene00018175	Caenorhabditis_elegans_strain_N2
