ENSPKIP00000024707	ENSPKIG00000007841	Paramormyrops_kingsleyae
ENSSMRP00000023074	ENSSMRG00000017904	Salvator_merianae
ENSSPUP00000017891	ENSSPUG00000013821	Sphenodon_punctatus
ENSPSMP00000026155	ENSPSMG00000018353	Prolemur_simus
ENSANAP00000032229	ENSANAG00000033821	Aotus_nancymaae
ENSSTOP00000015873	ENSSTOG00000020556	Ictidomys_tridecemlineatus
ENSUPAP00010027237	ENSUPAG00010021531	Urocitellus_parryii
ENSMMMP00000017655	ENSMMMG00000015666	Marmota_marmota_marmota
ENSSDAP00000003925	ENSSDAG00000003708	Spermophilus_dauricus
ENSCCNP00000027677	ENSCCNG00000026749	Castor_canadensis
ENSNVIP00000009185	ENSNVIG00000007280	Neovison_vison
ENSMPUP00000006247	ENSMPUG00000006301	Mustela_putorius_furo
ENSUAMP00000020654	ENSUAMG00000016254	Ursus_americanus
ENSPPRP00000027794	ENSPPRG00000019501	Panthera_pardus
ENSFCAP00000020545	ENSFCAG00000030911	Felis_catus
ENSEASP00005021240	ENSEASG00005014552	Equus_asinus_asinus
ENSECAP00000028225	ENSECAG00000018715	Equus_caballus
ENSDNOP00000019082	ENSDNOG00000041364	Dasypus_novemcinctus
ENSLAFP00000025857	ENSLAFG00000032678	Loxodonta_africana
ENSLACP00000016682	ENSLACG00000014695	Latimeria_chalumnae
ENSCMIP00000016937	ENSCMIG00000008112	Callorhinchus_milii
ENSLACP00000007936	ENSLACG00000007024	Latimeria_chalumnae
ENSXETP00000039341	ENSXETG00000020542	Xenopus_tropicalis
ENSMODP00000036596	ENSMODG00000007717	Monodelphis_domestica
ENSMEUP00000015168	ENSMEUG00000016593	Notamacropus_eugenii
ENSPCIP00000010181	ENSPCIG00000008290	Phascolarctos_cinereus
ENSVURP00010031575	ENSVURG00010024128	Vombatus_ursinus
ENSSHAP00000012748	ENSSHAG00000010910	Sarcophilus_harrisii
ENSOANP00000008900	ENSOANG00000005594	Ornithorhynchus_anatinus
ENSETEP00000010280	ENSETEG00000012678	Echinops_telfairi
ENSEEUP00000011306	ENSEEUG00000012402	Erinaceus_europaeus
ENSPVAP00000005572	ENSPVAG00000005890	Pteropus_vampyrus
ENSEASP00005028746	ENSEASG00005019560	Equus_asinus_asinus
ENSBTAP00000017131	ENSBTAG00000012890	Bos_taurus
ENSBMUP00000006803	ENSBMUG00000005388	Bos_mutus
ENSBIXP00000025794	ENSBIXG00000006766	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005036503	ENSBIXG00005005592	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000008724	ENSBBBG00000016783	Bison_bison_bison
ENSCHIP00000033200	ENSCHIG00000026853	Capra_hircus
ENSTTRP00000004464	ENSTTRG00000004739	Tursiops_truncatus
ENSSSCP00000055520	ENSSSCG00000000886	Sus_scrofa_strain_reference
ENSVPAP00000004363	ENSVPAG00000004704	Vicugna_pacos
ENSAMEP00000011299	ENSAMEG00000010735	Ailuropoda_melanoleuca
ENSNVIP00000010721	ENSNVIG00000008484	Neovison_vison
ENSCAFP00000038862	ENSCAFG00000006545	Canis_lupus_familiaris
ENSCAFP00000031291	ENSCAFG00000023408	Canis_lupus_familiaris
ENSCAFP00020020641	ENSCAFG00020016348	Canis_lupus_dingo
ENSPTIP00000010514	ENSPTIG00000011200	Panthera_tigris_altaica
ENSPPRP00000012312	ENSPPRG00000005899	Panthera_pardus
ENSPTRP00000009060	ENSPTRG00000005333	Pan_troglodytes
ENSPPAP00000011948	ENSPPAG00000029167	Pan_paniscus
ENSP00000228318	ENSG00000075415	Homo_sapiens
ENSGGOP00000015494	ENSGGOG00000015886	Gorilla_gorilla
ENSNLEP00000036506	ENSNLEG00000005973	Nomascus_leucogenys
ENSPTEP00000002943	ENSPTEG00000003458	Piliocolobus_tephrosceles
ENSCANP00000025522	ENSCANG00000036175	Colobus_angolensis_palliatus
ENSRBIP00000010936	ENSRBIG00000029290	Rhinopithecus_bieti
ENSRROP00000017386	ENSRROG00000032782	Rhinopithecus_roxellana
ENSMLEP00000013483	ENSMLEG00000030898	Mandrillus_leucophaeus
ENSCATP00000040262	ENSCATG00000042696	Cercocebus_atys
ENSTGEP00000004768	ENSTGEG00000003979	Theropithecus_gelada
ENSMNEP00000044926	ENSMNEG00000045010	Macaca_nemestrina
ENSMFAP00000007930	ENSMFAG00000000145	Macaca_fascicularis
ENSSBOP00000038838	ENSSBOG00000035474	Saimiri_boliviensis_boliviensis
ENSCJAP00000004397	ENSCJAG00000002392	Callithrix_jacchus
ENSANAP00000003199	ENSANAG00000019441	Aotus_nancymaae
ENSTSYP00000031093	ENSTSYG00000028372	Carlito_syrichta
ENSPSMP00000022656	ENSPSMG00000016005	Prolemur_simus
ENSMICP00000045705	ENSMICG00000045036	Microcebus_murinus
ENSPCOP00000007350	ENSPCOG00000014902	Propithecus_coquereli
ENSOGAP00000010936	ENSOGAG00000012222	Otolemur_garnettii
ENSOCUP00000043029	ENSOCUG00000011847	Oryctolagus_cuniculus
ENSCCNP00000027171	ENSCCNG00000026282	Castor_canadensis
ENSDORP00000010745	ENSDORG00000011431	Dipodomys_ordii
ENSCGRP00000016228	ENSCGRG00000011769	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001014866	ENSCGRG00001015631	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000019296	ENSMAUG00000017601	Mesocricetus_auratus
ENSMOCP00000010872	ENSMOCG00000011110	Microtus_ochrogaster
ENSPEMP00000005096	ENSPEMG00000007546	Peromyscus_maniculatus_bairdii
ENSMSIP00000028113	ENSMSIG00000023667	Mus_spicilegus
MGP_SPRETEiJ_P0025713	MGP_SPRETEiJ_G0016543	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0024514	MGP_CAROLIEiJ_G0015725	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088147	MGP_PahariEiJ_G0031360	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070805	ENSRNOG00000008289	Rattus_norvegicus
ENSMUGP00000028116	ENSMUGG00000023331	Meriones_unguiculatus
ENSJJAP00000009486	ENSJJAG00000013339	Jaculus_jaculus
ENSSDAP00000004896	ENSSDAG00000004532	Spermophilus_dauricus
ENSUPAP00010007558	ENSUPAG00010006073	Urocitellus_parryii
ENSSTOP00000018131	ENSSTOG00000027633	Ictidomys_tridecemlineatus
ENSMMMP00000022613	ENSMMMG00000019846	Marmota_marmota_marmota
ENSHGLP00100013041	ENSHGLG00100009653	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012008	ENSHGLG00000008601	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000023250	ENSFDAG00000021437	Fukomys_damarensis
ENSCLAP00000010493	ENSCLAG00000007243	Chinchilla_lanigera
ENSCPOP00000032035	ENSCPOG00000011606	Cavia_porcellus
ENSOPRP00000006158	ENSOPRG00000006727	Ochotona_princeps
ENSTBEP00000012603	ENSTBEG00000014548	Tupaia_belangeri
ENSSARP00000001049	ENSSARG00000001149	Sorex_araneus
ENSPCAP00000005044	ENSPCAG00000005427	Procavia_capensis
ENSDNOP00000030511	ENSDNOG00000044761	Dasypus_novemcinctus
ENSECAP00000036558	ENSECAG00000023461	Equus_caballus
ENSMLUP00000007588	ENSMLUG00000008330	Myotis_lucifugus
ENSUMAP00000005336	ENSUMAG00000004245	Ursus_maritimus
ENSUAMP00000005437	ENSUAMG00000004826	Ursus_americanus
ENSMPUP00000011295	ENSMPUG00000011387	Mustela_putorius_furo
ENSVVUP00000025497	ENSVVUG00000018699	Vulpes_vulpes
ENSFCAP00000017475	ENSFCAG00000027994	Felis_catus
ENSODEP00000013526	ENSODEG00000009995	Octodon_degus
ENSCAPP00000003470	ENSCAPG00000006222	Cavia_aperea
ENSHGLP00100000370	ENSHGLG00100000314	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004621	ENSHGLG00000003383	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000022607	ENSHGLG00000016126	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000003149	ENSHGLG00000002345	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009130	ENSHGLG00100006785	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000024629	ENSNGAG00000022835	Nannospalax_galili
ENSNGAP00000009722	ENSNGAG00000012326	Nannospalax_galili
ENSMOCP00000002480	ENSMOCG00000001957	Microtus_ochrogaster
ENSMOCP00000002294	ENSMOCG00000001797	Microtus_ochrogaster
ENSCGRP00015025347	ENSCGRG00015019236	Cricetulus_griseus_CriGri-PICR
ENSMUSP00000075987	ENSMUSG00000061904	Mus_musculus_strain_reference_(CL57BL6)
ENSOARP00000013893	ENSOARG00000012970	Ovis_aries
ENSCAFP00000059192	ENSCAFG00000004091	Canis_lupus_familiaris
ENSPANP00000003399	ENSPANG00000018018	Papio_anubis
ENSMMUP00000061589	ENSMMUG00000023036	Macaca_mulatta
ENSCSAP00000014514	ENSCSAG00000003535	Chlorocebus_sabaeus
ENSPPYP00000005541	ENSPPYG00000004858	Pongo_abelii
ENSCCAP00000007755	ENSCCAG00000021600	Cebus_capucinus_imitator
ENSANAP00000008041	ENSANAG00000022029	Aotus_nancymaae
ENSSBOP00000031748	ENSSBOG00000032046	Saimiri_boliviensis_boliviensis
ENSCCAP00000029746	ENSCCAG00000032890	Cebus_capucinus_imitator
ENSTSYP00000017888	ENSTSYG00000004094	Carlito_syrichta
ENSJJAP00000021269	ENSJJAG00000021686	Jaculus_jaculus
ENSPTEP00000009630	ENSPTEG00000010935	Piliocolobus_tephrosceles
ENSCAFP00020030444	ENSCAFG00020023755	Canis_lupus_dingo
ENSLAFP00000001680	ENSLAFG00000002007	Loxodonta_africana
ENSVURP00010012545	ENSVURG00010009692	Vombatus_ursinus
ENSVURP00010008823	ENSVURG00010006843	Vombatus_ursinus
ENSEBUP00000022169	ENSEBUG00000013671	Eptatretus_burgeri
ENSEEEP00000008611	ENSEEEG00000004466	Electrophorus_electricus
ENSTGUP00000015120	ENSTGUG00000014758	Taeniopygia_guttata
ENSARWP00000012631	ENSARWG00000008743	Apteryx_rowi
ENSAHAP00000000508	ENSAHAG00000000461	Apteryx_haastii
ENSAOWP00000020931	ENSAOWG00000014172	Apteryx_owenii
ENSDNVP00000015816	ENSDNVG00000011121	Dromaius_novaehollandiae
ENSNPEP00000010329	ENSNPEG00000007759	Nothoprocta_perdicaria
ENSAPLP00000026545	ENSAPLG00000020761	Anas_platyrhynchos_platyrhynchos
ENSABRP00000014531	ENSABRG00000012730	Anser_brachyrhynchus
ENSMGAP00000012105	ENSMGAG00000011563	Meleagris_gallopavo
ENSCJPP00005005274	ENSCJPG00005005099	Coturnix_japonica
ENSGALP00000018750	ENSGALG00000011514	Gallus_gallus
ENSNMEP00000008060	ENSNMEG00000007955	Numida_meleagris
ENSCPUP00000003304	ENSCPUG00000002512	Calidris_pugnax
ENSCPGP00000006707	ENSCPGG00000004803	Calidris_pygmaea
ENSJHYP00000015911	ENSJHYG00000012209	Junco_hyemalis
ENSPMJP00000017173	ENSPMJG00000012937	Parus_major
ENSTGUP00000009010	ENSTGUG00000008739	Taeniopygia_guttata
ENSLSDP00000023479	ENSLSDG00000016506	Lonchura_striata_domestica
ENSSCAP00000009186	ENSSCAG00000007005	Serinus_canaria
ENSZALP00000012776	ENSZALG00000010674	Zonotrichia_albicollis
ENSMVIP00005002483	ENSMVIG00005001961	Manacus_vitellinus
ENSCCEP00000021461	ENSCCEG00000019445	Cyanistes_caeruleus
ENSFALP00000011466	ENSFALG00000010982	Ficedula_albicollis
ENSLCOP00000011239	ENSLCOG00000008161	Lepidothrix_coronata
ENSMUNP00000006301	ENSMUNG00000005070	Melopsittacus_undulatus
ENSCPRP00005027617	ENSCPRG00005019135	Crocodylus_porosus
ENSCABP00000005865	ENSCABG00000004401	Chelonoidis_abingdonii
ENSGAGP00000022759	ENSGAGG00000016690	Gopherus_agassizii
ENSCPBP00000005315	ENSCPBG00000004261	Chrysemys_picta_bellii
ENSPSIP00000013780	ENSPSIG00000012357	Pelodiscus_sinensis
ENSACAP00000013018	ENSACAG00000013232	Anolis_carolinensis
ENSPVIP00000020600	ENSPVIG00000015718	Pogona_vitticeps
ENSNSUP00000023646	ENSNSUG00000017119	Notechis_scutatus
ENSSMRP00000006148	ENSSMRG00000004954	Salvator_merianae
ENSSMRP00000000634	ENSSMRG00000000585	Salvator_merianae
ENSSMRP00000014728	ENSSMRG00000011468	Salvator_merianae
ENSSPUP00000000098	ENSSPUG00000000127	Sphenodon_punctatus
ENSCSAVP00000004842	ENSCSAVG00000002888	Ciona_savignyi
ENSCSAVP00000011748	ENSCSAVG00000006889	Ciona_savignyi
ENSCINP00000013236	ENSCING00000006424	Ciona_intestinalis
FBpp0300819	FBgn0026409	Drosophila_melanogaster
FBpp0085615	FBgn0034497	Drosophila_melanogaster
