ENSTGUP00000001547	ENSTGUG00000001502	Taeniopygia_guttata
ENSMLEP00000004585	ENSMLEG00000020718	Mandrillus_leucophaeus
ENSCATP00000031688	ENSCATG00000038954	Cercocebus_atys
ENSCSAP00000014499	ENSCSAG00000003551	Chlorocebus_sabaeus
ENSRBIP00000013595	ENSRBIG00000030850	Rhinopithecus_bieti
ENSRROP00000033843	ENSRROG00000040487	Rhinopithecus_roxellana
ENSCANP00000028409	ENSCANG00000037633	Colobus_angolensis_palliatus
ENSPTEP00000041765	ENSPTEG00000038201	Piliocolobus_tephrosceles
ENSCCAP00000011339	ENSCCAG00000023413	Cebus_capucinus_imitator
ENSSBOP00000017795	ENSSBOG00000025541	Saimiri_boliviensis_boliviensis
ENSCJAP00000005883	ENSCJAG00000003221	Callithrix_jacchus
ENSANAP00000028675	ENSANAG00000032148	Aotus_nancymaae
ENSOPRP00000004028	ENSOPRG00000004375	Ochotona_princeps
ENSSSCP00000037587	ENSSSCG00000032749	Sus_scrofa_strain_reference
ENSVPAP00000008670	ENSVPAG00000009320	Vicugna_pacos
ENSCHIP00000007137	ENSCHIG00000010752	Capra_hircus
ENSOARP00000015408	ENSOARG00000014358	Ovis_aries
ENSBTAP00000020655	ENSBTAG00000015549	Bos_taurus
ENSBMUP00000030721	ENSBMUG00000022955	Bos_mutus
ENSBIXP00005003931	ENSBIXG00005009956	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000005200	ENSBIXG00000011450	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000002935	ENSBBBG00000012018	Bison_bison_bison
ENSTTRP00000002561	ENSTTRG00000002732	Tursiops_truncatus
ENSECAP00000020199	ENSECAG00000022715	Equus_caballus
ENSEASP00005011192	ENSEASG00005007879	Equus_asinus_asinus
ENSUMAP00000020370	ENSUMAG00000014918	Ursus_maritimus
ENSUAMP00000035923	ENSUAMG00000027246	Ursus_americanus
ENSAMEP00000012823	ENSAMEG00000012184	Ailuropoda_melanoleuca
ENSNVIP00000026207	ENSNVIG00000020261	Neovison_vison
ENSMPUP00000016044	ENSMPUG00000016149	Mustela_putorius_furo
ENSPPRP00000018759	ENSPPRG00000010334	Panthera_pardus
ENSPTIP00000007971	ENSPTIG00000009440	Panthera_tigris_altaica
ENSFCAP00000019162	ENSFCAG00000025770	Felis_catus
ENSCHOP00000004919	ENSCHOG00000005554	Choloepus_hoffmanni
ENSDNOP00000030603	ENSDNOG00000044279	Dasypus_novemcinctus
ENSCGRP00000014322	ENSCGRG00000010363	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023559	ENSCGRG00001021760	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015009481	ENSCGRG00015007311	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006742	ENSMAUG00000008607	Mesocricetus_auratus
ENSMOCP00000010732	ENSMOCG00000010974	Microtus_ochrogaster
ENSPEMP00000006595	ENSPEMG00000008783	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0059819	MGP_SPRETEiJ_G0025904	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003810	ENSMSIG00000003503	Mus_spicilegus
ENSMUSP00000039245	ENSMUSG00000037892	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0057555	MGP_CAROLIEiJ_G0024969	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0068515	MGP_PahariEiJ_G0026410	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013343	ENSRNOG00000009949	Rattus_norvegicus
ENSMUGP00000026440	ENSMUGG00000022024	Meriones_unguiculatus
ENSNGAP00000002634	ENSNGAG00000002486	Nannospalax_galili
ENSJJAP00000019411	ENSJJAG00000020379	Jaculus_jaculus
ENSCCNP00000016394	ENSCCNG00000016688	Castor_canadensis
ENSCLAP00000007422	ENSCLAG00000005219	Chinchilla_lanigera
ENSODEP00000005466	ENSODEG00000004124	Octodon_degus
ENSCPOP00000002761	ENSCPOG00000003047	Cavia_porcellus
ENSCAPP00000010402	ENSCAPG00000011683	Cavia_aperea
ENSHGLP00000014677	ENSHGLG00000010507	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007703	ENSHGLG00100005754	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016873	ENSFDAG00000005543	Fukomys_damarensis
ENSUPAP00010015617	ENSUPAG00010012505	Urocitellus_parryii
ENSSTOP00000019578	ENSSTOG00000021466	Ictidomys_tridecemlineatus
ENSSDAP00000006852	ENSSDAG00000006315	Spermophilus_dauricus
ENSMMMP00000016670	ENSMMMG00000014826	Marmota_marmota_marmota
ENSTBEP00000007717	ENSTBEG00000008909	Tupaia_belangeri
ENSOCUP00000007821	ENSOCUG00000009057	Oryctolagus_cuniculus
ENSSARP00000009424	ENSSARG00000010433	Sorex_araneus
ENSEEUP00000012476	ENSEEUG00000013692	Erinaceus_europaeus
ENSCAFP00020026360	ENSCAFG00020020721	Canis_lupus_dingo
ENSCAFP00000005600	ENSCAFG00000003758	Canis_lupus_familiaris
ENSVVUP00000029393	ENSVVUG00000021489	Vulpes_vulpes
ENSDORP00000001466	ENSDORG00000001570	Dipodomys_ordii
ENSTSYP00000005287	ENSTSYG00000005767	Carlito_syrichta
ENSMLUP00000014568	ENSMLUG00000015992	Myotis_lucifugus
ENSPVAP00000009825	ENSPVAG00000010426	Pteropus_vampyrus
ENSPCAP00000006689	ENSPCAG00000007170	Procavia_capensis
ENSETEP00000005404	ENSETEG00000006658	Echinops_telfairi
ENSLAFP00000004451	ENSLAFG00000005319	Loxodonta_africana
ENSOANP00000008596	ENSOANG00000005407	Ornithorhynchus_anatinus
ENSPCIP00000042555	ENSPCIG00000030904	Phascolarctos_cinereus
ENSVURP00010032202	ENSVURG00010024568	Vombatus_ursinus
ENSMEUP00000004895	ENSMEUG00000005359	Notamacropus_eugenii
ENSMODP00000041450	ENSMODG00000000040	Monodelphis_domestica
ENSSHAP00000018047	ENSSHAG00000015323	Sarcophilus_harrisii
ENSXETP00000036249	ENSXETG00000013624	Xenopus_tropicalis
ENSLACP00000002884	ENSLACG00000002577	Latimeria_chalumnae
ENSLACP00000004115	ENSLACG00000003658	Latimeria_chalumnae
ENSSFOP00015031071	ENSSFOG00015019917	Scleropages_formosus
ENSPKIP00000031811	ENSPKIG00000012141	Paramormyrops_kingsleyae
ENSPKIP00000033898	ENSPKIG00000013435	Paramormyrops_kingsleyae
ENSSFOP00015037786	ENSSFOG00015024052	Scleropages_formosus
ENSAMXP00000000683	ENSAMXG00000000667	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006725	ENSAMXG00005003997	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007325	ENSPNAG00000002607	Pygocentrus_nattereri
ENSIPUP00000032529	ENSIPUG00000021864	Ictalurus_punctatus
ENSEEEP00000019598	ENSEEEG00000009591	Electrophorus_electricus
ENSDARP00000108171	ENSDARG00000089805	Danio_rerio
ENSDCDP00000031869	ENSDCDG00000022064	Denticeps_clupeoides
ENSCHAP00000031793	ENSCHAG00000015168	Clupea_harengus
ENSCSEP00000017139	ENSCSEG00000010994	Cynoglossus_semilaevis
ENSHCOP00000011550	ENSHCOG00000014397	Hippocampus_comes
ENSXMAP00000025673	ENSXMAG00000026934	Xiphophorus_maculatus
ENSXCOP00000015969	ENSXCOG00000012065	Xiphophorus_couchianus
ENSGAFP00000021413	ENSGAFG00000014427	Gambusia_affinis
ENSPFOP00000015225	ENSPFOG00000015183	Poecilia_formosa
ENSPMEP00000028768	ENSPMEG00000014061	Poecilia_mexicana
ENSPLAP00000003532	ENSPLAG00000005043	Poecilia_latipinna
ENSPREP00000001387	ENSPREG00000001032	Poecilia_reticulata
ENSFHEP00000012548	ENSFHEG00000014026	Fundulus_heteroclitus
ENSCVAP00000032248	ENSCVAG00000000806	Cyprinodon_variegatus
ENSKMAP00000001226	ENSKMAG00000000963	Kryptolebias_marmoratus
ENSTNIP00000015341	ENSTNIG00000012373	Tetraodon_nigroviridis
ENSTRUP00000034348	ENSTRUG00000013467	Takifugu_rubripes
ENSMMOP00000009158	ENSMMOG00000007081	Mola_mola
ENSCGOP00000044117	ENSCGOG00000019833	Cottoperca_gobio
ENSGACP00000024333	ENSGACG00000018410	Gasterosteus_aculeatus
ENSLCRP00005022688	ENSLCRG00005009155	Larimichthys_crocea
ENSMALP00000001084	ENSMALG00000000826	Monopterus_albus
ENSSDUP00000001193	ENSSDUG00000000949	Seriola_dumerili
ENSSLDP00000009361	ENSSLDG00000007440	Seriola_lalandi_dorsalis
ENSSMAP00000025660	ENSSMAG00000015694	Scophthalmus_maximus
ENSLBEP00000034571	ENSLBEG00000025983	Labrus_bergylta
ENSAOCP00000025927	ENSAOCG00000013854	Amphiprion_ocellaris
ENSAPEP00000022608	ENSAPEG00000016102	Amphiprion_percula
ENSAPOP00000015611	ENSAPOG00000018619	Acanthochromis_polyacanthus
ENSSPAP00000031357	ENSSPAG00000023504	Stegastes_partitus
ENSPRNP00000000543	ENSPRNG00000000358	Parambassis_ranga
ENSATEP00000032964	ENSATEG00000022708	Anabas_testudineus
ENSBSLP00000039123	ENSBSLG00000019043	Betta_splendens
ENSORLP00020018980	ENSORLG00020019960	Oryzias_latipes_ASM223471v1
ENSORLP00000033167	ENSORLG00000024530	Oryzias_latipes_ASM223467v1
ENSORLP00015019880	ENSORLG00015020969	Oryzias_latipes_ASM223469v1
ENSOMEP00000001662	ENSOMEG00000002576	Oryzias_melastigma
ENSGWIP00000002040	ENSGWIG00000001124	Gouania_willdenowi
ENSACLP00000019805	ENSACLG00000013458	Astatotilapia_calliptera
ENSMZEP00005014377	ENSMZEG00005010828	Maylandia_zebra
ENSHBUP00000001544	ENSHBUG00000002713	Haplochromis_burtoni
ENSPNYP00000006503	ENSPNYG00000004993	Pundamilia_nyererei
ENSMZEP00005026683	ENSMZEG00005019896	Maylandia_zebra
ENSNBRP00000024075	ENSNBRG00000018414	Neolamprologus_brichardi
ENSONIP00000004378	ENSONIG00000003477	Oreochromis_niloticus
ENSACIP00000031219	ENSACIG00000024128	Amphilophus_citrinellus
ENSMAMP00000010549	ENSMAMG00000007094	Mastacembelus_armatus
ENSPMGP00000007864	ENSPMGG00000006529	Periophthalmus_magnuspinnatus
ENSGMOP00000003399	ENSGMOG00000003211	Gadus_morhua
ENSHHUP00000027664	ENSHHUG00000017570	Hucho_hucho
ENSHHUP00000026916	ENSHHUG00000017042	Hucho_hucho
ENSELUP00000011018	ENSELUG00000011442	Esox_lucius
ENSCHAP00000032479	ENSCHAG00000015521	Clupea_harengus
ENSDCDP00000049205	ENSDCDG00000030303	Denticeps_clupeoides
ENSAMXP00005041411	ENSAMXG00005019382	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000012507	ENSAMXG00000012165	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000005577	ENSPNAG00000011768	Pygocentrus_nattereri
ENSIPUP00000004328	ENSIPUG00000003024	Ictalurus_punctatus
ENSEEEP00000014177	ENSEEEG00000007041	Electrophorus_electricus
ENSDARP00000068851	ENSDARG00000052494	Danio_rerio
ENSTRUP00000013616	ENSTRUG00000005635	Takifugu_rubripes
ENSTNIP00000009978	ENSTNIG00000007176	Tetraodon_nigroviridis
ENSMMOP00000001699	ENSMMOG00000001427	Mola_mola
ENSLBEP00000013966	ENSLBEG00000010823	Labrus_bergylta
ENSLBEP00000022279	ENSLBEG00000017117	Labrus_bergylta
ENSGWIP00000040451	ENSGWIG00000020437	Gouania_willdenowi
ENSHCOP00000001302	ENSHCOG00000002239	Hippocampus_comes
ENSCGOP00000014267	ENSCGOG00000006959	Cottoperca_gobio
ENSGACP00000025920	ENSGACG00000019611	Gasterosteus_aculeatus
ENSLCRP00005000095	ENSLCRG00005000102	Larimichthys_crocea
ENSSDUP00000029456	ENSSDUG00000021233	Seriola_dumerili
ENSSLDP00000014976	ENSSLDG00000011936	Seriola_lalandi_dorsalis
ENSSMAP00000024848	ENSSMAG00000015194	Scophthalmus_maximus
ENSLCAP00010028368	ENSLCAG00010013309	Lates_calcarifer
ENSMALP00000000513	ENSMALG00000000431	Monopterus_albus
ENSMAMP00000004217	ENSMAMG00000002847	Mastacembelus_armatus
ENSATEP00000022289	ENSATEG00000015463	Anabas_testudineus
ENSBSLP00000017704	ENSBSLG00000009333	Betta_splendens
ENSAOCP00000026119	ENSAOCG00000014155	Amphiprion_ocellaris
ENSAPEP00000025273	ENSAPEG00000017972	Amphiprion_percula
ENSAPOP00000022500	ENSAPOG00000003759	Acanthochromis_polyacanthus
ENSSPAP00000026247	ENSSPAG00000019801	Stegastes_partitus
ENSPRNP00000016563	ENSPRNG00000008840	Parambassis_ranga
ENSXMAP00000016836	ENSXMAG00000016798	Xiphophorus_maculatus
ENSXCOP00000000404	ENSXCOG00000000353	Xiphophorus_couchianus
ENSGAFP00000029012	ENSGAFG00000019581	Gambusia_affinis
ENSPMEP00000000833	ENSPMEG00000001662	Poecilia_mexicana
ENSPFOP00000000478	ENSPFOG00000000520	Poecilia_formosa
ENSPLAP00000011767	ENSPLAG00000014952	Poecilia_latipinna
ENSPREP00000006548	ENSPREG00000004523	Poecilia_reticulata
ENSCVAP00000026912	ENSCVAG00000012846	Cyprinodon_variegatus
ENSKMAP00000012385	ENSKMAG00000009282	Kryptolebias_marmoratus
ENSORLP00020009150	ENSORLG00020010069	Oryzias_latipes_ASM223471v1
ENSORLP00000025346	ENSORLG00000020454	Oryzias_latipes_ASM223467v1
ENSORLP00015018189	ENSORLG00015019232	Oryzias_latipes_ASM223469v1
ENSOMEP00000009455	ENSOMEG00000010666	Oryzias_melastigma
ENSMZEP00005023332	ENSMZEG00005017468	Maylandia_zebra
ENSACLP00000011811	ENSACLG00000008084	Astatotilapia_calliptera
ENSPNYP00000029264	ENSPNYG00000022050	Pundamilia_nyererei
ENSHBUP00000016178	ENSHBUG00000018132	Haplochromis_burtoni
ENSONIP00000023233	ENSONIG00000018455	Oreochromis_niloticus
ENSNBRP00000007473	ENSNBRG00000005831	Neolamprologus_brichardi
ENSACIP00000030645	ENSACIG00000023699	Amphilophus_citrinellus
ENSPMGP00000026890	ENSPMGG00000021705	Periophthalmus_magnuspinnatus
ENSFHEP00000011086	ENSFHEG00000012472	Fundulus_heteroclitus
ENSGMOP00000001249	ENSGMOG00000001212	Gadus_morhua
ENSHHUP00000051613	ENSHHUG00000031057	Hucho_hucho
ENSHHUP00000063629	ENSHHUG00000037581	Hucho_hucho
ENSELUP00000026572	ENSELUG00000002504	Esox_lucius
ENSLOCP00000012982	ENSLOCG00000010600	Lepisosteus_oculatus
ENSECRP00000032013	ENSECRG00000021692	Erpetoichthys_calabaricus
ENSGWIP00000002044	ENSGWIG00000001126	Gouania_willdenowi
ENSLCAP00010037538	ENSLCAG00010017589	Lates_calcarifer
ENSHHUP00000003523	ENSHHUG00000002231	Hucho_hucho
ENSLCOP00000014851	ENSLCOG00000010634	Lepidothrix_coronata
ENSCMIP00000000454	ENSCMIG00000000330	Callorhinchus_milii
