ENSEEEP00000008446	ENSEEEG00000004409	Electrophorus_electricus
ENSZALP00000019134	ENSZALG00000015226	Zonotrichia_albicollis
ENSSCAP00000016087	ENSSCAG00000011791	Serinus_canaria
ENSTGUP00000004593	ENSTGUG00000004456	Taeniopygia_guttata
ENSLSDP00000003665	ENSLSDG00000002811	Lonchura_striata_domestica
ENSFALP00000002815	ENSFALG00000002703	Ficedula_albicollis
ENSCCEP00000000615	ENSCCEG00000000779	Cyanistes_caeruleus
ENSPMJP00000026389	ENSPMJG00000019285	Parus_major
ENSCPGP00000004062	ENSCPGG00000002997	Calidris_pygmaea
ENSCPUP00000001901	ENSCPUG00000001452	Calidris_pugnax
ENSMUNP00000002200	ENSMUNG00000001954	Melopsittacus_undulatus
ENSGALP00000066999	ENSGALG00000002164	Gallus_gallus
ENSCJPP00005027192	ENSCJPG00005021094	Coturnix_japonica
ENSMGAP00000005932	ENSMGAG00000005954	Meleagris_gallopavo
ENSNMEP00000023717	ENSNMEG00000020186	Numida_meleagris
ENSAPLP00000032439	ENSAPLG00000012921	Anas_platyrhynchos_platyrhynchos
ENSABRP00000013882	ENSABRG00000012290	Anser_brachyrhynchus
ENSAHAP00000022485	ENSAHAG00000015763	Apteryx_haastii
ENSARWP00000001885	ENSARWG00000001469	Apteryx_rowi
ENSAOWP00000004365	ENSAOWG00000003058	Apteryx_owenii
ENSDNVP00000010796	ENSDNVG00000007621	Dromaius_novaehollandiae
ENSCPRP00005025641	ENSCPRG00005017769	Crocodylus_porosus
ENSCABP00000021390	ENSCABG00000015749	Chelonoidis_abingdonii
ENSCPBP00000041223	ENSCPBG00000028288	Chrysemys_picta_bellii
ENSGAGP00000029359	ENSGAGG00000021228	Gopherus_agassizii
ENSPSIP00000018368	ENSPSIG00000016333	Pelodiscus_sinensis
ENSPVIP00000008945	ENSPVIG00000007172	Pogona_vitticeps
ENSACAP00000006084	ENSACAG00000006225	Anolis_carolinensis
ENSNSUP00000008045	ENSNSUG00000006263	Notechis_scutatus
ENSSMRP00000018562	ENSSMRG00000014434	Salvator_merianae
ENSVURP00010005582	ENSVURG00010004351	Vombatus_ursinus
ENSPCIP00000041601	ENSPCIG00000030390	Phascolarctos_cinereus
ENSMEUP00000004950	ENSMEUG00000005420	Notamacropus_eugenii
ENSSHAP00000017396	ENSSHAG00000014781	Sarcophilus_harrisii
ENSMODP00000056652	ENSMODG00000012873	Monodelphis_domestica
ENSMSIP00000014636	ENSMSIG00000012596	Mus_spicilegus
MGP_SPRETEiJ_P0021188	MGP_SPRETEiJ_G0015463	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000027655	ENSMUSG00000026404	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0020135	MGP_CAROLIEiJ_G0014656	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0075425	MGP_PahariEiJ_G0027892	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000047251	ENSRNOG00000042451	Rattus_norvegicus
ENSMUGP00000002194	ENSMUGG00000002055	Meriones_unguiculatus
ENSPEMP00000009394	ENSPEMG00000010715	Peromyscus_maniculatus_bairdii
ENSMOCP00000018172	ENSMOCG00000016551	Microtus_ochrogaster
ENSCGRP00000017916	ENSCGRG00000013029	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015030128	ENSCGRG00015022659	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010911	ENSCGRG00001012693	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000016625	ENSMAUG00000015701	Mesocricetus_auratus
ENSNGAP00000023144	ENSNGAG00000021782	Nannospalax_galili
ENSJJAP00000024140	ENSJJAG00000023695	Jaculus_jaculus
ENSCCNP00000025489	ENSCCNG00000024851	Castor_canadensis
ENSDORP00000018053	ENSDORG00000007702	Dipodomys_ordii
ENSCPOP00000007569	ENSCPOG00000008420	Cavia_porcellus
ENSCAPP00000018437	ENSCAPG00000017836	Cavia_aperea
ENSODEP00000013196	ENSODEG00000009771	Octodon_degus
ENSCLAP00000016069	ENSCLAG00000011057	Chinchilla_lanigera
ENSHGLP00100026127	ENSHGLG00100019169	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022531	ENSHGLG00000016068	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018024	ENSFDAG00000010141	Fukomys_damarensis
ENSSDAP00000023309	ENSSDAG00000021233	Spermophilus_dauricus
ENSSTOP00000015635	ENSSTOG00000027030	Ictidomys_tridecemlineatus
ENSUPAP00010012855	ENSUPAG00010010425	Urocitellus_parryii
ENSMMMP00000011993	ENSMMMG00000010740	Marmota_marmota_marmota
ENSTBEP00000007158	ENSTBEG00000008272	Tupaia_belangeri
ENSPPYP00000023464	ENSPPYG00000025828	Pongo_abelii
ENSPPYP00000011895	ENSPPYG00000010632	Pongo_abelii
ENSPPAP00000017151	ENSPPAG00000031649	Pan_paniscus
ENSPTRP00000051354	ENSPTRG00000001821	Pan_troglodytes
ENSGGOP00000014255	ENSGGOG00000014615	Gorilla_gorilla
ENSP00000330460	ENSG00000118197	Homo_sapiens
ENSNLEP00000021954	ENSNLEG00000018069	Nomascus_leucogenys
ENSPTEP00000042528	ENSPTEG00000038792	Piliocolobus_tephrosceles
ENSCANP00000012708	ENSCANG00000029749	Colobus_angolensis_palliatus
ENSRBIP00000039557	ENSRBIG00000043232	Rhinopithecus_bieti
ENSRROP00000037399	ENSRROG00000042119	Rhinopithecus_roxellana
ENSMFAP00000007377	ENSMFAG00000035416	Macaca_fascicularis
ENSMMUP00000005710	ENSMMUG00000004268	Macaca_mulatta
ENSMNEP00000034957	ENSMNEG00000040640	Macaca_nemestrina
ENSPANP00000008912	ENSPANG00000017384	Papio_anubis
ENSTGEP00000028121	ENSTGEG00000022648	Theropithecus_gelada
ENSCATP00000031965	ENSCATG00000039084	Cercocebus_atys
ENSMLEP00000036439	ENSMLEG00000042339	Mandrillus_leucophaeus
ENSCSAP00000009954	ENSCSAG00000013799	Chlorocebus_sabaeus
ENSCCAP00000017717	ENSCCAG00000026682	Cebus_capucinus_imitator
ENSSBOP00000038946	ENSSBOG00000035527	Saimiri_boliviensis_boliviensis
ENSCJAP00000009474	ENSCJAG00000005183	Callithrix_jacchus
ENSANAP00000015391	ENSANAG00000025559	Aotus_nancymaae
ENSTSYP00000012693	ENSTSYG00000013832	Carlito_syrichta
ENSPCOP00000004397	ENSPCOG00000012737	Propithecus_coquereli
ENSMICP00000024045	ENSMICG00000012110	Microcebus_murinus
ENSPSMP00000000035	ENSPSMG00000000041	Prolemur_simus
ENSOGAP00000008001	ENSOGAG00000008925	Otolemur_garnettii
ENSUMAP00000035299	ENSUMAG00000025376	Ursus_maritimus
ENSUAMP00000019504	ENSUAMG00000015430	Ursus_americanus
ENSAMEP00000013262	ENSAMEG00000012596	Ailuropoda_melanoleuca
ENSNVIP00000016825	ENSNVIG00000013171	Neovison_vison
ENSMPUP00000010412	ENSMPUG00000010489	Mustela_putorius_furo
ENSCAFP00000016382	ENSCAFG00000011120	Canis_lupus_familiaris
ENSCAFP00020023297	ENSCAFG00020018385	Canis_lupus_dingo
ENSVVUP00000001348	ENSVVUG00000001095	Vulpes_vulpes
ENSPTIP00000004526	ENSPTIG00000007021	Panthera_tigris_altaica
ENSPPRP00000025760	ENSPPRG00000016091	Panthera_pardus
ENSFCAP00000021482	ENSFCAG00000027373	Felis_catus
ENSBIXP00000006995	ENSBIXG00000001253	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038456	ENSBIXG00005020510	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000073785	ENSBTAG00000020563	Bos_taurus
ENSBMUP00000004180	ENSBMUG00000003281	Bos_mutus
ENSBBBP00000000066	ENSBBBG00000001437	Bison_bison_bison
ENSOARP00000017513	ENSOARG00000016307	Ovis_aries
ENSCHIP00000012983	ENSCHIG00000014558	Capra_hircus
ENSTTRP00000007689	ENSTTRG00000008129	Tursiops_truncatus
ENSSSCP00000027958	ENSSSCG00000024444	Sus_scrofa_strain_reference
ENSVPAP00000010530	ENSVPAG00000011310	Vicugna_pacos
ENSPVAP00000002430	ENSPVAG00000002569	Pteropus_vampyrus
ENSMLUP00000015248	ENSMLUG00000016730	Myotis_lucifugus
ENSOCUP00000014187	ENSOCUG00000016514	Oryctolagus_cuniculus
ENSOPRP00000010537	ENSOPRG00000011555	Ochotona_princeps
ENSEASP00005004130	ENSEASG00005003122	Equus_asinus_asinus
ENSECAP00000005201	ENSECAG00000006958	Equus_caballus
ENSDNOP00000013924	ENSDNOG00000017948	Dasypus_novemcinctus
ENSLAFP00000021011	ENSLAFG00000030362	Loxodonta_africana
ENSPCAP00000013921	ENSPCAG00000014921	Procavia_capensis
ENSETEP00000013534	ENSETEG00000016680	Echinops_telfairi
ENSLAFP00000014077	ENSLAFG00000016791	Loxodonta_africana
ENSEEUP00000012313	ENSEEUG00000013507	Erinaceus_europaeus
ENSOANP00000011398	ENSOANG00000007164	Ornithorhynchus_anatinus
ENSXETP00000005309	ENSXETG00000009969	Xenopus_tropicalis
ENSLACP00000011482	ENSLACG00000010101	Latimeria_chalumnae
ENSPMAP00000004216	ENSPMAG00000003852	Petromyzon_marinus
ENSEBUP00000012112	ENSEBUG00000007713	Eptatretus_burgeri
