ENSLCOP00000019151	ENSLCOG00000013548	Lepidothrix_coronata
ENSPNYP00000004203	ENSPNYG00000003213	Pundamilia_nyererei
ENSMZEP00005027999	ENSMZEG00005020883	Maylandia_zebra
ENSACLP00000000038	ENSACLG00000000025	Astatotilapia_calliptera
ENSHBUP00000025636	ENSHBUG00000007813	Haplochromis_burtoni
ENSONIP00000017356	ENSONIG00000013802	Oreochromis_niloticus
ENSNBRP00000001644	ENSNBRG00000001287	Neolamprologus_brichardi
ENSACIP00000030931	ENSACIG00000023926	Amphilophus_citrinellus
ENSGWIP00000032959	ENSGWIG00000016886	Gouania_willdenowi
ENSMAMP00000016066	ENSMAMG00000010830	Mastacembelus_armatus
ENSPRNP00000001177	ENSPRNG00000000794	Parambassis_ranga
ENSSLDP00000013457	ENSSLDG00000010597	Seriola_lalandi_dorsalis
ENSSDUP00000016737	ENSSDUG00000012190	Seriola_dumerili
ENSLCAP00010018673	ENSLCAG00010008786	Lates_calcarifer
ENSSMAP00000024596	ENSSMAG00000014979	Scophthalmus_maximus
ENSATEP00000017051	ENSATEG00000011826	Anabas_testudineus
ENSLCRP00005047491	ENSLCRG00005017714	Larimichthys_crocea
ENSLBEP00000027139	ENSLBEG00000020564	Labrus_bergylta
ENSSPAP00000026534	ENSSPAG00000020007	Stegastes_partitus
ENSGMOP00000011237	ENSGMOG00000010476	Gadus_morhua
ENSHHUP00000021362	ENSHHUG00000013376	Hucho_hucho
ENSHHUP00000021363	ENSHHUG00000013378	Hucho_hucho
ENSHHUP00000019448	ENSHHUG00000012162	Hucho_hucho
ENSHHUP00000054011	ENSHHUG00000032427	Hucho_hucho
ENSELUP00000042906	ENSELUG00000024363	Esox_lucius
ENSSFOP00015026228	ENSSFOG00015016848	Scleropages_formosus
ENSPKIP00000040847	ENSPKIG00000017629	Paramormyrops_kingsleyae
ENSLOCP00000015699	ENSLOCG00000012754	Lepisosteus_oculatus
ENSECRP00000028939	ENSECRG00000019513	Erpetoichthys_calabaricus
ENSCMIP00000010598	ENSCMIG00000005564	Callorhinchus_milii
ENSPMAP00000005078	ENSPMAG00000004633	Petromyzon_marinus
ENSPMAP00000003092	ENSPMAG00000002843	Petromyzon_marinus
