ENSLSDP00000000367	ENSLSDG00000000309	Lonchura_striata_domestica
ENSDORP00000003512	ENSDORG00000003761	Dipodomys_ordii
ENSMSIP00000032251	ENSMSIG00000027031	Mus_spicilegus
MGP_SPRETEiJ_P0061044	MGP_SPRETEiJ_G0026155	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000040429	ENSMUSG00000042613	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0058694	MGP_CAROLIEiJ_G0025212	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0069654	MGP_PahariEiJ_G0026656	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028058	ENSRNOG00000020673	Rattus_norvegicus
ENSMUGP00000017191	ENSMUGG00000014649	Meriones_unguiculatus
ENSCGRP00000004180	ENSCGRG00000003074	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015004960	ENSCGRG00015003910	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023636	ENSCGRG00001021803	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006624	ENSMAUG00000008503	Mesocricetus_auratus
ENSMOCP00000014950	ENSMOCG00000014289	Microtus_ochrogaster
ENSPEMP00000006302	ENSPEMG00000008556	Peromyscus_maniculatus_bairdii
ENSNGAP00000002060	ENSNGAG00000001561	Nannospalax_galili
ENSJJAP00000006756	ENSJJAG00000011330	Jaculus_jaculus
ENSUPAP00010001818	ENSUPAG00010001559	Urocitellus_parryii
ENSSTOP00000015046	ENSSTOG00000026941	Ictidomys_tridecemlineatus
ENSMMMP00000019362	ENSMMMG00000017093	Marmota_marmota_marmota
ENSCLAP00000006980	ENSCLAG00000004914	Chinchilla_lanigera
ENSODEP00000015625	ENSODEG00000011532	Octodon_degus
ENSCPOP00000004599	ENSCPOG00000005112	Cavia_porcellus
ENSCAPP00000010268	ENSCAPG00000011566	Cavia_aperea
ENSHGLP00100012333	ENSHGLG00100009132	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011356	ENSHGLG00000008141	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021878	ENSFDAG00000007387	Fukomys_damarensis
ENSOPRP00000000310	ENSOPRG00000000341	Ochotona_princeps
ENSBIXP00000042086	ENSBIXG00000026199	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004247	ENSBIXG00005010243	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063868	ENSBTAG00000004552	Bos_taurus
ENSBMUP00000014676	ENSBMUG00000011146	Bos_mutus
ENSBBBP00000020408	ENSBBBG00000014024	Bison_bison_bison
ENSCHIP00000010042	ENSCHIG00000012689	Capra_hircus
ENSOARP00000003330	ENSOARG00000003126	Ovis_aries
ENSTTRP00000015335	ENSTTRG00000016178	Tursiops_truncatus
ENSSSCP00000006969	ENSSSCG00000006540	Sus_scrofa_strain_reference
ENSECAP00000023090	ENSECAG00000026849	Equus_caballus
ENSEASP00005000217	ENSEASG00005000264	Equus_asinus_asinus
ENSMLUP00000002166	ENSMLUG00000002380	Myotis_lucifugus
ENSPVAP00000000760	ENSPVAG00000000805	Pteropus_vampyrus
ENSSARP00000012532	ENSSARG00000013859	Sorex_araneus
ENSEEUP00000013048	ENSEEUG00000014272	Erinaceus_europaeus
ENSUAMP00000018058	ENSUAMG00000014340	Ursus_americanus
ENSAMEP00000012147	ENSAMEG00000011551	Ailuropoda_melanoleuca
ENSNVIP00000023663	ENSNVIG00000018377	Neovison_vison
ENSMPUP00000006284	ENSMPUG00000006338	Mustela_putorius_furo
ENSCAFP00020010044	ENSCAFG00020008160	Canis_lupus_dingo
ENSCAFP00000025277	ENSCAFG00000017162	Canis_lupus_familiaris
ENSVVUP00000002397	ENSVVUG00000001899	Vulpes_vulpes
ENSFCAP00000051781	ENSFCAG00000001344	Felis_catus
ENSLAFP00000024907	ENSLAFG00000031125	Loxodonta_africana
ENSPCAP00000013439	ENSPCAG00000014387	Procavia_capensis
ENSETEP00000011463	ENSETEG00000014118	Echinops_telfairi
ENSDNOP00000019533	ENSDNOG00000043652	Dasypus_novemcinctus
ENSVURP00010020700	ENSVURG00010015837	Vombatus_ursinus
ENSPCIP00000029188	ENSPCIG00000021734	Phascolarctos_cinereus
ENSMEUP00000006094	ENSMEUG00000006668	Notamacropus_eugenii
ENSMODP00000033946	ENSMODG00000017146	Monodelphis_domestica
ENSSHAP00000004668	ENSSHAG00000004099	Sarcophilus_harrisii
