ENSPSMP00000027794	ENSPSMG00000019382	Prolemur_simus
ENSLOCP00000020373	ENSLOCG00000016493	Lepisosteus_oculatus
ENSAPOP00000013114	ENSAPOG00000015890	Acanthochromis_polyacanthus
ENSDNVP00000001633	ENSDNVG00000001195	Dromaius_novaehollandiae
ENSCGRP00001010877	ENSCGRG00001012653	Cricetulus_griseus_CHOK1GS_HDv1
ENSSPUP00000008409	ENSSPUG00000006524	Sphenodon_punctatus
ENSPMEP00000018399	ENSPMEG00000021332	Poecilia_mexicana
ENSPMEP00000033088	ENSPMEG00000021409	Poecilia_mexicana
ENSMAMP00000008345	ENSMAMG00000005658	Mastacembelus_armatus
ENSLACP00000001402	ENSLACG00000001257	Latimeria_chalumnae
ENSACIP00000014872	ENSACIG00000011559	Amphilophus_citrinellus
ENSTGUP00000013609	ENSTGUG00000013215	Taeniopygia_guttata
ENSUPAP00010005926	ENSUPAG00010004787	Urocitellus_parryii
ENSACLP00000029932	ENSACLG00000020273	Astatotilapia_calliptera
ENSNBRP00000001552	ENSNBRG00000001281	Neolamprologus_brichardi
ENSSTOP00000008575	ENSSTOG00000009537	Ictidomys_tridecemlineatus
ENSPREP00000029374	ENSPREG00000019889	Poecilia_reticulata
ENSLCAP00010053832	ENSLCAG00010025047	Lates_calcarifer
ENSXMAP00000032774	ENSXMAG00000026433	Xiphophorus_maculatus
ENSPKIP00000012026	ENSPKIG00000025618	Paramormyrops_kingsleyae
ENSORLP00015022877	ENSORLG00015002528	Oryzias_latipes_ASM223469v1
ENSSMAP00000004002	ENSSMAG00000002474	Scophthalmus_maximus
ENSCVAP00000005643	ENSCVAG00000007049	Cyprinodon_variegatus
ENSMZEP00005038020	ENSMZEG00005028431	Maylandia_zebra
ENSKMAP00000025845	ENSKMAG00000019149	Kryptolebias_marmoratus
ENSCSEP00000018335	ENSCSEG00000011761	Cynoglossus_semilaevis
ENSCSEP00000018235	ENSCSEG00000011704	Cynoglossus_semilaevis
ENSSDUP00000011649	ENSSDUG00000008475	Seriola_dumerili
ENSATEP00000021982	ENSATEG00000015255	Anabas_testudineus
ENSFHEP00000010649	ENSFHEG00000011994	Fundulus_heteroclitus
ENSNPEP00000011638	ENSNPEG00000008742	Nothoprocta_perdicaria
ENSXETP00000018948	ENSXETG00000001526	Xenopus_tropicalis	ENSXETT00000010770
ENSSMRP00000027392	ENSSMRG00000021124	Salvator_merianae
ENSGMOP00000013673	ENSGMOG00000012778	Gadus_morhua
ENSXETP00000018846	ENSXETG00000001557	Xenopus_tropicalis	ENSXETT00000010548
ENSAMXP00000000652	ENSAMXG00000000640	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000129129	ENSDARG00000087870	Danio_rerio
ENSXMAP00000020064	ENSXMAG00000029851	Xiphophorus_maculatus
ENSPNYP00000003807	ENSPNYG00000002958	Pundamilia_nyererei
ENSXMAP00000024401	ENSXMAG00000021957	Xiphophorus_maculatus
ENSGWIP00000007416	ENSGWIG00000004335	Gouania_willdenowi
ENSGWIP00000007413	ENSGWIG00000004332	Gouania_willdenowi
ENSELUP00000039185	ENSELUG00000019258	Esox_lucius
ENSSHAP00000020425	ENSSHAG00000017323	Sarcophilus_harrisii
ENSSLDP00000025112	ENSSLDG00000019553	Seriola_lalandi_dorsalis
ENSCVAP00000002210	ENSCVAG00000003297	Cyprinodon_variegatus
ENSSSCP00000001882	ENSSSCG00000001725	Sus_scrofa_strain_reference
ENSECRP00000012923	ENSECRG00000008632	Erpetoichthys_calabaricus
ENSPKIP00000031781	ENSPKIG00000012131	Paramormyrops_kingsleyae
ENSOMEP00000011230	ENSOMEG00000012543	Oryzias_melastigma
ENSNBRP00000014356	ENSNBRG00000011054	Neolamprologus_brichardi
ENSLCAP00010043561	ENSLCAG00010020282	Lates_calcarifer
ENSMPUP00000012323	ENSMPUG00000012417	Mustela_putorius_furo
ENSORLP00000044390	ENSORLG00000030048	Oryzias_latipes_ASM223467v1
ENSLCRP00005024582	ENSLCRG00005009867	Larimichthys_crocea
ENSTRUP00000050486	ENSTRUG00000023061	Takifugu_rubripes
ENSAPLP00000027645	ENSAPLG00000004634	Anas_platyrhynchos_platyrhynchos
ENSNVIP00000011072	ENSNVIG00000008738	Neovison_vison
ENSLACP00000000446	ENSLACG00000000401	Latimeria_chalumnae
ENSCPOP00000020613	ENSCPOG00000020034	Cavia_porcellus
ENSORLP00020006568	ENSORLG00020007430	Oryzias_latipes_ASM223471v1
ENSVVUP00000041171	ENSVVUG00000029307	Vulpes_vulpes
ENSPPYP00000018656	ENSPPYG00000016674	Pongo_abelii
ENSOGAP00000000364	ENSOGAG00000000408	Otolemur_garnettii
ENSARWP00000019474	ENSARWG00000013338	Apteryx_rowi
ENSDNOP00000021310	ENSDNOG00000024075	Dasypus_novemcinctus
ENSCAFP00020015884	ENSCAFG00020012679	Canis_lupus_dingo
ENSACLP00000029872	ENSACLG00000020218	Astatotilapia_calliptera
ENSCVAP00000030596	ENSCVAG00000019244	Cyprinodon_variegatus
ENSCJPP00005002522	ENSCJPG00005002779	Coturnix_japonica
ENSIPUP00000005036	ENSIPUG00000003500	Ictalurus_punctatus
ENSMICP00000016168	ENSMICG00000017758	Microcebus_murinus
ENSCGOP00000016077	ENSCGOG00000007746	Cottoperca_gobio
ENSHGLP00000027226	ENSHGLG00000019358	Heterocephalus_glaber_HetGla_female_1.0
ENSACIP00000011805	ENSACIG00000009220	Amphilophus_citrinellus
ENSONIP00000012202	ENSONIG00000009714	Oreochromis_niloticus
ENSMMUP00000033554	ENSMMUG00000023002	Macaca_mulatta
ENSVURP00010005359	ENSVURG00010004202	Vombatus_ursinus
ENSPREP00000029522	ENSPREG00000019992	Poecilia_reticulata
ENSFALP00000001631	ENSFALG00000001566	Ficedula_albicollis
ENSXMAP00000035767	ENSXMAG00000025044	Xiphophorus_maculatus
ENSANAP00000015562	ENSANAG00000025666	Aotus_nancymaae
ENSPMAP00000000387	ENSPMAG00000000351	Petromyzon_marinus	ENSPMAT00000000388
ENSHCOP00000021269	ENSHCOG00000007953	Hippocampus_comes
ENSORLP00000034403	ENSORLG00000026114	Oryzias_latipes_ASM223467v1
ENSATEP00000022114	ENSATEG00000015350	Anabas_testudineus
ENSOMEP00000029076	ENSOMEG00000012487	Oryzias_melastigma
ENSGACP00000005622	ENSGACG00000004270	Gasterosteus_aculeatus
ENSECRP00000012896	ENSECRG00000008620	Erpetoichthys_calabaricus
ENSLCOP00000014293	ENSLCOG00000010258	Lepidothrix_coronata
ENSMMOP00000020007	ENSMMOG00000015202	Mola_mola
ENSMMOP00000020006	ENSMMOG00000015200	Mola_mola
ENSPRNP00000043637	ENSPRNG00000021280	Parambassis_ranga
ENSPKIP00000036757	ENSPKIG00000015208	Paramormyrops_kingsleyae
ENSECRP00000027557	ENSECRG00000018654	Erpetoichthys_calabaricus
ENSGACP00000005650	ENSGACG00000004287	Gasterosteus_aculeatus
ENSCSAP00000008792	ENSCSAG00000012612	Chlorocebus_sabaeus
ENSCGRP00015008000	ENSCGRG00015006134	Cricetulus_griseus_CriGri-PICR
ENSOANP00000013155	ENSOANG00000008276	Ornithorhynchus_anatinus
ENSMODP00000043891	ENSMODG00000018882	Monodelphis_domestica
ENSSLDP00000014225	ENSSLDG00000011360	Seriola_lalandi_dorsalis
ENSORLP00000033328	ENSORLG00000024720	Oryzias_latipes_ASM223467v1
ENSHHUP00000074139	ENSHHUG00000043496	Hucho_hucho
ENSMAMP00000008529	ENSMAMG00000005762	Mastacembelus_armatus
ENSKMAP00000027563	ENSKMAG00000020445	Kryptolebias_marmoratus
ENSCVAP00000023598	ENSCVAG00000007056	Cyprinodon_variegatus
ENSAMXP00005020504	ENSAMXG00005010611	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCAPP00000016162	ENSCAPG00000016108	Cavia_aperea
ENSSDUP00000011508	ENSSDUG00000008373	Seriola_dumerili
ENSAOWP00000022984	ENSAOWG00000015489	Apteryx_owenii
ENSBSLP00000013373	ENSBSLG00000007079	Betta_splendens
ENSATEP00000021886	ENSATEG00000015189	Anabas_testudineus
ENSPMAP00000010121	ENSPMAG00000009201	Petromyzon_marinus	ENSPMAT00000010166
ENSEBUP00000022921	ENSEBUG00000014128	Eptatretus_burgeri	ENSEBUT00000023497
ENSBIXP00000029651	ENSBIXG00000011340	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOMEP00000036342	ENSOMEG00000023832	Oryzias_melastigma
ENSEEUP00000012955	ENSEEUG00000014162	Erinaceus_europaeus
ENSCABP00000016298	ENSCABG00000012110	Chelonoidis_abingdonii	ENSCABT00000017861
ENSPMAP00000003402	ENSPMAG00000003125	Petromyzon_marinus	ENSPMAT00000003417
ENSSPAP00000024851	ENSSPAG00000018780	Stegastes_partitus
ENSDCDP00000028611	ENSDCDG00000020584	Denticeps_clupeoides
ENSPTRP00000076573	ENSPTRG00000018240	Pan_troglodytes
ENSLBEP00000028126	ENSLBEG00000021309	Labrus_bergylta
ENSPNYP00000025885	ENSPNYG00000019541	Pundamilia_nyererei
ENSMZEP00005026946	ENSMZEG00005020101	Maylandia_zebra
ENSIPUP00000036553	ENSIPUG00000024478	Ictalurus_punctatus
ENSAOCP00000002388	ENSAOCG00000005492	Amphiprion_ocellaris
ENSPMGP00000000887	ENSPMGG00000000722	Periophthalmus_magnuspinnatus
ENSORLP00020025644	ENSORLG00020007724	Oryzias_latipes_ASM223471v1
ENSBSLP00000014807	ENSBSLG00000007718	Betta_splendens
ENSOCUP00000037912	ENSOCUG00000001489	Oryctolagus_cuniculus
ENSONIP00000000793	ENSONIG00000000624	Oreochromis_niloticus
ENSMMMP00000028218	ENSMMMG00000024600	Marmota_marmota_marmota
ENSORLP00000039466	ENSORLG00000024829	Oryzias_latipes_ASM223467v1
ENSXMAP00000007748	ENSXMAG00000007726	Xiphophorus_maculatus
ENSORLP00000019558	ENSORLG00000015625	Oryzias_latipes_ASM223467v1
ENSPNYP00000011213	ENSPNYG00000008522	Pundamilia_nyererei
ENSKMAP00000027587	ENSKMAG00000020456	Kryptolebias_marmoratus
ENSHHUP00000087727	ENSHHUG00000050731	Hucho_hucho
ENSCCAP00000004577	ENSCCAG00000019810	Cebus_capucinus_imitator
ENSCGOP00000016009	ENSCGOG00000007711	Cottoperca_gobio
ENSPLAP00000024774	ENSPLAG00000011261	Poecilia_latipinna
MGP_CAROLIEiJ_P0044826	MGP_CAROLIEiJ_G0021628	Mus_caroli_strain_CAROLI_EIJ
ENSSBOP00000036233	ENSSBOG00000034239	Saimiri_boliviensis_boliviensis
ENSCHOP00000002733	ENSCHOG00000003079	Choloepus_hoffmanni
ENSCMIP00000020633	ENSCMIG00000009492	Callorhinchus_milii
ENSPKIP00000036738	ENSPKIG00000015192	Paramormyrops_kingsleyae
ENSPMGP00000005535	ENSPMGG00000004644	Periophthalmus_magnuspinnatus
ENSSDUP00000010272	ENSSDUG00000007523	Seriola_dumerili
ENSDCDP00000029362	ENSDCDG00000020878	Denticeps_clupeoides
ENSCSEP00000018248	ENSCSEG00000011712	Cynoglossus_semilaevis
ENSFHEP00000001827	ENSFHEG00000002599	Fundulus_heteroclitus
ENSCMIP00000020643	ENSCMIG00000009499	Callorhinchus_milii
ENSKMAP00000025858	ENSKMAG00000019166	Kryptolebias_marmoratus
ENSBMUP00000003084	ENSBMUG00000002441	Bos_mutus
ENSOMEP00000011354	ENSOMEG00000012657	Oryzias_melastigma
ENSGAFP00000014015	ENSGAFG00000009478	Gambusia_affinis
ENSGAFP00000014011	ENSGAFG00000009475	Gambusia_affinis
ENSCCNP00000002376	ENSCCNG00000002547	Castor_canadensis
ENSPMJP00000017224	ENSPMJG00000012976	Parus_major
ENSTNIP00000003620	ENSTNIG00000001411	Tetraodon_nigroviridis
MGP_PahariEiJ_P0044350	MGP_PahariEiJ_G0020620	Mus_pahari_strain_PAHARI_EIJ
ENSORLP00015001898	ENSORLG00015002571	Oryzias_latipes_ASM223469v1
ENSPPRP00000012613	ENSPPRG00000006094	Panthera_pardus
ENSMAMP00000008411	ENSMAMG00000005680	Mastacembelus_armatus
ENSLACP00000013506	ENSLACG00000011892	Latimeria_chalumnae
ENSCPUP00000014654	ENSCPUG00000010276	Calidris_pugnax
ENSSFOP00015020644	ENSSFOG00015013269	Scleropages_formosus
ENSOMEP00000029346	ENSOMEG00000012993	Oryzias_melastigma
ENSGMOP00000003032	ENSGMOG00000002882	Gadus_morhua
ENSPLAP00000026733	ENSPLAG00000014755	Poecilia_latipinna
ENSPLAP00000026736	ENSPLAG00000014769	Poecilia_latipinna
ENSAMXP00005003304	ENSAMXG00005002097	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPFOP00000026144	ENSPFOG00000000399	Poecilia_formosa
ENSPANP00000047500	ENSPANG00000008646	Papio_anubis
ENSXCOP00000017147	ENSXCOG00000012926	Xiphophorus_couchianus
ENSAPOP00000007465	ENSAPOG00000009445	Acanthochromis_polyacanthus
ENSTNIP00000022375	ENSTNIG00000019178	Tetraodon_nigroviridis
ENSMAMP00000008572	ENSMAMG00000005805	Mastacembelus_armatus
ENSPREP00000029606	ENSPREG00000020053	Poecilia_reticulata
ENSELUP00000019558	ENSELUG00000018857	Esox_lucius
ENSPNAP00000016094	ENSPNAG00000022200	Pygocentrus_nattereri
ENSXETP00000019251	ENSXETG00000001383	Xenopus_tropicalis
ENSATEP00000021269	ENSATEG00000014756	Anabas_testudineus
ENSPTRP00000087978	ENSPTRG00000044630	Pan_troglodytes
ENSVPAP00000003365	ENSVPAG00000003630	Vicugna_pacos
ENSGALP00000073946	ENSGALG00000039320	Gallus_gallus
ENSLCRP00005039951	ENSLCRG00005015421	Larimichthys_crocea
ENSBSLP00000023154	ENSBSLG00000011717	Betta_splendens
ENSZALP00000000391	ENSZALG00000000446	Zonotrichia_albicollis
ENSOPRP00000014452	ENSOPRG00000015798	Ochotona_princeps
ENSORLP00015002230	ENSORLG00015002880	Oryzias_latipes_ASM223469v1
ENSEASP00005005076	ENSEASG00005003815	Equus_asinus_asinus
ENSELUP00000002982	ENSELUG00000001405	Esox_lucius
ENSXMAP00000031874	ENSXMAG00000020017	Xiphophorus_maculatus
ENSLBEP00000026472	ENSLBEG00000020157	Labrus_bergylta
ENSNBRP00000008719	ENSNBRG00000006824	Neolamprologus_brichardi
ENSPEMP00000015371	ENSPEMG00000014879	Peromyscus_maniculatus_bairdii
ENSCHIP00000004554	ENSCHIG00000008724	Capra_hircus
ENSPCAP00000002862	ENSPCAG00000003026	Procavia_capensis
ENSATEP00000021314	ENSATEG00000014780	Anabas_testudineus
ENSCPBP00000030790	ENSCPBG00000021654	Chrysemys_picta_bellii
ENSCATP00000025664	ENSCATG00000036293	Cercocebus_atys
ENSPFOP00000000410	ENSPFOG00000000424	Poecilia_formosa
ENSKMAP00000025824	ENSKMAG00000019131	Kryptolebias_marmoratus
ENSCHAP00000007404	ENSCHAG00000004552	Clupea_harengus
ENSAHAP00000010175	ENSAHAG00000007374	Apteryx_haastii
ENSMZEP00005035418	ENSMZEG00005026468	Maylandia_zebra
ENSSLDP00000025081	ENSSLDG00000019514	Seriola_lalandi_dorsalis
ENSPFOP00000012220	ENSPFOG00000012183	Poecilia_formosa
ENSFHEP00000028452	ENSFHEG00000012577	Fundulus_heteroclitus
ENSECRP00000012887	ENSECRG00000008607	Erpetoichthys_calabaricus
ENSSCAP00000019453	ENSSCAG00000014046	Serinus_canaria
ENSAMEP00000001685	ENSAMEG00000001585	Ailuropoda_melanoleuca
ENSMGAP00000015109	ENSMGAG00000014284	Meleagris_gallopavo
ENSODEP00000021974	ENSODEG00000016148	Octodon_degus
ENSAPOP00000007130	ENSAPOG00000009060	Acanthochromis_polyacanthus
ENSPRNP00000043629	ENSPRNG00000021273	Parambassis_ranga
ENSLCAP00010013437	ENSLCAG00010006384	Lates_calcarifer
ENSONIP00000021083	ENSONIG00000016735	Oreochromis_niloticus
ENSBSLP00000013460	ENSBSLG00000007103	Betta_splendens
ENSTGEP00000037340	ENSTGEG00000029697	Theropithecus_gelada
ENSSPAP00000027851	ENSSPAG00000020997	Stegastes_partitus
ENSCJAP00000074065	ENSCJAG00000011952	Callithrix_jacchus
ENSPNAP00000023079	ENSPNAG00000000350	Pygocentrus_nattereri
ENSTSYP00000008824	ENSTSYG00000009615	Carlito_syrichta
ENSAMXP00005003344	ENSAMXG00005002122	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSBSLP00000057144	ENSBSLG00000026596	Betta_splendens
ENSAOCP00000026918	ENSAOCG00000015505	Amphiprion_ocellaris
ENSMUNP00000013588	ENSMUNG00000010603	Melopsittacus_undulatus
ENSPKIP00000035822	ENSPKIG00000014617	Paramormyrops_kingsleyae
ENSMFAP00000032002	ENSMFAG00000037042	Macaca_fascicularis
ENSP00000283296	ENSG00000069122	Homo_sapiens
ENSPNAP00000023087	ENSPNAG00000000357	Pygocentrus_nattereri
ENSMAMP00000009106	ENSMAMG00000006150	Mastacembelus_armatus
ENSOARP00000012201	ENSOARG00000011380	Ovis_aries
ENSTBEP00000013932	ENSTBEG00000016021	Tupaia_belangeri	ENSTBET00000016039
ENSTRUP00000044393	ENSTRUG00000017329	Takifugu_rubripes
ENSLCRP00005056594	ENSLCRG00005021057	Larimichthys_crocea
ENSCCEP00000000721	ENSCCEG00000000948	Cyanistes_caeruleus
ENSATEP00000021916	ENSATEG00000015204	Anabas_testudineus
ENSONIP00000014970	ENSONIG00000011893	Oreochromis_niloticus
ENSORLP00020006545	ENSORLG00020007380	Oryzias_latipes_ASM223471v1
ENSHBUP00000009709	ENSHBUG00000001164	Haplochromis_burtoni
ENSNMEP00000008852	ENSNMEG00000008646	Numida_meleagris
ENSXCOP00000013367	ENSXCOG00000010133	Xiphophorus_couchianus
ENSELUP00000020008	ENSELUG00000019267	Esox_lucius
ENSPMEP00000029442	ENSPMEG00000015183	Poecilia_mexicana
ENSAMXP00000010365	ENSAMXG00000010090	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDNVP00000001616	ENSDNVG00000001179	Dromaius_novaehollandiae
ENSMEUP00000002889	ENSMEUG00000003160	Notamacropus_eugenii
ENSPTIP00000004909	ENSPTIG00000007283	Panthera_tigris_altaica
ENSORLP00015001962	ENSORLG00015002705	Oryzias_latipes_ASM223469v1
ENSPKIP00000035768	ENSPKIG00000014593	Paramormyrops_kingsleyae
ENSCPRP00005000643	ENSCPRG00005000513	Crocodylus_porosus
