ENSCHAP00000053145	ENSCHAG00000024088	Clupea_harengus	ENSCHAT00000057325
ENSPCIP00000017228	ENSPCIG00000013216	Phascolarctos_cinereus
ENSCAFP00020001230	ENSCAFG00020000422	Canis_lupus_dingo
ENSANAP00000006490	ENSANAG00000021323	Aotus_nancymaae
ENSMFAP00000024462	ENSMFAG00000043794	Macaca_fascicularis
ENSEBUP00000006916	ENSEBUG00000004542	Eptatretus_burgeri
MGP_CAROLIEiJ_P0035086	MGP_CAROLIEiJ_G0018767	Mus_caroli_strain_CAROLI_EIJ
ENSUAMP00000007328	ENSUAMG00000006377	Ursus_americanus
ENSCLAP00000008676	ENSCLAG00000006074	Chinchilla_lanigera
ENSUPAP00010008346	ENSUPAG00010006689	Urocitellus_parryii
ENSPFOP00000028310	ENSPFOG00000022373	Poecilia_formosa
ENSRROP00000013634	ENSRROG00000031046	Rhinopithecus_roxellana
ENSCMIP00000017716	ENSCMIG00000008383	Callorhinchus_milii
ENSPNYP00000024036	ENSPNYG00000018144	Pundamilia_nyererei
ENSPTRP00000061185	ENSPTRG00000017043	Pan_troglodytes
ENSPMGP00000003948	ENSPMGG00000003373	Periophthalmus_magnuspinnatus
ENSCCNP00000024841	ENSCCNG00000024014	Castor_canadensis
ENSECAP00000008386	ENSECAG00000009962	Equus_caballus
ENSMLEP00000035171	ENSMLEG00000041689	Mandrillus_leucophaeus
ENSTTRP00000015586	ENSTTRG00000016443	Tursiops_truncatus
ENSSDUP00000004507	ENSSDUG00000003357	Seriola_dumerili
ENSDCDP00000032997	ENSDCDG00000022015	Denticeps_clupeoides	ENSDCDT00000042535
ENSPMEP00000013012	ENSPMEG00000015348	Poecilia_mexicana
ENSBIXP00005024849	ENSBIXG00005027416	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTNIP00000018441	ENSTNIG00000015377	Tetraodon_nigroviridis
ENSCCNP00000024854	ENSCCNG00000024314	Castor_canadensis
ENSETEP00000013912	ENSETEG00000017145	Echinops_telfairi
ENSCSAP00000011093	ENSCSAG00000015082	Chlorocebus_sabaeus
ENSCCAP00000010119	ENSCCAG00000022745	Cebus_capucinus_imitator
ENSEBUP00000027292	ENSEBUG00000016727	Eptatretus_burgeri
ENSCPRP00005002513	ENSCPRG00005001827	Crocodylus_porosus
ENSCAFP00000012938	ENSCAFG00000008788	Canis_lupus_familiaris
ENSODEP00000005477	ENSODEG00000004134	Octodon_degus
ENSDNVP00000019459	ENSDNVG00000013618	Dromaius_novaehollandiae
ENSBTAP00000058894	ENSBTAG00000007684	Bos_taurus
ENSHCOP00000019337	ENSHCOG00000004638	Hippocampus_comes
ENSAOCP00000012891	ENSAOCG00000017411	Amphiprion_ocellaris
ENSUMAP00000003540	ENSUMAG00000002941	Ursus_maritimus
ENSLSDP00000012615	ENSLSDG00000009212	Lonchura_striata_domestica
ENSSLDP00000007218	ENSSLDG00000005656	Seriola_lalandi_dorsalis
ENSCGRP00000004233	ENSCGRG00000003116	Cricetulus_griseus_CriGri_1.0
ENSVVUP00000034564	ENSVVUG00000024903	Vulpes_vulpes
ENSGACP00000007837	ENSGACG00000005927	Gasterosteus_aculeatus
ENSGWIP00000043537	ENSGWIG00000021338	Gouania_willdenowi
ENSCPGP00000025864	ENSCPGG00000017832	Calidris_pygmaea
ENSCPBP00000014600	ENSCPBG00000010853	Chrysemys_picta_bellii
ENSNLEP00000015812	ENSNLEG00000012994	Nomascus_leucogenys
ENSORLP00000003836	ENSORLG00000003076	Oryzias_latipes_ASM223467v1
ENSPVIP00000034744	ENSPVIG00000025360	Pogona_vitticeps
ENSAMXP00000008345	ENSAMXG00000008122	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000008345
ENSCCEP00000001980	ENSCCEG00000001240	Cyanistes_caeruleus
ENSPSMP00000033242	ENSPSMG00000022936	Prolemur_simus
ENSPSIP00000017446	ENSPSIG00000015278	Pelodiscus_sinensis
ENSCATP00000020060	ENSCATG00000033755	Cercocebus_atys
ENSBIXP00000025834	ENSBIXG00000027934	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCSEP00000029294	ENSCSEG00000018766	Cynoglossus_semilaevis
ENSCGOP00000011065	ENSCGOG00000004680	Cottoperca_gobio
ENSACIP00000007344	ENSACIG00000005690	Amphilophus_citrinellus
ENSMLUP00000001703	ENSMLUG00000001865	Myotis_lucifugus
ENSPTIP00000000092	ENSPTIG00000000043	Panthera_tigris_altaica
ENSTGUP00000017258	ENSTGUG00000016972	Taeniopygia_guttata
ENSBBBP00000006762	ENSBBBG00000002773	Bison_bison_bison
ENSDORP00000005154	ENSDORG00000005509	Dipodomys_ordii
ENSPANP00000006422	ENSPANG00000017879	Papio_anubis
ENSCPGP00000025854	ENSCPGG00000017827	Calidris_pygmaea
ENSRBIP00000001122	ENSRBIG00000005363	Rhinopithecus_bieti
ENSXETP00000046045	ENSXETG00000018421	Xenopus_tropicalis
ENSFDAP00000014955	ENSFDAG00000002527	Fukomys_damarensis
ENSSMRP00000008112	ENSSMRG00000006503	Salvator_merianae
ENSMAMP00000022627	ENSMAMG00000015232	Mastacembelus_armatus
ENSPNYP00000024046	ENSPNYG00000018183	Pundamilia_nyererei
ENSMZEP00005012316	ENSMZEG00005009271	Maylandia_zebra
ENSCPOP00000010001	ENSCPOG00000011122	Cavia_porcellus
ENSVURP00010023922	ENSVURG00010018314	Vombatus_ursinus
ENSGMOP00000007595	ENSGMOG00000007132	Gadus_morhua
ENSTRUP00000057113	ENSTRUG00000001666	Takifugu_rubripes
ENSCHOP00000010615	ENSCHOG00000011992	Choloepus_hoffmanni
ENSOGAP00000010220	ENSOGAG00000011410	Otolemur_garnettii
ENSMNEP00000016500	ENSMNEG00000032256	Macaca_nemestrina
ENSDARP00000086717	ENSDARG00000063276	Danio_rerio
ENSTGUP00000007303	ENSTGUG00000007066	Taeniopygia_guttata
ENSPNAP00000021504	ENSPNAG00000006495	Pygocentrus_nattereri
ENSLCRP00005033553	ENSLCRG00005013001	Larimichthys_crocea
ENSSPAP00000002239	ENSSPAG00000001698	Stegastes_partitus
ENSMUNP00000022040	ENSMUNG00000016589	Melopsittacus_undulatus
ENSLAFP00000024828	ENSLAFG00000029236	Loxodonta_africana
ENSSPUP00000001571	ENSSPUG00000001144	Sphenodon_punctatus
ENSNMEP00000007592	ENSNMEG00000007577	Numida_meleagris
ENSPMJP00000001143	ENSPMJG00000000269	Parus_major
ENSEEUP00000010627	ENSEEUG00000011580	Erinaceus_europaeus
ENSSARP00000006774	ENSSARG00000007426	Sorex_araneus
ENSMPUP00000008592	ENSMPUG00000008661	Mustela_putorius_furo
ENSMAUP00000024927	ENSMAUG00000021619	Mesocricetus_auratus
ENSTGEP00000031446	ENSTGEG00000025152	Theropithecus_gelada
ENSPLAP00000021497	ENSPLAG00000005284	Poecilia_latipinna
ENSOPRP00000006190	ENSOPRG00000006751	Ochotona_princeps
ENSZALP00000017721	ENSZALG00000014294	Zonotrichia_albicollis
ENSORLP00020023558	ENSORLG00020004474	Oryzias_latipes_ASM223471v1
ENSXCOP00000012334	ENSXCOG00000009317	Xiphophorus_couchianus
ENSNBRP00000022964	ENSNBRG00000017564	Neolamprologus_brichardi
