ENSCAPP00000007894	ENSCAPG00000009711	Cavia_aperea	ENSCAPT00000011591
ENSCPOP00000018272	ENSCPOG00000036613	Cavia_porcellus	ENSCPOT00000007311
ENSODEP00000020675	ENSODEG00000015252	Octodon_degus	ENSODET00000020932
ENSCLAP00000022934	ENSCLAG00000015735	Chinchilla_lanigera	ENSCLAT00000023149
ENSHGLP00000024005	ENSHGLG00000017108	Heterocephalus_glaber_HetGla_female_1.0
ENSPPAP00000031331	ENSPPAG00000038606	Pan_paniscus
ENSPPYP00000013401	ENSPPYG00000012016	Pongo_abelii
ENSNLEP00000018695	ENSNLEG00000015413	Nomascus_leucogenys
ENSMFAP00000005840	ENSMFAG00000002578	Macaca_fascicularis
ENSMMUP00000030530	ENSMMUG00000023195	Macaca_mulatta
ENSPANP00000015931	ENSPANG00000014235	Papio_anubis
ENSMLEP00000005142	ENSMLEG00000023135	Mandrillus_leucophaeus
ENSCATP00000029911	ENSCATG00000038176	Cercocebus_atys
ENSTGEP00000008420	ENSTGEG00000006890	Theropithecus_gelada
ENSCSAP00000009894	ENSCSAG00000013736	Chlorocebus_sabaeus
ENSRROP00000039798	ENSRROG00000043199	Rhinopithecus_roxellana
ENSRBIP00000013492	ENSRBIG00000030790	Rhinopithecus_bieti
ENSCANP00000032555	ENSCANG00000039946	Colobus_angolensis_palliatus
ENSPTEP00000001498	ENSPTEG00000001660	Piliocolobus_tephrosceles
ENSCJAP00000037791	ENSCJAG00000020333	Callithrix_jacchus
ENSCJAP00000077979	ENSCJAG00000065858	Callithrix_jacchus
ENSCCAP00000013626	ENSCCAG00000024633	Cebus_capucinus_imitator
ENSSBOP00000016101	ENSSBOG00000024753	Saimiri_boliviensis_boliviensis
ENSANAP00000025800	ENSANAG00000030624	Aotus_nancymaae
ENSTSYP00000029437	ENSTSYG00000032353	Carlito_syrichta
ENSPCOP00000031148	ENSPCOG00000028331	Propithecus_coquereli
ENSMICP00000043728	ENSMICG00000033708	Microcebus_murinus
ENSOGAP00000011263	ENSOGAG00000012573	Otolemur_garnettii
ENSTBEP00000002935	ENSTBEG00000003403	Tupaia_belangeri
ENSBIXP00000035379	ENSBIXG00000018635	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034490	ENSBIXG00005015455	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000059769	ENSBTAG00000052191	Bos_taurus
ENSBMUP00000003495	ENSBMUG00000002576	Bos_mutus
ENSBBBP00000025969	ENSBBBG00000021501	Bison_bison_bison
ENSCHIP00000000022	ENSCHIG00000000045	Capra_hircus
ENSOARP00000016129	ENSOARG00000015034	Ovis_aries
ENSTTRP00000002545	ENSTTRG00000002716	Tursiops_truncatus
ENSSSCP00000020807	ENSSSCG00000022467	Sus_scrofa_strain_reference
ENSUAMP00000013480	ENSUAMG00000010828	Ursus_americanus
ENSUMAP00000004167	ENSUMAG00000003377	Ursus_maritimus
ENSAMEP00000014350	ENSAMEG00000013628	Ailuropoda_melanoleuca
ENSNVIP00000027820	ENSNVIG00000021499	Neovison_vison
ENSMPUP00000003073	ENSMPUG00000003104	Mustela_putorius_furo
ENSCAFP00020009381	ENSCAFG00020007589	Canis_lupus_dingo
ENSCAFP00000020844	ENSCAFG00000024382	Canis_lupus_familiaris
ENSVVUP00000026544	ENSVVUG00000019499	Vulpes_vulpes
ENSPPRP00000015394	ENSPPRG00000008002	Panthera_pardus
ENSPTIP00000006611	ENSPTIG00000008484	Panthera_tigris_altaica
ENSFCAP00000049763	ENSFCAG00000046581	Felis_catus
ENSEASP00005028518	ENSEASG00005019401	Equus_asinus_asinus
ENSECAP00000011175	ENSECAG00000013459	Equus_caballus
ENSECAP00000027558	ENSECAG00000035605	Equus_caballus
ENSEASP00005002298	ENSEASG00005001784	Equus_asinus_asinus
ENSPVAP00000001715	ENSPVAG00000001817	Pteropus_vampyrus
ENSSARP00000011051	ENSSARG00000012239	Sorex_araneus
ENSMLUP00000009443	ENSMLUG00000010373	Myotis_lucifugus
ENSDNOP00000018277	ENSDNOG00000046864	Dasypus_novemcinctus
ENSLAFP00000021929	ENSLAFG00000030890	Loxodonta_africana
ENSLAFP00000027060	ENSLAFG00000027504	Loxodonta_africana
ENSLAFP00000006041	ENSLAFG00000007181	Loxodonta_africana
ENSLAFP00000028565	ENSLAFG00000029853	Loxodonta_africana
ENSETEP00000014703	ENSETEG00000018097	Echinops_telfairi
