ENSTTRP00000016333	ENSTTRG00000017230	Tursiops_truncatus
ENSATEP00000028908	ENSATEG00000019949	Anabas_testudineus
ENSCHIP00000032540	ENSCHIG00000026477	Capra_hircus
ENSACLP00000036395	ENSACLG00000024631	Astatotilapia_calliptera
ENSMICP00000051095	ENSMICG00000049071	Microcebus_murinus
ENSFHEP00000008449	ENSFHEG00000009639	Fundulus_heteroclitus
ENSHBUP00000011737	ENSHBUG00000013427	Haplochromis_burtoni
ENSGALP00000011884	ENSGALG00000007357	Gallus_gallus
ENSMUNP00000010684	ENSMUNG00000008423	Melopsittacus_undulatus
ENSHHUP00000004549	ENSHHUG00000002843	Hucho_hucho
ENSHBUP00000005164	ENSHBUG00000006521	Haplochromis_burtoni
ENSFCAP00000006325	ENSFCAG00000006810	Felis_catus
ENSEEEP00000021161	ENSEEEG00000010317	Electrophorus_electricus
ENSOCUP00000045134	ENSOCUG00000005429	Oryctolagus_cuniculus
ENSORLP00015015215	ENSORLG00015016193	Oryzias_latipes_ASM223469v1
ENSLBEP00000010430	ENSLBEG00000008064	Labrus_bergylta
ENSBSLP00000047063	ENSBSLG00000022424	Betta_splendens
ENSPMGP00000011369	ENSPMGG00000009399	Periophthalmus_magnuspinnatus
ENSPANP00000014693	ENSPANG00000017677	Papio_anubis
ENSPTEP00000009194	ENSPTEG00000010419	Piliocolobus_tephrosceles
ENSAOCP00000011345	ENSAOCG00000015637	Amphiprion_ocellaris
ENSORLP00015025619	ENSORLG00015006830	Oryzias_latipes_ASM223469v1
ENSPTIP00000026679	ENSPTIG00000022010	Panthera_tigris_altaica
ENSONIP00000024322	ENSONIG00000019322	Oreochromis_niloticus
ENSGACP00000021090	ENSGACG00000015981	Gasterosteus_aculeatus
ENSMEUP00000004017	ENSMEUG00000004411	Notamacropus_eugenii
ENSPKIP00000010825	ENSPKIG00000025387	Paramormyrops_kingsleyae
ENSHHUP00000035513	ENSHHUG00000022356	Hucho_hucho
ENSHHUP00000021459	ENSHHUG00000013431	Hucho_hucho
ENSMAMP00000014770	ENSMAMG00000010010	Mastacembelus_armatus
ENSTRUP00000004125	ENSTRUG00000001788	Takifugu_rubripes
ENSPLAP00000013649	ENSPLAG00000000392	Poecilia_latipinna
ENSDARP00000107695	ENSDARG00000070864	Danio_rerio
ENSHHUP00000076699	ENSHHUG00000044862	Hucho_hucho
ENSPVAP00000011630	ENSPVAG00000012338	Pteropus_vampyrus
ENSSFOP00015019607	ENSSFOG00015012599	Scleropages_formosus
ENSLOCP00000006274	ENSLOCG00000005212	Lepisosteus_oculatus
ENSSMRP00000021063	ENSSMRG00000016394	Salvator_merianae
ENSLCRP00005027056	ENSLCRG00005010795	Larimichthys_crocea
ENSELUP00000024295	ENSELUG00000023065	Esox_lucius
ENSAMXP00005047379	ENSAMXG00005021747	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSXETP00000043664	ENSXETG00000021166	Xenopus_tropicalis
ENSMSIP00000009083	ENSMSIG00000008062	Mus_spicilegus
ENSMSIP00000009084	ENSMSIG00000008069	Mus_spicilegus
ENSTSYP00000028670	ENSTSYG00000032780	Carlito_syrichta
ENSLACP00000004810	ENSLACG00000004278	Latimeria_chalumnae
ENSPNYP00000000436	ENSPNYG00000000343	Pundamilia_nyererei
ENSPMEP00000003069	ENSPMEG00000004153	Poecilia_mexicana
ENSCINP00000015643	ENSCING00000007627	Ciona_intestinalis
ENSHHUP00000063003	ENSHHUG00000037220	Hucho_hucho
ENSPTRP00000068244	ENSPTRG00000015728	Pan_troglodytes
ENSLAFP00000010278	ENSLAFG00000012300	Loxodonta_africana
ENSSFOP00015010382	ENSSFOG00015006752	Scleropages_formosus
ENSCPOP00000028296	ENSCPOG00000004090	Cavia_porcellus
ENSNGAP00000007216	ENSNGAG00000010532	Nannospalax_galili
ENSPRNP00000036291	ENSPRNG00000018151	Parambassis_ranga
ENSTGUP00000009713	ENSTGUG00000009413	Taeniopygia_guttata
ENSCSEP00000004452	ENSCSEG00000002879	Cynoglossus_semilaevis
ENSPMEP00000016920	ENSPMEG00000019774	Poecilia_mexicana
ENSXMAP00000038665	ENSXMAG00000004454	Xiphophorus_maculatus
MGP_SPRETEiJ_P0042972	MGP_SPRETEiJ_G0021518	Mus_spretus_strain_SPRET/EiJ
ENSMUGP00000032165	ENSMUGG00000026753	Meriones_unguiculatus
ENSCGRP00001012078	ENSCGRG00001013589	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCEP00000004372	ENSCCEG00000004853	Cyanistes_caeruleus
ENSBTAP00000061297	ENSBTAG00000001511	Bos_taurus
MGP_CAROLIEiJ_P0041106	MGP_CAROLIEiJ_G0020622	Mus_caroli_strain_CAROLI_EIJ
ENSACIP00000028420	ENSACIG00000022009	Amphilophus_citrinellus
ENSATEP00000016387	ENSATEG00000011384	Anabas_testudineus
ENSTGEP00000029139	ENSTGEG00000023434	Theropithecus_gelada
ENSMALP00000008933	ENSMALG00000006363	Monopterus_albus
ENSLACP00000015277	ENSLACG00000013447	Latimeria_chalumnae
ENSPCAP00000007157	ENSPCAG00000007666	Procavia_capensis
ENSMZEP00005011507	ENSMZEG00005008634	Maylandia_zebra
ENSCAPP00000015381	ENSCAPG00000015510	Cavia_aperea
ENSGAFP00000010860	ENSGAFG00000007358	Gambusia_affinis
ENSJHYP00000000676	ENSJHYG00000000630	Junco_hyemalis
ENSODEP00000000617	ENSODEG00000000516	Octodon_degus
ENSVVUP00000018130	ENSVVUG00000013355	Vulpes_vulpes
ENSLBEP00000034218	ENSLBEG00000025751	Labrus_bergylta
ENSHCOP00000028085	ENSHCOG00000020446	Hippocampus_comes
ENSGACP00000005036	ENSGACG00000003839	Gasterosteus_aculeatus
ENSPVIP00000004207	ENSPVIG00000003425	Pogona_vitticeps
ENSAOWP00000027348	ENSAOWG00000018422	Apteryx_owenii
ENSNGAP00000025124	ENSNGAG00000023172	Nannospalax_galili
ENSOMEP00000014502	ENSOMEG00000016018	Oryzias_melastigma
ENSAOCP00000021899	ENSAOCG00000007113	Amphiprion_ocellaris
ENSLCAP00010025883	ENSLCAG00010012103	Lates_calcarifer
ENSMLEP00000025178	ENSMLEG00000036711	Mandrillus_leucophaeus
ENSDNVP00000009052	ENSDNVG00000006427	Dromaius_novaehollandiae
ENSFHEP00000031307	ENSFHEG00000017119	Fundulus_heteroclitus
ENSBMUP00000015974	ENSBMUG00000012158	Bos_mutus
ENSP00000384371	ENSG00000113916	Homo_sapiens
ENSPREP00000024500	ENSPREG00000016542	Poecilia_reticulata
ENSUPAP00010001389	ENSUPAG00010001190	Urocitellus_parryii
ENSIPUP00000015423	ENSIPUG00000010505	Ictalurus_punctatus
ENSELUP00000007509	ENSELUG00000008285	Esox_lucius
ENSSLDP00000020029	ENSSLDG00000015676	Seriola_lalandi_dorsalis
ENSGWIP00000005277	ENSGWIG00000002829	Gouania_willdenowi
ENSTNIP00000016773	ENSTNIG00000013771	Tetraodon_nigroviridis
ENSECRP00000008954	ENSECRG00000006012	Erpetoichthys_calabaricus
ENSPCOP00000009538	ENSPCOG00000016145	Propithecus_coquereli
ENSCCAP00000017061	ENSCCAG00000026327	Cebus_capucinus_imitator
ENSDNOP00000003320	ENSDNOG00000004306	Dasypus_novemcinctus
ENSMALP00000023675	ENSMALG00000016507	Monopterus_albus
ENSPNAP00000020803	ENSPNAG00000005219	Pygocentrus_nattereri
ENSDCDP00000008882	ENSDCDG00000004483	Denticeps_clupeoides
ENSPEMP00000024162	ENSPEMG00000020985	Peromyscus_maniculatus_bairdii
ENSBIXP00005041871	ENSBIXG00005025078	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGWIP00000029242	ENSGWIG00000015245	Gouania_willdenowi
ENSOPRP00000005326	ENSOPRG00000005797	Ochotona_princeps
ENSOANP00000001352	ENSOANG00000000872	Ornithorhynchus_anatinus
ENSSPAP00000022360	ENSSPAG00000016898	Stegastes_partitus
ENSKMAP00000020147	ENSKMAG00000014942	Kryptolebias_marmoratus
ENSAMEP00000000860	ENSAMEG00000000812	Ailuropoda_melanoleuca
ENSCJAP00000026460	ENSCJAG00000014375	Callithrix_jacchus
ENSMGAP00000007761	ENSMGAG00000007602	Meleagris_gallopavo
ENSRNOP00000002522	ENSRNOG00000001843	Rattus_norvegicus
ENSFDAP00000021238	ENSFDAG00000007856	Fukomys_damarensis
ENSORLP00000044079	ENSORLG00000015589	Oryzias_latipes_ASM223467v1
ENSNMEP00000005494	ENSNMEG00000005714	Numida_meleagris
ENSMMOP00000023794	ENSMMOG00000018109	Mola_mola
ENSSTOP00000024764	ENSSTOG00000000843	Ictidomys_tridecemlineatus
ENSCMIP00000000832	ENSCMIG00000000573	Callorhinchus_milii
ENSNLEP00000038930	ENSNLEG00000006705	Nomascus_leucogenys
ENSNPEP00000010791	ENSNPEG00000008113	Nothoprocta_perdicaria
ENSPLAP00000010702	ENSPLAG00000013751	Poecilia_latipinna
MGP_PahariEiJ_P0028490	MGP_PahariEiJ_G0016327	Mus_pahari_strain_PAHARI_EIJ
ENSDORP00000005246	ENSDORG00000005608	Dipodomys_ordii
ENSCATP00000029084	ENSCATG00000037799	Cercocebus_atys
ENSMZEP00005007114	ENSMZEG00005005450	Maylandia_zebra
ENSMAMP00000004957	ENSMAMG00000003320	Mastacembelus_armatus
ENSPFOP00000001508	ENSPFOG00000001561	Poecilia_formosa
ENSCGOP00000022517	ENSCGOG00000010795	Cottoperca_gobio
ENSMUSP00000023151	ENSMUSG00000022508	Mus_musculus_strain_reference_(CL57BL6)
ENSCVAP00000003869	ENSCVAG00000005127	Cyprinodon_variegatus
ENSCPGP00000026637	ENSCPGG00000018362	Calidris_pygmaea
ENSABRP00000009366	ENSABRG00000008399	Anser_brachyrhynchus
ENSMMUP00000081064	ENSMMUG00000009198	Macaca_mulatta
ENSMMMP00000010596	ENSMMMG00000009441	Marmota_marmota_marmota
ENSSDUP00000029947	ENSSDUG00000021587	Seriola_dumerili
ENSCJPP00005016562	ENSCJPG00005013599	Coturnix_japonica
ENSSMAP00000012554	ENSSMAG00000007737	Scophthalmus_maximus
ENSRBIP00000036911	ENSRBIG00000042034	Rhinopithecus_bieti
ENSBSLP00000000737	ENSBSLG00000000520	Betta_splendens
ENSCSAVP00000010676	ENSCSAVG00000006275	Ciona_savignyi
ENSEEEP00000010986	ENSEEEG00000005565	Electrophorus_electricus
ENSMNEP00000020594	ENSMNEG00000034068	Macaca_nemestrina
ENSORLP00020023057	ENSORLG00020003678	Oryzias_latipes_ASM223471v1
ENSGAFP00000025597	ENSGAFG00000017288	Gambusia_affinis
ENSANAP00000040151	ENSANAG00000037423	Aotus_nancymaae
ENSTNIP00000010654	ENSTNIG00000007834	Tetraodon_nigroviridis
ENSNBRP00000004997	ENSNBRG00000003990	Neolamprologus_brichardi
ENSUAMP00000014447	ENSUAMG00000011599	Ursus_americanus
ENSLCOP00000000931	ENSLCOG00000000773	Lepidothrix_coronata
ENSPPAP00000011560	ENSPPAG00000028978	Pan_paniscus
ENSECAP00000004014	ENSECAG00000004556	Equus_caballus
ENSOARP00000022009	ENSOARG00000020487	Ovis_aries
ENSBIXP00000020164	ENSBIXG00000023518	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAPEP00000007500	ENSAPEG00000005418	Amphiprion_percula
ENSPSMP00000026479	ENSPSMG00000018578	Prolemur_simus
ENSEASP00005020498	ENSEASG00005014114	Equus_asinus_asinus
ENSCGRP00000016869	ENSCGRG00000012269	Cricetulus_griseus_CriGri_1.0
ENSSDUP00000014593	ENSSDUG00000010653	Seriola_dumerili
ENSHGLP00100024878	ENSHGLG00100018263	Heterocephalus_glaber_HetGla_1.0
ENSACIP00000010017	ENSACIG00000007844	Amphilophus_citrinellus
ENSSLDP00000003430	ENSSLDG00000002495	Seriola_lalandi_dorsalis
ENSLSDP00000013851	ENSLSDG00000010021	Lonchura_striata_domestica
ENSTRUP00000005081	ENSTRUG00000002214	Takifugu_rubripes
ENSCHAP00000014366	ENSCHAG00000007787	Clupea_harengus
ENSMPUP00000003385	ENSMPUG00000003415	Mustela_putorius_furo
ENSAMXP00000004852	ENSAMXG00000004743	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSDAP00000021217	ENSSDAG00000019301	Spermophilus_dauricus
ENSFALP00000007733	ENSFALG00000007407	Ficedula_albicollis
ENSPSIP00000016354	ENSPSIG00000014529	Pelodiscus_sinensis
ENSKMAP00000002717	ENSKMAG00000002087	Kryptolebias_marmoratus
ENSCPUP00000025335	ENSCPUG00000017132	Calidris_pugnax
ENSXCOP00000007943	ENSXCOG00000006090	Xiphophorus_couchianus
ENSPRNP00000023900	ENSPRNG00000012215	Parambassis_ranga
ENSGMOP00000019478	ENSGMOG00000018097	Gadus_morhua
ENSMAUP00000009402	ENSMAUG00000010580	Mesocricetus_auratus
ENSAHAP00000008903	ENSAHAG00000006515	Apteryx_haastii
ENSAPOP00000011992	ENSAPOG00000014629	Acanthochromis_polyacanthus
ENSDARP00000116903	ENSDARG00000069295	Danio_rerio
ENSETEP00000012020	ENSETEG00000014830	Echinops_telfairi
ENSONIP00000013396	ENSONIG00000010655	Oreochromis_niloticus
ENSMLUP00000011740	ENSMLUG00000012905	Myotis_lucifugus
ENSPNAP00000030475	ENSPNAG00000017299	Pygocentrus_nattereri
ENSNVIP00000026490	ENSNVIG00000020463	Neovison_vison
ENSCSAP00000005366	ENSCSAG00000009138	Chlorocebus_sabaeus
ENSNSUP00000000240	ENSNSUG00000000264	Notechis_scutatus
ENSPMGP00000022886	ENSPMGG00000018517	Periophthalmus_magnuspinnatus
ENSCMIP00000006858	ENSCMIG00000003828	Callorhinchus_milii
ENSCLAP00000017991	ENSCLAG00000012339	Chinchilla_lanigera
ENSHGLP00000023056	ENSHGLG00000016440	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000008122	ENSCCNG00000008652	Castor_canadensis
ENSAPOP00000015009	ENSAPOG00000017944	Acanthochromis_polyacanthus
ENSCABP00000006554	ENSCABG00000004960	Chelonoidis_abingdonii
ENSVURP00010030589	ENSVURG00010023396	Vombatus_ursinus
ENSSHAP00000016376	ENSSHAG00000013935	Sarcophilus_harrisii
ENSGGOP00000034080	ENSGGOG00000026549	Gorilla_gorilla
ENSSARP00000000632	ENSSARG00000000693	Sorex_araneus
ENSORLP00020019220	ENSORLG00020000591	Oryzias_latipes_ASM223471v1
ENSIPUP00000019516	ENSIPUG00000013251	Ictalurus_punctatus
ENSTBEP00000008250	ENSTBEG00000009526	Tupaia_belangeri
ENSPPRP00000004766	ENSPPRG00000000750	Panthera_pardus
ENSXMAP00000016489	ENSXMAG00000016456	Xiphophorus_maculatus
