ENSMEUP00000007909	ENSMEUG00000008653	Notamacropus_eugenii	ENSMEUT00000008677
ENSPCIP00000051670	ENSPCIG00000030803	Phascolarctos_cinereus	ENSPCIT00000064614
ENSSHAP00000004747	ENSSHAG00000004168	Sarcophilus_harrisii	ENSSHAT00000004795
ENSSHAP00000000257	ENSSHAG00000000222	Sarcophilus_harrisii	ENSSHAT00000000262
ENSMODP00000018179	ENSMODG00000014554	Monodelphis_domestica	ENSMODT00000018511
ENSPVAP00000016813	ENSPVAG00000017823	Pteropus_vampyrus
ENSCPOP00000025366	ENSCPOG00000035526	Cavia_porcellus
ENSCAPP00000007221	ENSCAPG00000009208	Cavia_aperea
ENSHGLP00000004696	ENSHGLG00000003441	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007455	ENSHGLG00100005576	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020317	ENSFDAG00000008527	Fukomys_damarensis
ENSSTOP00000008273	ENSSTOG00000009222	Ictidomys_tridecemlineatus
ENSSDAP00000015613	ENSSDAG00000014071	Spermophilus_dauricus
ENSUPAP00010003233	ENSUPAG00010002661	Urocitellus_parryii
ENSMMMP00000015054	ENSMMMG00000013409	Marmota_marmota_marmota
ENSTBEP00000014012	ENSTBEG00000016133	Tupaia_belangeri
ENSOCUP00000006040	ENSOCUG00000029139	Oryctolagus_cuniculus
ENSOPRP00000000722	ENSOPRG00000000797	Ochotona_princeps
ENSPPAP00000006322	ENSPPAG00000024844	Pan_paniscus
ENSPTRP00000033733	ENSPTRG00000019694	Pan_troglodytes
ENSP00000222482	ENSG00000128510	Homo_sapiens
ENSGGOP00000035613	ENSGGOG00000040989	Gorilla_gorilla
ENSNLEP00000015511	ENSNLEG00000012761	Nomascus_leucogenys
ENSMNEP00000017901	ENSMNEG00000032910	Macaca_nemestrina
ENSMMUP00000046428	ENSMMUG00000019377	Macaca_mulatta
ENSMFAP00000042940	ENSMFAG00000033972	Macaca_fascicularis
ENSPANP00000012045	ENSPANG00000015021	Papio_anubis
ENSTGEP00000028301	ENSTGEG00000022790	Theropithecus_gelada
ENSCATP00000043137	ENSCATG00000044137	Cercocebus_atys
ENSMLEP00000021158	ENSMLEG00000034794	Mandrillus_leucophaeus
ENSCSAP00000006053	ENSCSAG00000009806	Chlorocebus_sabaeus
ENSPTEP00000033815	ENSPTEG00000032205	Piliocolobus_tephrosceles
ENSCANP00000008453	ENSCANG00000027635	Colobus_angolensis_palliatus
ENSRBIP00000039804	ENSRBIG00000043355	Rhinopithecus_bieti
ENSRROP00000023538	ENSRROG00000035616	Rhinopithecus_roxellana
ENSCCAP00000017683	ENSCCAG00000026658	Cebus_capucinus_imitator
ENSSBOP00000031553	ENSSBOG00000031999	Saimiri_boliviensis_boliviensis
ENSCJAP00000019661	ENSCJAG00000010655	Callithrix_jacchus
ENSANAP00000003368	ENSANAG00000019610	Aotus_nancymaae
ENSTSYP00000006930	ENSTSYG00000007591	Carlito_syrichta
ENSMICP00000005562	ENSMICG00000006103	Microcebus_murinus
ENSPSMP00000037699	ENSPSMG00000025890	Prolemur_simus
ENSPCOP00000013621	ENSPCOG00000018447	Propithecus_coquereli
ENSLAFP00000004648	ENSLAFG00000005538	Loxodonta_africana
ENSPCAP00000001075	ENSPCAG00000001147	Procavia_capensis
ENSETEP00000004053	ENSETEG00000004975	Echinops_telfairi
ENSCHOP00000006285	ENSCHOG00000007081	Choloepus_hoffmanni
ENSDNOP00000006608	ENSDNOG00000008530	Dasypus_novemcinctus
ENSOANP00000018165	ENSOANG00000011466	Ornithorhynchus_anatinus
ENSOANP00000025827	ENSOANG00000020326	Ornithorhynchus_anatinus
