ENSPMJP00000013689	ENSPMJG00000010384	Parus_major
MGP_SPRETEiJ_P0042224	MGP_SPRETEiJ_G0021351	Mus_spretus_strain_SPRET/EiJ
ENSPLAP00000013810	ENSPLAG00000017361	Poecilia_latipinna
ENSNMEP00000012209	ENSNMEG00000011343	Numida_meleagris
ENSMMMP00000004914	ENSMMMG00000004470	Marmota_marmota_marmota
ENSPRNP00000015849	ENSPRNG00000008486	Parambassis_ranga
ENSOCUP00000014621	ENSOCUG00000017012	Oryctolagus_cuniculus
ENSSFOP00015021924	ENSSFOG00015014130	Scleropages_formosus
ENSPMAP00000001215	ENSPMAG00000001085	Petromyzon_marinus
ENSVURP00010012130	ENSVURG00010009380	Vombatus_ursinus
ENSACAP00000004809	ENSACAG00000004820	Anolis_carolinensis
ENSCCAP00000024663	ENSCCAG00000030033	Cebus_capucinus_imitator
ENSMUGP00000024841	ENSMUGG00000020702	Meriones_unguiculatus
ENSEEEP00000001054	ENSEEEG00000000677	Electrophorus_electricus
ENSSLDP00000012211	ENSSLDG00000009664	Seriola_lalandi_dorsalis
ENSAPOP00000014914	ENSAPOG00000017919	Acanthochromis_polyacanthus
ENSXCOP00000000383	ENSXCOG00000000311	Xiphophorus_couchianus
ENSDCDP00000044540	ENSDCDG00000028270	Denticeps_clupeoides
ENSAHAP00000011128	ENSAHAG00000008033	Apteryx_haastii
ENSBIXP00000005963	ENSBIXG00000012122	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTNIP00000015921	ENSTNIG00000012941	Tetraodon_nigroviridis
MGP_CAROLIEiJ_P0040376	MGP_CAROLIEiJ_G0020456	Mus_caroli_strain_CAROLI_EIJ
ENSPMAP00000009346	ENSPMAG00000008490	Petromyzon_marinus	ENSPMAT00000009386
ENSETEP00000002889	ENSETEG00000003521	Echinops_telfairi
ENSPMGP00000022274	ENSPMGG00000017941	Periophthalmus_magnuspinnatus
ENSODEP00000016838	ENSODEG00000012411	Octodon_degus
ENSTGEP00000032047	ENSTGEG00000025632	Theropithecus_gelada
ENSMUNP00000019025	ENSMUNG00000014578	Melopsittacus_undulatus
ENSJHYP00000022984	ENSJHYG00000017320	Junco_hyemalis	ENSJHYT00000027724
ENSMOCP00000015755	ENSMOCG00000014855	Microtus_ochrogaster
ENSTGUP00000005091	ENSTGUG00000004910	Taeniopygia_guttata
ENSTBEP00000011870	ENSTBEG00000013659	Tupaia_belangeri
ENSPNYP00000005584	ENSPNYG00000004322	Pundamilia_nyererei
ENSSDUP00000020328	ENSSDUG00000014795	Seriola_dumerili
ENSAOWP00000004148	ENSAOWG00000002908	Apteryx_owenii	ENSAOWT00000004753
ENSDCDP00000018274	ENSDCDG00000014806	Denticeps_clupeoides
ENSCANP00000023880	ENSCANG00000035347	Colobus_angolensis_palliatus
ENSMZEP00005030184	ENSMZEG00005022503	Maylandia_zebra
ENSPCOP00000023767	ENSPCOG00000024031	Propithecus_coquereli
ENSCHOP00000005232	ENSCHOG00000005905	Choloepus_hoffmanni
ENSMMUP00000066981	ENSMMUG00000011242	Macaca_mulatta
ENSSPAP00000023570	ENSSPAG00000017788	Stegastes_partitus
ENSCSEP00000031941	ENSCSEG00000020490	Cynoglossus_semilaevis
ENSBTAP00000019746	ENSBTAG00000014826	Bos_taurus
ENSCGRP00000005666	ENSCGRG00000004146	Cricetulus_griseus_CriGri_1.0
ENSHBUP00000001985	ENSHBUG00000003169	Haplochromis_burtoni
ENSXMAP00000009444	ENSXMAG00000009399	Xiphophorus_maculatus
ENSELUP00000020657	ENSELUG00000019891	Esox_lucius
ENSHGLP00100010389	ENSHGLG00100007729	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000011746	ENSNGAG00000013813	Nannospalax_galili
ENSHGLP00000017129	ENSHGLG00000012263	Heterocephalus_glaber_HetGla_female_1.0
ENSSCAP00000015903	ENSSCAG00000011645	Serinus_canaria	ENSSCAT00000017821
ENSSTOP00000005018	ENSSTOG00000005596	Ictidomys_tridecemlineatus
ENSCGRP00000006967	ENSCGRG00000005073	Cricetulus_griseus_CriGri_1.0
ENSPMEP00000006092	ENSPMEG00000007539	Poecilia_mexicana
ENSOANP00000033225	ENSOANG00000030457	Ornithorhynchus_anatinus
ENSPMGP00000005562	ENSPMGG00000004669	Periophthalmus_magnuspinnatus
ENSPPRP00000015650	ENSPPRG00000008257	Panthera_pardus
ENSFDAP00000019165	ENSFDAG00000009320	Fukomys_damarensis
ENSBSLP00000037500	ENSBSLG00000018253	Betta_splendens
ENSCGRP00001025272	ENSCGRG00001022924	Cricetulus_griseus_CHOK1GS_HDv1
ENSSLDP00000012883	ENSSLDG00000010249	Seriola_lalandi_dorsalis
ENSCPGP00000003908	ENSCPGG00000002885	Calidris_pygmaea
ENSMALP00000020218	ENSMALG00000014088	Monopterus_albus
ENSBMUP00000020602	ENSBMUG00000015504	Bos_mutus
ENSATEP00000011319	ENSATEG00000007908	Anabas_testudineus
ENSGWIP00000019467	ENSGWIG00000010645	Gouania_willdenowi
ENSPTEP00000014157	ENSPTEG00000015827	Piliocolobus_tephrosceles
ENSCCEP00000008553	ENSCCEG00000008822	Cyanistes_caeruleus
ENSPSIP00000012558	ENSPSIG00000011280	Pelodiscus_sinensis
ENSNBRP00000020237	ENSNBRG00000015487	Neolamprologus_brichardi
ENSPTIP00000013346	ENSPTIG00000013113	Panthera_tigris_altaica
ENSDNOP00000007460	ENSDNOG00000009621	Dasypus_novemcinctus
ENSHCOP00000005016	ENSHCOG00000006592	Hippocampus_comes
ENSOPRP00000004075	ENSOPRG00000004406	Ochotona_princeps
ENSNBRP00000005958	ENSNBRG00000004708	Neolamprologus_brichardi
ENSDCDP00000028405	ENSDCDG00000020479	Denticeps_clupeoides
ENSPTEP00000018720	ENSPTEG00000020111	Piliocolobus_tephrosceles
ENSVVUP00000024758	ENSVVUG00000018163	Vulpes_vulpes
ENSXMAP00000036895	ENSXMAG00000026502	Xiphophorus_maculatus
ENSBBBP00000008783	ENSBBBG00000007907	Bison_bison_bison
ENSMAMP00000005453	ENSMAMG00000003650	Mastacembelus_armatus
ENSLACP00000014812	ENSLACG00000013040	Latimeria_chalumnae
ENSLSDP00000001372	ENSLSDG00000001051	Lonchura_striata_domestica
ENSCGRP00015011041	ENSCGRG00015008512	Cricetulus_griseus_CriGri-PICR
ENSOANP00000031036	ENSOANG00000031835	Ornithorhynchus_anatinus
ENSMALP00000018941	ENSMALG00000013223	Monopterus_albus
ENSPCIP00000001294	ENSPCIG00000001063	Phascolarctos_cinereus
ENSCAFP00000027849	ENSCAFG00000018876	Canis_lupus_familiaris
ENSLCRP00005031162	ENSLCRG00005012324	Larimichthys_crocea
ENSECAP00000004188	ENSECAG00000003869	Equus_caballus
ENSCMIP00000021083	ENSCMIG00000009521	Callorhinchus_milii
ENSMODP00000020653	ENSMODG00000016546	Monodelphis_domestica
ENSGALP00000052635	ENSGALG00000011965	Gallus_gallus
ENSCATP00000029051	ENSCATG00000037774	Cercocebus_atys
ENSAMXP00000015871	ENSAMXG00000015389	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEBUP00000022933	ENSEBUG00000014132	Eptatretus_burgeri	ENSEBUT00000023509
ENSSHAP00000010000	ENSSHAG00000008653	Sarcophilus_harrisii
ENSSMAP00000009553	ENSSMAG00000005891	Scophthalmus_maximus
ENSBSLP00000043146	ENSBSLG00000020587	Betta_splendens
ENSOMEP00000004693	ENSOMEG00000005686	Oryzias_melastigma
ENSPEMP00000008585	ENSPEMG00000010141	Peromyscus_maniculatus_bairdii
ENSMAUP00000005822	ENSMAUG00000007915	Mesocricetus_auratus
ENSNLEP00000025618	ENSNLEG00000015470	Nomascus_leucogenys
ENSCVAP00000004790	ENSCVAG00000000175	Cyprinodon_variegatus
ENSPLAP00000016386	ENSPLAG00000020513	Poecilia_latipinna
ENSMVIP00005026068	ENSMVIG00005018200	Manacus_vitellinus
ENSOANP00000029706	ENSOANG00000029298	Ornithorhynchus_anatinus
ENSACLP00000028138	ENSACLG00000019120	Astatotilapia_calliptera
ENSOGAP00000007917	ENSOGAG00000008827	Otolemur_garnettii
ENSBIXP00005045689	ENSBIXG00005005261	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSIPUP00000001844	ENSIPUG00000001283	Ictalurus_punctatus
ENSGAFP00000026682	ENSGAFG00000018027	Gambusia_affinis
ENSBSLP00000034440	ENSBSLG00000016691	Betta_splendens
ENSORLP00015025217	ENSORLG00015006212	Oryzias_latipes_ASM223469v1
ENSPVAP00000001092	ENSPVAG00000001159	Pteropus_vampyrus
ENSEEUP00000007733	ENSEEUG00000008452	Erinaceus_europaeus
ENSHHUP00000020267	ENSHHUG00000012672	Hucho_hucho
ENSLBEP00000015554	ENSLBEG00000012102	Labrus_bergylta
ENSP00000379773	ENSG00000122299	Homo_sapiens
ENSRNOP00000069541	ENSRNOG00000002420	Rattus_norvegicus
ENSMMOP00000003360	ENSMMOG00000002693	Mola_mola
ENSAPEP00000028660	ENSAPEG00000020311	Amphiprion_percula
ENSPCOP00000014080	ENSPCOG00000018707	Propithecus_coquereli
ENSPPYP00000013242	ENSPPYG00000011866	Pongo_abelii
ENSELUP00000021542	ENSELUG00000020603	Esox_lucius
ENSNVIP00000028038	ENSNVIG00000021643	Neovison_vison
ENSPPRP00000013437	ENSPPRG00000006647	Panthera_pardus
ENSACIP00000027887	ENSACIG00000021548	Amphilophus_citrinellus
ENSAMEP00000002307	ENSAMEG00000002171	Ailuropoda_melanoleuca
ENSFALP00000004096	ENSFALG00000003931	Ficedula_albicollis
ENSSMAP00000011313	ENSSMAG00000006961	Scophthalmus_maximus
ENSPMGP00000004008	ENSPMGG00000003422	Periophthalmus_magnuspinnatus
ENSACLP00000020439	ENSACLG00000013897	Astatotilapia_calliptera
ENSACLP00000008097	ENSACLG00000005455	Astatotilapia_calliptera
ENSPTIP00000003033	ENSPTIG00000005818	Panthera_tigris_altaica
ENSHHUP00000080899	ENSHHUG00000047089	Hucho_hucho
ENSDARP00000131902	ENSDARG00000098540	Danio_rerio
ENSAPEP00000017119	ENSAPEG00000012253	Amphiprion_percula
ENSORLP00015018055	ENSORLG00015019109	Oryzias_latipes_ASM223469v1
ENSPKIP00000026080	ENSPKIG00000008681	Paramormyrops_kingsleyae
ENSOMEP00000026668	ENSOMEG00000008642	Oryzias_melastigma
ENSNLEP00000012422	ENSNLEG00000010179	Nomascus_leucogenys
ENSPMEP00000008385	ENSPMEG00000010137	Poecilia_mexicana
ENSAOCP00000029115	ENSAOCG00000001982	Amphiprion_ocellaris
ENSMOCP00000017764	ENSMOCG00000016255	Microtus_ochrogaster
ENSHBUP00000002781	ENSHBUG00000004007	Haplochromis_burtoni
ENSCVAP00000025666	ENSCVAG00000010642	Cyprinodon_variegatus
ENSAPOP00000001879	ENSAPOG00000003222	Acanthochromis_polyacanthus
ENSUMAP00000029078	ENSUMAG00000021049	Ursus_maritimus
ENSPVAP00000014517	ENSPVAG00000015398	Pteropus_vampyrus
ENSBSLP00000045683	ENSBSLG00000021685	Betta_splendens
ENSCABP00000028772	ENSCABG00000021143	Chelonoidis_abingdonii
ENSSMRP00000002264	ENSSMRG00000001935	Salvator_merianae
ENSXETP00000034724	ENSXETG00000014777	Xenopus_tropicalis
ENSCHAP00000033655	ENSCHAG00000015881	Clupea_harengus
ENSNPEP00000013400	ENSNPEG00000009398	Nothoprocta_perdicaria
ENSCJAP00000009037	ENSCJAG00000004889	Callithrix_jacchus
ENSGAGP00000017764	ENSGAGG00000013068	Gopherus_agassizii
ENSAMXP00000009036	ENSAMXG00000008768	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMPUP00000016305	ENSMPUG00000016409	Mustela_putorius_furo
ENSOMEP00000021752	ENSOMEG00000023997	Oryzias_melastigma
ENSCGOP00000018203	ENSCGOG00000008391	Cottoperca_gobio
ENSP00000345793	ENSG00000100403	Homo_sapiens
ENSSMRP00000019689	ENSSMRG00000015357	Salvator_merianae
ENSMLUP00000014632	ENSMLUG00000016057	Myotis_lucifugus
ENSPPYP00000008040	ENSPPYG00000007111	Pongo_abelii
ENSRBIP00000002791	ENSRBIG00000013333	Rhinopithecus_bieti
ENSDORP00000012845	ENSDORG00000013662	Dipodomys_ordii
ENSOARP00000007295	ENSOARG00000006808	Ovis_aries
ENSAPLP00000022559	ENSAPLG00000005880	Anas_platyrhynchos_platyrhynchos
ENSOGAP00000009320	ENSOGAG00000010411	Otolemur_garnettii
ENSGWIP00000037126	ENSGWIG00000019078	Gouania_willdenowi
ENSEEEP00000022903	ENSEEEG00000011114	Electrophorus_electricus
ENSCAFP00000001541	ENSCAFG00000046255	Canis_lupus_familiaris
ENSPNYP00000031901	ENSPNYG00000024065	Pundamilia_nyererei
ENSSPAP00000030564	ENSSPAG00000022933	Stegastes_partitus
ENSCHAP00000017427	ENSCHAG00000009150	Clupea_harengus
ENSCAPP00000017441	ENSCAPG00000017095	Cavia_aperea
ENSLCAP00010056858	ENSLCAG00010026542	Lates_calcarifer
ENSHBUP00000031779	ENSHBUG00000017656	Haplochromis_burtoni
ENSOCUP00000002355	ENSOCUG00000002712	Oryctolagus_cuniculus
ENSPCAP00000008936	ENSPCAG00000009517	Procavia_capensis
ENSMUSP00000041308	ENSMUSG00000037965	Mus_musculus_strain_reference_(CL57BL6)
ENSCPUP00000022946	ENSCPUG00000015588	Calidris_pugnax
ENSORLP00020006663	ENSORLG00020007547	Oryzias_latipes_ASM223471v1
ENSIPUP00000029349	ENSIPUG00000019805	Ictalurus_punctatus
ENSMALP00000030451	ENSMALG00000021050	Monopterus_albus
ENSORLP00000039166	ENSORLG00000002568	Oryzias_latipes_ASM223467v1
ENSCCAP00000020457	ENSCCAG00000027974	Cebus_capucinus_imitator
ENSGGOP00000009514	ENSGGOG00000009732	Gorilla_gorilla
ENSLBEP00000031263	ENSLBEG00000023602	Labrus_bergylta
ENSNSUP00000024380	ENSNSUG00000017619	Notechis_scutatus
ENSXETP00000034265	ENSXETG00000015424	Xenopus_tropicalis
ENSMODP00000035609	ENSMODG00000004986	Monodelphis_domestica
ENSCABP00000031336	ENSCABG00000022901	Chelonoidis_abingdonii
ENSECAP00000008179	ENSECAG00000010103	Equus_caballus
ENSFALP00000012496	ENSFALG00000011968	Ficedula_albicollis
ENSSSCP00000051459	ENSSSCG00000007895	Sus_scrofa_strain_reference
ENSDORP00000012969	ENSDORG00000013794	Dipodomys_ordii
ENSCATP00000033325	ENSCATG00000039664	Cercocebus_atys
ENSPCOP00000005953	ENSPCOG00000014036	Propithecus_coquereli
MGP_SPRETEiJ_P0040931	MGP_SPRETEiJ_G0020956	Mus_spretus_strain_SPRET/EiJ
ENSSPUP00000010162	ENSSPUG00000007849	Sphenodon_punctatus
ENSGWIP00000022655	ENSGWIG00000011688	Gouania_willdenowi
ENSMFAP00000016784	ENSMFAG00000031501	Macaca_fascicularis
ENSMAUP00000000100	ENSMAUG00000000111	Mesocricetus_auratus
ENSSHAP00000011957	ENSSHAG00000010261	Sarcophilus_harrisii
ENSCLAP00000021966	ENSCLAG00000015052	Chinchilla_lanigera
ENSMMMP00000004201	ENSMMMG00000003824	Marmota_marmota_marmota
ENSDCDP00000026711	ENSDCDG00000018107	Denticeps_clupeoides
ENSNSUP00000004697	ENSNSUG00000003755	Notechis_scutatus
ENSTTRP00000003153	ENSTTRG00000003362	Tursiops_truncatus
ENSGMOP00000014297	ENSGMOG00000013351	Gadus_morhua
ENSLOCP00000000681	ENSLOCG00000000609	Lepisosteus_oculatus
ENSGACP00000010130	ENSGACG00000007633	Gasterosteus_aculeatus
ENSDNVP00000005549	ENSDNVG00000003992	Dromaius_novaehollandiae
ENSLOCP00000014240	ENSLOCG00000011588	Lepisosteus_oculatus
ENSMVIP00005007037	ENSMVIG00005005292	Manacus_vitellinus
ENSMMOP00000004537	ENSMMOG00000003614	Mola_mola
ENSATEP00000005631	ENSATEG00000003987	Anabas_testudineus
ENSCPOP00000003982	ENSCPOG00000004413	Cavia_porcellus
ENSCGRP00001021946	ENSCGRG00001020639	Cricetulus_griseus_CHOK1GS_HDv1
ENSHHUP00000091433	ENSHHUG00000052750	Hucho_hucho
ENSTGUP00000010280	ENSTGUG00000009946	Taeniopygia_guttata
ENSORLP00020007003	ENSORLG00020007911	Oryzias_latipes_ASM223471v1
ENSJJAP00000010140	ENSJJAG00000013804	Jaculus_jaculus
ENSSDAP00000008322	ENSSDAG00000007605	Spermophilus_dauricus
ENSUAMP00000034464	ENSUAMG00000026203	Ursus_americanus
ENSAOWP00000017760	ENSAOWG00000012126	Apteryx_owenii
ENSSSCP00000040533	ENSSSCG00000033036	Sus_scrofa_strain_reference
ENSHHUP00000024636	ENSHHUG00000015480	Hucho_hucho
ENSORLP00000034873	ENSORLG00000004865	Oryzias_latipes_ASM223467v1
ENSTRUP00000043616	ENSTRUG00000017030	Takifugu_rubripes
ENSCCEP00000000484	ENSCCEG00000000642	Cyanistes_caeruleus
ENSCGOP00000018736	ENSCGOG00000008974	Cottoperca_gobio
ENSORLP00020004932	ENSORLG00020005719	Oryzias_latipes_ASM223471v1
ENSGAFP00000016006	ENSGAFG00000010829	Gambusia_affinis
ENSCCNP00000030174	ENSCCNG00000028900	Castor_canadensis
ENSPSMP00000006013	ENSPSMG00000004554	Prolemur_simus
ENSPSMP00000002027	ENSPSMG00000001526	Prolemur_simus
ENSSARP00000009426	ENSSARG00000010416	Sorex_araneus
ENSEASP00005001995	ENSEASG00005001577	Equus_asinus_asinus
ENSPVIP00000000435	ENSPVIG00000000396	Pogona_vitticeps
ENSOANP00000014272	ENSOANG00000008962	Ornithorhynchus_anatinus
ENSMLEP00000015158	ENSMLEG00000031752	Mandrillus_leucophaeus
ENSRROP00000019912	ENSRROG00000033899	Rhinopithecus_roxellana
ENSGACP00000006343	ENSGACG00000004799	Gasterosteus_aculeatus
ENSPPAP00000008403	ENSPPAG00000027430	Pan_paniscus
ENSMNEP00000024577	ENSMNEG00000035809	Macaca_nemestrina
ENSEASP00005002340	ENSEASG00005001831	Equus_asinus_asinus
ENSAPEP00000017263	ENSAPEG00000012353	Amphiprion_percula
ENSHHUP00000021132	ENSHHUG00000013211	Hucho_hucho
ENSMEUP00000012859	ENSMEUG00000014072	Notamacropus_eugenii
ENSMZEP00005025688	ENSMZEG00005019172	Maylandia_zebra
ENSABRP00000004918	ENSABRG00000004538	Anser_brachyrhynchus
ENSXETP00000039843	ENSXETG00000019328	Xenopus_tropicalis
ENSEEEP00000052275	ENSEEEG00000024511	Electrophorus_electricus
ENSECRP00000016364	ENSECRG00000010908	Erpetoichthys_calabaricus
ENSVPAP00000006415	ENSVPAG00000006902	Vicugna_pacos
ENSSDAP00000016332	ENSSDAG00000014752	Spermophilus_dauricus
ENSRNOP00000072066	ENSRNOG00000055925	Rattus_norvegicus
ENSMNEP00000026651	ENSMNEG00000036730	Macaca_nemestrina
ENSFDAP00000018249	ENSFDAG00000009991	Fukomys_damarensis
ENSPEMP00000028463	ENSPEMG00000023990	Peromyscus_maniculatus_bairdii
ENSGMOP00000005068	ENSGMOG00000004744	Gadus_morhua
ENSBTAP00000071746	ENSBTAG00000002782	Bos_taurus
ENSAPLP00000024195	ENSAPLG00000013636	Anas_platyrhynchos_platyrhynchos
ENSOANP00000017296	ENSOANG00000010916	Ornithorhynchus_anatinus
ENSCPOP00000004019	ENSCPOG00000004454	Cavia_porcellus
ENSUPAP00010009645	ENSUPAG00010007799	Urocitellus_parryii
ENSMZEP00005004330	ENSMZEG00005003357	Maylandia_zebra
ENSDCDP00000027747	ENSDCDG00000020223	Denticeps_clupeoides
ENSSMAP00000008762	ENSSMAG00000005415	Scophthalmus_maximus
ENSPTEP00000021968	ENSPTEG00000022941	Piliocolobus_tephrosceles
ENSSBOP00000037752	ENSSBOG00000034962	Saimiri_boliviensis_boliviensis
ENSCJPP00005016418	ENSCJPG00005013496	Coturnix_japonica
ENSPFOP00000016978	ENSPFOG00000016834	Poecilia_formosa
ENSVVUP00000004658	ENSVVUG00000003660	Vulpes_vulpes
ENSZALP00000007583	ENSZALG00000006727	Zonotrichia_albicollis
ENSNPEP00000016058	ENSNPEG00000011681	Nothoprocta_perdicaria	ENSNPET00000016456
ENSCPBP00000008423	ENSCPBG00000006571	Chrysemys_picta_bellii
ENSNSUP00000002665	ENSNSUG00000001025	Notechis_scutatus
ENSSARP00000012854	ENSSARG00000014211	Sorex_araneus
ENSPANP00000013913	ENSPANG00000015185	Papio_anubis
ENSCGOP00000002909	ENSCGOG00000001239	Cottoperca_gobio
ENSJJAP00000015164	ENSJJAG00000017407	Jaculus_jaculus
ENSUPAP00010007492	ENSUPAG00010006013	Urocitellus_parryii
ENSSPUP00000014950	ENSSPUG00000011490	Sphenodon_punctatus
ENSORLP00015033586	ENSORLG00015019078	Oryzias_latipes_ASM223469v1
ENSMMOP00000026941	ENSMMOG00000020375	Mola_mola
ENSPRNP00000049279	ENSPRNG00000023424	Parambassis_ranga
ENSCSAP00000002130	ENSCSAG00000005824	Chlorocebus_sabaeus
ENSLCAP00010005855	ENSLCAG00010002900	Lates_calcarifer
ENSSFOP00015017843	ENSSFOG00015011477	Scleropages_formosus
ENSHGLP00100021304	ENSHGLG00100015688	Heterocephalus_glaber_HetGla_1.0
ENSHHUP00000063820	ENSHHUG00000037677	Hucho_hucho
ENSLAFP00000003548	ENSLAFG00000004255	Loxodonta_africana
ENSCSEP00000010385	ENSCSEG00000006655	Cynoglossus_semilaevis
ENSCMIP00000010562	ENSCMIG00000005534	Callorhinchus_milii
ENSTSYP00000021521	ENSTSYG00000030241	Carlito_syrichta
ENSCVAP00000013703	ENSCVAG00000016240	Cyprinodon_variegatus
MGP_CAROLIEiJ_P0039129	MGP_CAROLIEiJ_G0020058	Mus_caroli_strain_CAROLI_EIJ
ENSPVIP00000017688	ENSPVIG00000013570	Pogona_vitticeps
ENSETEP00000000766	ENSETEG00000000940	Echinops_telfairi
ENSPLAP00000019284	ENSPLAG00000001288	Poecilia_latipinna
ENSMUNP00000006589	ENSMUNG00000005285	Melopsittacus_undulatus
ENSEASP00005016626	ENSEASG00005011504	Equus_asinus_asinus
ENSEBUP00000026875	ENSEBUG00000016536	Eptatretus_burgeri
ENSPPRP00000022059	ENSPPRG00000012697	Panthera_pardus
ENSABRP00000011089	ENSABRG00000009043	Anser_brachyrhynchus
ENSPMEP00000015587	ENSPMEG00000018149	Poecilia_mexicana
ENSTRUP00000005229	ENSTRUG00000002273	Takifugu_rubripes
ENSLCAP00010023598	ENSLCAG00010011084	Lates_calcarifer
ENSNVIP00000000565	ENSNVIG00000000487	Neovison_vison
ENSCGRP00015007289	ENSCGRG00015005615	Cricetulus_griseus_CriGri-PICR
ENSGALP00000004959	ENSGALG00000003143	Gallus_gallus
ENSGMOP00000002138	ENSGMOG00000001969	Gadus_morhua
ENSJHYP00000001676	ENSJHYG00000001425	Junco_hyemalis
ENSCANP00000018820	ENSCANG00000032775	Colobus_angolensis_palliatus
ENSAMEP00000010042	ENSAMEG00000009489	Ailuropoda_melanoleuca
ENSMAMP00000010811	ENSMAMG00000007320	Mastacembelus_armatus
ENSAOCP00000016116	ENSAOCG00000021081	Amphiprion_ocellaris
ENSDNOP00000016717	ENSDNOG00000007676	Dasypus_novemcinctus
ENSONIP00000001733	ENSONIG00000001373	Oreochromis_niloticus
ENSXMAP00000033978	ENSXMAG00000022258	Xiphophorus_maculatus
ENSCJPP00005010457	ENSCJPG00005009108	Coturnix_japonica
ENSFCAP00000055866	ENSFCAG00000003670	Felis_catus
