ENSCGOP00000000914	ENSCGOG00000000548	Cottoperca_gobio
ENSPVAP00000006665	ENSPVAG00000007064	Pteropus_vampyrus
ENSTTRP00000013858	ENSTTRG00000014614	Tursiops_truncatus
ENSTTRP00000013860	ENSTTRG00000014616	Tursiops_truncatus
ENSEEUP00000011329	ENSEEUG00000012413	Erinaceus_europaeus
ENSOPRP00000005628	ENSOPRG00000006125	Ochotona_princeps
ENSOPRP00000005614	ENSOPRG00000006112	Ochotona_princeps
ENSTBEP00000005714	ENSTBEG00000006634	Tupaia_belangeri
ENSCHOP00000011377	ENSCHOG00000012854	Choloepus_hoffmanni
ENSMEUP00000013669	ENSMEUG00000014978	Notamacropus_eugenii
ENSETEP00000012355	ENSETEG00000015236	Echinops_telfairi
ENSPCAP00000007106	ENSPCAG00000007607	Procavia_capensis
ENSPCIP00000014726	ENSPCIG00000011394	Phascolarctos_cinereus
ENSSHAP00000006529	ENSSHAG00000005683	Sarcophilus_harrisii
ENSOANP00000023034	ENSOANG00000014620	Ornithorhynchus_anatinus
ENSCABP00000002295	ENSCABG00000001788	Chelonoidis_abingdonii
ENSCPBP00000022079	ENSCPBG00000015819	Chrysemys_picta_bellii
ENSEBUP00000016458	ENSEBUG00000010333	Eptatretus_burgeri
ENSCSAVP00000010490	ENSCSAVG00000006179	Ciona_savignyi
ENSCINP00000017732	ENSCING00000000882	Ciona_intestinalis
