ENSPCIP00000028421	ENSPCIG00000021218	Phascolarctos_cinereus	ENSPCIT00000034981
ENSVURP00010020026	ENSVURG00010015328	Vombatus_ursinus	ENSVURT00010022806
ENSMEUP00000006949	ENSMEUG00000007603	Notamacropus_eugenii	ENSMEUT00000007630
ENSSHAP00000015946	ENSSHAG00000013581	Sarcophilus_harrisii	ENSSHAT00000016077
ENSMODP00000056938	ENSMODG00000016890	Monodelphis_domestica	ENSMODT00000057401
ENSPVAP00000012359	ENSPVAG00000013106	Pteropus_vampyrus
ENSNMEP00000013046	ENSNMEG00000011962	Numida_meleagris
ENSABRP00000016258	ENSABRG00000014258	Anser_brachyrhynchus
ENSLCOP00000017952	ENSLCOG00000012685	Lepidothrix_coronata
ENSMVIP00005019110	ENSMVIG00005013534	Manacus_vitellinus
ENSJHYP00000005148	ENSJHYG00000004212	Junco_hyemalis
ENSFALP00000003332	ENSFALG00000003188	Ficedula_albicollis
ENSTGUP00000007019	ENSTGUG00000006832	Taeniopygia_guttata
ENSPMJP00000023887	ENSPMJG00000017598	Parus_major
ENSSCAP00000008004	ENSSCAG00000006136	Serinus_canaria
ENSCCEP00000026272	ENSCCEG00000023119	Cyanistes_caeruleus
ENSTGUP00000015708	ENSTGUG00000015368	Taeniopygia_guttata
ENSLSDP00000001331	ENSLSDG00000001043	Lonchura_striata_domestica
ENSMUNP00000018283	ENSMUNG00000013985	Melopsittacus_undulatus
ENSCPGP00000001116	ENSCPGG00000000842	Calidris_pygmaea
ENSCPUP00000017659	ENSCPUG00000012163	Calidris_pugnax
ENSCPRP00005021525	ENSCPRG00005014962	Crocodylus_porosus
ENSGAGP00000036393	ENSGAGG00000025805	Gopherus_agassizii
ENSCABP00000028479	ENSCABG00000020924	Chelonoidis_abingdonii
ENSPSIP00000016138	ENSPSIG00000014337	Pelodiscus_sinensis
ENSACAP00000008896	ENSACAG00000008970	Anolis_carolinensis
ENSPVIP00000023753	ENSPVIG00000017939	Pogona_vitticeps
ENSNSUP00000021448	ENSNSUG00000015578	Notechis_scutatus
ENSSMRP00000021793	ENSSMRG00000016955	Salvator_merianae
ENSSPUP00000006627	ENSSPUG00000005077	Sphenodon_punctatus
ENSXETP00000023491	ENSXETG00000004696	Xenopus_tropicalis
ENSLACP00000010632	ENSLACG00000009367	Latimeria_chalumnae
ENSCMIP00000042500	ENSCMIG00000017631	Callorhinchus_milii
ENSPNAP00000028686	ENSPNAG00000005455	Pygocentrus_nattereri
ENSIPUP00000001725	ENSIPUG00000001216	Ictalurus_punctatus
ENSDARP00000086491	ENSDARG00000058480	Danio_rerio
ENSCHAP00000011924	ENSCHAG00000006395	Clupea_harengus
ENSELUP00000017019	ENSELUG00000016810	Esox_lucius
ENSHHUP00000018427	ENSHHUG00000011505	Hucho_hucho
ENSHHUP00000086762	ENSHHUG00000050201	Hucho_hucho
ENSSMAP00000004580	ENSSMAG00000002796	Scophthalmus_maximus
ENSCSEP00000006254	ENSCSEG00000004033	Cynoglossus_semilaevis
ENSSDUP00000023563	ENSSDUG00000017008	Seriola_dumerili
ENSMAMP00000013010	ENSMAMG00000008827	Mastacembelus_armatus
ENSHCOP00000016852	ENSHCOG00000000551	Hippocampus_comes
ENSPNYP00000019380	ENSPNYG00000014612	Pundamilia_nyererei
ENSNBRP00000010705	ENSNBRG00000007980	Neolamprologus_brichardi
ENSACIP00000019583	ENSACIG00000015210	Amphilophus_citrinellus
ENSGWIP00000005667	ENSGWIG00000003163	Gouania_willdenowi
ENSPRNP00000015369	ENSPRNG00000007977	Parambassis_ranga
ENSAPEP00000001679	ENSAPEG00000001092	Amphiprion_percula
ENSPFOP00000014491	ENSPFOG00000014278	Poecilia_formosa
ENSPLAP00000028295	ENSPLAG00000017554	Poecilia_latipinna
ENSPREP00000000518	ENSPREG00000000389	Poecilia_reticulata
ENSGAFP00000004475	ENSGAFG00000003006	Gambusia_affinis
ENSXCOP00000002280	ENSXCOG00000001825	Xiphophorus_couchianus
ENSKMAP00000009716	ENSKMAG00000007276	Kryptolebias_marmoratus
ENSMMOP00000004838	ENSMMOG00000003854	Mola_mola
ENSTNIP00000007295	ENSTNIG00000004643	Tetraodon_nigroviridis
ENSPMGP00000020304	ENSPMGG00000016441	Periophthalmus_magnuspinnatus
ENSGMOP00000006647	ENSGMOG00000006228	Gadus_morhua
ENSSFOP00015022443	ENSSFOG00015014438	Scleropages_formosus
ENSLOCP00000006880	ENSLOCG00000005695	Lepisosteus_oculatus
ENSEBUP00000016987	ENSEBUG00000010636	Eptatretus_burgeri
ENSCINP00000006216	ENSCING00000003056	Ciona_intestinalis
ENSCINP00000036319	ENSCING00000022373	Ciona_intestinalis
ENSCSAVP00000018022	ENSCSAVG00000010615	Ciona_savignyi
FBpp0077230	FBgn0015376	Drosophila_melanogaster
K08F4.1.4	WBGene00010676	Caenorhabditis_elegans_strain_N2
ENSPTEP00000004169	ENSPTEG00000004917	Piliocolobus_tephrosceles
YMR078C_mRNA	YMR078C	Saccharomyces_cerevisiae_strain_S288C
