ENSPMAP00000007573	ENSPMAG00000006866	Petromyzon_marinus
ENSRBIP00000005277	ENSRBIG00000023738	Rhinopithecus_bieti
ENSCANP00000005004	ENSCANG00000017166	Colobus_angolensis_palliatus
ENSCSAP00000012080	ENSCSAG00000016013	Chlorocebus_sabaeus
ENSMICP00000044202	ENSMICG00000046562	Microcebus_murinus
ENSMAUP00000020707	ENSMAUG00000018663	Mesocricetus_auratus
ENSMAUP00000002537	ENSMAUG00000002182	Mesocricetus_auratus
ENSCGRP00015038266	ENSCGRG00015028595	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000026806	ENSCGRG00000019898	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001007623	ENSCGRG00001010025	Cricetulus_griseus_CHOK1GS_HDv1
ENSPEMP00000002021	ENSPEMG00000001904	Peromyscus_maniculatus_bairdii
ENSCGRP00000020829	ENSCGRG00000015137	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001261	ENSCGRG00001000966	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000009970	ENSMAUG00000010991	Mesocricetus_auratus
ENSCGRP00015036902	ENSCGRG00015027690	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001006014	ENSCGRG00001008024	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026172	ENSCGRG00000019221	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006611	ENSMAUG00000008499	Mesocricetus_auratus
ENSPEMP00000012484	ENSPEMG00000012806	Peromyscus_maniculatus_bairdii
ENSMOCP00000001963	ENSMOCG00000001528	Microtus_ochrogaster
ENSMOCP00000026047	ENSMOCG00000021976	Microtus_ochrogaster
ENSMSIP00000028518	ENSMSIG00000023979	Mus_spicilegus
ENSMSIP00000014180	ENSMSIG00000012245	Mus_spicilegus
ENSMSIP00000036164	ENSMSIG00000030090	Mus_spicilegus
ENSMSIP00000031036	ENSMSIG00000025980	Mus_spicilegus
ENSMSIP00000020401	ENSMSIG00000017324	Mus_spicilegus
ENSMUSP00000058432	ENSMUSG00000039001	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0058798	MGP_SPRETEiJ_G0025701	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0067596	MGP_PahariEiJ_G0026223	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070217	ENSRNOG00000060449	Rattus_norvegicus
ENSRNOP00000042935	ENSRNOG00000033916	Rattus_norvegicus
ENSRNOP00000056140	ENSRNOG00000038864	Rattus_norvegicus
ENSJJAP00000013831	ENSJJAG00000016454	Jaculus_jaculus
ENSOARP00000014063	ENSOARG00000013126	Ovis_aries
ENSBIXP00000036894	ENSBIXG00000020411	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSSCP00000020869	ENSSSCG00000021825	Sus_scrofa_strain_reference
ENSECAP00000042125	ENSECAG00000036116	Equus_caballus
ENSCAFP00000018663	ENSCAFG00000012676	Canis_lupus_familiaris
ENSCPOP00000001773	ENSCPOG00000001965	Cavia_porcellus
ENSHGLP00100008475	ENSHGLG00100006306	Heterocephalus_glaber_HetGla_1.0
ENSANAP00000018243	ENSANAG00000026964	Aotus_nancymaae
ENSSBOP00000009024	ENSSBOG00000021410	Saimiri_boliviensis_boliviensis
ENSMLEP00000024853	ENSMLEG00000036605	Mandrillus_leucophaeus
ENSMLEP00000026272	ENSMLEG00000037338	Mandrillus_leucophaeus
ENSMFAP00000005697	ENSMFAG00000002515	Macaca_fascicularis
ENSCATP00000016022	ENSCATG00000031953	Cercocebus_atys
ENSNLEP00000027384	ENSNLEG00000010894	Nomascus_leucogenys
ENSMLUP00000000315	ENSMLUG00000000346	Myotis_lucifugus
ENSCAFP00020024868	ENSCAFG00020019544	Canis_lupus_dingo
ENSBTAP00000027713	ENSBTAG00000020795	Bos_taurus
ENSBBBP00000014012	ENSBBBG00000021727	Bison_bison_bison
ENSGAGP00000006299	ENSGAGG00000005056	Gopherus_agassizii
ENSPMJP00000024711	ENSPMJG00000018126	Parus_major
ENSMGAP00000005631	ENSMGAG00000005698	Meleagris_gallopavo
ENSGALP00000033411	ENSGALG00000005338	Gallus_gallus
ENSABRP00000005976	ENSABRG00000005539	Anser_brachyrhynchus
ENSDNVP00000021150	ENSDNVG00000014807	Dromaius_novaehollandiae
ENSNPEP00000012906	ENSNPEG00000009640	Nothoprocta_perdicaria
ENSSPUP00000019139	ENSSPUG00000014739	Sphenodon_punctatus
ENSPVIP00000008114	ENSPVIG00000006568	Pogona_vitticeps
ENSSPUP00000021692	ENSSPUG00000016661	Sphenodon_punctatus
ENSLCOP00000011388	ENSLCOG00000008262	Lepidothrix_coronata
ENSMVIP00005005999	ENSMVIG00005004569	Manacus_vitellinus
ENSCCEP00000024187	ENSCCEG00000021536	Cyanistes_caeruleus
ENSFALP00000011013	ENSFALG00000010558	Ficedula_albicollis
ENSJHYP00000014742	ENSJHYG00000011400	Junco_hyemalis
ENSZALP00000011854	ENSZALG00000009989	Zonotrichia_albicollis
ENSSCAP00000020715	ENSSCAG00000014930	Serinus_canaria
ENSCPUP00000011858	ENSCPUG00000008406	Calidris_pugnax
ENSMUNP00000009376	ENSMUNG00000007413	Melopsittacus_undulatus
ENSARWP00000013922	ENSARWG00000009635	Apteryx_rowi
ENSNMEP00000018377	ENSNMEG00000015996	Numida_meleagris
ENSCPGP00000013830	ENSCPGG00000009777	Calidris_pygmaea
ENSAHAP00000001630	ENSAHAG00000001351	Apteryx_haastii
ENSCJPP00005002764	ENSCJPG00005003060	Coturnix_japonica
ENSACAP00000004897	ENSACAG00000005015	Anolis_carolinensis
ENSCPBP00000039380	ENSCPBG00000027132	Chrysemys_picta_bellii
ENSCABP00000005824	ENSCABG00000004374	Chelonoidis_abingdonii
ENSPSIP00000004624	ENSPSIG00000004333	Pelodiscus_sinensis
ENSNSUP00000019282	ENSNSUG00000014091	Notechis_scutatus
ENSVURP00010013548	ENSVURG00010010433	Vombatus_ursinus
ENSCHAP00000000418	ENSCHAG00000000282	Clupea_harengus	ENSCHAT00000000468
ENSTGUP00000007972	ENSTGUG00000007750	Taeniopygia_guttata
ENSAPLP00000032817	ENSAPLG00000002422	Anas_platyrhynchos_platyrhynchos
ENSMUGP00000018587	ENSMUGG00000015764	Meriones_unguiculatus
ENSMUGP00000019398	ENSMUGG00000016450	Meriones_unguiculatus
ENSTTRP00000010530	ENSTTRG00000011105	Tursiops_truncatus
ENSEEUP00000004159	ENSEEUG00000004573	Erinaceus_europaeus
ENSOPRP00000000858	ENSOPRG00000000937	Ochotona_princeps
ENSPCAP00000002733	ENSPCAG00000002912	Procavia_capensis
ENSPVAP00000003354	ENSPVAG00000003548	Pteropus_vampyrus
ENSMEUP00000014458	ENSMEUG00000015832	Notamacropus_eugenii
ENSLCRP00005028932	ENSLCRG00005011447	Larimichthys_crocea
ENSLBEP00000013054	ENSLBEG00000010037	Labrus_bergylta
ENSGAFP00000000976	ENSGAFG00000000674	Gambusia_affinis
ENSHHUP00000020366	ENSHHUG00000012743	Hucho_hucho
ENSUPAP00010018100	ENSUPAG00010014406	Urocitellus_parryii
ENSDARP00000031181	ENSDARG00000025850	Danio_rerio
ENSDCDP00000043118	ENSDCDG00000027616	Denticeps_clupeoides
ENSAOCP00000016772	ENSAOCG00000021768	Amphiprion_ocellaris
ENSAPEP00000005883	ENSAPEG00000004225	Amphiprion_percula
ENSAPOP00000003364	ENSAPOG00000004856	Acanthochromis_polyacanthus
ENSSPAP00000002753	ENSSPAG00000002110	Stegastes_partitus
ENSGWIP00000032848	ENSGWIG00000016891	Gouania_willdenowi
ENSORLP00000023776	ENSORLG00000019065	Oryzias_latipes_ASM223467v1
ENSORLP00015019250	ENSORLG00015020322	Oryzias_latipes_ASM223469v1
ENSSLDP00000002417	ENSSLDG00000001940	Seriola_lalandi_dorsalis
ENSSDUP00000009001	ENSSDUG00000006621	Seriola_dumerili
ENSLCAP00010056921	ENSLCAG00010026565	Lates_calcarifer
ENSBSLP00000053009	ENSBSLG00000025013	Betta_splendens
ENSATEP00000036006	ENSATEG00000024746	Anabas_testudineus
ENSOMEP00000029537	ENSOMEG00000013240	Oryzias_melastigma
ENSSMAP00000028979	ENSSMAG00000017703	Scophthalmus_maximus
ENSLBEP00000007780	ENSLBEG00000006007	Labrus_bergylta
ENSMZEP00005035892	ENSMZEG00005026797	Maylandia_zebra
ENSACLP00000012734	ENSACLG00000008645	Astatotilapia_calliptera
ENSHBUP00000011048	ENSHBUG00000012656	Haplochromis_burtoni
ENSPNYP00000031672	ENSPNYG00000023895	Pundamilia_nyererei
ENSNBRP00000011272	ENSNBRG00000008784	Neolamprologus_brichardi
ENSONIP00000018732	ENSONIG00000014882	Oreochromis_niloticus
ENSKMAP00000011761	ENSKMAG00000008850	Kryptolebias_marmoratus
ENSCSEP00000013063	ENSCSEG00000008439	Cynoglossus_semilaevis
ENSFHEP00000030534	ENSFHEG00000015890	Fundulus_heteroclitus
ENSCVAP00000013104	ENSCVAG00000015564	Cyprinodon_variegatus
ENSXCOP00000022546	ENSXCOG00000016853	Xiphophorus_couchianus
ENSXMAP00000032215	ENSXMAG00000025164	Xiphophorus_maculatus
ENSPMEP00000018892	ENSPMEG00000021868	Poecilia_mexicana
ENSPFOP00000012922	ENSPFOG00000012900	Poecilia_formosa
ENSPLAP00000000675	ENSPLAG00000001546	Poecilia_latipinna
ENSPREP00000029916	ENSPREG00000020255	Poecilia_reticulata
ENSACIP00000012233	ENSACIG00000009542	Amphilophus_citrinellus
ENSPRNP00000050711	ENSPRNG00000024094	Parambassis_ranga
ENSMALP00000026453	ENSMALG00000018350	Monopterus_albus
ENSHCOP00000019739	ENSHCOG00000005285	Hippocampus_comes
ENSECRP00000010968	ENSECRG00000007291	Erpetoichthys_calabaricus
ENSAMXP00000018154	ENSAMXG00000017628	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005040792	ENSAMXG00005019106	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003302	ENSPNAG00000001329	Pygocentrus_nattereri
ENSIPUP00000007932	ENSIPUG00000005448	Ictalurus_punctatus
ENSPKIP00000000054	ENSPKIG00000018867	Paramormyrops_kingsleyae
ENSSFOP00015032107	ENSSFOG00015020546	Scleropages_formosus
ENSLOCP00000006594	ENSLOCG00000005469	Lepisosteus_oculatus
ENSELUP00000038192	ENSELUG00000018003	Esox_lucius
ENSXETP00000000801	ENSXETG00000002696	Xenopus_tropicalis
ENSEEEP00000051974	ENSEEEG00000024390	Electrophorus_electricus
ENSSFOP00015025683	ENSSFOG00015016503	Scleropages_formosus
ENSMAMP00000010437	ENSMAMG00000007033	Mastacembelus_armatus
ENSTNIP00000022681	ENSTNIG00000019467	Tetraodon_nigroviridis
ENSSMRP00000016243	ENSSMRG00000012637	Salvator_merianae
ENSLSDP00000005830	ENSLSDG00000004506	Lonchura_striata_domestica
ENSMODP00000044995	ENSMODG00000051031	Monodelphis_domestica
ENSTRUP00000051336	ENSTRUG00000024759	Takifugu_rubripes
ENSMMOP00000013920	ENSMMOG00000010662	Mola_mola
ENSPMGP00000024080	ENSPMGG00000019476	Periophthalmus_magnuspinnatus
ENSHHUP00000006000	ENSHHUG00000003677	Hucho_hucho
ENSAOWP00000000367	ENSAOWG00000000304	Apteryx_owenii
ENSCPRP00005007927	ENSCPRG00005005632	Crocodylus_porosus
ENSGAGP00000032756	ENSGAGG00000023406	Gopherus_agassizii
ENSCGRP00015020598	ENSCGRG00015015769	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015031972	ENSCGRG00015024137	Cricetulus_griseus_CriGri-PICR
ENSOCUP00000018090	ENSOCUG00000027307	Oryctolagus_cuniculus
ENSUAMP00000012047	ENSUAMG00000009778	Ursus_americanus
ENSUMAP00000002775	ENSUMAG00000002439	Ursus_maritimus
ENSUAMP00000029669	ENSUAMG00000022840	Ursus_americanus
ENSLAFP00000019238	ENSLAFG00000015793	Loxodonta_africana
ENSPCIP00000048646	ENSPCIG00000033006	Phascolarctos_cinereus
ENSCMIP00000036803	ENSCMIG00000015530	Callorhinchus_milii
ENSCINP00000007489	ENSCING00000003630	Ciona_intestinalis
ENSCSAVP00000014393	ENSCSAVG00000008429	Ciona_savignyi
FBpp0307130	FBgn0015521	Drosophila_melanogaster
F37C12.11.1	WBGene00004490	Caenorhabditis_elegans_strain_N2
ENSSLDP00000004379	ENSSLDG00000003458	Seriola_lalandi_dorsalis
YJL136C_mRNA	YJL136C	Saccharomyces_cerevisiae_strain_S288C
YKR057W_mRNA	YKR057W	Saccharomyces_cerevisiae_strain_S288C
ENSMMMP00000011336	ENSMMMG00000010109	Marmota_marmota_marmota
